liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Successful Open Play Passes,Unsuccessful Short Passes,Duels,Forward Passes,Corners Won,Throw Ins to Own Player,Goals Conceded Inside Box,Ground Duels lost,Unsuccessful Passes Own Half,Touches,Successful Passes Own Half,Substitute On,Penalty Goals Conceded,Index,Goals Conceded,Recoveries,Duels lost,Total Passes,Unsuccessful Crosses open play,Total Fouls Conceded,Yellow Cards,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Appearances,Games Played,Unsuccessful Dribbles,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Ground Duels,Successful Passes Opposition Half,Successful Short Passes,Home Goals,Away Goals,Winning Goal,Rightside Passes,Successful Long Passes,Goals Conceded Outside Box,Successful Launches,Total Tackles,Aerial Duels,Aerial Duels lost,Blocked Shots,Starts,Substitute Off,Total Touches In Opposition Box,Backward Passes,Unsuccessful Long Passes,Tackles Lost,Interceptions,Total Clearances,Unsuccessful Launches,Total Fouls Won,Aerial Duels won,Duels won,Tackles Won,Ground Duels won,Through balls,Successful Crosses & Corners,Handballs conceded,Last Man Tackle,Successful Crosses open play,Successful Dribbles,Key Passes (Attempt Assists),Foul Attempted Tackle,Blocks,Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Clean Sheets,Shots On Target ( inc goals ),Corners Taken (incl short corners),Throw Ins to Opposition Player,Unsuccessful Corners into Box,Total Shots,Left Foot Goals,Offsides,Goal Assists,Goals from Inside Box,Goals,Goals from Outside Box,Assists (Intentional),Hit Woodwork,Right Foot Goals,Penalties Taken,Successful Lay-offs,Unsuccessful lay-offs,Headed Goals,Penalty Goals,Foul Won Penalty,Second Goal Assists,GK Successful Distribution,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Penalties Conceded,Total Red Cards,Saves Made from Outside Box,Catches,Penalties Saved,Saves from Penalty,Saves made - parried,Punches,Saves Made,Penalties Faced,Saves Made from Inside Box,GK Unsuccessful Distribution,Drops,Overruns,Saves made - caught,Goal Kicks,Straight Red Cards,Penalties Off Target,Clearances Off the Line,Own Goal Scored,Goalkeeper Smother,Set Pieces Goals,Last Player Tackle,Crosses not Claimed
Mexico_Liga_MX,2021-2022,Club Necaxa,9xaps7t7xtt5x3grjpbgxtfit,R. Aguirre,Forward,27,192.0,1236.0,92.0,237.0,146.0,90.0,221.0,63.0,12.0,1.0,19.0,77.0,9.0,523.0,51.0,3.0,1.0,10.0,20.0,36.0,125.0,256.0,7.0,35.0,3.0,90.0,164.0,68.0,17.0,17.0,18.0,37.0,16.0,7.0,114.0,121.0,158.0,1.0,1.0,1.0,50.0,6.0,1.0,1.0,13.0,107.0,48.0,10.0,14.0,9.0,64.0,75.0,2.0,6.0,2.0,14.0,1.0,15.0,59.0,96.0,7.0,37.0,,8.0,2.0,,8.0,9.0,11.0,17.0,,18.0,7.0,1.0,24.0,,1.0,,42.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,,,,5.0,4.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,7.0,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,6,2.0,16.0,2.0,8.0,6.0,,3.0,2.0,,,,1.0,1.0,12.0,6.0,3.0,,10.0,,2.0,1.0,8.0,,1.0,,1.0,6.0,2.0,3.0,3.0,,,,,3.0,,6.0,,,0.0,4.0,,,,1.0,,,,,,,,2.0,,,1.0,2.0,1.0,,2.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,9sw1uxxwqqbpt2fkj8lahh90p,S. Bareiro,Forward,19,40.0,218.0,23.0,79.0,56.0,20.0,36.0,21.0,,1.0,2.0,14.0,6.0,124.0,22.0,5.0,,10.0,2.0,9.0,21.0,81.0,1.0,8.0,,18.0,58.0,17.0,7.0,7.0,2.0,5.0,5.0,1.0,20.0,36.0,55.0,,,0.0,26.0,3.0,,,1.0,16.0,7.0,1.0,2.0,2.0,9.0,17.0,3.0,,1.0,5.0,1.0,3.0,9.0,15.0,1.0,6.0,,,1.0,,,2.0,2.0,1.0,2.0,1.0,,,2.0,,,,3.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,9hqnmrjflza9rvm8h56wrnap5,F. Batista,Forward,9,16.0,145.0,10.0,18.0,8.0,9.0,18.0,7.0,2.0,,3.0,7.0,1.0,37.0,2.0,4.0,,10.0,3.0,5.0,11.0,19.0,,4.0,,9.0,9.0,4.0,5.0,5.0,1.0,2.0,3.0,,10.0,9.0,9.0,,,0.0,5.0,,,,1.0,8.0,4.0,,1.0,1.0,3.0,3.0,1.0,,,,,1.0,4.0,7.0,1.0,3.0,,2.0,,,2.0,1.0,2.0,,,2.0,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,3gxwh529yietclalkd1zf8zu2,U. Cardona,Forward,13,3.0,15.0,1.0,7.0,6.0,1.0,2.0,1.0,,,,,,11.0,2.0,2.0,,10.0,,3.0,,7.0,,,,1.0,6.0,,2.0,2.0,,,,,2.0,4.0,6.0,,,0.0,4.0,,,,,,,,,,,2.0,,,,,,,,2.0,,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,5io2106rxpshzsc39qigm1nth,B. Carvallo,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,eg5739utjjetg33wvaebf812i,B. Casas,Forward,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,dw9a3l2fh1w32mlgqgtxeqfe2,R. Castellanos,Goalkeeper,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,1kggpaz4j0ttrjavw0z6tzjhm,I. Domínguez,Defender,2,47.0,342.0,29.0,96.0,67.0,18.0,34.0,33.0,1.0,26.0,8.0,12.0,17.0,193.0,29.0,2.0,,10.0,9.0,18.0,12.0,98.0,2.0,5.0,,14.0,69.0,18.0,6.0,6.0,1.0,4.0,8.0,2.0,30.0,41.0,61.0,,,0.0,32.0,8.0,1.0,2.0,14.0,4.0,,1.0,4.0,3.0,6.0,15.0,11.0,7.0,7.0,7.0,7.0,3.0,4.0,22.0,7.0,18.0,,1.0,,,1.0,1.0,1.0,4.0,1.0,2.0,5.0,,2.0,,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Necaxa,8dw29j8k2379f7hvij6mna4lx,A. Escoboza,Midfielder,22,138.0,863.0,73.0,261.0,189.0,52.0,62.0,101.0,5.0,38.0,13.0,19.0,23.0,470.0,66.0,8.0,1.0,10.0,14.0,37.0,30.0,270.0,26.0,8.0,2.0,86.0,197.0,24.0,17.0,17.0,6.0,9.0,17.0,36.0,44.0,146.0,183.0,1.0,0.0,1.0,89.0,14.0,1.0,2.0,10.0,18.0,11.0,7.0,9.0,7.0,14.0,56.0,21.0,4.0,9.0,9.0,12.0,6.0,7.0,32.0,6.0,25.0,1.0,15.0,,,8.0,9.0,18.0,5.0,1.0,6.0,5.0,2.0,4.0,14.0,8.0,6.0,10.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
