liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,FC Naples,48luq2cgvsxthnitv05jepyqc,W. Arevalo,Midfielder,19,1.0,3.0,8.0,2.0,10.0,3.0,1.0,,,5.0,2.0,,3.0,10.0,,1.0,,,1.0,,,5.0,2.0,3.0,5.0,,45.0,1.0,6.0,10.0,,5.0,3.0,5.0,19.0,,,,5.0,,5.0,0.0,3.0,3.0,,,6.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,2.0,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,d927xubxrwg5l3qnvmh7b3nu2,D. Bachstein,Forward,18,2.0,,7.0,4.0,19.0,3.0,2.0,,,4.0,3.0,2.0,4.0,12.0,2.0,5.0,2.0,2.0,2.0,,,7.0,7.0,,7.0,,58.0,3.0,8.0,12.0,6.0,7.0,12.0,5.0,27.0,,,1.0,5.0,,4.0,0.0,3.0,2.0,1.0,,3.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,53zmc257rzr74zaut60r0b7dg,I. Cerro,Midfielder,30,3.0,8.0,11.0,8.0,35.0,20.0,3.0,,,10.0,8.0,1.0,12.0,54.0,13.0,14.0,2.0,1.0,2.0,1.0,1.0,45.0,30.0,16.0,37.0,1.0,108.0,1.0,16.0,54.0,5.0,45.0,5.0,9.0,88.0,2.0,,1.0,7.0,4.0,8.0,0.0,1.0,1.0,,1.0,3.0,,1.0,3.0,2.0,1.0,1.0,,8.0,4.0,2.0,,2.0,6.0,,,,,,,,1.0,,,,1.0,2.0,2.0,4.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,9.0,4.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,b20vm9evnp996el4wop064jmy,J. Cisneros,Defender,3,3.0,31.0,39.0,21.0,60.0,34.0,3.0,1.0,,33.0,16.0,3.0,4.0,107.0,16.0,44.0,3.0,1.0,,,,91.0,43.0,54.0,90.0,20.0,218.0,5.0,50.0,113.0,3.0,97.0,6.0,16.0,205.0,9.0,1.0,3.0,19.0,6.0,13.0,0.0,6.0,1.0,5.0,1.0,18.0,,4.0,4.0,3.0,3.0,2.0,,7.0,3.0,7.0,4.0,2.0,10.0,,,,,,2.0,,1.0,5.0,,,1.0,17.0,,2.0,1.0,13.0,9.0,7.0,1.0,,,,,,,,,,,1.0,,,,,,,25.0,9.0,,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,bzk7l6u5bvun1zt11ouvzp7ft,E. Delgado,Goalkeeper,1,3.0,,1.0,1.0,,33.0,3.0,1.0,,1.0,1.0,,16.0,46.0,17.0,17.0,,,,,,38.0,3.0,51.0,40.0,,261.0,1.0,12.0,66.0,,54.0,,12.0,79.0,,5.0,11.0,9.0,3.0,1.0,0.0,,,,,,,,,,3.0,3.0,,14.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,20.0,16.0,,,1.0,3.0,3.0,,2.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,5r147g72666685wyzfupaqgwk,A. Ferrín,Midfielder,10,3.0,18.0,38.0,20.0,86.0,22.0,3.0,1.0,,38.0,20.0,5.0,15.0,78.0,14.0,24.0,5.0,6.0,,,,65.0,49.0,17.0,64.0,3.0,240.0,6.0,38.0,79.0,12.0,66.0,24.0,13.0,147.0,3.0,2.0,3.0,16.0,,10.0,1.0,,,,2.0,18.0,,1.0,4.0,2.0,3.0,,,2.0,3.0,4.0,1.0,4.0,7.0,,1.0,,,1.0,3.0,,7.0,,3.0,,3.0,18.0,3.0,6.0,,13.0,3.0,8.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,26.0,17.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,3vmjzpd99qcobzd4xivpbd7h0,L. Fitzgerald,Goalkeeper,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,4wgjayv8s85dueh5l88im6lwq,C. Garcia,Forward,11,2.0,15.0,25.0,14.0,71.0,19.0,2.0,1.0,,21.0,11.0,1.0,17.0,57.0,9.0,9.0,1.0,1.0,,2.0,,41.0,37.0,9.0,43.0,2.0,164.0,1.0,34.0,60.0,7.0,44.0,12.0,16.0,109.0,5.0,1.0,2.0,20.0,1.0,14.0,0.0,4.0,1.0,3.0,6.0,11.0,,1.0,2.0,1.0,2.0,,,1.0,1.0,3.0,,3.0,4.0,1.0,6.0,,,,1.0,2.0,6.0,,1.0,3.0,2.0,10.0,1.0,6.0,2.0,7.0,2.0,5.0,2.0,,,,,,,,,,,1.0,,,,,,,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,3o5p74ii3tuo8b41bvls0qdck,H. Gay,Defender,12,2.0,9.0,11.0,5.0,23.0,9.0,2.0,,,9.0,4.0,,5.0,24.0,5.0,1.0,,1.0,1.0,,,17.0,12.0,5.0,14.0,6.0,91.0,1.0,20.0,24.0,2.0,17.0,3.0,7.0,54.0,5.0,,,9.0,3.0,7.0,0.0,2.0,1.0,1.0,,6.0,,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,,,4.0,,,,,,,,,3.0,3.0,,,4.0,5.0,2.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,9.0,9.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,FC Naples,26ch3v6i6cj0evk767slxcqhg,M. Glasser,Defender,4,3.0,28.0,13.0,6.0,46.0,35.0,3.0,1.0,,10.0,5.0,1.0,24.0,88.0,11.0,1.0,2.0,2.0,,3.0,3.0,70.0,49.0,24.0,66.0,13.0,211.0,,33.0,88.0,2.0,70.0,3.0,18.0,139.0,6.0,5.0,8.0,17.0,7.0,10.0,0.0,3.0,2.0,1.0,1.0,7.0,,3.0,6.0,2.0,3.0,,,4.0,,5.0,6.0,,5.0,,,,,,2.0,,,4.0,,,,5.0,,,,3.0,6.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,,17.0,12.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
