liga,temporada,equipo,id,nombre,posicion,dorsal,Times Tackled,Aerial Duels won,Aerial Duels,Aerial Duels lost,Rightside Passes,Successful Passes Opposition Half,Unsuccessful Crosses open play,Right Foot Goals,Corners Taken (incl short corners),Goals Conceded,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Ground Duels,Appearances,Games Played,Starts,Total Fouls Won,Total Tackles,Tackles Won,Assists (Intentional),Foul Attempted Tackle,Index,Tackles Lost,Clean Sheets,Total Passes,Goals Conceded Outside Box,Backward Passes,Goals,Interceptions,Ground Duels lost,Yellow Cards,Shots Off Target (inc woodwork),Ground Duels won,Duels lost,Duels,Offsides,Successful Open Play Passes,Total Touches In Opposition Box,Penalties Conceded,Leftside Passes,Throw Ins to Opposition Player,Unsuccessful Launches,Successful Passes Own Half,Successful Crosses open play,PutThrough/Blocked Distribution,Blocks,Handballs conceded,Successful Long Passes,Unsuccessful Passes Own Half,Successful Dribbles,Total Clearances,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Unsuccessful Short Passes,Goal Assists,Shots On Target ( inc goals ),Time Played,Corners Won,Recoveries,Throw Ins to Own Player,Key Passes (Attempt Assists),Left Foot Goals,Successful Crosses & Corners,Penalty Goals Conceded,Total Shots,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Forward Passes,Touches,Duels won,Hit Woodwork,Total Fouls Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Blocked Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Successful Launches,Successful Lay-offs,Goals from Inside Box,Open Play Passes,Total Losses Of Possession,Home Goals,Away Goals,Winning Goal,Clearances Off the Line,Headed Goals,Red Cards - 2nd Yellow,Substitute Off,Total Red Cards,Substitute On,Through balls,GK Unsuccessful Distribution,GK Successful Distribution,Goals from Outside Box,Second Goal Assists,Unsuccessful Corners into Box,Successful Corners into Box,Straight Red Cards,Attempts from Set Pieces,Foul Won Penalty,Unsuccessful lay-offs,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made,Penalties Saved,Catches,Punches,Saves made - caught,Goalkeeper Smother,Saves from Penalty,Drops,Penalty Goals,Penalties Taken,Own Goal Scored,Set Pieces Goals,Other Goals,Penalties Off Target,Crosses not Claimed,Last Man Tackle
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,9daagbp9cole1exslz991cqhg,K. Baskett,Goalkeeper,12,,5.0,5.0,,47.0,23.0,,,,11.0,,8.0,2.0,10.0,10.0,10.0,3.0,,,,,10.0,,4.0,236.0,3.0,,,,,2.0,,2.0,,7.0,,70.0,,,43.0,,28.0,127.0,,,,,40.0,21.0,,4.0,,79.0,7.0,,,900.0,1.0,79.0,,,,,,,65.0,,146.0,330.0,7.0,,,86.0,,150.0,110.0,7.0,,,97.0,90.0,0.0,0.0,0.0,,,,,,,,37.0,113.0,,,,,,,,,12.0,14.0,8.0,1.0,26.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,4t92bvofxxvfqe6f2w9gs8t0p,C. Bent,Forward,23,47.0,5.0,10.0,5.0,65.0,160.0,24.0,,9.0,15.0,38.0,9.0,148.0,19.0,19.0,14.0,29.0,25.0,15.0,3.0,8.0,10.0,10.0,2.0,344.0,6.0,84.0,,16.0,73.0,3.0,7.0,75.0,78.0,158.0,9.0,261.0,26.0,,82.0,8.0,9.0,119.0,8.0,23.0,2.0,1.0,12.0,21.0,21.0,7.0,9.0,20.0,58.0,3.0,5.0,1188.0,11.0,70.0,19.0,13.0,,13.0,,12.0,95.0,29.0,113.0,658.0,80.0,,14.0,78.0,1.0,266.0,254.0,1.0,5.0,,338.0,215.0,0.0,0.0,0.0,2.0,,,9.0,,5.0,4.0,,,,1.0,8.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,6cd1hn16e1opa0gzfkefmpnu,M. Camara,Forward,25,5.0,7.0,17.0,10.0,24.0,42.0,1.0,,,6.0,1.0,5.0,36.0,10.0,10.0,5.0,4.0,10.0,6.0,,4.0,10.0,4.0,1.0,94.0,1.0,32.0,1.0,3.0,17.0,3.0,4.0,19.0,27.0,53.0,2.0,65.0,24.0,,19.0,,,31.0,,3.0,,2.0,1.0,3.0,5.0,1.0,3.0,2.0,19.0,,1.0,434.0,2.0,8.0,,2.0,1.0,,,5.0,19.0,2.0,19.0,161.0,26.0,1.0,9.0,21.0,1.0,73.0,72.0,,3.0,1.0,86.0,45.0,0.0,1.0,0.0,,,,4.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,cjw39aju7a0bcltry7ywmamfo,R. Davis,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,653qyopyxl1qrfmul2n3m5g16,M. Doner,Defender,3,36.0,16.0,29.0,13.0,18.0,345.0,50.0,,2.0,26.0,52.0,20.0,167.0,20.0,20.0,20.0,49.0,25.0,21.0,2.0,5.0,10.0,4.0,5.0,783.0,6.0,217.0,,16.0,60.0,3.0,1.0,107.0,73.0,196.0,1.0,661.0,26.0,,334.0,13.0,9.0,354.0,21.0,44.0,9.0,,51.0,49.0,33.0,19.0,14.0,21.0,84.0,3.0,4.0,1776.0,20.0,128.0,169.0,17.0,,21.0,1.0,5.0,108.0,24.0,214.0,1336.0,123.0,1.0,9.0,105.0,,678.0,627.0,4.0,,,763.0,255.0,0.0,0.0,0.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,ej15pecwc8l11pif9je6mo962,S. Firth,Midfielder,15,2.0,5.0,12.0,7.0,55.0,77.0,,,1.0,6.0,1.0,4.0,33.0,10.0,10.0,7.0,1.0,11.0,8.0,,6.0,10.0,3.0,,208.0,2.0,47.0,,8.0,19.0,1.0,1.0,14.0,26.0,45.0,,169.0,,,49.0,,2.0,92.0,,9.0,1.0,1.0,7.0,16.0,2.0,2.0,5.0,12.0,27.0,,,504.0,,25.0,,2.0,,,,1.0,24.0,1.0,57.0,263.0,19.0,,9.0,39.0,1.0,169.0,162.0,1.0,4.0,,208.0,54.0,0.0,0.0,0.0,,,,6.0,,3.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,cqu6f2gdqsceak3ifi433tyvp,J. Gagnon-Laparé,Midfielder,28,22.0,15.0,26.0,11.0,436.0,521.0,17.0,,50.0,23.0,69.0,16.0,176.0,22.0,22.0,20.0,33.0,52.0,41.0,3.0,10.0,10.0,11.0,7.0,1118.0,7.0,216.0,,19.0,73.0,3.0,8.0,103.0,84.0,202.0,1.0,930.0,31.0,,143.0,5.0,17.0,464.0,7.0,35.0,5.0,5.0,80.0,44.0,18.0,20.0,16.0,48.0,105.0,3.0,3.0,1838.0,9.0,128.0,81.0,29.0,,20.0,1.0,11.0,178.0,5.0,323.0,1559.0,118.0,1.0,28.0,153.0,6.0,965.0,885.0,7.0,9.0,,1078.0,277.0,0.0,0.0,0.0,,,,,,2.0,2.0,,,,,41.0,7.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,26zoncn0ilfvg5gwn91dkqmt,A. García,Forward,11,20.0,6.0,20.0,14.0,41.0,71.0,,2.0,,18.0,,13.0,57.0,22.0,22.0,13.0,16.0,5.0,2.0,,1.0,10.0,3.0,,144.0,5.0,53.0,2.0,3.0,34.0,3.0,9.0,23.0,48.0,77.0,20.0,100.0,46.0,,37.0,,,55.0,1.0,4.0,1.0,2.0,3.0,7.0,2.0,,2.0,,19.0,1.0,6.0,1063.0,3.0,22.0,,5.0,,1.0,,15.0,12.0,9.0,13.0,260.0,29.0,1.0,13.0,19.0,4.0,125.0,122.0,,4.0,2.0,119.0,74.0,0.0,2.0,0.0,,,,12.0,,9.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,1i7a6katii8fnxncnyun4nyzt,J. Geffrard,Defender,6,,8.0,15.0,7.0,175.0,90.0,,,,17.0,,12.0,30.0,11.0,11.0,11.0,7.0,13.0,9.0,,2.0,10.0,4.0,3.0,483.0,5.0,14.0,,12.0,10.0,2.0,,20.0,17.0,45.0,,408.0,4.0,,107.0,,7.0,337.0,,15.0,11.0,,27.0,30.0,,32.0,10.0,22.0,34.0,,,990.0,1.0,51.0,2.0,,,,1.0,,26.0,,187.0,590.0,28.0,,6.0,56.0,1.0,427.0,400.0,3.0,,,459.0,62.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2021,HFX Wanderers FC,b49r3rzzc8069h55znp3a5oq2,S. Karajovanovic,Forward,39,76.0,8.0,38.0,30.0,140.0,184.0,34.0,1.0,3.0,17.0,37.0,10.0,187.0,26.0,26.0,14.0,19.0,19.0,13.0,1.0,7.0,10.0,6.0,2.0,399.0,7.0,123.0,1.0,10.0,118.0,3.0,13.0,69.0,148.0,225.0,13.0,267.0,124.0,,43.0,,4.0,104.0,9.0,44.0,3.0,2.0,12.0,19.0,31.0,7.0,19.0,13.0,107.0,2.0,21.0,1506.0,30.0,65.0,9.0,18.0,,9.0,1.0,34.0,138.0,48.0,93.0,781.0,77.0,2.0,14.0,120.0,8.0,279.0,267.0,,12.0,1.0,387.0,300.0,1.0,0.0,1.0,1.0,,,10.0,,12.0,1.0,,,,,3.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,
