liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Duels lost,Interceptions,Ground Duels won,Offsides,Throw Ins to Own Player,Shots Off Target (inc woodwork),Key Passes (Attempt Assists),Unsuccessful Passes Own Half,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Unsuccessful lay-offs,Through balls,Unsuccessful Launches,Total Tackles,Successful Dribbles,Successful Corners into Box,Throw Ins to Opposition Player,Total Clearances,Tackles Won,Successful Launches,Saves Made,GK Successful Distribution,Saves Made from Outside Box,Saves made - parried,Saves made - caught,Goals from Outside Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Penalties Taken,Penalty Goals,Blocks,Headed Goals,Tackles Lost,Second Goal Assists,Own Goal Scored,Other Goals,Set Pieces Goals,Punches,Catches,Saves Made from Inside Box,Penalties Faced,GK Unsuccessful Distribution,Penalties Conceded,Hit Woodwork
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,1bctl6gi0dvv71n8tay3cw0yd,H. Aguayo,Defender,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,asm07nms0t3abdnox6hp8y40l,S. Almeida,Midfielder,14.0,3.0,1.0,,,,,1.0,2.0,5.0,143.0,2.0,1.0,37.0,4.0,13.0,1.0,19.0,1.0,4.0,2.0,1.0,22.0,14.0,4.0,37.0,4.0,29.0,2.0,2.0,5.0,14.0,10.0,1.0,5.0,2.0,4.0,67.0,3.0,2.0,8.0,3.0,51.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,10.0,4.0,5.0,1.0,6.0,7.0,1.0,32.0,32.0,2.0,1.0,7.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,6xoxzmuvi9bljciyappnqb8b9,M. Alustiza,Forward,11.0,2.0,,,,,,1.0,,,113.0,2.0,,20.0,,4.0,1.0,11.0,,,2.0,,9.0,10.0,3.0,23.0,,16.0,2.0,5.0,3.0,11.0,4.0,,2.0,1.0,,39.0,2.0,,4.0,2.0,88.0,3.0,2.0,4.0,1.0,3.0,,1.0,4.0,4.0,2.0,,1.0,6.0,,17.0,20.0,,,1.0,,3.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,a9r1m43keu60rlo5vl961tcl,D. Arreola,Midfielder,5.0,1.0,,,,,,,,4.0,90.0,,,58.0,4.0,8.0,1.0,32.0,1.0,,,,21.0,26.0,6.0,64.0,1.0,52.0,1.0,1.0,7.0,25.0,9.0,,5.0,1.0,,102.0,1.0,1.0,8.0,23.0,77.0,7.0,,5.0,,3.0,1.0,,9.0,1.0,8.0,,2.0,8.0,,51.0,57.0,1.0,,2.0,4.0,6.0,,5.0,1.0,1.0,6.0,6.0,,4.0,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,1ax1tlx9p5c9ern9ogs31vqhh,W. Ayoví,Midfielder,10.0,2.0,,,,,,1.0,,4.0,121.0,1.0,,89.0,2.0,10.0,2.0,46.0,3.0,,,3.0,33.0,36.0,13.0,96.0,3.0,75.0,2.0,1.0,16.0,50.0,24.0,1.0,9.0,1.0,,142.0,2.0,2.0,11.0,30.0,92.0,7.0,1.0,5.0,1.0,2.0,1.0,2.0,15.0,2.0,10.0,,5.0,6.0,,75.0,80.0,4.0,,8.0,5.0,6.0,,12.0,,2.0,2.0,5.0,1.0,4.0,,,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,ai1q7eeu5k90x364z6g4bxl91,A. Blanco,Goalkeeper,13.0,2.0,,,,,,,,,180.0,,,17.0,,,,4.0,5.0,,2.0,,5.0,27.0,,36.0,,24.0,2.0,,5.0,9.0,3.0,,22.0,2.0,,58.0,2.0,,,19.0,46.0,,,7.0,,,,,,4.0,,,,8.0,,13.0,31.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,,1.0,7.0,31.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,7swl6vdfvr4somv33kiobm51,D. Buonanotte,Midfielder,30.0,1.0,1.0,,,,,,1.0,,68.0,2.0,,42.0,,9.0,1.0,29.0,1.0,,,,7.0,11.0,3.0,43.0,,36.0,1.0,3.0,4.0,15.0,5.0,1.0,4.0,1.0,1.0,55.0,1.0,,5.0,6.0,90.0,6.0,2.0,3.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,,1.0,13.0,,38.0,39.0,2.0,,1.0,,4.0,,,1.0,1.0,,1.0,1.0,,,,,2.0,,1.0,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,8buy9bx3obao6u4cptzplh6mt,G. Cano,Forward,9.0,2.0,1.0,,,,,,1.0,1.0,178.0,4.0,1.0,33.0,4.0,13.0,2.0,19.0,2.0,1.0,1.0,,18.0,4.0,12.0,35.0,3.0,20.0,1.0,3.0,14.0,11.0,13.0,3.0,3.0,2.0,3.0,66.0,2.0,1.0,15.0,6.0,70.0,11.0,3.0,1.0,1.0,7.0,,1.0,15.0,2.0,1.0,,4.0,5.0,1.0,19.0,21.0,,,4.0,2.0,11.0,1.0,1.0,,4.0,2.0,1.0,,,4.0,,,2.0,2.0,1.0,,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,8eb0x6klamglotez9w6nsh3o5,A. Carreño,Forward,19.0,3.0,3.0,1.0,1.0,,1.0,,1.0,,225.0,5.0,2.0,87.0,1.0,25.0,,57.0,2.0,1.0,2.0,1.0,30.0,24.0,13.0,96.0,6.0,78.0,4.0,5.0,15.0,25.0,15.0,1.0,8.0,3.0,1.0,129.0,3.0,4.0,18.0,18.0,79.0,9.0,5.0,3.0,,3.0,4.0,1.0,23.0,6.0,,1.0,13.0,28.0,2.0,73.0,81.0,5.0,1.0,14.0,2.0,5.0,,1.0,,5.0,,,,,,4.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2014-2015,CF Pachuca,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,25.0,3.0,1.0,,,,,1.0,1.0,11.0,212.0,5.0,1.0,75.0,5.0,26.0,4.0,54.0,,2.0,1.0,1.0,24.0,18.0,7.0,75.0,,67.0,3.0,2.0,7.0,11.0,14.0,,6.0,2.0,3.0,107.0,3.0,,7.0,8.0,50.0,5.0,2.0,1.0,4.0,2.0,1.0,,9.0,4.0,11.0,,3.0,30.0,1.0,68.0,68.0,2.0,,4.0,,4.0,,,,4.0,4.0,,,,4.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
