liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,Los Angeles Galaxy,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Forward,24,56.0,5.0,1693.0,4.0,9.0,9.0,1.0,4.0,1.0,481.0,27.0,137.0,8.0,244.0,13.0,1.0,21.0,15.0,7.0,4.0,22.0,297.0,129.0,33.0,96.0,482.0,13.0,18.0,33.0,358.0,20.0,18.0,117.0,2.0,165.0,10.0,141.0,6.0,2.0,82.0,19.0,31.0,36.0,866.0,4.0,28.0,11.0,1.0,169.0,1.0,118.0,71.0,90.0,83.0,11.0,,7.0,6.0,14.0,4.0,33.0,195.0,9.0,24.0,3.0,60.0,28.0,2.0,,,5.0,90.0,62.0,3.0,,364.0,365.0,26.0,3.0,1.0,5.0,,,24.0,112.0,9.0,37.0,79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,dycp4gktxp56sugse0wipuead,A. Cole,Defender,3,39.0,4.0,2527.0,196.0,1.0,3.0,5.0,1.0,,1096.0,5.0,238.0,9.0,481.0,20.0,3.0,40.0,18.0,4.0,7.0,20.0,329.0,489.0,60.0,121.0,1122.0,1.0,24.0,20.0,909.0,28.0,6.0,161.0,,456.0,9.0,153.0,2.0,28.0,121.0,28.0,40.0,47.0,1806.0,,29.0,15.0,10.0,198.0,,360.0,23.0,50.0,134.0,2.0,1.0,52.0,9.0,33.0,23.0,18.0,241.0,64.0,35.0,1.0,39.0,29.0,,2.0,,,87.0,68.0,1.0,,935.0,961.0,43.0,5.0,,,,1.0,38.0,107.0,22.0,64.0,111.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,5xe2u24yitsgsf4lufmk2f105,A. DeLaGarza,Defender,20,22.0,,2064.0,121.0,1.0,,10.0,,,941.0,3.0,139.0,3.0,311.0,32.0,5.0,61.0,17.0,2.0,5.0,19.0,248.0,503.0,39.0,89.0,961.0,2.0,21.0,3.0,748.0,16.0,3.0,150.0,,137.0,4.0,120.0,,31.0,77.0,23.0,21.0,52.0,1380.0,,24.0,9.0,13.0,110.0,,372.0,11.0,46.0,78.0,1.0,,63.0,3.0,21.0,17.0,5.0,146.0,41.0,21.0,,22.0,24.0,,,,,49.0,313.0,,,792.0,811.0,36.0,7.0,,,,2.0,25.0,68.0,14.0,51.0,61.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,8x7ureyddmuodp6nl4rxfudw5,C. Diop,Goalkeeper,31,,,180.0,,,1.0,3.0,,,26.0,,,,9.0,10.0,,23.0,,,,,24.0,20.0,,1.0,53.0,,,,17.0,3.0,,24.0,,9.0,,21.0,,,22.0,2.0,,3.0,84.0,,2.0,,,1.0,,39.0,,80.0,,,,12.0,,,,,1.0,4.0,3.0,,,2.0,,,,,1.0,5.0,,,18.0,29.0,,,,,,,,1.0,,1.0,,,,,,,,11.0,24.0,,1.0,,,,4.0,3.0,7.0,1.0,1.0,10.0,,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,1la0mgoklq9od5vgcoqhxdiol,L. Donovan,Midfielder,26,9.0,1.0,455.0,9.0,4.0,12.0,,1.0,,224.0,4.0,61.0,9.0,140.0,,1.0,3.0,1.0,2.0,2.0,5.0,79.0,61.0,5.0,35.0,230.0,3.0,4.0,5.0,173.0,3.0,3.0,38.0,2.0,61.0,6.0,53.0,1.0,,25.0,5.0,2.0,7.0,329.0,14.0,9.0,4.0,,29.0,,43.0,6.0,100.0,17.0,1.0,,19.0,4.0,5.0,2.0,3.0,36.0,4.0,5.0,1.0,22.0,9.0,12.0,,,,14.0,65.0,1.0,,188.0,192.0,7.0,2.0,1.0,,,,3.0,19.0,2.0,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,ckos8fb7mf25htjurkxg1nt91,R. Garcia,Midfielder,25,1.0,,269.0,9.0,4.0,2.0,2.0,,,159.0,1.0,23.0,2.0,73.0,1.0,1.0,6.0,1.0,,1.0,2.0,36.0,64.0,9.0,18.0,159.0,1.0,5.0,,126.0,4.0,,24.0,,42.0,,21.0,,2.0,6.0,2.0,3.0,4.0,209.0,,6.0,4.0,,21.0,,53.0,,22.0,14.0,,,9.0,2.0,2.0,3.0,1.0,26.0,9.0,5.0,,1.0,6.0,,,,,10.0,41.0,,,135.0,135.0,5.0,,,,,,4.0,12.0,5.0,7.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,x87f1dy4cfudzyokftuw5ln9,S. Gerrard,Midfielder,8,22.0,,1535.0,4.0,4.0,9.0,,3.0,2.0,895.0,14.0,122.0,31.0,441.0,8.0,2.0,49.0,9.0,14.0,6.0,10.0,297.0,330.0,25.0,129.0,918.0,8.0,21.0,11.0,632.0,15.0,25.0,178.0,15.0,262.0,35.0,216.0,7.0,,93.0,18.0,24.0,24.0,1238.0,40.0,22.0,12.0,8.0,116.0,,260.0,31.0,57.0,61.0,11.0,5.0,108.0,7.0,16.0,9.0,15.0,135.0,14.0,21.0,1.0,62.0,22.0,25.0,1.0,1.0,8.0,64.0,274.0,3.0,1.0,725.0,740.0,19.0,,,9.0,,5.0,11.0,74.0,14.0,31.0,52.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,d8ghjah6w8n3c0q2uvhuuuw9h,A. Gordon,Forward,9,2.0,10.0,913.0,1.0,15.0,13.0,1.0,4.0,1.0,321.0,,105.0,1.0,167.0,,2.0,6.0,5.0,8.0,3.0,42.0,138.0,87.0,7.0,71.0,330.0,8.0,21.0,,245.0,8.0,15.0,77.0,,86.0,6.0,71.0,5.0,,34.0,10.0,8.0,8.0,469.0,,25.0,11.0,4.0,65.0,,49.0,47.0,100.0,69.0,7.0,,8.0,1.0,15.0,50.0,2.0,157.0,10.0,11.0,2.0,2.0,25.0,,,,1.0,46.0,90.0,4.0,,245.0,253.0,92.0,2.0,1.0,3.0,,,5.0,88.0,2.0,4.0,19.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,dpfk0ip1oyfbs1pnvzrr5paz9,B. Husidic,Midfielder,6,29.0,1.0,1848.0,14.0,13.0,14.0,1.0,2.0,1.0,883.0,5.0,191.0,2.0,448.0,6.0,4.0,29.0,11.0,7.0,3.0,14.0,210.0,329.0,49.0,98.0,902.0,7.0,25.0,6.0,729.0,22.0,12.0,127.0,1.0,192.0,15.0,129.0,2.0,4.0,105.0,19.0,25.0,29.0,1178.0,3.0,32.0,19.0,7.0,146.0,1.0,247.0,14.0,100.0,94.0,5.0,,46.0,1.0,25.0,14.0,3.0,174.0,20.0,25.0,1.0,31.0,32.0,2.0,1.0,,1.0,66.0,272.0,1.0,,758.0,775.0,28.0,4.0,,2.0,,1.0,30.0,80.0,19.0,28.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,blc8sipbwc1eg1gsybixfyc45,B. Jamieson,Forward,38,1.0,,39.0,1.0,3.0,,,,,20.0,2.0,3.0,,12.0,,,,,,,1.0,11.0,3.0,1.0,5.0,20.0,,2.0,,15.0,,1.0,5.0,,11.0,,6.0,,,2.0,,,,32.0,,3.0,2.0,,9.0,,4.0,7.0,77.0,1.0,1.0,,,,,,2.0,10.0,,,,1.0,3.0,,,,,8.0,2.0,,,15.0,15.0,1.0,,1.0,,,1.0,1.0,9.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,1f4uhbkdhji7yu4swd35tqpjp,R. Keane,Forward,7,10.0,22.0,1531.0,4.0,4.0,13.0,1.0,10.0,4.0,325.0,5.0,86.0,6.0,204.0,5.0,1.0,11.0,2.0,13.0,4.0,9.0,152.0,69.0,4.0,69.0,347.0,3.0,8.0,,252.0,15.0,35.0,80.0,2.0,85.0,11.0,81.0,7.0,1.0,35.0,16.0,13.0,12.0,512.0,5.0,20.0,,,66.0,1.0,97.0,71.0,53.0,28.0,22.0,,15.0,3.0,20.0,4.0,15.0,79.0,1.0,19.0,5.0,13.0,20.0,2.0,1.0,1.0,,42.0,79.0,9.0,4.0,245.0,267.0,13.0,1.0,,1.0,3.0,1.0,4.0,51.0,,2.0,24.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,
USA_MLS,2016,Los Angeles Galaxy,9ncop9vzmynu8riois7gd5nth,D. Kennedy,Goalkeeper,1,,,115.0,,1.0,,6.0,,,32.0,,,,5.0,14.0,1.0,27.0,,,1.0,,27.0,20.0,,,52.0,1.0,,,13.0,2.0,,27.0,,7.0,,20.0,,,17.0,2.0,,7.0,67.0,,3.0,,,,,37.0,,86.0,1.0,,,12.0,,,1.0,,1.0,2.0,3.0,,,3.0,,,,,,8.0,,,19.0,25.0,1.0,,,,,,,,,1.0,,,,,,,,4.0,12.0,,1.0,,,,1.0,,3.0,,,9.0,,,,,,,,,,,,,,
