liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Goals Conceded Outside Box,Offsides,Right Foot Goals,Headed Goals,Goals from Inside Box,Throw Ins to Own Player,Set Pieces Goals,Successful Corners into Box,Attempts from Set Pieces,Penalties Taken,Throw Ins to Opposition Player,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Total Red Cards,Straight Red Cards,Foul Won Penalty,Second Goal Assists,Hit Woodwork,Penalty Goals,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Own Goal Scored,Last Man Tackle,Penalties Off Target
Canada_Canadian_Premier_League,2019,FC Edmonton,759r7l0y8jofaf394tnc7ytt6,P. Amanda,Forward,16,4.0,137.0,,1.0,,1.0,29.0,1.0,12.0,,13.0,,,,1.0,1.0,3.0,19.0,7.0,2.0,9.0,,29.0,2.0,2.0,3.0,19.0,1.0,2.0,9.0,3.0,,11.0,,2.0,2.0,5.0,2.0,55.0,,2.0,,,11.0,,6.0,8.0,10.0,9.0,1.0,1.0,,1.0,3.0,,17.0,1.0,1.0,1.0,4.0,2.0,,,1.0,5.0,8.0,20.0,20.0,6.0,,,1.0,,1.0,8.0,1.0,3.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,614w28s7cigyjam7f10hz9gwl,T. Ameobi,Forward,18,2.0,1860.0,2.0,18.0,,4.0,499.0,8.0,146.0,1.0,255.0,2.0,4.0,9.0,9.0,12.0,74.0,250.0,125.0,25.0,127.0,4.0,515.0,6.0,49.0,7.0,369.0,21.0,22.0,136.0,112.0,23.0,109.0,1.0,66.0,21.0,21.0,29.0,790.0,,23.0,18.0,1.0,167.0,,137.0,59.0,10.0,136.0,10.0,10.0,1.0,31.0,76.0,10.0,317.0,15.0,22.0,,2.0,23.0,,3.0,,107.0,120.0,364.0,379.0,150.0,2.0,2.0,,1.0,16.0,181.0,9.0,7.0,60.0,1.0,5.0,3.0,1.0,4.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,79pboh9mzuchik3r2027wntgp,A. Đidić,Defender,55,,1650.0,,1.0,18.0,,906.0,5.0,67.0,1.0,205.0,33.0,3.0,72.0,3.0,11.0,23.0,190.0,559.0,29.0,98.0,5.0,933.0,1.0,21.0,4.0,638.0,21.0,21.0,170.0,131.0,13.0,104.0,2.0,92.0,19.0,7.0,66.0,1180.0,,19.0,7.0,19.0,59.0,,357.0,47.0,10.0,108.0,10.0,125.0,1.0,3.0,73.0,1.0,155.0,109.0,25.0,,,19.0,,,1.0,24.0,378.0,740.0,763.0,96.0,4.0,,3.0,,20.0,47.0,9.0,23.0,35.0,4.0,2.0,,,,1.0,,,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,
Canada_Canadian_Premier_League,2019,FC Edmonton,42d31lze22zahkqy8vu5zpcyd,O. Diouck,Forward,45,23.0,1977.0,4.0,3.0,1.0,6.0,556.0,18.0,160.0,16.0,294.0,4.0,6.0,29.0,11.0,18.0,23.0,293.0,169.0,38.0,106.0,6.0,582.0,9.0,62.0,30.0,407.0,20.0,34.0,135.0,175.0,28.0,150.0,11.0,101.0,22.0,25.0,23.0,992.0,9.0,26.0,33.0,,247.0,1.0,131.0,73.0,10.0,120.0,16.0,40.0,10.0,45.0,8.0,22.0,278.0,6.0,22.0,,38.0,26.0,6.0,6.0,2.0,135.0,116.0,432.0,447.0,31.0,4.0,1.0,2.0,,24.0,158.0,14.0,4.0,112.0,2.0,18.0,5.0,1.0,5.0,9.0,,3.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,2bvfol1n1otgzral4w8j0ci22,D. Doe,Forward,26,4.0,170.0,5.0,,,,40.0,,7.0,1.0,18.0,1.0,,5.0,2.0,1.0,1.0,45.0,5.0,5.0,13.0,,40.0,2.0,6.0,5.0,20.0,4.0,1.0,18.0,6.0,,21.0,1.0,10.0,2.0,3.0,1.0,94.0,1.0,7.0,5.0,,36.0,,14.0,8.0,10.0,15.0,,2.0,,5.0,,6.0,37.0,,4.0,,4.0,7.0,,,,21.0,13.0,22.0,22.0,1.0,,,,,4.0,22.0,1.0,,15.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,6l4kyf7qchaomnurt2e2bk445,R. Edwini-Bonsu,Forward,11,8.0,363.0,9.0,,,,80.0,3.0,17.0,8.0,44.0,3.0,1.0,4.0,1.0,3.0,3.0,75.0,17.0,7.0,25.0,,82.0,3.0,9.0,5.0,52.0,3.0,9.0,29.0,24.0,9.0,40.0,,21.0,3.0,3.0,3.0,184.0,10.0,12.0,8.0,,54.0,,28.0,14.0,10.0,26.0,6.0,1.0,2.0,13.0,2.0,3.0,59.0,1.0,5.0,,14.0,12.0,5.0,,1.0,30.0,13.0,51.0,53.0,5.0,,,1.0,1.0,5.0,33.0,2.0,3.0,24.0,2.0,1.0,,,,1.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,1yufrkhruoxnyg54sxgduilt5,J. Esua,Defender,3,78.0,1799.0,1.0,3.0,20.0,,747.0,12.0,169.0,14.0,256.0,67.0,2.0,103.0,10.0,4.0,18.0,399.0,323.0,24.0,94.0,4.0,762.0,1.0,20.0,31.0,499.0,17.0,5.0,197.0,37.0,13.0,211.0,2.0,129.0,20.0,32.0,64.0,1335.0,,21.0,8.0,7.0,121.0,,308.0,18.0,10.0,111.0,1.0,66.0,14.0,20.0,39.0,14.0,178.0,43.0,20.0,,78.0,21.0,,2.0,2.0,49.0,248.0,551.0,565.0,57.0,8.0,1.0,2.0,,19.0,67.0,5.0,32.0,72.0,3.0,5.0,,,,149.0,,,,,57.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,8ev4bh2rm56bbo2zwyndiz3hm,C. Ezoua,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,4wg2u3zl05ijnwx0wicmwpvpx,C. James,Goalkeeper,1,,1980.0,,1.0,79.0,,412.0,,,,107.0,122.0,,239.0,,,2.0,245.0,354.0,1.0,5.0,4.0,705.0,,,,282.0,21.0,,244.0,135.0,,173.0,,205.0,22.0,,71.0,935.0,,22.0,,,6.0,,442.0,,10.0,12.0,,179.0,,5.0,8.0,,16.0,22.0,24.0,,,22.0,,,,2.0,128.0,297.0,461.0,10.0,7.0,,,,1.0,4.0,,1.0,4.0,3.0,,,,,,,,,,,68.0,235.0,,7.0,1.0,4.0,2.0,10.0,29.0,21.0,39.0,5.0,1.0,4.0,70.0,,,,,,,1.0,,,,,,
Canada_Canadian_Premier_League,2019,FC Edmonton,58elvwym7gnql18liaoa6zo16,A. Khabra,Midfielder,23,3.0,1728.0,3.0,5.0,2.0,,930.0,5.0,192.0,3.0,441.0,3.0,,13.0,20.0,9.0,22.0,188.0,392.0,42.0,107.0,4.0,950.0,16.0,27.0,11.0,799.0,22.0,10.0,120.0,260.0,7.0,86.0,10.0,113.0,21.0,32.0,37.0,1208.0,1.0,24.0,11.0,3.0,156.0,,263.0,20.0,10.0,104.0,1.0,31.0,2.0,37.0,19.0,5.0,197.0,1.0,25.0,,3.0,24.0,,2.0,,71.0,235.0,810.0,830.0,41.0,1.0,,,,28.0,93.0,14.0,16.0,85.0,3.0,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
