liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Tackles Won,Unsuccessful Launches,Successful Long Passes,Recoveries,Aerial Duels lost,Successful Open Play Passes,Successful Passes Own Half,Total Passes,Total Clearances,Total Losses Of Possession,Unsuccessful Passes Own Half,Backward Passes,Duels lost,Goals Conceded Inside Box,Aerial Duels won,Duels won,Key Passes (Attempt Assists),Throw Ins to Own Player,Successful Launches,Touches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Goals Conceded,Substitute Off,Successful Passes Opposition Half,Throw Ins to Opposition Player,Unsuccessful Short Passes,Goals Conceded Outside Box,Forward Passes,Unsuccessful Crosses open play,Leftside Passes,Foul Attempted Tackle,Index,Starts,Total Fouls Conceded,Ground Duels won,Unsuccessful Passes Opposition Half,Aerial Duels,Appearances,Unsuccessful Long Passes,Open Play Passes,Interceptions,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Successful Short Passes,Rightside Passes,Time Played,Tackles Lost,Total Tackles,Ground Duels,Winning Goal,Times Tackled,Blocks,Substitute On,Unsuccessful lay-offs,Shots Off Target (inc woodwork),Clean Sheets,PutThrough/Blocked Distribution,Blocked Shots,Overruns,Successful Dribbles,Through balls,Total Touches In Opposition Box,Penalty Goals Conceded,PutThrough/Blocked Distribution Won,Handballs conceded,Unsuccessful Dribbles,Corners Taken (incl short corners),Successful Crosses & Corners,Yellow Cards,Total Shots,Corners Won,Total Fouls Won,Successful Lay-offs,Shots On Target ( inc goals ),Successful Crosses open play,Offsides,Unsuccessful Corners into Box,Penalties Conceded,Goals,Goals from Outside Box,Left Foot Goals,Home Goals,Away Goals,Penalties Taken,Goals from Inside Box,Headed Goals,Attempts from Set Pieces,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Right Foot Goals,Successful Corners into Box,Set Pieces Goals,Second Goal Assists,Hit Woodwork,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Foul Won Penalty,Saves from Penalty,GK Unsuccessful Distribution,Punches,Saves Made from Inside Box,Penalties Saved,Saves Made from Outside Box,Penalties Faced,Saves made - parried,Own Goal Scored,Goal Kicks,Saves Made,Saves made - caught,GK Successful Distribution,Last Player Tackle,Goalkeeper Smother,Catches,Penalties Off Target,Crosses not Claimed,Drops,Other Goals
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,isuzho4qta4qz3iafqygbqei,M. Barra,Forward,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,al3ls8yq5tgr0ss8vdea84ogl,B. Carrasco,Midfielder,7,17.0,10.0,3.0,4.0,59.0,12.0,232.0,98.0,307.0,,172.0,18.0,84.0,70.0,23.0,1.0,50.0,14.0,11.0,,531.0,68.0,120.0,31.0,8.0,152.0,2.0,56.0,8.0,75.0,27.0,104.0,7.0,10.0,15.0,20.0,49.0,85.0,13.0,17.0,12.0,297.0,5.0,35.0,239.0,58.0,235.0,44.0,1265.0,8.0,18.0,107.0,,,,2.0,,6.0,1.0,19.0,1.0,,13.0,,22.0,2.0,5.0,,18.0,13.0,11.0,3.0,12.0,4.0,18.0,11.0,6.0,4.0,5.0,6.0,,3.0,,,,,3.0,3.0,,,,,1.0,1.0,3.0,6.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,85436l5up2xc6myludcmq2191,D. Chávez,Midfielder,22,11.0,3.0,1.0,4.0,24.0,42.0,96.0,56.0,160.0,2.0,100.0,6.0,40.0,96.0,13.0,15.0,32.0,6.0,1.0,,265.0,51.0,128.0,20.0,4.0,53.0,,45.0,7.0,38.0,6.0,46.0,16.0,10.0,7.0,22.0,17.0,51.0,57.0,11.0,6.0,146.0,4.0,6.0,109.0,54.0,105.0,36.0,661.0,3.0,6.0,71.0,,,1.0,4.0,,3.0,,11.0,5.0,,5.0,,32.0,1.0,5.0,1.0,12.0,,,,8.0,2.0,7.0,6.0,5.0,,2.0,,,2.0,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,aka66dg7v90vcmip25x6sbth,F. Flores,Defender,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,201,2.0,1.0,1.0,,2.0,2.0,3.0,1.0,5.0,,5.0,1.0,1.0,3.0,1.0,,1.0,,,,11.0,2.0,4.0,2.0,,2.0,,1.0,1.0,2.0,,2.0,,10.0,,,1.0,1.0,2.0,2.0,1.0,5.0,,,3.0,1.0,3.0,,23.0,,1.0,2.0,,,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,5r7t5urnaolv8nki65azq1ap6,L. Galicia,Defender,202,3.0,2.0,6.0,7.0,13.0,4.0,53.0,42.0,66.0,5.0,12.0,3.0,8.0,6.0,3.0,3.0,9.0,,,1.0,90.0,12.0,15.0,3.0,,12.0,,3.0,,34.0,,8.0,2.0,10.0,2.0,2.0,6.0,9.0,7.0,3.0,9.0,62.0,3.0,,54.0,2.0,47.0,16.0,219.0,3.0,5.0,8.0,,,1.0,1.0,,1.0,,3.0,,,1.0,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,7hw5x5qakhesr3fzd1fdf2qc5,Abraham,Midfielder,21,13.0,2.0,,48.0,64.0,4.0,438.0,222.0,513.0,6.0,90.0,24.0,72.0,23.0,21.0,5.0,22.0,7.0,4.0,,610.0,65.0,45.0,30.0,3.0,229.0,,52.0,9.0,135.0,1.0,181.0,6.0,10.0,11.0,9.0,17.0,47.0,9.0,13.0,13.0,499.0,8.0,6.0,448.0,19.0,400.0,125.0,961.0,4.0,6.0,36.0,,,,2.0,,8.0,,16.0,2.0,,3.0,,7.0,2.0,9.0,,,6.0,3.0,1.0,10.0,1.0,8.0,4.0,2.0,1.0,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,xpzmkhw1tvtk9b0eekj2ui1h,C. Gutiérrez,Defender,33,12.0,21.0,17.0,15.0,44.0,7.0,245.0,145.0,308.0,32.0,113.0,29.0,36.0,30.0,24.0,5.0,40.0,7.0,70.0,2.0,546.0,59.0,70.0,34.0,1.0,109.0,20.0,34.0,10.0,126.0,10.0,9.0,4.0,10.0,11.0,8.0,35.0,45.0,12.0,12.0,25.0,303.0,14.0,15.0,249.0,23.0,234.0,137.0,981.0,5.0,26.0,58.0,,,2.0,1.0,,,2.0,16.0,,,6.0,,1.0,1.0,9.0,1.0,3.0,4.0,5.0,,2.0,2.0,3.0,,2.0,3.0,,3.0,1.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,6uoar1dcypdrqiwb86m1u7qol,J. Henestrosa,Midfielder,34,9.0,5.0,1.0,2.0,12.0,4.0,57.0,23.0,81.0,3.0,44.0,6.0,16.0,21.0,8.0,4.0,28.0,1.0,1.0,1.0,147.0,24.0,49.0,9.0,,35.0,,22.0,1.0,14.0,2.0,25.0,1.0,10.0,1.0,4.0,24.0,21.0,8.0,9.0,2.0,81.0,4.0,3.0,57.0,17.0,55.0,26.0,268.0,2.0,7.0,41.0,,,,8.0,,2.0,,9.0,1.0,,7.0,,12.0,,4.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,10.0,,1.0,1.0,,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,CD Tiburones Rojos de Veracruz,5qtn6g3yp5jw7x4vuuii528k5,M. Hernández,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
