temporada,link,liga_url,cod_liga,folder,url_match,url_standings,url_squads,url_rankings
2026,https://www.scoresway.com/en_GB/soccer/usl-championship-2026/cbkjk31sv9wm38ljg3vxhtus4/fixtures,usl-championship-2026,cbkjk31sv9wm38ljg3vxhtus4,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c8ef9776b73cc1fa3fda8473e3dba5c90b17e981,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30619cf19cf34d539cf50096fbd7db8cb4ee20328,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_pgSz=50&_pgNm=1&detailed=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3dad05be9b7704403cc7cdd00f2719260b9867003,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cbkjk31sv9wm38ljg3vxhtus4&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f95afc7a1e076e42669ba83121b1b440ec863920
2025,https://www.scoresway.com/en_GB/soccer/usl-championship-2025/8hdq5pmnb4m3p9t24ytwgjitw/fixtures,usl-championship-2025,8hdq5pmnb4m3p9t24ytwgjitw,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8hdq5pmnb4m3p9t24ytwgjitw&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3844ff5461b75d22b20b581a16ac329127d8b208f,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8hdq5pmnb4m3p9t24ytwgjitw&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36f1ee906e945fcd317ea969ef3338eec43ad2555,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8hdq5pmnb4m3p9t24ytwgjitw&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a39ad91ad61c1e2e9ae0864dd09e55f2d8e5a081,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8hdq5pmnb4m3p9t24ytwgjitw&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W329de35531c6905aabb03deabed340500c6fb99c5
2024,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/results,usl-championship-2024,9b65qkln369bt9wde6c56vo5w,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38803827a868560d291855724be44da805b2b04ad,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3876f118e00da1d65dd21babbb572400d447e09c8,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37f8344bcebc3a1983b832c43106b2ed8e739da04,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39c23ff30074b8842775a44dd453dab2389820cee
2023,https://www.scoresway.com/en_GB/soccer/usl-championship-2023/8d7cvsipt9c6mgkshf4iv6o0k/results,usl-championship-2023,8d7cvsipt9c6mgkshf4iv6o0k,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8d7cvsipt9c6mgkshf4iv6o0k&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e921dfba346028b6bc7228da7ed80910a6c58c99,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8d7cvsipt9c6mgkshf4iv6o0k&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c26529336121a7586bda697f5e3c9893b4129fab,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8d7cvsipt9c6mgkshf4iv6o0k&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32ca45c88ceab94e05e2396b95658949653394204,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8d7cvsipt9c6mgkshf4iv6o0k&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3efbb90a584153378a8ea514bfbe78b2d8cec9684
2022,https://www.scoresway.com/en_GB/soccer/usl-championship-2022/9hnaw5icujbf5hjeujmvseas4/results,usl-championship-2022,9hnaw5icujbf5hjeujmvseas4,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9hnaw5icujbf5hjeujmvseas4&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b32f091146c25a1b3c20e356f1c3d20d8304c2c4,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9hnaw5icujbf5hjeujmvseas4&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35071a3258d959e01085a345714a68438ea76fec5,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9hnaw5icujbf5hjeujmvseas4&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34c9f527becdfccad15abfc3cfefe750705994ff4,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9hnaw5icujbf5hjeujmvseas4&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30edaba0af575b9149945c42d5a41babfeece4f8f
2021,https://www.scoresway.com/en_GB/soccer/usl-championship-2021/eehfgeg470baa2jiiomay6h3o/results,usl-championship-2021,eehfgeg470baa2jiiomay6h3o,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=eehfgeg470baa2jiiomay6h3o&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b25938c1fdeef5dd4799044598e8078f577e5593,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=eehfgeg470baa2jiiomay6h3o&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3036f997d4e2841761ec9a180c70275d61c9616d1,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=eehfgeg470baa2jiiomay6h3o&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cfd29116ba9c51c813414afb5c0216804dbc17d5,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=eehfgeg470baa2jiiomay6h3o&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31b47cfeea83c4c3233737bd9b03d9ee83ffcee9a
2020,https://www.scoresway.com/en_GB/soccer/usl-championship-2020/5vfm0jtsstmsi3wibf8ytzjhm/results,usl-championship-2020,5vfm0jtsstmsi3wibf8ytzjhm,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5vfm0jtsstmsi3wibf8ytzjhm&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e5ac8263f2662720aeb4b3ced3874cf98aa3082f,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5vfm0jtsstmsi3wibf8ytzjhm&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W375572b101848a766e8b6d12162ab902e1643b7b6,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5vfm0jtsstmsi3wibf8ytzjhm&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35a7aa907967d3b2feff35b081b6e5580de9bfb65,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=5vfm0jtsstmsi3wibf8ytzjhm&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W338aab6aa526b6ef92cdd566913c94721a1bb7256
2019,https://www.scoresway.com/en_GB/soccer/usl-championship-2019/7y908msua7pvw07itgelchu22/results,usl-championship-2019,7y908msua7pvw07itgelchu22,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7y908msua7pvw07itgelchu22&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W394a5f7578b5452004162a2721f19eb3237b4425e,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7y908msua7pvw07itgelchu22&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b5f19d5f56cc60af75398c2a6aa400bb56153f08,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7y908msua7pvw07itgelchu22&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f75ceb6812ff37cb961c4d0201f621c40fa83c3f,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7y908msua7pvw07itgelchu22&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34050202e0b10da9ba16244644cb0430d9a782fe7
2018,https://www.scoresway.com/en_GB/soccer/usl-championship-2018/2wn0s8t9vq655sa17guhz3xbe/results,usl-championship-2018,2wn0s8t9vq655sa17guhz3xbe,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=2wn0s8t9vq655sa17guhz3xbe&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c036015d521a6c9cfaa58ca1f5d9f29dd3f5ed98,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=2wn0s8t9vq655sa17guhz3xbe&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ed87e8296b5d12d17d46aab828fb2cb7159d0c9b,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=2wn0s8t9vq655sa17guhz3xbe&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W339f5525a486dccbfe2f5dafe56c032b90f542554,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=2wn0s8t9vq655sa17guhz3xbe&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32174542f92015c4f49b188c796966b468be50c4d
2017,https://www.scoresway.com/en_GB/soccer/usl-championship-2017/59tvjnyoumuu2doli7zususq1/results,usl-championship-2017,59tvjnyoumuu2doli7zususq1,USA_USL_Championship,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=59tvjnyoumuu2doli7zususq1&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W391704b7dad2c4ab15d01bfc66bb99bd066f6c041,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=59tvjnyoumuu2doli7zususq1&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39850ad1e3d1ce7e30b8037b5f510eb82d771e1cd,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=59tvjnyoumuu2doli7zususq1&_pgSz=200&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39c98ffa983f1086de5b84141c7f710e9163cfdda,https://api.performfeeds.com/soccerdata/rankings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=59tvjnyoumuu2doli7zususq1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3256af07dd91ba36bb0565f03b594dcc92967ddab
