liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,Atlas FC,cb6oodfu9rk751khbomxg2yuh,E. Aguirre,Forward,19,26.0,14.0,64.0,17.0,150.0,475.0,15.0,83.0,137.0,5.0,9.0,68.0,16.0,1.0,12.0,9.0,11.0,9.0,8.0,4.0,1.0,178.0,14.0,5.0,40.0,1.0,6.0,4.0,9.0,43.0,89.0,4.0,1.0,159.0,12.0,28.0,68.0,6.0,66.0,96.0,6.0,2.0,39.0,17.0,7.0,23.0,54.0,9.0,19.0,2.0,1.0,2.0,188.0,49.0,71.0,2.0,60.0,4.0,39.0,1.0,5.0,1.0,122.0,2.0,1397.0,1.0,220.0,23.0,64.0,2.0,31.0,6.0,227.0,9.0,19.0,3.0,10.0,106.0,114.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,13,8.0,,71.0,4.0,110.0,303.0,13.0,33.0,29.0,7.0,8.0,46.0,4.0,5.0,2.0,13.0,3.0,13.0,21.0,,1.0,86.0,1.0,,19.0,,1.0,,4.0,14.0,25.0,1.0,,123.0,2.0,6.0,37.0,3.0,7.0,53.0,,30.0,60.0,6.0,,9.0,8.0,4.0,13.0,7.0,,2.0,167.0,2.0,22.0,,6.0,23.0,78.0,1.0,2.0,14.0,121.0,,421.0,,62.0,23.0,23.0,9.0,5.0,6.0,169.0,1.0,13.0,1.0,10.0,26.0,36.0,,,0.0,1.0,27.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,bq2k2eljw2kf5rppuksl15jbo,A. Bass,Midfielder,30,,,1.0,,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,2.0,,,,,,,,1.0,,9.0,,3.0,,,1.0,1.0,,1.0,,1.0,,10.0,,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,9c0nn4eotrbbbsje9t82fd8t1,U. Đurđević,Forward,32,7.0,1.0,9.0,1.0,26.0,76.0,2.0,11.0,11.0,,1.0,11.0,5.0,,,2.0,3.0,1.0,,,,29.0,,2.0,3.0,,1.0,,,8.0,13.0,1.0,,28.0,3.0,5.0,10.0,1.0,2.0,19.0,1.0,1.0,9.0,2.0,1.0,3.0,11.0,,10.0,,,2.0,34.0,6.0,9.0,,11.0,1.0,6.0,,2.0,,23.0,,217.0,,22.0,10.0,10.0,9.0,5.0,,39.0,1.0,10.0,,10.0,5.0,17.0,,,0.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,1kggpaz4j0ttrjavw0z6tzjhm,I. Domínguez,Defender,3,6.0,1.0,26.0,3.0,42.0,136.0,,15.0,16.0,6.0,9.0,14.0,,1.0,,4.0,3.0,7.0,6.0,,1.0,44.0,2.0,,3.0,,,,2.0,12.0,11.0,3.0,,46.0,2.0,,9.0,,3.0,21.0,,14.0,2.0,6.0,1.0,6.0,1.0,2.0,3.0,1.0,,,57.0,8.0,13.0,,27.0,4.0,20.0,1.0,1.0,3.0,44.0,,235.0,,31.0,5.0,10.0,,2.0,,60.0,,3.0,,10.0,6.0,25.0,,,0.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,3hspnklskppmobi4ihyg5a09h,Matheus Dória,Defender,5,12.0,,384.0,15.0,490.0,813.0,15.0,56.0,38.0,11.0,15.0,130.0,9.0,14.0,2.0,42.0,5.0,34.0,47.0,,1.0,140.0,1.0,,31.0,5.0,5.0,,1.0,25.0,53.0,4.0,1.0,532.0,,11.0,97.0,6.0,17.0,149.0,,1.0,139.0,17.0,3.0,23.0,13.0,1.0,16.0,12.0,3.0,5.0,641.0,1.0,21.0,,191.0,87.0,279.0,1.0,,50.0,516.0,,1339.0,3.0,94.0,58.0,43.0,1.0,11.0,7.0,662.0,1.0,16.0,2.0,10.0,48.0,46.0,,,0.0,,,,,13.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,b04uukw5ec0mngnwqjih7oqac,L. Flores,Forward,25,4.0,,5.0,,21.0,77.0,7.0,22.0,30.0,2.0,6.0,20.0,2.0,,,,3.0,1.0,2.0,,,34.0,,,13.0,,,,2.0,9.0,11.0,4.0,1.0,21.0,1.0,2.0,21.0,,15.0,16.0,1.0,1.0,11.0,2.0,2.0,2.0,5.0,2.0,9.0,,,1.0,39.0,6.0,15.0,,12.0,,7.0,,1.0,,19.0,,131.0,,52.0,4.0,20.0,9.0,2.0,1.0,41.0,,9.0,,10.0,28.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,7,21.0,6.0,149.0,15.0,342.0,752.0,7.0,43.0,62.0,9.0,15.0,88.0,11.0,6.0,4.0,27.0,11.0,11.0,3.0,1.0,9.0,233.0,9.0,1.0,1.0,3.0,3.0,,76.0,42.0,102.0,6.0,,369.0,17.0,15.0,153.0,3.0,7.0,266.0,1.0,7.0,112.0,16.0,42.0,19.0,14.0,28.0,19.0,,,2.0,442.0,37.0,55.0,1.0,108.0,18.0,135.0,46.0,21.0,5.0,359.0,,1232.0,,105.0,66.0,70.0,4.0,6.0,2.0,457.0,16.0,19.0,2.0,10.0,8.0,97.0,1.0,0.0,0.0,,1.0,,,3.0,,3.0,,,2.0,60.0,26.0,27.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,7ryaeixwywl05esrvzbm5bjkl,M. García,Midfielder,8,19.0,2.0,66.0,3.0,164.0,310.0,5.0,39.0,43.0,8.0,13.0,26.0,2.0,5.0,1.0,3.0,12.0,7.0,3.0,,,70.0,3.0,,7.0,,1.0,,10.0,32.0,40.0,5.0,1.0,167.0,8.0,3.0,29.0,1.0,7.0,102.0,,1.0,35.0,5.0,6.0,6.0,7.0,5.0,13.0,,,,192.0,20.0,36.0,,70.0,3.0,48.0,1.0,10.0,1.0,166.0,,460.0,,82.0,40.0,23.0,10.0,9.0,3.0,193.0,2.0,13.0,2.0,10.0,14.0,68.0,,,0.0,,,,,,,1.0,,,,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Atlas FC,549dc7g9a3jeklnex9sqlj97u,C. Guillen,Forward,198,6.0,2.0,21.0,3.0,109.0,203.0,8.0,18.0,25.0,7.0,8.0,18.0,2.0,,,3.0,2.0,4.0,1.0,,2.0,49.0,3.0,,3.0,,1.0,,9.0,15.0,32.0,1.0,,112.0,7.0,2.0,23.0,1.0,3.0,96.0,1.0,2.0,43.0,1.0,7.0,2.0,11.0,6.0,8.0,1.0,,2.0,124.0,11.0,22.0,,20.0,4.0,35.0,5.0,4.0,,107.0,,298.0,,43.0,14.0,14.0,5.0,3.0,6.0,130.0,3.0,8.0,1.0,10.0,6.0,37.0,,,0.0,,,,,1.0,,,,,,7.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
