liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,Los Angeles FC,1ulponxwggurn592nk3rqcfs9,E. Atuesta,Midfielder,20.0,1.0,287.0,8.0,277.0,,37.0,1.0,127.0,7.0,2.0,34.0,135.0,18.0,286.0,3.0,238.0,4.0,2.0,25.0,,90.0,1.0,20.0,18.0,3.0,10.0,324.0,,3.0,2.0,23.0,72.0,3.0,10.0,1.0,27.0,5.0,1.0,3.0,,11.0,87.0,252.0,261.0,13.0,,2.0,7.0,1.0,6.0,14.0,,2.0,3.0,4.0,6.0,3.0,12.0,,,,1.0,1.0,,23.0,1.0,4.0,,,1.0,,,1.0,5.0,,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,b6u6116764v2j7apsi25vx3v9,S. Beitashour,Defender,3.0,1.0,300.0,,158.0,,28.0,1.0,66.0,3.0,,34.0,77.0,17.0,162.0,2.0,132.0,6.0,,20.0,,10.0,2.0,12.0,12.0,3.0,4.0,235.0,,3.0,1.0,18.0,51.0,,10.0,2.0,21.0,7.0,1.0,3.0,,8.0,73.0,138.0,142.0,11.0,35.0,3.0,6.0,,9.0,10.0,,,3.0,3.0,4.0,5.0,10.0,,,,,,5.0,10.0,1.0,4.0,,,,,,3.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Defender,27.0,1.0,180.0,,120.0,2.0,19.0,,33.0,5.0,,23.0,74.0,12.0,124.0,4.0,102.0,1.0,1.0,17.0,,9.0,1.0,13.0,13.0,2.0,1.0,154.0,,2.0,2.0,9.0,46.0,5.0,10.0,2.0,16.0,2.0,1.0,2.0,,7.0,50.0,103.0,107.0,11.0,9.0,4.0,1.0,,5.0,5.0,1.0,3.0,3.0,7.0,,3.0,2.0,,,,,1.0,1.0,5.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Forward,7.0,2.0,390.0,3.0,117.0,3.0,32.0,1.0,75.0,,1.0,58.0,21.0,25.0,120.0,2.0,92.0,6.0,5.0,25.0,,49.0,9.0,23.0,12.0,4.0,7.0,188.0,,4.0,2.0,38.0,23.0,24.0,10.0,7.0,44.0,7.0,2.0,4.0,,20.0,16.0,92.0,95.0,22.0,,2.0,7.0,6.0,4.0,22.0,4.0,4.0,1.0,6.0,5.0,3.0,18.0,,2.0,1.0,,3.0,,3.0,1.0,5.0,2.0,,,,6.0,,2.0,,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,2gyzpo4amzw3ibxq47dyzvmx,João Moutinho,Defender,44.0,,90.0,1.0,54.0,2.0,8.0,1.0,26.0,3.0,,13.0,20.0,8.0,56.0,2.0,42.0,1.0,,11.0,,28.0,2.0,9.0,1.0,1.0,3.0,76.0,,1.0,,9.0,18.0,2.0,10.0,,13.0,2.0,,1.0,,3.0,2.0,43.0,45.0,5.0,5.0,2.0,4.0,,2.0,8.0,,2.0,1.0,4.0,2.0,1.0,6.0,,,,,,,3.0,1.0,2.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,2jxho5va9q638vkklji2n8cx6,S. Brewer,Forward,28.0,3.0,27.0,,3.0,,2.0,,1.0,,,8.0,,2.0,3.0,,1.0,,,2.0,,,,4.0,,,3.0,11.0,,1.0,,1.0,,3.0,10.0,,1.0,,3.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,9tvviubdnw847lrexh88yue39,L. Ciman,Defender,23.0,,210.0,,130.0,1.0,4.0,1.0,41.0,10.0,6.0,17.0,84.0,4.0,138.0,2.0,107.0,5.0,8.0,14.0,,52.0,,10.0,10.0,2.0,4.0,183.0,,2.0,,8.0,63.0,3.0,10.0,,14.0,5.0,,2.0,,7.0,19.0,118.0,124.0,8.0,1.0,1.0,1.0,,4.0,6.0,2.0,5.0,13.0,6.0,1.0,7.0,1.0,,,,,1.0,,17.0,1.0,,,,,,,4.0,3.0,,,,,,3.0,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,2mmo9cxj0nuzwqgsnd787561h,A. Diomande,Forward,99.0,,67.0,2.0,14.0,,2.0,,7.0,,1.0,13.0,1.0,6.0,14.0,,8.0,,1.0,6.0,,,1.0,5.0,3.0,1.0,,31.0,,2.0,,10.0,7.0,3.0,10.0,1.0,13.0,,,2.0,,5.0,5.0,8.0,8.0,6.0,,1.0,1.0,1.0,1.0,7.0,,2.0,,3.0,1.0,,5.0,1.0,,,1.0,2.0,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,em7zqutnzh6mvbpc2gbs84jpx,B. Feilhaber,Midfielder,33.0,,171.0,4.0,123.0,2.0,22.0,,70.0,3.0,3.0,19.0,47.0,11.0,131.0,,105.0,3.0,7.0,14.0,,40.0,5.0,13.0,8.0,2.0,2.0,165.0,1.0,3.0,,17.0,37.0,9.0,10.0,,17.0,4.0,1.0,3.0,1.0,2.0,32.0,111.0,117.0,2.0,,,4.0,3.0,2.0,15.0,4.0,,,,3.0,4.0,15.0,1.0,1.0,1.0,1.0,1.0,,12.0,,8.0,1.0,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Los Angeles FC,8bcbp6dqxvu3vmwm4fuxnrmc5,J. Harvey,Defender,2.0,4.0,300.0,,163.0,1.0,28.0,2.0,82.0,6.0,1.0,34.0,62.0,20.0,168.0,2.0,133.0,5.0,2.0,26.0,,70.0,1.0,24.0,9.0,3.0,6.0,229.0,,3.0,2.0,14.0,64.0,4.0,10.0,,26.0,5.0,4.0,3.0,,9.0,6.0,137.0,142.0,14.0,25.0,5.0,1.0,,6.0,12.0,1.0,7.0,7.0,12.0,1.0,3.0,5.0,,,,,,,9.0,2.0,4.0,,,1.0,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
