liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Throw Ins to Own Player,Goals,Corners Won,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Shots On Target ( inc goals ),Total Fouls Won,Left Foot Goals,Goals from Inside Box,Ground Duels won,Successful Launches,Unsuccessful Launches,Yellow Cards,Total Tackles,Successful Dribbles,Throw Ins to Opposition Player,Tackles Lost,Interceptions,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Blocks,Total Clearances,Unsuccessful Crosses & Corners,Tackles Won,Substitute On,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Unsuccessful Corners into Box,Offsides,Successful Crosses open play,Assists (Intentional),Goal Assists,Through balls,Successful Lay-offs,Handballs conceded,Penalties Conceded,Unsuccessful Dribbles,Headed Goals,Saves Made,GK Successful Distribution,Punches,Penalties Saved,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Catches,Saves Made from Outside Box,Penalties Taken,Penalty Goals,Times Tackled,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Clean Sheets,Goalkeeper Smother,Hit Woodwork,Total Red Cards,Straight Red Cards,Own Goal Scored,Clearances Off the Line,Unsuccessful lay-offs,Drops,Second Goal Assists,Saves made - caught,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,ekj6dh2wz1wna3iqnqqoovbo5,O. Arroyo,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,d3vad4itgd95xazfk4ulvt562,D. Ascensio,Midfielder,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,34p3usdl21607gbun8yqfm0ut,O. Blanco,Forward,7,168.0,28.0,15.0,13.0,,12.0,25.0,10.0,10.0,1.0,33.0,1.0,11.0,23.0,5.0,10.0,11.0,2.0,11.0,6.0,2.0,2.0,1.0,63.0,2.0,7.0,20.0,4.0,48.0,9.0,,5.0,37.0,5.0,2.0,16.0,3.0,18.0,23.0,17.0,28.0,,1.0,,,1.0,2.0,1.0,3.0,,1.0,4.0,,,,1.0,1.0,,,,1.0,1.0,,6.0,2.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,11vqsu7sts8o9gfgx2wnmjf11,Ó. Cerén,Midfielder,9,180.0,52.0,14.0,24.0,2.0,4.0,31.0,12.0,15.0,1.0,53.0,,1.0,33.0,5.0,17.0,5.0,2.0,13.0,14.0,2.0,4.0,5.0,85.0,2.0,1.0,26.0,23.0,40.0,14.0,3.0,1.0,31.0,5.0,2.0,13.0,11.0,36.0,36.0,5.0,17.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,13.0,2.0,2.0,,8.0,4.0,,1.0,,1.0,1.0,,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,6wd6ia1fnuf5y1l3jt05oqw2x,R. Clavel,Defender,28,129.0,22.0,1.0,2.0,1.0,2.0,9.0,17.0,3.0,1.0,23.0,1.0,3.0,18.0,4.0,4.0,3.0,,2.0,5.0,2.0,,2.0,46.0,2.0,1.0,7.0,13.0,8.0,6.0,1.0,3.0,12.0,4.0,2.0,4.0,6.0,18.0,19.0,5.0,6.0,3.0,,,,,,,,,,3.0,,,1.0,3.0,,1.0,1.0,1.0,,,3.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,54vggi6bk4khvcna9d8lwlv4l,C. Flores,Defender,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,4so1f9p56jve0lhbqz6efirx1,M. Freitas,Forward,29,12.0,2.0,1.0,,,,1.0,2.0,,,2.0,,1.0,2.0,,,,,,,,,,4.0,1.0,,1.0,,21.0,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,8vyg4uklvusq83dp3t0n48zbp,R. García,Goalkeeper,1,180.0,9.0,,15.0,34.0,,35.0,7.0,,1.0,56.0,,,3.0,5.0,34.0,1.0,,30.0,20.0,2.0,1.0,4.0,82.0,2.0,,2.0,53.0,60.0,2.0,19.0,,2.0,5.0,2.0,,2.0,4.0,22.0,,,,,,,,,,1.0,,,2.0,6.0,11.0,,1.0,,,,,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,7.0,18.0,,,4.0,6.0,1.0,,20.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,ad9erve9rczohygkn3faneimt,M. Jacobo,Defender,5,180.0,34.0,1.0,2.0,8.0,3.0,14.0,19.0,5.0,1.0,34.0,,3.0,20.0,5.0,13.0,10.0,,7.0,4.0,2.0,,6.0,64.0,2.0,2.0,6.0,20.0,43.0,6.0,1.0,4.0,13.0,5.0,2.0,4.0,3.0,21.0,21.0,7.0,7.0,,,,1.0,1.0,1.0,,,,,2.0,1.0,5.0,,2.0,,,,,,,5.0,20.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2020,Alianza FC,4u7owvedhebbfbvupysq9lj2t,J. Jiménez,Defender,15,90.0,23.0,,8.0,2.0,,12.0,11.0,4.0,,25.0,,1.0,16.0,1.0,6.0,4.0,,4.0,5.0,1.0,3.0,2.0,51.0,1.0,,13.0,12.0,50.0,7.0,3.0,,13.0,1.0,1.0,6.0,9.0,17.0,19.0,,6.0,7.0,,,,,,,1.0,,,7.0,1.0,1.0,,6.0,,3.0,1.0,,,1.0,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
