liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,3qdf5jrqk4oozfs4lr07e6j8p,Á. Angulo,Defender,77,7.0,1.0,6.0,2.0,30.0,1.0,19.0,1.0,17.0,4.0,13.0,56.0,20.0,2.0,4.0,4.0,10.0,3.0,7.0,,4.0,76.0,15.0,8.0,23.0,3.0,2.0,,4.0,54.0,35.0,19.0,50.0,,2.0,5.0,14.0,180.0,2.0,,8.0,,41.0,77.0,6.0,54.0,2.0,9.0,23.0,137.0,,,4.0,25.0,4.0,19.0,0.0,,5.0,1.0,3.0,,,,,6.0,6.0,,,,6.0,,,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,4051hgvu9v8jnu9rbbd0pr9bd,U. Antuna,Forward,21,,,,2.0,5.0,,5.0,,2.0,1.0,1.0,19.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,,4.0,13.0,3.0,1.0,1.0,1.0,1.0,,,11.0,12.0,2.0,12.0,,,,,64.0,1.0,,1.0,,6.0,15.0,1.0,12.0,,4.0,3.0,25.0,,,,5.0,,3.0,0.0,,,,,1.0,,,1.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,4srx8xy0kspwvk1faw7xsj310,Á. Azuaje,Defender,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,2mcy76o0t3fqqdwtvc0v2n42y,P. Bennevendo,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,51gu23f6rpg1j0hs6d8dtpn56,J. Caicedo,Midfielder,8,1.0,,1.0,1.0,3.0,1.0,4.0,,3.0,,3.0,1.0,2.0,1.0,4.0,4.0,2.0,,2.0,,2.0,9.0,3.0,2.0,3.0,,,,1.0,6.0,1.0,6.0,6.0,,2.0,,,45.0,,,,,4.0,10.0,,7.0,2.0,,3.0,16.0,,1.0,1.0,1.0,2.0,2.0,0.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,6knzu4ywl5yag1h8ij16g2rqh,A. Carrasquilla,Midfielder,28,,,,2.0,9.0,,17.0,,11.0,6.0,5.0,30.0,14.0,2.0,,,11.0,6.0,5.0,2.0,15.0,45.0,9.0,3.0,9.0,1.0,1.0,,3.0,33.0,21.0,14.0,31.0,2.0,1.0,,1.0,78.0,2.0,,,3.0,16.0,47.0,1.0,34.0,3.0,4.0,13.0,66.0,,,1.0,13.0,1.0,12.0,0.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,1s6iiyybed5a643wiv9x7ui5m,J. Carrillo,Midfielder,33,4.0,3.0,1.0,2.0,10.0,,33.0,1.0,27.0,16.0,11.0,44.0,12.0,2.0,,,23.0,13.0,10.0,1.0,6.0,62.0,13.0,9.0,35.0,,2.0,3.0,4.0,53.0,39.0,17.0,50.0,1.0,2.0,,1.0,155.0,8.0,,2.0,5.0,26.0,63.0,2.0,54.0,3.0,8.0,9.0,107.0,3.0,1.0,2.0,9.0,3.0,7.0,0.0,3.0,5.0,3.0,2.0,1.0,,,,3.0,1.0,,2.0,1.0,4.0,,,,,,,,,,2.0,,4.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,8tgmgddqyivjt0eenqik5mwut,Rubén Duarte,Defender,5,3.0,3.0,,2.0,4.0,,35.0,1.0,16.0,7.0,9.0,14.0,52.0,2.0,4.0,4.0,13.0,4.0,9.0,3.0,14.0,119.0,13.0,8.0,55.0,,2.0,,7.0,105.0,61.0,49.0,103.0,4.0,1.0,,2.0,180.0,1.0,,10.0,2.0,19.0,125.0,1.0,110.0,5.0,,15.0,157.0,,5.0,9.0,12.0,6.0,6.0,0.0,1.0,2.0,1.0,1.0,,,,,3.0,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,150pcnd58ziyx2rvmxn05kzkk,S. García,Midfielder,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,4oqafb9exc0f0443kntkkm80k,C. Garza,Midfielder,14,1.0,1.0,,1.0,5.0,1.0,6.0,,4.0,3.0,1.0,4.0,7.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,8.0,27.0,3.0,5.0,7.0,,1.0,,,19.0,5.0,14.0,19.0,,,,,90.0,1.0,,2.0,,10.0,27.0,,19.0,,,8.0,37.0,,,1.0,1.0,7.0,7.0,0.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,2hs163bovr5bwupp1djxnq0yy,J. Rivas,Defender,19,3.0,3.0,,2.0,18.0,,37.0,,7.0,5.0,2.0,15.0,33.0,2.0,4.0,4.0,4.0,2.0,2.0,,40.0,99.0,16.0,4.0,9.0,,2.0,1.0,6.0,86.0,46.0,44.0,81.0,,,3.0,8.0,162.0,2.0,,5.0,,21.0,100.0,,87.0,,1.0,13.0,131.0,2.0,2.0,4.0,10.0,5.0,9.0,0.0,,,,,1.0,,,,2.0,2.0,,3.0,3.0,1.0,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,7r96u3b7t46s0kg5t5qew3tnt,Juninho,Forward,23,5.0,2.0,3.0,1.0,,,6.0,1.0,8.0,3.0,5.0,17.0,2.0,1.0,,,3.0,1.0,2.0,,4.0,7.0,4.0,2.0,1.0,2.0,1.0,1.0,,3.0,2.0,1.0,3.0,,,,,90.0,1.0,1.0,,,8.0,7.0,5.0,3.0,,8.0,4.0,19.0,1.0,,1.0,4.0,,3.0,0.0,,,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,eizjl5sezcn7v7lzx7il9gjys,A. Juárez,Defender,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,4r1o4wqel7paoh1l100saq1w4,P. Lara,Goalkeeper,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,97r1c6d1znrpxc65794q2h2sq,T. Leone,Defender,24,2.0,,2.0,1.0,3.0,,3.0,,3.0,,3.0,3.0,17.0,1.0,4.0,4.0,1.0,,1.0,,10.0,36.0,2.0,,7.0,,1.0,,,24.0,2.0,22.0,24.0,1.0,,5.0,1.0,90.0,,,5.0,,18.0,37.0,,24.0,1.0,1.0,13.0,49.0,,4.0,9.0,8.0,5.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,4xlgsrklbu5qofhrk52pjttnu,J. Macías,Forward,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,be02zvjpnx5bjyu6absr8745x,G. Martínez,Forward,9,6.0,3.0,3.0,2.0,4.0,,,,7.0,4.0,3.0,4.0,,2.0,4.0,4.0,1.0,1.0,,,,2.0,,,1.0,2.0,,,,2.0,2.0,3.0,5.0,,,,1.0,43.0,,,1.0,1.0,1.0,5.0,3.0,5.0,,3.0,,11.0,,,,,,,0.0,,,,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,89hekdywmtzt4gftz196oxgmi,A. Medina,Forward,22,2.0,1.0,1.0,2.0,12.0,,25.0,,9.0,6.0,3.0,46.0,9.0,2.0,4.0,4.0,7.0,5.0,2.0,2.0,15.0,38.0,20.0,2.0,2.0,,1.0,1.0,4.0,32.0,30.0,5.0,28.0,,1.0,,4.0,97.0,4.0,,1.0,1.0,16.0,38.0,,32.0,1.0,1.0,6.0,63.0,3.0,,1.0,12.0,,5.0,0.0,,1.0,,,1.0,,,1.0,6.0,6.0,1.0,3.0,3.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,b6esftt51cbe7r5xamprbyeqc,P. Monroy,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,e84l63g8g4unncwdg4snd9vjd,R. Morales,Forward,31,5.0,4.0,1.0,2.0,11.0,,14.0,1.0,13.0,8.0,5.0,38.0,5.0,2.0,,,8.0,4.0,4.0,,10.0,33.0,8.0,2.0,7.0,2.0,2.0,2.0,2.0,22.0,19.0,5.0,20.0,,2.0,,3.0,155.0,1.0,1.0,,3.0,19.0,33.0,2.0,22.0,2.0,6.0,11.0,61.0,,,,11.0,1.0,11.0,0.0,1.0,4.0,2.0,,1.0,1.0,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,1.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,0.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,7savubkcw8392wm9qsxubss89,Nathan Silva,Defender,6,5.0,2.0,3.0,2.0,1.0,1.0,39.0,1.0,13.0,6.0,7.0,8.0,33.0,2.0,4.0,4.0,8.0,4.0,4.0,3.0,46.0,143.0,16.0,6.0,63.0,,2.0,,5.0,129.0,57.0,72.0,124.0,3.0,1.0,,1.0,180.0,,,9.0,3.0,17.0,143.0,1.0,129.0,4.0,3.0,14.0,169.0,,4.0,7.0,11.0,3.0,7.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,9sme7jykdv8msgfu0nxx6h39x,K. Navas,Goalkeeper,1,,,,2.0,,,5.0,1.0,2.0,1.0,1.0,,25.0,2.0,4.0,4.0,2.0,1.0,1.0,,18.0,34.0,1.0,21.0,17.0,,2.0,,9.0,27.0,4.0,44.0,39.0,,,,,180.0,,,1.0,,12.0,60.0,,48.0,,,12.0,82.0,,8.0,11.0,7.0,5.0,1.0,0.0,,,,,,,,,,,,,,,31.0,2.0,20.0,,6.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,8y52fun3o0gu8wuxz5cywnoyc,M. Paul,Goalkeeper,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,7s1y2dsl9nkz5ubnq9vpya3h0,D. Ramírez,Midfielder,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Club Universidad Nacional,wfylykowrjrafhys6fr0wd1w,Á. Rico,Midfielder,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
