equipo,link,logo,cod_equipo,cod_liga,liga
AD Isidro Metapán,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/ad-isidro-metapán/e29381coimf4lo8rx156vzhb0,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=e29381coimf4lo8rx156vzhb0,e29381coimf4lo8rx156vzhb0,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
CD Olimpia,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/cd-olimpia/1vxcqmz5lh9iocbkhfq7ac601,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1vxcqmz5lh9iocbkhfq7ac601,1vxcqmz5lh9iocbkhfq7ac601,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
CD Walter Ferretti,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/cd-walter-ferretti/49drlzu5t8uimbs1uci5bebze,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=49drlzu5t8uimbs1uci5bebze,49drlzu5t8uimbs1uci5bebze,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
CD Árabe Unido,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/cd-Árabe-unido/symb3x7i8v247jtown7vfbvn,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=symb3x7i8v247jtown7vfbvn,symb3x7i8v247jtown7vfbvn,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
CF América,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/cf-américa/eu8c408f59yx7egaqossbv25e,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=eu8c408f59yx7egaqossbv25e,eu8c408f59yx7egaqossbv25e,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
CS Herediano,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/cs-herediano/1fmcyqtq6gm7ju3g6xisk7aw0,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1fmcyqtq6gm7ju3g6xisk7aw0,1fmcyqtq6gm7ju3g6xisk7aw0,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
CSD Comunicaciones,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/csd-comunicaciones/di07a8qafp5ox30suh1thuq07,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=di07a8qafp5ox30suh1thuq07,di07a8qafp5ox30suh1thuq07,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
CSD Municipal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/csd-municipal/1dqnqxuom6omgjpr2a17gvhk4,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1dqnqxuom6omgjpr2a17gvhk4,1dqnqxuom6omgjpr2a17gvhk4,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
Central FC,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/central-fc/5c8f7ib794aa6mie6xaeayhfv,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5c8f7ib794aa6mie6xaeayhfv,5c8f7ib794aa6mie6xaeayhfv,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
Club Santos Laguna,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2015-2016/5t5h84k58wq1fek7w7hntmcbt/teams/club-santos-laguna/8yn3l36qkq1fxbw4ufmwyfyt9,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8yn3l36qkq1fxbw4ufmwyfyt9,8yn3l36qkq1fxbw4ufmwyfyt9,5t5h84k58wq1fek7w7hntmcbt,concacaf-champions-cup-2015-2016
