liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Hit Woodwork,Index,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Goal Assists,Goals from Outside Box,Handballs conceded,Second Goal Assists,Throw Ins to Opposition Player,Successful Corners into Box,Unsuccessful Corners into Box,Own Goal Scored,Foul Won Penalty,Goals Openplay,Left Foot Goals,Penalties Conceded,Total Big Chances Scored,Unsuccessful lay-offs,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Red Cards - 2nd Yellow,Total Red Cards,Headed Goals,Penalties Off Target,Penalties Taken,Penalty Goals,Crosses not Claimed,Straight Red Cards,Set Pieces Goals,Other Goals
Canada_Canadian_Premier_League,2025,Valour FC,8e41frophez1otbzaamqxzip6,Roberto Alarcón,Defender,2,14.0,4.0,10.0,24.0,162.0,1.0,4.0,212.0,,,3.0,153.0,56.0,97.0,78.0,228.0,15.0,,24.0,,,41.0,38.0,3.0,,139.0,52.0,87.0,1.0,10.0,17.0,6.0,,319.0,1.0,775.0,2.0,5.0,94.0,23.0,11.0,76.0,,94.0,6.0,,16.0,6.0,8.0,4.0,3.0,2.0,48.0,682.0,314.0,401.0,657.0,18.0,41.0,1.0,104.0,1554.0,18.0,2.0,,1.0,38.0,23.0,24.0,186.0,803.0,6.0,705.0,59.0,2.0,98.0,1193.0,8.0,21.0,46.0,105.0,33.0,52.0,5.0,,,0.0,10.0,4.0,40.0,20.0,1.0,3.0,18.0,2.0,,,,11.0,2.0,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Valour FC,6wbtc3di25kcbqrat4pcwo5m2,T. Antonoglou,Defender,30,23.0,12.0,11.0,26.0,158.0,7.0,4.0,195.0,2.0,,6.0,160.0,78.0,82.0,110.0,312.0,18.0,,26.0,,2.0,48.0,43.0,5.0,2.0,137.0,66.0,71.0,,10.0,28.0,32.0,,47.0,1.0,834.0,,4.0,93.0,31.0,19.0,103.0,,345.0,6.0,7.0,23.0,6.0,3.0,10.0,9.0,5.0,74.0,730.0,411.0,373.0,679.0,16.0,25.0,,128.0,2022.0,21.0,6.0,,,48.0,29.0,20.0,249.0,862.0,13.0,753.0,41.0,27.0,109.0,1380.0,13.0,23.0,45.0,132.0,43.0,64.0,4.0,2.0,0.0,0.0,31.0,8.0,66.0,27.0,5.0,3.0,49.0,6.0,,,2.0,25.0,19.0,29.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Valour FC,bewzox1rnh1n28tkj5k0rmrqh,D. Campbell,Midfielder,6,,,,1.0,1.0,1.0,,1.0,,,,4.0,2.0,2.0,,3.0,1.0,,1.0,,,,,,,4.0,2.0,2.0,,10.0,1.0,,,2.0,,9.0,,,1.0,,,,,3.0,1.0,,,1.0,1.0,,1.0,,1.0,8.0,6.0,2.0,7.0,1.0,1.0,,,17.0,1.0,,,,,2.0,,2.0,9.0,1.0,8.0,2.0,,1.0,17.0,,,,,1.0,1.0,,,,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Valour FC,38e1p8fmoweho06iponl6nqzu,Xavier Venâncio,Midfielder,20,16.0,9.0,7.0,24.0,82.0,2.0,2.0,75.0,,,3.0,119.0,63.0,56.0,26.0,47.0,18.0,,24.0,,1.0,17.0,15.0,2.0,,103.0,54.0,49.0,,10.0,7.0,3.0,,61.0,,243.0,,2.0,35.0,18.0,13.0,32.0,,64.0,5.0,6.0,7.0,7.0,17.0,3.0,,5.0,10.0,209.0,134.0,87.0,210.0,6.0,20.0,,6.0,811.0,18.0,,,,9.0,26.0,21.0,80.0,254.0,11.0,220.0,26.0,11.0,34.0,420.0,5.0,2.0,4.0,31.0,10.0,30.0,4.0,1.0,0.0,0.0,1.0,,7.0,5.0,,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Valour FC,woywom7y1fh6tspsfb57akq2,Diogo Ressurreição,Midfielder,8,2.0,2.0,,26.0,137.0,4.0,,183.0,,,12.0,102.0,65.0,37.0,99.0,173.0,11.0,,26.0,,1.0,41.0,37.0,4.0,,100.0,63.0,37.0,2.0,10.0,8.0,9.0,,138.0,,614.0,,4.0,90.0,31.0,7.0,68.0,1.0,186.0,14.0,9.0,17.0,15.0,9.0,14.0,4.0,15.0,42.0,508.0,350.0,186.0,486.0,10.0,7.0,3.0,4.0,1374.0,34.0,2.0,,,2.0,20.0,6.0,199.0,634.0,23.0,528.0,17.0,27.0,106.0,844.0,17.0,3.0,21.0,108.0,21.0,85.0,5.0,0.0,1.0,0.0,8.0,7.0,23.0,20.0,3.0,1.0,4.0,3.0,1.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Valour FC,4psxp4uu3y57nklhw6n3ow1zo,K. Egwu,Defender,5,24.0,9.0,15.0,23.0,53.0,2.0,6.0,278.0,2.0,,,122.0,50.0,72.0,6.0,367.0,3.0,1.0,23.0,1.0,3.0,44.0,43.0,1.0,3.0,98.0,41.0,57.0,,10.0,27.0,4.0,,154.0,1.0,951.0,,6.0,164.0,22.0,15.0,67.0,,416.0,3.0,4.0,19.0,2.0,4.0,8.0,11.0,1.0,61.0,846.0,307.0,571.0,817.0,9.0,31.0,,13.0,1724.0,14.0,,,,92.0,15.0,9.0,152.0,990.0,7.0,878.0,40.0,15.0,112.0,1286.0,4.0,26.0,61.0,83.0,32.0,51.0,5.0,2.0,1.0,2.0,,,3.0,3.0,,,,,,,,7.0,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
Canada_Canadian_Premier_League,2025,Valour FC,c11tg3waak6my0tyjpq9qeuzu,G. Facchineri,Defender,23,54.0,31.0,23.0,21.0,53.0,2.0,11.0,213.0,2.0,,1.0,159.0,87.0,72.0,4.0,334.0,18.0,7.0,21.0,7.0,1.0,40.0,35.0,5.0,1.0,105.0,56.0,49.0,1.0,10.0,19.0,4.0,1.0,330.0,,934.0,,3.0,120.0,18.0,8.0,80.0,,265.0,4.0,3.0,21.0,1.0,,8.0,8.0,,51.0,803.0,215.0,629.0,793.0,11.0,21.0,,13.0,1800.0,10.0,1.0,2.0,,92.0,34.0,9.0,185.0,982.0,7.0,844.0,32.0,14.0,138.0,1256.0,4.0,25.0,69.0,76.0,63.0,69.0,4.0,0.0,1.0,1.0,,,1.0,1.0,,,,,,2.0,,9.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0
Canada_Canadian_Premier_League,2025,Valour FC,efbg277ocw25lmmzx0kaxd1bd,J. Faria,Midfielder,17,13.0,9.0,4.0,25.0,161.0,5.0,,235.0,,,17.0,170.0,100.0,70.0,147.0,47.0,8.0,,25.0,,2.0,31.0,28.0,3.0,2.0,157.0,91.0,66.0,2.0,10.0,2.0,15.0,,31.0,7.0,339.0,9.0,1.0,143.0,23.0,9.0,54.0,2.0,103.0,7.0,11.0,12.0,7.0,13.0,29.0,,8.0,4.0,282.0,206.0,96.0,281.0,5.0,10.0,,11.0,1268.0,63.0,3.0,5.0,,4.0,22.0,22.0,210.0,342.0,18.0,285.0,15.0,64.0,57.0,657.0,38.0,1.0,5.0,91.0,11.0,52.0,2.0,1.0,1.0,1.0,17.0,16.0,45.0,41.0,1.0,,4.0,1.0,,3.0,,,,3.0,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Valour FC,6yyhtcimqzsoqhp2clnj5x3sa,Z. Fernandez,Defender,13,25.0,13.0,12.0,14.0,77.0,,10.0,169.0,1.0,1.0,,106.0,42.0,64.0,5.0,209.0,9.0,1.0,14.0,1.0,1.0,27.0,25.0,2.0,1.0,81.0,29.0,52.0,,10.0,31.0,8.0,3.0,230.0,,569.0,,3.0,89.0,16.0,8.0,49.0,,71.0,1.0,1.0,14.0,2.0,,6.0,2.0,3.0,28.0,498.0,244.0,273.0,487.0,5.0,19.0,2.0,88.0,1194.0,9.0,1.0,1.0,,31.0,13.0,22.0,123.0,587.0,2.0,515.0,24.0,14.0,72.0,890.0,7.0,15.0,28.0,57.0,21.0,44.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,6.0,,,,,,,,27.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
Canada_Canadian_Premier_League,2025,Valour FC,4yw7lx6jo4jlb2xwb11jdv8b9,K. Froese,Midfielder,80,9.0,4.0,5.0,14.0,89.0,6.0,2.0,124.0,,,3.0,79.0,44.0,35.0,94.0,110.0,9.0,,14.0,,3.0,22.0,21.0,1.0,2.0,70.0,40.0,30.0,,10.0,5.0,10.0,,71.0,3.0,321.0,2.0,2.0,74.0,18.0,5.0,39.0,3.0,59.0,6.0,9.0,13.0,13.0,1.0,14.0,,8.0,10.0,259.0,180.0,88.0,257.0,3.0,5.0,3.0,4.0,957.0,22.0,3.0,2.0,,2.0,14.0,8.0,113.0,329.0,15.0,267.0,8.0,40.0,62.0,476.0,10.0,,8.0,60.0,7.0,54.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,,4.0,1.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
