liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,Sporting Kansas City II,rtercnq9nn7y0814ghe7wo2x,D. Barbir,Defender,33,2.0,2.0,1190.0,1.0,2.0,,5.0,2.0,700.0,1.0,5.0,47.0,,159.0,41.0,2.0,96.0,3.0,2.0,4.0,17.0,193.0,400.0,20.0,73.0,,728.0,1.0,15.0,6.0,486.0,22.0,4.0,169.0,,251.0,1.0,,108.0,1.0,76.0,13.0,8.0,63.0,911.0,,15.0,3.0,12.0,56.0,321.0,6.0,10.0,46.0,2.0,73.0,,3.0,,17.0,1.0,90.0,64.0,26.0,1.0,2.0,15.0,,,,,27.0,109.0,2.0,539.0,559.0,34.0,,,15.0,44.0,5.0,29.0,29.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
USA_USL_Championship,2020,Sporting Kansas City II,3haxsyfrccsgw6x5jgbwdjze,G. Busio,Midfielder,27,1.0,,71.0,,,,,,45.0,1.0,1.0,13.0,3.0,33.0,,,1.0,1.0,,,,7.0,16.0,2.0,1.0,,48.0,1.0,2.0,1.0,40.0,1.0,2.0,2.0,3.0,19.0,3.0,,5.0,2.0,5.0,1.0,1.0,,66.0,6.0,1.0,2.0,,7.0,9.0,2.0,10.0,4.0,2.0,6.0,,1.0,,,,7.0,,1.0,,3.0,1.0,2.0,,,,3.0,7.0,,43.0,46.0,,,,1.0,3.0,1.0,,4.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Sporting Kansas City II,6itkesydmlipx41qqb5r5pjop,P. Čuić,Defender,39,3.0,,1074.0,1.0,4.0,3.0,4.0,1.0,639.0,4.0,11.0,75.0,,202.0,20.0,3.0,59.0,7.0,5.0,2.0,9.0,163.0,348.0,23.0,66.0,,675.0,7.0,22.0,6.0,499.0,18.0,7.0,125.0,,223.0,11.0,,84.0,2.0,107.0,12.0,17.0,44.0,839.0,,16.0,17.0,7.0,95.0,217.0,7.0,10.0,55.0,2.0,51.0,,10.0,,16.0,4.0,120.0,26.0,20.0,1.0,3.0,16.0,,,,3.0,56.0,160.0,1.0,521.0,550.0,25.0,3.0,2.0,14.0,65.0,9.0,19.0,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,
USA_USL_Championship,2020,Sporting Kansas City II,7fow2xwajxenikljzfaixqkbu,J. Davis,Midfielder,46,5.0,,1233.0,6.0,1.0,6.0,1.0,,522.0,1.0,27.0,121.0,9.0,227.0,17.0,5.0,28.0,25.0,6.0,3.0,19.0,186.0,207.0,37.0,84.0,,537.0,4.0,28.0,8.0,392.0,23.0,7.0,112.0,2.0,132.0,12.0,,89.0,,89.0,14.0,34.0,33.0,783.0,10.0,15.0,13.0,2.0,139.0,160.0,8.0,10.0,63.0,1.0,33.0,7.0,14.0,,6.0,9.0,164.0,13.0,26.0,,10.0,15.0,4.0,2.0,,,82.0,124.0,,410.0,425.0,25.0,1.0,,24.0,101.0,13.0,15.0,57.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Sporting Kansas City II,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,Defender,13,2.0,1.0,90.0,10.0,,,,,41.0,2.0,3.0,7.0,,17.0,,,3.0,,,,,16.0,15.0,1.0,6.0,,41.0,,2.0,1.0,31.0,2.0,,9.0,,13.0,1.0,,10.0,1.0,2.0,1.0,1.0,1.0,65.0,,1.0,,,7.0,17.0,1.0,10.0,4.0,,1.0,,,,2.0,3.0,9.0,1.0,2.0,,2.0,1.0,,,,,5.0,4.0,,32.0,32.0,2.0,,,1.0,5.0,,,2.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Sporting Kansas City II,6cetznd9bk65n2ebxscywa5zp,C. Duke,Midfielder,32,3.0,,932.0,1.0,2.0,10.0,,1.0,308.0,1.0,12.0,64.0,1.0,126.0,2.0,3.0,11.0,8.0,1.0,3.0,16.0,86.0,132.0,24.0,49.0,,317.0,4.0,16.0,6.0,246.0,14.0,2.0,60.0,,74.0,11.0,,43.0,1.0,52.0,10.0,16.0,20.0,457.0,,12.0,13.0,2.0,87.0,101.0,11.0,10.0,64.0,1.0,11.0,1.0,22.0,,15.0,4.0,118.0,11.0,17.0,1.0,3.0,12.0,,,,,38.0,78.0,1.0,248.0,257.0,31.0,,1.0,15.0,54.0,9.0,11.0,49.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Sporting Kansas City II,6z8hsb668q1eubbhe20b5pkgl,Zé Pedro,Forward,70,2.0,,60.0,,,,,,27.0,1.0,4.0,13.0,,20.0,,,1.0,1.0,,,,16.0,5.0,,4.0,,30.0,1.0,2.0,,25.0,1.0,2.0,5.0,,3.0,2.0,,9.0,2.0,2.0,1.0,2.0,,48.0,4.0,1.0,1.0,,8.0,9.0,5.0,10.0,,2.0,,,,,,2.0,8.0,,1.0,,4.0,1.0,2.0,,,,8.0,5.0,,22.0,25.0,,,,,8.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Sporting Kansas City II,857xavwo9fk3wdc3huaoslpwq,R. Fessler,Midfielder,72,1.0,,137.0,1.0,3.0,1.0,,,43.0,,9.0,16.0,1.0,16.0,,,1.0,2.0,1.0,,4.0,18.0,23.0,2.0,6.0,,45.0,2.0,,,38.0,2.0,1.0,7.0,,10.0,1.0,,6.0,,11.0,2.0,3.0,2.0,66.0,,5.0,,,15.0,12.0,4.0,10.0,4.0,,,1.0,2.0,,,5.0,19.0,,2.0,,1.0,5.0,,,,,11.0,7.0,,36.0,38.0,4.0,,,2.0,15.0,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Sporting Kansas City II,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,Forward,23,2.0,2.0,593.0,3.0,1.0,2.0,,2.0,161.0,2.0,32.0,45.0,1.0,72.0,,,4.0,9.0,,2.0,5.0,106.0,42.0,10.0,45.0,,162.0,8.0,6.0,17.0,108.0,13.0,6.0,49.0,,35.0,5.0,,41.0,1.0,40.0,8.0,14.0,13.0,293.0,4.0,9.0,2.0,1.0,91.0,51.0,9.0,10.0,41.0,6.0,5.0,1.0,13.0,,1.0,18.0,97.0,,15.0,,5.0,9.0,3.0,2.0,,,51.0,31.0,1.0,112.0,113.0,6.0,,3.0,5.0,56.0,5.0,3.0,40.0,0.0,2.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2020,Sporting Kansas City II,csf1c4uk817x14csqi16x673e,Gyuwon Chong,Forward,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
