root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Touches,Successful Short Passes,Starts,Blocks,Successful Passes Opposition Half,PutThrough/Blocked Distribution,Appearances,Unsuccessful Passes Own Half,Tackles Lost,Tackles Won,Unsuccessful Short Passes,Total Tackles,Unsuccessful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution Won,Index,Clean Sheets,Games Played,Total Clearances,Total Passes,Total Losses Of Possession,Successful Long Passes,Ground Duels,Rightside Passes,Successful Open Play Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Leftside Passes,Forward Passes,Interceptions,Successful Passes Own Half,Unsuccessful Launches,Duels won,Unsuccessful Long Passes,Backward Passes,Winning Goal,Ground Duels lost,GK Unsuccessful Distribution,Goals Conceded,Saves Made from Inside Box,Successful Launches,Duels lost,Goal Kicks,Aerial Duels,Saves Made,Catches,Goals Conceded Outside Box,Saves Made from Outside Box,Drops,Aerial Duels won,Saves made - parried,Punches,Goals Conceded Inside Box,GK Successful Distribution,Substitute On,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Total Fouls Won,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Dribbles,Times Tackled,Substitute Off,Foul Attempted Tackle,Total Fouls Conceded,Key Passes (Attempt Assists),Offsides,Aerial Duels lost,Corners Won,Successful Crosses & Corners,Goal Assists,Successful Crosses open play,Assists (Intentional),Successful Dribbles,Overruns,Throw Ins to Opposition Player,Yellow Cards,Handballs conceded,Corners Taken (incl short corners),Right Foot Goals,Unsuccessful Corners into Box,Shots Off Target (inc woodwork),Successful Corners into Box,Attempts from Set Pieces,Shots On Target ( inc goals ),Goals,Goals from Inside Box,Total Shots,Home Goals,Away Goals,Blocked Shots,Through balls,Foul Won Penalty,Penalties Taken,Headed Goals,Unsuccessful lay-offs,Penalty Goals,Left Foot Goals,Goals from Outside Box,Hit Woodwork,Last Player Tackle,Penalties Conceded,Goalkeeper Smother,Saves from Penalty,Penalties Faced,Penalties Saved,Red Cards - 2nd Yellow,Total Red Cards,Second Goal Assists,Penalty Goals Conceded,Clearances Off the Line,Straight Red Cards,Saves made - caught,Penalties Off Target,Own Goal Scored,Crosses not Claimed
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Goalkeeper,25,78.0,21.0,2.0,,11.0,,2.0,4.0,,,1.0,,25.0,,,10.0,1.0,2.0,2.0,62.0,30.0,12.0,,10.0,14.0,14.0,33.0,27.0,180.0,29.0,,7.0,45.0,,22.0,15.0,,28.0,,0.0,,9.0,1.0,5.0,3.0,,25.0,,8.0,,,3.0,,,5.0,1.0,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,78pcv2eroi0wl22dv207ufidx,P. Barrera,Forward,8,51.0,28.0,1.0,,18.0,2.0,2.0,2.0,,2.0,3.0,2.0,6.0,2.0,,10.0,,2.0,2.0,33.0,14.0,,8.0,9.0,28.0,4.0,28.0,33.0,105.0,5.0,9.0,4.0,12.0,,10.0,1.0,2.0,2.0,8.0,0.0,6.0,,1.0,,,7.0,,1.0,,,,,,,,,1.0,,1.0,1.0,3.0,2.0,,1.0,5.0,4.0,5.0,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,4pw00eq0okwcadrq7t1jzlmmt,R. Cisneros,Forward,18,12.0,2.0,,1.0,2.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,,10.0,,1.0,1.0,3.0,4.0,,3.0,2.0,2.0,2.0,2.0,3.0,34.0,1.0,5.0,1.0,,,,,2.0,,,0.0,2.0,,,,,3.0,,2.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,8urkitc19yftx182gfaa8may1,M. Domínguez,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,c7t3jjwtrw1qrpr6a4nvdxat,K. Escamilla,Defender,5,82.0,34.0,2.0,3.0,12.0,2.0,2.0,3.0,3.0,4.0,6.0,7.0,8.0,11.0,2.0,10.0,1.0,2.0,5.0,47.0,16.0,2.0,19.0,9.0,34.0,9.0,36.0,45.0,160.0,11.0,20.0,13.0,17.0,6.0,24.0,3.0,11.0,5.0,8.0,0.0,8.0,,1.0,,1.0,9.0,,1.0,,,,,,,,,1.0,,,,,1.0,2.0,,,1.0,3.0,1.0,2.0,3.0,3.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,f0yb1lb942bcuxgk0djkr7ydx,J. Gómez,Midfielder,12,33.0,21.0,,,14.0,1.0,2.0,1.0,,1.0,4.0,1.0,3.0,4.0,1.0,10.0,,2.0,,26.0,6.0,1.0,7.0,5.0,22.0,2.0,22.0,26.0,30.0,4.0,8.0,8.0,9.0,,8.0,,4.0,,4.0,0.0,3.0,,,,,4.0,,1.0,,,,,,,,,,,2.0,,,1.0,3.0,,,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,b16xifgt6iaxk1umt1t7cu63u,S. Hernández,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,7dni01s6fex3ga0pv2n7evo5w,S. Hernández,Defender,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,65eyz8bmbls8rjrl5i3jg0wve,C. Higuera,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Querétaro FC,Querétaro_FC,a1hc0kfyu3y7irx8gx6iospnt,A. Loba,Forward,9,26.0,8.0,1.0,,5.0,1.0,2.0,,,1.0,4.0,1.0,5.0,3.0,,10.0,,2.0,,12.0,10.0,,10.0,4.0,7.0,,8.0,11.0,76.0,4.0,17.0,4.0,1.0,,3.0,,3.0,,3.0,0.0,7.0,,,,,14.0,,7.0,,,,,,,,,,,1.0,1.0,1.0,5.0,1.0,,1.0,1.0,2.0,1.0,2.0,4.0,,1.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
