liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Headed Goals,Ground Duels lost,Leftside Passes,Clearances Off the Line,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Offsides,Successful Lay-offs,Right Foot Goals,Successful Crosses & Corners,Successful Corners into Box,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Successful Crosses open play,Left Foot Goals,Unsuccessful Crosses & Corners,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Penalties Taken,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Penalties Conceded,Total Red Cards,Straight Red Cards,Hit Woodwork,Last Man Tackle,Red Cards - 2nd Yellow,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Second Goal Assists,Own Goal Scored,Set Pieces Goals,Crosses not Claimed,Penalties Off Target,Penalties Saved,Saves from Penalty
USA_USL_League_One,2019,North Texas SC,i5wj5hcg2r9934e7gauxtgmi,I. Almaguer,Midfielder,36,1999.0,100.0,4.0,10.0,1.0,1048.0,11.0,226.0,437.0,18.0,2.0,28.0,16.0,9.0,3.0,20.0,191.0,537.0,35.0,89.0,2.0,1088.0,1.0,25.0,21.0,931.0,21.0,16.0,117.0,280.0,13.0,92.0,4.0,136.0,21.0,24.0,37.0,1475.0,25.0,15.0,2.0,152.0,328.0,19.0,10.0,104.0,7.0,40.0,30.0,19.0,17.0,191.0,18.0,24.0,25.0,,67.0,254.0,,,931.0,971.0,39.0,7.0,27.0,87.0,8.0,29.0,85.0,12.0,,2.0,1.0,3.0,,9.0,,1.0,5.0,3.0,,12.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
USA_USL_League_One,2019,North Texas SC,63u9wjzi0aypii7kvy9qt6ne1,C. Ávilez,Goalkeeper,1,1798.0,1.0,,17.0,,411.0,,,23.0,39.0,2.0,107.0,,,3.0,2.0,117.0,510.0,,7.0,2.0,647.0,1.0,,,423.0,22.0,,114.0,171.0,,75.0,,157.0,20.0,2.0,39.0,811.0,20.0,,,6.0,273.0,,10.0,12.0,,110.0,6.0,7.0,,15.0,22.0,25.0,20.0,,1.0,203.0,,,357.0,533.0,9.0,9.0,,3.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,200.0,8.0,2.0,1.0,9.0,21.0,18.0,24.0,2.0,,31.0,,,,,,,,
USA_USL_League_One,2019,North Texas SC,32j84vpf75baas096m6dnurmy,B. Bissainthe,Midfielder,21,682.0,,9.0,,,361.0,1.0,43.0,114.0,5.0,3.0,20.0,10.0,3.0,3.0,14.0,93.0,177.0,24.0,56.0,1.0,367.0,4.0,26.0,6.0,276.0,9.0,3.0,76.0,79.0,1.0,53.0,1.0,63.0,7.0,12.0,24.0,473.0,16.0,18.0,3.0,81.0,128.0,6.0,10.0,54.0,,15.0,6.0,19.0,4.0,114.0,10.0,12.0,16.0,,46.0,117.0,,,286.0,291.0,33.0,2.0,15.0,60.0,9.0,11.0,35.0,1.0,,3.0,,,,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,dcu9kt3zgx7yxviw8wkmw057u,K. Bonilla,Defender,37,1092.0,117.0,1.0,1.0,,419.0,3.0,102.0,163.0,9.0,,13.0,2.0,2.0,3.0,14.0,164.0,183.0,15.0,69.0,1.0,425.0,3.0,14.0,10.0,330.0,17.0,2.0,82.0,60.0,11.0,64.0,2.0,55.0,13.0,11.0,28.0,748.0,14.0,6.0,4.0,95.0,125.0,19.0,10.0,59.0,,13.0,19.0,15.0,13.0,124.0,22.0,20.0,14.0,,51.0,138.0,,,337.0,343.0,29.0,1.0,11.0,65.0,4.0,19.0,44.0,10.0,5.0,,,3.0,,11.0,,,,3.0,,10.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2019,North Texas SC,eycnic0x35u3sp11idehfs9ka,N. Carrera,Defender,13,23.0,,1.0,,,6.0,,,,,,,1.0,,,,2.0,5.0,,2.0,,7.0,,1.0,,3.0,2.0,,2.0,,,2.0,,1.0,,1.0,,12.0,1.0,1.0,,3.0,2.0,,10.0,1.0,,2.0,1.0,,,3.0,2.0,2.0,1.0,,2.0,5.0,,,4.0,5.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,dtj5zjdur2d1of2ip3ar4r88a,E. Cerrillo,Midfielder,33,558.0,4.0,,,,615.0,2.0,81.0,276.0,1.0,4.0,13.0,7.0,4.0,,7.0,78.0,303.0,13.0,43.0,,635.0,1.0,15.0,6.0,529.0,3.0,6.0,56.0,198.0,2.0,44.0,2.0,60.0,7.0,11.0,14.0,726.0,7.0,11.0,,61.0,190.0,4.0,10.0,29.0,2.0,50.0,7.0,3.0,4.0,71.0,3.0,3.0,7.0,,35.0,166.0,,,560.0,579.0,10.0,3.0,5.0,42.0,8.0,6.0,26.0,2.0,,2.0,,,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,6agfr3usj1pblrbq2i9mdpmcq,M. Collodi,Goalkeeper,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,egv32cai8dzoconq0xug5d61h,C. Colmán,Forward,12,356.0,1.0,1.0,,,60.0,3.0,15.0,29.0,,,5.0,,4.0,,10.0,44.0,10.0,2.0,19.0,1.0,63.0,4.0,5.0,,38.0,2.0,10.0,24.0,21.0,4.0,24.0,1.0,7.0,5.0,3.0,,109.0,6.0,1.0,,18.0,14.0,22.0,10.0,12.0,6.0,1.0,4.0,6.0,4.0,34.0,2.0,2.0,6.0,,12.0,13.0,,,36.0,39.0,16.0,,2.0,22.0,,,6.0,,2.0,3.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,b0ovb1eeyk485gojsdx1zb4yd,E. Cortez,Goalkeeper,0,2.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,1.0,3.0,1.0,,,,1.0,,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,
USA_USL_League_One,2019,North Texas SC,2rsduabh7r8i29f9i6znwbfu1,R. Damus,Forward,11,1556.0,,4.0,,16.0,272.0,12.0,98.0,137.0,,3.0,4.0,3.0,23.0,3.0,45.0,187.0,82.0,27.0,69.0,,292.0,8.0,36.0,29.0,210.0,17.0,54.0,73.0,64.0,13.0,72.0,12.0,53.0,18.0,10.0,8.0,621.0,22.0,18.0,1.0,192.0,33.0,103.0,10.0,106.0,31.0,9.0,35.0,16.0,23.0,253.0,13.0,20.0,22.0,3.0,102.0,97.0,,13.0,199.0,219.0,61.0,4.0,15.0,147.0,12.0,4.0,90.0,7.0,19.0,17.0,8.0,,,,,3.0,,,5.0,7.0,,1.0,2.0,1.0,5.0,3.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,
USA_USL_League_One,2019,North Texas SC,9j2c3zsdle9uouiuqn8a1twfe,R. Danso,Forward,14,822.0,3.0,3.0,,2.0,319.0,10.0,65.0,183.0,,2.0,11.0,15.0,8.0,1.0,8.0,175.0,70.0,24.0,61.0,2.0,320.0,7.0,19.0,29.0,230.0,9.0,16.0,72.0,67.0,13.0,86.0,10.0,55.0,10.0,29.0,11.0,566.0,13.0,13.0,,152.0,67.0,40.0,10.0,76.0,8.0,18.0,20.0,4.0,22.0,164.0,,10.0,13.0,,80.0,121.0,,2.0,247.0,248.0,12.0,1.0,17.0,88.0,7.0,6.0,72.0,25.0,3.0,3.0,1.0,5.0,,,1.0,,,5.0,1.0,25.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,d8m2fkyj1cjk70mm9uvk5wk16,C. Escribano,Defender,57,90.0,7.0,,,,32.0,2.0,12.0,12.0,,1.0,,2.0,,,,11.0,18.0,1.0,2.0,,32.0,,2.0,,30.0,,,2.0,,,5.0,,1.0,1.0,3.0,1.0,57.0,1.0,1.0,,4.0,3.0,,10.0,2.0,,,,1.0,,5.0,,,1.0,,3.0,17.0,,,30.0,30.0,1.0,1.0,1.0,3.0,,3.0,1.0,4.0,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,36l0it9srqbl9ek3stzpt89d6,C. Estrada,Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,7kwhnmzzskj1g5uv6d17xco6i,B. Evans,Defender,4,2073.0,6.0,,17.0,,1517.0,1.0,46.0,314.0,41.0,,104.0,9.0,7.0,3.0,32.0,212.0,1033.0,25.0,92.0,2.0,1543.0,4.0,5.0,2.0,1150.0,18.0,8.0,196.0,362.0,3.0,123.0,2.0,128.0,24.0,14.0,75.0,1743.0,24.0,1.0,10.0,44.0,588.0,16.0,10.0,82.0,1.0,197.0,3.0,52.0,,128.0,63.0,21.0,24.0,,14.0,547.0,1.0,,1324.0,1347.0,84.0,12.0,13.0,46.0,12.0,33.0,30.0,2.0,1.0,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,1yrzkigyp8tp4s9lft6an4rth,Michel Pereira,Midfielder,28,90.0,,,,,42.0,,5.0,23.0,,,2.0,,,,,6.0,20.0,1.0,3.0,,46.0,,1.0,1.0,39.0,4.0,,5.0,16.0,4.0,5.0,,2.0,1.0,1.0,1.0,55.0,1.0,,1.0,6.0,15.0,,10.0,6.0,,2.0,2.0,2.0,,8.0,,4.0,1.0,,2.0,10.0,,,37.0,41.0,2.0,,1.0,2.0,,,4.0,,,,,2.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,ae0sjuiimyq9btl74ihdir71m,C. Garcia,Midfielder,40,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,5qygcmh29nikwhn792i04sp62,J. Gómez,Forward,44,319.0,,3.0,,1.0,68.0,2.0,17.0,33.0,,1.0,2.0,4.0,2.0,,7.0,47.0,17.0,2.0,22.0,,74.0,2.0,7.0,3.0,50.0,5.0,5.0,24.0,12.0,1.0,24.0,1.0,10.0,3.0,5.0,2.0,129.0,6.0,1.0,,26.0,15.0,14.0,10.0,9.0,3.0,,4.0,,1.0,33.0,2.0,5.0,6.0,,17.0,30.0,,1.0,44.0,50.0,7.0,,2.0,24.0,,2.0,9.0,2.0,3.0,6.0,1.0,,,1.0,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,2b70vt2e23kytcb3vjz9fpw8a,J. Gómez,Defender,43,810.0,68.0,,,,396.0,5.0,87.0,136.0,8.0,,17.0,,,1.0,9.0,132.0,197.0,21.0,57.0,,405.0,,4.0,2.0,319.0,7.0,1.0,74.0,127.0,3.0,72.0,1.0,38.0,9.0,8.0,23.0,611.0,9.0,3.0,2.0,49.0,177.0,5.0,10.0,35.0,1.0,12.0,7.0,5.0,3.0,63.0,16.0,8.0,9.0,,19.0,14.0,,,322.0,331.0,14.0,5.0,16.0,28.0,5.0,11.0,30.0,16.0,2.0,,,2.0,1.0,15.0,5.0,,,2.0,,21.0,4.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,abmg1ps5i7uo3p08vpnvqdr6x,J. Hayes,Midfielder,15,269.0,,,,,227.0,1.0,27.0,115.0,,,5.0,3.0,2.0,,,32.0,93.0,9.0,17.0,,230.0,3.0,4.0,2.0,188.0,,3.0,22.0,79.0,3.0,16.0,,28.0,4.0,6.0,6.0,280.0,4.0,2.0,2.0,32.0,56.0,2.0,10.0,22.0,1.0,20.0,8.0,3.0,1.0,35.0,1.0,,4.0,,13.0,68.0,1.0,,205.0,208.0,3.0,1.0,6.0,13.0,3.0,3.0,19.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,b88l6vpsahq21nnjjma8z8v3e,J. Hinojosa,Defender,38,31.0,1.0,1.0,,,18.0,,8.0,6.0,2.0,1.0,2.0,2.0,,,,4.0,9.0,1.0,1.0,,18.0,,2.0,,15.0,,,3.0,7.0,,1.0,,2.0,,2.0,2.0,24.0,1.0,,,5.0,3.0,,10.0,1.0,,,,,,5.0,,,1.0,,4.0,,,,15.0,15.0,,,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,cingqsu4u52qnr9byrg0g2mzt,A. Jatta,Midfielder,6,1980.0,4.0,5.0,6.0,,1338.0,6.0,113.0,467.0,21.0,9.0,81.0,7.0,12.0,4.0,47.0,286.0,674.0,45.0,153.0,2.0,1373.0,7.0,44.0,24.0,1000.0,24.0,17.0,234.0,322.0,17.0,168.0,4.0,157.0,22.0,27.0,70.0,1667.0,27.0,20.0,9.0,174.0,524.0,22.0,10.0,152.0,5.0,139.0,26.0,60.0,3.0,281.0,48.0,28.0,27.0,,82.0,414.0,,,1107.0,1139.0,107.0,4.0,26.0,129.0,19.0,24.0,92.0,4.0,4.0,7.0,,2.0,,,,,1.0,2.0,,4.0,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,9aozq6tkkb4ufscam4o1q0kb9,J. Maurer,Goalkeeper,20,450.0,,,,,90.0,,,9.0,9.0,,18.0,,,1.0,,19.0,111.0,1.0,,,138.0,,,,102.0,2.0,,18.0,35.0,,10.0,,40.0,5.0,,8.0,194.0,5.0,,,2.0,64.0,,10.0,3.0,,18.0,,2.0,,4.0,2.0,3.0,5.0,,1.0,39.0,,,78.0,120.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,65.0,1.0,1.0,1.0,3.0,6.0,7.0,13.0,,1.0,4.0,,,,,,,,
USA_USL_League_One,2019,North Texas SC,8ubuk4e36bhr09xi0cfnmjr6y,H. Montalvo,Defender,5,280.0,,2.0,1.0,,185.0,,15.0,58.0,1.0,,2.0,1.0,1.0,,5.0,9.0,126.0,7.0,6.0,,192.0,,1.0,,152.0,4.0,1.0,8.0,31.0,2.0,5.0,1.0,15.0,3.0,1.0,3.0,224.0,5.0,1.0,1.0,13.0,59.0,2.0,10.0,14.0,,32.0,2.0,6.0,,24.0,8.0,4.0,5.0,,5.0,87.0,,,177.0,184.0,11.0,2.0,6.0,10.0,1.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,2x500ds4ke374qi3jcpdi1wtm,C. Montgomery,Defender,25,1958.0,2.0,,11.0,3.0,1394.0,1.0,45.0,293.0,38.0,2.0,96.0,7.0,8.0,3.0,36.0,218.0,931.0,22.0,112.0,1.0,1432.0,2.0,22.0,9.0,1082.0,16.0,14.0,208.0,531.0,6.0,122.0,2.0,95.0,22.0,12.0,87.0,1656.0,22.0,5.0,17.0,66.0,672.0,19.0,10.0,108.0,6.0,142.0,11.0,69.0,,171.0,76.0,19.0,22.0,2.0,27.0,184.0,1.0,3.0,1190.0,1224.0,105.0,10.0,15.0,63.0,7.0,21.0,39.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,4dawss8z72mj8ggn6icnuz6c5,C. Murillo,Defender,2,637.0,24.0,6.0,,,292.0,,27.0,79.0,4.0,1.0,12.0,5.0,,,11.0,83.0,167.0,6.0,41.0,1.0,297.0,1.0,8.0,5.0,230.0,8.0,,53.0,67.0,2.0,43.0,,26.0,7.0,8.0,14.0,417.0,13.0,3.0,5.0,32.0,129.0,,10.0,37.0,,14.0,5.0,21.0,1.0,64.0,22.0,8.0,13.0,,16.0,74.0,,,240.0,244.0,32.0,3.0,3.0,27.0,3.0,11.0,16.0,4.0,,,,2.0,,12.0,,,,2.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,4bnxkvwj5hh7ivj4z32oozlrd,J. Nelson,Defender,26,630.0,45.0,,1.0,1.0,386.0,1.0,120.0,153.0,5.0,,11.0,2.0,,,12.0,94.0,207.0,11.0,30.0,,398.0,,3.0,9.0,337.0,2.0,2.0,41.0,161.0,8.0,47.0,1.0,56.0,7.0,5.0,13.0,552.0,7.0,2.0,2.0,37.0,103.0,3.0,10.0,26.0,2.0,20.0,4.0,2.0,2.0,51.0,6.0,2.0,7.0,,13.0,14.0,,1.0,347.0,357.0,14.0,5.0,8.0,25.0,3.0,1.0,24.0,9.0,,,1.0,3.0,2.0,15.0,10.0,,,1.0,,19.0,8.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,emglxnqrlqskt8krglv7sziwa,R. Pepi,Forward,9,1123.0,2.0,1.0,,11.0,296.0,15.0,95.0,184.0,,,4.0,3.0,20.0,3.0,17.0,150.0,57.0,8.0,73.0,2.0,316.0,1.0,2.0,14.0,229.0,11.0,43.0,77.0,81.0,6.0,72.0,12.0,31.0,12.0,17.0,10.0,501.0,13.0,1.0,,61.0,54.0,70.0,10.0,37.0,23.0,10.0,1.0,14.0,10.0,92.0,2.0,14.0,13.0,1.0,38.0,86.0,,8.0,219.0,239.0,31.0,5.0,7.0,55.0,1.0,5.0,23.0,5.0,13.0,22.0,10.0,2.0,,,,3.0,4.0,2.0,,5.0,,,1.0,4.0,3.0,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,
USA_USL_League_One,2019,North Texas SC,dgosg1mymhuajg0rz2ts6alpm,G. Rayo,Forward,39,552.0,,8.0,,1.0,226.0,6.0,42.0,111.0,4.0,2.0,8.0,6.0,5.0,,5.0,81.0,75.0,11.0,34.0,,227.0,1.0,13.0,5.0,177.0,7.0,7.0,42.0,74.0,8.0,37.0,6.0,25.0,4.0,10.0,9.0,348.0,12.0,9.0,1.0,73.0,55.0,23.0,10.0,41.0,2.0,8.0,24.0,1.0,2.0,79.0,9.0,7.0,12.0,,33.0,56.0,,1.0,184.0,185.0,6.0,1.0,7.0,38.0,4.0,6.0,40.0,1.0,,2.0,1.0,1.0,,,3.0,,,1.0,,4.0,3.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
USA_USL_League_One,2019,North Texas SC,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,Defender,29,1080.0,113.0,,8.0,1.0,605.0,7.0,107.0,280.0,5.0,2.0,18.0,6.0,2.0,1.0,8.0,194.0,234.0,25.0,93.0,,615.0,,14.0,21.0,479.0,5.0,5.0,111.0,25.0,7.0,98.0,,71.0,12.0,20.0,28.0,925.0,12.0,7.0,1.0,108.0,225.0,24.0,10.0,65.0,3.0,25.0,6.0,13.0,18.0,129.0,10.0,6.0,12.0,,56.0,258.0,,1.0,494.0,504.0,21.0,7.0,13.0,64.0,12.0,7.0,52.0,14.0,,1.0,,10.0,,12.0,,,,10.0,1.0,15.0,,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,North Texas SC,4m3lluwxr5u6cneqaxi56tt2i,T. Roberts,Midfielder,23,1119.0,4.0,,2.0,2.0,628.0,12.0,137.0,352.0,2.0,5.0,33.0,7.0,8.0,1.0,17.0,215.0,202.0,16.0,82.0,,661.0,4.0,21.0,30.0,504.0,10.0,18.0,115.0,158.0,16.0,126.0,9.0,72.0,13.0,16.0,21.0,928.0,13.0,14.0,1.0,136.0,194.0,16.0,10.0,90.0,10.0,42.0,36.0,10.0,13.0,163.0,2.0,11.0,13.0,,56.0,172.0,,,520.0,546.0,27.0,5.0,11.0,73.0,5.0,11.0,80.0,7.0,1.0,9.0,,8.0,5.0,2.0,27.0,2.0,6.0,1.0,2.0,32.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2019,North Texas SC,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,Midfielder,10,2601.0,19.0,1.0,1.0,8.0,1426.0,29.0,317.0,766.0,6.0,4.0,30.0,33.0,13.0,3.0,26.0,501.0,492.0,91.0,219.0,1.0,1478.0,5.0,48.0,65.0,1189.0,25.0,37.0,249.0,502.0,68.0,272.0,14.0,164.0,29.0,73.0,43.0,2164.0,30.0,26.0,3.0,414.0,365.0,92.0,10.0,225.0,24.0,40.0,60.0,11.0,64.0,451.0,5.0,28.0,30.0,,200.0,294.0,,6.0,1189.0,1229.0,37.0,12.0,62.0,226.0,29.0,9.0,214.0,17.0,5.0,16.0,7.0,29.0,22.0,,62.0,2.0,10.0,3.0,1.0,66.0,33.0,1.0,9.0,3.0,2.0,10.0,2.0,8.0,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
