liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,Lexington SC,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,Midfielder,71,21.0,21.0,10.0,7.0,1353.0,1.0,29.0,18.0,11.0,,116.0,1.0,285.0,25.0,34.0,173.0,87.0,86.0,107.0,101.0,4.0,,17.0,15.0,2.0,144.0,69.0,75.0,4.0,31.0,29.0,399.0,2.0,171.0,20.0,5.0,54.0,166.0,10.0,14.0,3.0,6.0,29.0,19.0,35.0,19.0,311.0,258.0,94.0,304.0,4.0,6.0,1.0,21.0,55.0,12.0,3.0,6.0,11.0,30.0,254.0,412.0,23.0,323.0,10.0,80.0,89.0,784.0,14.0,64.0,44.0,29.0,1.0,8.0,138.0,15.0,81.0,2.0,3.0,2.0,2.0,2.0,,5.0,13.0,,2.0,1.0,1.0,1.0,12.0,,,,,10.0,,,2.0,4.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,,,,,
USA_USL_Championship,2025,Lexington SC,5m3bxdstyhzoplpzam8c94t90,F. Ajago,Forward,33,20.0,20.0,10.0,3.0,1487.0,2.0,97.0,59.0,38.0,,67.0,1.0,66.0,,4.0,189.0,115.0,74.0,62.0,30.0,11.0,,19.0,16.0,3.0,92.0,56.0,36.0,2.0,7.0,57.0,179.0,2.0,31.0,9.0,5.0,20.0,32.0,16.0,17.0,4.0,,,,2.0,3.0,130.0,73.0,63.0,133.0,3.0,1.0,,,22.0,1.0,9.0,9.0,32.0,31.0,107.0,186.0,31.0,136.0,4.0,64.0,50.0,361.0,,3.0,3.0,6.0,1.0,5.0,42.0,11.0,45.0,2.0,3.0,6.0,6.0,6.0,2.0,,15.0,1.0,,6.0,5.0,1.0,3.0,,1.0,1.0,3.0,15.0,,,1.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
USA_USL_Championship,2025,Lexington SC,rtercnq9nn7y0814ghe7wo2x,D. Barbir,Defender,14,9.0,9.0,10.0,4.0,467.0,0.0,10.0,4.0,6.0,,24.0,2.0,86.0,,2.0,20.0,7.0,13.0,,111.0,,,8.0,7.0,1.0,10.0,3.0,7.0,2.0,4.0,15.0,272.0,1.0,46.0,2.0,2.0,15.0,128.0,1.0,5.0,1.0,,2.0,2.0,3.0,16.0,241.0,106.0,141.0,229.0,1.0,,,3.0,,1.0,,19.0,2.0,3.0,42.0,278.0,1.0,245.0,1.0,2.0,33.0,333.0,,3.0,3.0,,10.0,18.0,29.0,7.0,15.0,,1.0,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Lexington SC,abhcwxqh35hbgze01m4ihopyi,J. Beer,Midfielder,28,3.0,3.0,10.0,,197.0,0.0,8.0,4.0,4.0,1.0,24.0,1.0,19.0,,1.0,15.0,10.0,5.0,,17.0,1.0,1.0,2.0,2.0,,7.0,6.0,1.0,,3.0,15.0,67.0,,10.0,6.0,1.0,5.0,13.0,1.0,3.0,3.0,,,,,3.0,54.0,39.0,17.0,53.0,,1.0,,,4.0,1.0,1.0,1.0,1.0,1.0,22.0,69.0,3.0,56.0,1.0,2.0,13.0,89.0,,1.0,1.0,2.0,,2.0,10.0,4.0,11.0,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Lexington SC,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Midfielder,30,5.0,5.0,10.0,2.0,275.0,0.0,4.0,4.0,,,33.0,1.0,25.0,1.0,2.0,22.0,12.0,10.0,37.0,14.0,2.0,,3.0,3.0,,18.0,8.0,10.0,2.0,5.0,20.0,79.0,,13.0,5.0,3.0,9.0,17.0,2.0,3.0,2.0,,,,,4.0,70.0,45.0,30.0,71.0,,2.0,,1.0,6.0,1.0,2.0,2.0,2.0,8.0,20.0,84.0,3.0,75.0,2.0,11.0,9.0,122.0,,1.0,1.0,4.0,,1.0,7.0,3.0,8.0,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Lexington SC,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,Forward,99,19.0,19.0,10.0,7.0,1145.0,0.0,104.0,63.0,41.0,,33.0,,65.0,,5.0,215.0,136.0,79.0,42.0,47.0,12.0,,16.0,15.0,1.0,111.0,73.0,38.0,1.0,6.0,22.0,129.0,2.0,29.0,12.0,8.0,15.0,35.0,10.0,12.0,5.0,,1.0,1.0,8.0,6.0,69.0,47.0,31.0,71.0,4.0,8.0,,1.0,32.0,,5.0,17.0,42.0,19.0,135.0,137.0,26.0,77.0,12.0,57.0,60.0,333.0,,3.0,3.0,16.0,,6.0,54.0,9.0,54.0,4.0,2.0,6.0,5.0,6.0,5.0,,16.0,1.0,,5.0,4.0,2.0,5.0,,,1.0,,4.0,,,1.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Lexington SC,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,Defender,5,25.0,25.0,10.0,1.0,2146.0,0.0,96.0,34.0,62.0,,66.0,20.0,293.0,,2.0,179.0,73.0,106.0,21.0,533.0,10.0,,35.0,30.0,5.0,83.0,39.0,44.0,19.0,5.0,492.0,1568.0,4.0,114.0,12.0,8.0,79.0,499.0,2.0,24.0,2.0,,,,1.0,77.0,1434.0,344.0,1109.0,1376.0,12.0,16.0,47.0,18.0,6.0,1.0,,124.0,23.0,16.0,203.0,1590.0,2.0,1453.0,28.0,8.0,137.0,1922.0,,3.0,3.0,2.0,38.0,71.0,88.0,52.0,66.0,5.0,5.0,,,,,,,23.0,,,,,,,,,,1.0,,,,,,,,3.0,,3.0,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,
USA_USL_Championship,2025,Lexington SC,97rumgrdtahzassy8weq13dyi,E. Cáceres,Midfielder,16,2.0,2.0,10.0,1.0,91.0,0.0,,,,,7.0,,19.0,,,10.0,4.0,6.0,,17.0,1.0,,3.0,2.0,1.0,10.0,4.0,6.0,,,11.0,50.0,1.0,6.0,,,3.0,15.0,1.0,1.0,,,,,1.0,1.0,46.0,25.0,21.0,45.0,2.0,3.0,,,,,,,1.0,,5.0,50.0,1.0,46.0,5.0,,4.0,60.0,,,,,,2.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Lexington SC,khvgxqohya7mawca1qx5q590,S. Djeffal,Midfielder,3,19.0,19.0,10.0,,1603.0,0.0,26.0,14.0,12.0,,146.0,5.0,157.0,50.0,5.0,133.0,68.0,65.0,,230.0,23.0,,20.0,16.0,4.0,107.0,54.0,53.0,23.0,18.0,266.0,766.0,4.0,56.0,21.0,13.0,67.0,179.0,6.0,19.0,5.0,13.0,17.0,2.0,7.0,35.0,676.0,415.0,330.0,693.0,10.0,23.0,1.0,3.0,9.0,6.0,3.0,20.0,31.0,13.0,160.0,821.0,9.0,728.0,33.0,19.0,93.0,1053.0,28.0,40.0,11.0,3.0,6.0,21.0,99.0,34.0,72.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,,1.0,0.0,5.0,,,1.0,,,,,,21.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Lexington SC,csx9pmpibyblftludnkd6j36x,M. Epps,Forward,11,29.0,29.0,10.0,2.0,2296.0,0.0,43.0,22.0,21.0,3.0,187.0,1.0,306.0,1.0,22.0,217.0,120.0,97.0,113.0,156.0,4.0,4.0,35.0,29.0,6.0,174.0,98.0,76.0,8.0,24.0,161.0,632.0,5.0,144.0,36.0,15.0,76.0,138.0,12.0,27.0,9.0,,20.0,20.0,34.0,32.0,499.0,311.0,218.0,477.0,11.0,16.0,3.0,52.0,66.0,6.0,4.0,16.0,16.0,15.0,309.0,642.0,24.0,509.0,27.0,83.0,133.0,1090.0,,54.0,54.0,34.0,5.0,11.0,156.0,31.0,122.0,2.0,3.0,5.0,5.0,5.0,,5.0,12.0,,1.0,,2.0,3.0,13.0,,,,1.0,2.0,,,4.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
