liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Appearances,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Successful Passes Opposition Half,Total Fouls Conceded,Times Tackled,Total Passes,Touches,Duels,Goals Conceded Inside Box,Successful Long Passes,Ground Duels lost,Fifty Fifty,Foul Attempted Tackle,Backward Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,Index,Total Tackles,Successful Passes Own Half,Aerial Duels,PutThrough/Blocked Distribution,Time Played,Unsuccessful Long Passes,Aerial Duels lost,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Substitute Off,Successful Short Passes,Tackles Won,Unsuccessful Launches,Throw Ins to Own Player,Unsuccessful Passes Opposition Half,Duels lost,Total Losses Of Possession,Rightside Passes,Games Played,Substitute On,Total Touches In Opposition Box,Duels won,Blocked Shots,Forward Passes,Tackles Lost,Handballs conceded,Leftside Passes,Interceptions,Ground Duels,Successful Dribbles,Yellow Cards,Recoveries,Starts,Ground Duels won,Successful Fifty Fifty,Unsuccessful Passes Own Half,Home Goals,Away Goals,Winning Goal,Aerial Duels won,Unsuccessful Crosses open play,Corners Won,Unsuccessful Crosses & Corners,Total Clearances,Successful Crosses & Corners,Offsides,Key Passes (Attempt Assists),Set Pieces Goals,Left Foot Goals,Penalties Taken,Hit Woodwork,Throw Ins to Opposition Player,Attempts from Set Pieces,Successful Lay-offs,Shots Off Target (inc woodwork),Second Goal Assists,Shots On Target ( inc goals ),Goals from Outside Box,Goals,Goals from Inside Box,Through balls,Assists (Intentional),Goal Assists,Total Fouls Won,Unsuccessful lay-offs,Right Foot Goals,Successful Crosses open play,Penalty Goals Conceded,Total Shots,Straight Red Cards,Successful Corners into Box,Corners Taken (incl short corners),Total Red Cards,Unsuccessful Corners into Box,Clean Sheets,Penalty Goals,Successful Launches,Blocks,Headed Goals,Red Cards - 2nd Yellow,Penalties Conceded,GK Successful Distribution,Catches,Saves made - parried,GK Unsuccessful Distribution,Saves Made from Outside Box,Goalkeeper Smother,Saves Made,Punches,Saves Made from Inside Box,Saves made - caught,Drops,Penalties Faced,Foul Won Penalty,Last Man Tackle,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Penalties Saved,Saves from Penalty,Crosses not Claimed,Overruns,Goals Openplay,Other Goals,Goal Kicks,Last Player Tackle
USA_MLS,2021,Minnesota United FC,ejmps4o7wp1pqmx1727prw91x,F. Adi,Forward,9,26.0,10.0,29.0,,21.0,2.0,3.0,60.0,94.0,33.0,6.0,,5.0,2.0,,15.0,7.0,26.0,1.0,12.0,1.0,13.0,21.0,,205.0,,12.0,55.0,34.0,1.0,1.0,34.0,1.0,,1.0,23.0,17.0,41.0,14.0,10.0,9.0,16.0,16.0,2.0,17.0,,,14.0,,12.0,1.0,,9.0,1.0,7.0,2.0,3.0,0.0,1.0,0.0,9.0,,2.0,,,,1.0,3.0,,1.0,,1.0,,,4.0,5.0,1.0,1.0,,1.0,1.0,,,,5.0,4.0,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Minnesota United FC,4695nvcz8lcrklltxvalcizmd,J. Agudelo,Forward,21,14.0,13.0,39.0,,31.0,8.0,4.0,57.0,103.0,40.0,6.0,,13.0,10.0,4.0,16.0,7.0,14.0,1.0,11.0,2.0,12.0,20.0,1.0,235.0,,9.0,53.0,43.0,1.0,1.0,43.0,1.0,,,11.0,22.0,27.0,16.0,13.0,12.0,24.0,18.0,3.0,11.0,1.0,,14.0,,20.0,2.0,,6.0,1.0,7.0,6.0,3.0,,,0.0,11.0,,3.0,,2.0,,3.0,3.0,,,,,,,,5.0,,2.0,,,,,,,3.0,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Minnesota United FC,abbr148gjj0whyyijov67knv9,O. Alonso,Midfielder,6,71.0,25.0,916.0,9.0,559.0,34.0,18.0,1042.0,1267.0,160.0,17.0,55.0,71.0,31.0,18.0,111.0,21.0,91.0,8.0,11.0,31.0,394.0,24.0,21.0,1502.0,20.0,10.0,1003.0,951.0,4.0,3.0,896.0,18.0,8.0,7.0,63.0,81.0,127.0,310.0,25.0,9.0,4.0,79.0,4.0,328.0,13.0,1.0,293.0,17.0,136.0,16.0,8.0,148.0,16.0,65.0,14.0,30.0,1.0,0.0,0.0,14.0,2.0,,2.0,25.0,2.0,,7.0,,,,,,,1.0,11.0,1.0,1.0,,1.0,1.0,2.0,,,18.0,,1.0,2.0,1.0,12.0,,,,,,6.0,,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Minnesota United FC,1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,Defender,15,89.0,26.0,757.0,10.0,281.0,25.0,5.0,930.0,1202.0,160.0,28.0,42.0,43.0,60.0,7.0,58.0,34.0,142.0,4.0,10.0,46.0,507.0,63.0,15.0,2279.0,53.0,26.0,891.0,788.0,6.0,1.0,746.0,27.0,30.0,5.0,87.0,69.0,153.0,196.0,26.0,,14.0,91.0,1.0,417.0,19.0,1.0,259.0,30.0,97.0,3.0,4.0,137.0,26.0,54.0,32.0,55.0,,,0.0,37.0,,2.0,,108.0,,,1.0,,,,,,,,7.0,,1.0,,,,,,1.0,5.0,,,,2.0,8.0,,,,,,9.0,,10.0,15.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2021,Minnesota United FC,1401jl7f4ybgh9ga617u9ei8l,B. Dibassy,Defender,12,71.0,27.0,884.0,13.0,266.0,31.0,7.0,1061.0,1387.0,179.0,30.0,68.0,44.0,81.0,15.0,93.0,34.0,153.0,2.0,11.0,38.0,642.0,78.0,19.0,2423.0,82.0,40.0,1034.0,908.0,4.0,1.0,840.0,22.0,49.0,2.0,89.0,84.0,171.0,352.0,27.0,,23.0,95.0,2.0,404.0,16.0,1.0,212.0,52.0,101.0,8.0,8.0,172.0,27.0,57.0,41.0,65.0,0.0,1.0,0.0,38.0,1.0,4.0,1.0,93.0,,1.0,6.0,,,,,,,1.0,11.0,1.0,8.0,,1.0,1.0,2.0,,,11.0,,,,4.0,19.0,,,,,,8.0,,12.0,25.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2021,Minnesota United FC,f2sspwt1mtyf9y3z4xe1csgh6,H. Dotson,Midfielder,31,196.0,30.0,896.0,30.0,576.0,33.0,68.0,1144.0,1676.0,368.0,28.0,39.0,140.0,121.0,20.0,190.0,33.0,232.0,24.0,11.0,60.0,345.0,92.0,55.0,2404.0,36.0,43.0,1127.0,912.0,5.0,1.0,873.0,33.0,14.0,17.0,201.0,183.0,385.0,337.0,30.0,4.0,56.0,185.0,22.0,357.0,27.0,4.0,260.0,34.0,276.0,38.0,2.0,155.0,26.0,136.0,65.0,51.0,0.0,2.0,0.0,49.0,19.0,14.0,20.0,36.0,9.0,,26.0,,,,,3.0,1.0,18.0,16.0,1.0,13.0,1.0,2.0,1.0,3.0,2.0,2.0,38.0,3.0,2.0,8.0,2.0,29.0,,1.0,3.0,,1.0,8.0,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
USA_MLS,2021,Minnesota United FC,4tengy9p53kcukevpi8s54wh6,F. Emmings,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Minnesota United FC,e6iefbralp7fndpuoaatzfpat,E. Finlay,Midfielder,13,96.0,30.0,271.0,21.0,200.0,17.0,51.0,377.0,706.0,189.0,23.0,3.0,85.0,59.0,12.0,92.0,25.0,106.0,35.0,10.0,25.0,73.0,43.0,38.0,1723.0,10.0,29.0,377.0,271.0,2.0,11.0,268.0,13.0,5.0,11.0,109.0,114.0,249.0,80.0,30.0,11.0,93.0,75.0,7.0,84.0,12.0,1.0,121.0,10.0,146.0,15.0,,72.0,19.0,61.0,29.0,25.0,2.0,1.0,0.0,14.0,28.0,25.0,28.0,8.0,2.0,8.0,15.0,,2.0,,2.0,,,12.0,11.0,1.0,10.0,,3.0,3.0,,2.0,2.0,21.0,2.0,1.0,2.0,4.0,21.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,
USA_MLS,2021,Minnesota United FC,94xuqx6bu2fnq2p9x85lwmh91,F. Fragapane,Midfielder,7,136.0,20.0,656.0,14.0,476.0,15.0,61.0,817.0,1136.0,193.0,21.0,19.0,100.0,28.0,11.0,194.0,24.0,153.0,30.0,12.0,36.0,202.0,15.0,30.0,1633.0,17.0,13.0,807.0,664.0,3.0,13.0,645.0,23.0,5.0,10.0,149.0,113.0,285.0,350.0,20.0,,83.0,80.0,9.0,185.0,13.0,1.0,88.0,9.0,178.0,23.0,3.0,92.0,20.0,78.0,10.0,35.0,3.0,3.0,3.0,2.0,9.0,18.0,31.0,5.0,14.0,2.0,30.0,,2.0,1.0,3.0,1.0,,9.0,11.0,,11.0,,6.0,6.0,6.0,7.0,9.0,19.0,2.0,3.0,2.0,3.0,22.0,,10.0,30.0,,18.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,4.0,,,,
USA_MLS,2021,Minnesota United FC,43p1gt8nq7p1xf3y3xqmznqh,C. Gasper,Defender,77,161.0,31.0,1071.0,17.0,663.0,44.0,25.0,1307.0,2044.0,263.0,30.0,31.0,96.0,69.0,20.0,261.0,36.0,220.0,6.0,10.0,55.0,440.0,74.0,43.0,2718.0,59.0,28.0,1289.0,1087.0,6.0,1.0,1056.0,37.0,31.0,238.0,186.0,124.0,375.0,514.0,31.0,,33.0,139.0,9.0,493.0,18.0,3.0,39.0,50.0,189.0,17.0,10.0,170.0,31.0,93.0,34.0,96.0,1.0,0.0,0.0,46.0,62.0,16.0,62.0,71.0,16.0,3.0,22.0,,,,,36.0,,1.0,10.0,,2.0,,1.0,1.0,,,,21.0,,,16.0,2.0,12.0,,,,,,11.0,,7.0,8.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,
