liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Austin FC,4d6cfs28p6vb6q1ijkw3dks7p,J. Cascante,Defender,18,19.0,184.0,34.0,121.0,,24.0,1124.0,68.0,183.0,,5.0,,769.0,221.0,1696.0,33.0,19.0,1.0,307.0,2.0,1944.0,6.0,1533.0,55.0,4.0,3016.0,320.0,13.0,41.0,2.0,34.0,9.0,,,91.0,424.0,41.0,115.0,1.0,,572.0,35.0,,7.0,1.0,46.0,711.0,115.0,,11.0,3.0,83.0,8.0,61.0,5.0,51.0,5.0,123.0,,5.0,,23.0,163.0,,3.0,,,2418.0,17.0,7.0,1.0,29.0,7.0,99.0,82.0,1642.0,137.0,123.0,5.0,35.0,1.0,342.0,52.0,197.0,2003.0,29.0,14.0,10.0,3.0,0.0,1.0,31.0,4.0,,1.0,4.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,ca5ldsa3p3iacyyu5uhjkoo9,W. Corozo,Forward,32,1.0,1.0,,,,1.0,3.0,,1.0,,2.0,,1.0,3.0,13.0,2.0,1.0,,1.0,,14.0,,12.0,4.0,,48.0,10.0,1.0,1.0,1.0,,2.0,,,,6.0,3.0,,1.0,,11.0,3.0,,2.0,,,1.0,1.0,,,,2.0,1.0,90.0,,,,,1.0,,,,1.0,1.0,,,,29.0,2.0,,3.0,,1.0,6.0,5.0,13.0,9.0,4.0,2.0,3.0,,5.0,2.0,6.0,14.0,2.0,,1.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,cxzg0rkbjkyvpw0xiki7noktm,M. Djitté,Forward,2,5.0,20.0,5.0,18.0,,5.0,23.0,25.0,41.0,5.0,2.0,,27.0,20.0,82.0,10.0,2.0,,21.0,,101.0,5.0,79.0,39.0,,648.0,103.0,,14.0,2.0,10.0,3.0,1.0,,3.0,38.0,5.0,6.0,11.0,,59.0,20.0,,8.0,,9.0,11.0,16.0,,4.0,5.0,43.0,23.0,52.0,1.0,9.0,,1.0,,5.0,1.0,1.0,3.0,,5.0,,2.0,216.0,,,15.0,1.0,1.0,27.0,23.0,80.0,62.0,64.0,2.0,20.0,,68.0,19.0,39.0,103.0,13.0,5.0,8.0,5.0,0.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,cfth80ffvgnveork3pqd14atx,C. Domínguez,Midfielder,10,5.0,11.0,4.0,13.0,1.0,,27.0,,2.0,2.0,12.0,,10.0,21.0,73.0,2.0,4.0,,14.0,,86.0,1.0,70.0,10.0,,283.0,29.0,,3.0,,9.0,2.0,,1.0,5.0,21.0,5.0,3.0,4.0,1.0,50.0,4.0,3.0,3.0,,3.0,12.0,2.0,,4.0,2.0,16.0,5.0,56.0,,3.0,,3.0,4.0,3.0,,2.0,3.0,3.0,2.0,,,156.0,5.0,1.0,,1.0,2.0,44.0,17.0,72.0,27.0,10.0,11.0,4.0,,45.0,4.0,19.0,87.0,8.0,2.0,3.0,2.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,bovgpaqiyr161smsebisx3o5,S. Driussi,Forward,10,49.0,242.0,35.0,144.0,,22.0,391.0,44.0,76.0,21.0,33.0,2.0,279.0,281.0,1086.0,46.0,71.0,4.0,292.0,2.0,1317.0,18.0,1012.0,173.0,4.0,3182.0,397.0,16.0,43.0,5.0,60.0,24.0,6.0,2.0,44.0,459.0,32.0,36.0,56.0,,698.0,37.0,,56.0,7.0,46.0,334.0,32.0,,30.0,25.0,150.0,109.0,73.0,6.0,51.0,5.0,50.0,3.0,8.0,,1.0,74.0,3.0,23.0,4.0,29.0,2048.0,10.0,7.0,2.0,11.0,30.0,306.0,148.0,1030.0,321.0,217.0,32.0,37.0,12.0,533.0,107.0,180.0,1378.0,95.0,22.0,46.0,18.0,7.0,3.0,5.0,3.0,,,4.0,1.0,,3.0,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,ca82vaxv1vz6x0dye3gafzjkl,D. Fagúndez,Midfielder,14,16.0,146.0,35.0,148.0,25.0,19.0,248.0,8.0,11.0,5.0,146.0,2.0,144.0,288.0,916.0,22.0,45.0,12.0,176.0,3.0,1031.0,14.0,885.0,106.0,4.0,3004.0,201.0,25.0,23.0,13.0,32.0,31.0,1.0,1.0,34.0,407.0,27.0,10.0,34.0,64.0,720.0,37.0,123.0,25.0,3.0,40.0,231.0,3.0,,65.0,6.0,111.0,69.0,51.0,4.0,44.0,4.0,30.0,52.0,20.0,,6.0,31.0,16.0,4.0,10.0,10.0,1658.0,8.0,4.0,2.0,13.0,19.0,310.0,84.0,869.0,190.0,114.0,54.0,37.0,6.0,455.0,62.0,87.0,1092.0,30.0,14.0,14.0,3.0,3.0,2.0,4.0,1.0,,1.0,13.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,e6iefbralp7fndpuoaatzfpat,E. Finlay,Midfielder,13,13.0,93.0,23.0,61.0,,13.0,79.0,38.0,63.0,3.0,33.0,,187.0,120.0,324.0,11.0,28.0,5.0,107.0,1.0,430.0,3.0,317.0,72.0,,1965.0,185.0,12.0,21.0,5.0,15.0,16.0,1.0,,20.0,23.0,23.0,15.0,27.0,,260.0,37.0,1.0,12.0,1.0,26.0,90.0,25.0,,16.0,5.0,81.0,40.0,63.0,5.0,29.0,3.0,14.0,15.0,21.0,,8.0,7.0,14.0,5.0,,,736.0,10.0,,14.0,9.0,14.0,131.0,50.0,323.0,122.0,110.0,33.0,37.0,,226.0,31.0,75.0,431.0,21.0,7.0,8.0,3.0,2.0,0.0,4.0,,,,11.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,1gnpoxdene6ohs2rrl1apd9zp,R. Gabrielsen,Defender,4,6.0,151.0,34.0,161.0,,10.0,1201.0,53.0,124.0,1.0,,,513.0,144.0,1776.0,22.0,14.0,1.0,228.0,2.0,1968.0,1.0,1664.0,31.0,7.0,3040.0,187.0,9.0,15.0,1.0,12.0,2.0,,,84.0,673.0,14.0,95.0,2.0,,575.0,36.0,,6.0,,46.0,716.0,71.0,,8.0,2.0,31.0,9.0,87.0,6.0,51.0,5.0,77.0,,5.0,,15.0,112.0,,2.0,,,2304.0,4.0,3.0,2.0,36.0,6.0,102.0,32.0,1741.0,63.0,84.0,,36.0,2.0,262.0,46.0,103.0,2004.0,10.0,4.0,4.0,0.0,2.0,1.0,26.0,7.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,ecp53k8d0t7yczah3aebn0yne,J. Gallagher,Defender,17,4.0,143.0,26.0,133.0,,26.0,561.0,14.0,40.0,1.0,42.0,1.0,107.0,182.0,1113.0,22.0,49.0,3.0,211.0,,1299.0,6.0,1030.0,75.0,4.0,2362.0,196.0,154.0,26.0,4.0,31.0,11.0,1.0,,71.0,504.0,41.0,30.0,19.0,1.0,568.0,35.0,2.0,10.0,,41.0,428.0,26.0,,19.0,1.0,18.0,31.0,98.0,5.0,46.0,5.0,68.0,16.0,9.0,,18.0,83.0,16.0,,,,1868.0,15.0,3.0,9.0,33.0,21.0,285.0,81.0,1090.0,156.0,89.0,41.0,35.0,1.0,367.0,34.0,107.0,1324.0,6.0,13.0,2.0,1.0,0.0,0.0,5.0,3.0,,,,,51.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Austin FC,7gdaohy19ev2f04kviok7t1p1,D. Hoesen,Forward,9,5.0,16.0,3.0,6.0,,,17.0,16.0,23.0,1.0,1.0,,13.0,14.0,44.0,4.0,5.0,,18.0,,61.0,3.0,40.0,17.0,,381.0,46.0,,4.0,,,1.0,1.0,,5.0,21.0,1.0,2.0,3.0,,27.0,15.0,,5.0,1.0,2.0,9.0,7.0,,4.0,3.0,24.0,11.0,100.0,,2.0,,2.0,,3.0,,1.0,4.0,,3.0,,1.0,117.0,1.0,,12.0,,3.0,19.0,6.0,43.0,23.0,33.0,1.0,15.0,,40.0,10.0,13.0,62.0,11.0,3.0,6.0,2.0,1.0,0.0,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
