liga,temporada,equipo,id,nombre,posicion,dorsal,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Through balls,Total Clearances,Penalty Goals Conceded,Unsuccessful Passes Own Half,Successful Long Passes,Index,Clean Sheets,Leftside Passes,Unsuccessful Launches,Successful Dribbles,Open Play Passes,Interceptions,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Successful Open Play Passes,Aerial Duels lost,Total Fouls Won,Key Passes (Attempt Assists),Blocks,Unsuccessful Long Passes,Times Tackled,Tackles Won,Successful Short Passes,Goals Conceded Outside Box,Throw Ins to Own Player,PutThrough/Blocked Distribution,Successful Launches,Goals Conceded Inside Box,Ground Duels lost,Blocked Shots,Total Fouls Conceded,Total Losses Of Possession,Unsuccessful Short Passes,Successful Crosses & Corners,Total Tackles,Starts,Successful Crosses open play,Recoveries,Unsuccessful Passes Opposition Half,Forward Passes,Tackles Lost,Touches,Time Played,Successful Passes Opposition Half,Goals Conceded,Appearances,Substitute Off,Games Played,Duels lost,Aerial Duels,Backward Passes,Substitute On,Foul Attempted Tackle,Corners Won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Ground Duels,Ground Duels won,Rightside Passes,Duels,Unsuccessful Dribbles,Total Touches In Opposition Box,Duels won,Throw Ins to Opposition Player,Winning Goal,Penalties Faced,Yellow Cards,Saves made - caught,Catches,Goal Kicks,Saves Made from Inside Box,Punches,Saves Made,Saves Made from Outside Box,Crosses not Claimed,Aerial Duels won,GK Unsuccessful Distribution,Drops,Saves made - parried,GK Successful Distribution,Total Shots,Shots Off Target (inc woodwork),Assists (Intentional),Offsides,Foul Won Penalty,Hit Woodwork,Attempts from Set Pieces,Unsuccessful Corners into Box,Goals from Inside Box,Successful Corners into Box,Right Foot Goals,Goals,Shots On Target ( inc goals ),Second Goal Assists,Corners Taken (incl short corners),Headed Goals,Unsuccessful lay-offs,Handballs conceded,Penalties Taken,Successful Lay-offs,Goal Assists,Home Goals,Away Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Total Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target,Penalties Conceded,Own Goal Scored,Left Foot Goals,Clearances Off the Line,Last Man Tackle,Straight Red Cards,Penalty Goals,Saves from Penalty,Penalties Saved,Goalkeeper Smother
USA_USL_League_One,2022,FC Tucson,5x31t8ra79jqs9ybdjfdhe51w,J. Allen,Midfielder,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,FC Tucson,a3puv9bm6e6uel5oe1dmcjhbe,T. Allen,Defender,12,95.0,41.0,41.0,1.0,26.0,1.0,34.0,22.0,10.0,1.0,217.0,14.0,31.0,561.0,27.0,8.0,218.0,466.0,19.0,14.0,11.0,3.0,28.0,47.0,15.0,446.0,8.0,76.0,21.0,3.0,20.0,78.0,3.0,16.0,267.0,67.0,13.0,29.0,18.0,12.0,105.0,102.0,166.0,14.0,1006.0,1624.0,263.0,28.0,24.0,4.0,24.0,97.0,29.0,124.0,6.0,7.0,15.0,468.0,563.0,152.0,74.0,56.0,181.0,28.0,30.0,84.0,35.0,1.0,,4.0,,,,,,,,,10.0,,,,,4.0,1.0,3.0,4.0,,,,,,,1.0,1.0,3.0,,,,,1.0,,,3.0,0.0,1.0,,1.0,,,,,,,,,,,,,,
USA_USL_League_One,2022,FC Tucson,69zg9b05fowt6ew9o723cej8p,D. Bedoya,Midfielder,8,100.0,5.0,44.0,,6.0,2.0,25.0,70.0,10.0,1.0,150.0,7.0,12.0,614.0,9.0,11.0,221.0,520.0,10.0,29.0,35.0,4.0,35.0,28.0,13.0,484.0,9.0,8.0,24.0,,13.0,64.0,7.0,21.0,198.0,65.0,25.0,19.0,14.0,5.0,106.0,119.0,192.0,6.0,926.0,1281.0,358.0,22.0,24.0,10.0,24.0,74.0,13.0,98.0,10.0,15.0,9.0,554.0,654.0,124.0,60.0,214.0,137.0,9.0,15.0,63.0,1.0,1.0,,4.0,,,,,,,,,3.0,,,,,15.0,5.0,1.0,,1.0,1.0,3.0,31.0,2.0,13.0,2.0,3.0,10.0,1.0,46.0,,2.0,1.0,2.0,7.0,1.0,2.0,1.0,,1.0,,,,,,,1.0,,,,2.0,,,
USA_USL_League_One,2022,FC Tucson,8b8g4awlemuvd6po1rxqbeb1m,D. Bloyou,Forward,20,2.0,1.0,1.0,,,1.0,,1.0,10.0,,3.0,,1.0,10.0,,1.0,2.0,8.0,1.0,3.0,1.0,,1.0,7.0,1.0,7.0,,,1.0,,4.0,9.0,,2.0,15.0,1.0,,2.0,1.0,,3.0,3.0,3.0,1.0,33.0,99.0,6.0,4.0,4.0,1.0,4.0,10.0,2.0,2.0,3.0,1.0,,8.0,10.0,15.0,6.0,2.0,17.0,5.0,2.0,7.0,,0.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,FC Tucson,3n1x0x4dlcl53f0z5l0r9zso9,G. Calixtro,Forward,11,71.0,1.0,1.0,,5.0,2.0,14.0,9.0,10.0,1.0,81.0,5.0,16.0,307.0,6.0,9.0,98.0,236.0,35.0,20.0,14.0,3.0,10.0,35.0,9.0,250.0,5.0,1.0,13.0,,17.0,66.0,9.0,26.0,138.0,61.0,3.0,11.0,14.0,2.0,38.0,58.0,79.0,2.0,523.0,1309.0,164.0,22.0,24.0,10.0,24.0,101.0,48.0,95.0,10.0,8.0,12.0,259.0,330.0,113.0,47.0,75.0,161.0,14.0,48.0,60.0,,0.0,,2.0,,,,,,,,,13.0,,,,,21.0,14.0,1.0,6.0,,,1.0,,1.0,,1.0,1.0,7.0,,,,1.0,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,FC Tucson,17ey8jpl1wv4vvrnhtvpasdex,D. Corfe,Forward,10,25.0,5.0,5.0,,2.0,1.0,3.0,5.0,10.0,,22.0,,6.0,152.0,1.0,2.0,38.0,127.0,14.0,22.0,3.0,1.0,3.0,21.0,8.0,136.0,4.0,5.0,6.0,,6.0,28.0,9.0,9.0,75.0,22.0,,9.0,6.0,,19.0,27.0,40.0,1.0,291.0,576.0,103.0,10.0,9.0,3.0,9.0,42.0,23.0,55.0,3.0,3.0,8.0,141.0,166.0,65.0,37.0,49.0,88.0,11.0,23.0,46.0,1.0,0.0,,1.0,,,,,,,,,9.0,,,,,10.0,5.0,,7.0,,,2.0,,1.0,,1.0,1.0,5.0,,,,,1.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,FC Tucson,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,295.0,52.0,53.0,1.0,60.0,2.0,117.0,85.0,10.0,5.0,124.0,66.0,11.0,1354.0,22.0,23.0,662.0,1062.0,33.0,17.0,22.0,14.0,134.0,24.0,25.0,1005.0,12.0,150.0,51.0,7.0,30.0,58.0,5.0,20.0,442.0,161.0,17.0,38.0,28.0,17.0,158.0,231.0,582.0,13.0,1954.0,2545.0,445.0,42.0,30.0,,30.0,91.0,79.0,190.0,2.0,4.0,11.0,1090.0,1385.0,124.0,66.0,489.0,203.0,9.0,25.0,112.0,32.0,0.0,,4.0,,,,,,,,,46.0,,,,,12.0,6.0,1.0,2.0,,,,1.0,2.0,,,2.0,6.0,,1.0,2.0,,3.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,
USA_USL_League_One,2022,FC Tucson,do5nsl65m35sog9vcp0j3kbh0,B. Fahling,Midfielder,32,160.0,30.0,44.0,,18.0,2.0,46.0,55.0,10.0,1.0,240.0,12.0,13.0,809.0,15.0,7.0,332.0,650.0,18.0,36.0,19.0,4.0,47.0,31.0,13.0,611.0,9.0,6.0,38.0,1.0,20.0,64.0,8.0,24.0,270.0,113.0,14.0,29.0,20.0,7.0,101.0,158.0,221.0,16.0,1128.0,1805.0,348.0,29.0,27.0,13.0,27.0,82.0,29.0,189.0,7.0,14.0,9.0,666.0,826.0,141.0,77.0,176.0,170.0,13.0,23.0,88.0,1.0,0.0,,9.0,,,,,,,,,11.0,,,,,12.0,6.0,,,,,,12.0,,6.0,,,6.0,,19.0,,1.0,2.0,,10.0,2.0,,,1.0,,1.0,,,,1.0,,,,,,,,,
USA_USL_League_One,2022,FC Tucson,ejui612wo420wu8i4gq2cu47p,João Delgado,Midfielder,7,57.0,,2.0,1.0,,,9.0,14.0,10.0,,54.0,1.0,8.0,275.0,4.0,2.0,89.0,218.0,6.0,6.0,8.0,1.0,11.0,11.0,3.0,206.0,1.0,3.0,8.0,,6.0,29.0,1.0,11.0,87.0,46.0,4.0,6.0,5.0,2.0,23.0,50.0,92.0,3.0,354.0,443.0,135.0,7.0,10.0,4.0,10.0,35.0,8.0,43.0,5.0,7.0,2.0,220.0,277.0,49.0,20.0,88.0,57.0,5.0,8.0,22.0,1.0,0.0,,2.0,,,,,,,,,2.0,,,,,7.0,3.0,,,,,1.0,,1.0,3.0,1.0,1.0,4.0,,3.0,,2.0,1.0,,4.0,,1.0,0.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,FC Tucson,6a9s7obrfl3v40jei3wl5tzah,K. Fox,Defender,5,150.0,26.0,26.0,,73.0,1.0,49.0,76.0,10.0,5.0,275.0,31.0,5.0,974.0,26.0,12.0,548.0,829.0,24.0,12.0,12.0,15.0,58.0,8.0,10.0,780.0,8.0,71.0,29.0,13.0,24.0,32.0,3.0,11.0,231.0,92.0,2.0,19.0,24.0,2.0,109.0,127.0,390.0,9.0,1369.0,2154.0,310.0,32.0,26.0,1.0,26.0,56.0,60.0,98.0,2.0,6.0,6.0,856.0,1006.0,68.0,36.0,243.0,128.0,5.0,37.0,72.0,32.0,1.0,,3.0,,,1.0,,,,,,36.0,,,,1.0,12.0,7.0,1.0,3.0,,,,,2.0,,1.0,2.0,5.0,,,1.0,,,,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,FC Tucson,a0bfkutokha2zs34kmvaf0ewa,F. Garcia,Forward,14,41.0,2.0,2.0,,4.0,,5.0,4.0,10.0,,16.0,,11.0,99.0,2.0,6.0,28.0,58.0,29.0,5.0,1.0,,2.0,25.0,4.0,69.0,3.0,,10.0,,6.0,57.0,10.0,27.0,96.0,39.0,,4.0,7.0,,13.0,38.0,31.0,,235.0,688.0,45.0,9.0,18.0,7.0,18.0,86.0,46.0,36.0,11.0,8.0,6.0,73.0,114.0,76.0,19.0,31.0,122.0,12.0,32.0,36.0,,2.0,,2.0,,,,,,,,,17.0,,,,,15.0,7.0,,4.0,,,,,4.0,,3.0,4.0,8.0,,,1.0,3.0,1.0,,2.0,,1.0,3.0,,,1.0,,,,,,,,,1.0,,,,
USA_USL_League_One,2022,FC Tucson,bpvmc111bcokl7cq8fzof1m1h,M. Sunday,Midfielder,21,35.0,2.0,2.0,,8.0,,12.0,19.0,10.0,,59.0,1.0,1.0,246.0,8.0,4.0,135.0,211.0,4.0,4.0,1.0,4.0,4.0,6.0,7.0,194.0,2.0,3.0,5.0,2.0,9.0,28.0,4.0,16.0,52.0,31.0,1.0,11.0,6.0,1.0,46.0,25.0,76.0,4.0,324.0,542.0,79.0,11.0,17.0,6.0,17.0,32.0,13.0,43.0,11.0,8.0,,213.0,248.0,44.0,16.0,70.0,57.0,2.0,,25.0,,0.0,,3.0,,,,,,,,,9.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,
USA_USL_League_One,2022,FC Tucson,cdt6x404l21hb43ff0navwx04,N. Hanus,Forward,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
