liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Own Goal Scored,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Shots Off Target (inc woodwork),Total Fouls Conceded,Total Shots,PutThrough/Blocked Distribution,Foul Attempted Tackle,Blocks,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Substitute On,Goals,Right Foot Goals,Yellow Cards,Goals from Inside Box,Assists (Intentional),Goal Assists,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Substitute Off,Key Passes (Attempt Assists),Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Corners Won,Goals from Outside Box,Penalties Taken,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Goalkeeper Smother,Successful Lay-offs,Total Red Cards,Blocked Shots,Straight Red Cards,Foul Won Penalty,Throw Ins to Opposition Player,Goals Conceded Outside Box,Clean Sheets,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Offsides,Handballs conceded,Hit Woodwork,Unsuccessful lay-offs,Punches,Catches,Saves Made from Outside Box,Through balls,Successful Corners into Box,Saves made - parried,Penalty Goals Conceded,Drops,Penalties Faced,Headed Goals,Penalties Conceded,Second Goal Assists,Red Cards - 2nd Yellow
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,bi8r4u9lcwsdv044kkxr1fbh1,C. Baird,Midfielder,17,82.0,,7.0,2.0,1.0,,,,,7.0,2.0,1.0,5.0,8.0,,3.0,,5.0,2.0,5.0,,1.0,,11.0,1.0,1.0,1.0,10.0,2.0,,,1.0,2.0,,1.0,1.0,,3.0,2.0,3.0,1.0,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,6grvi28hzez37brwuct4wzo45,K. Beckerman,Midfielder,5,45.0,,23.0,3.0,12.0,,1.0,,,4.0,9.0,1.0,2.0,24.0,1.0,21.0,,3.0,6.0,2.0,2.0,,1.0,27.0,1.0,3.0,8.0,10.0,2.0,,,,3.0,,1.0,1.0,1.0,7.0,20.0,21.0,,1.0,1.0,,,2.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,akl6kso1e1wtr4sdvplwn8nop,N. Besler,Midfielder,13,90.0,,41.0,7.0,18.0,,,,,5.0,23.0,,3.0,44.0,1.0,40.0,,3.0,12.0,3.0,5.0,1.0,,54.0,1.0,7.0,12.0,10.0,4.0,1.0,3.0,,7.0,1.0,1.0,1.0,3.0,13.0,38.0,41.0,,,3.0,,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,bkgs0bu84fid8674okqo4r7x1,J. Glad,Defender,15,90.0,,43.0,2.0,9.0,,3.0,,2.0,9.0,27.0,,5.0,44.0,,35.0,,8.0,2.0,6.0,2.0,1.0,2.0,52.0,1.0,2.0,17.0,10.0,1.0,1.0,,1.0,5.0,2.0,1.0,1.0,2.0,23.0,35.0,36.0,3.0,,4.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,28s54spgd7hf87yrp0yr6atat,Éverton Luiz,Midfielder,25,45.0,,20.0,4.0,6.0,2.0,2.0,,,7.0,11.0,,2.0,21.0,,17.0,,4.0,5.0,1.0,4.0,1.0,3.0,28.0,1.0,3.0,8.0,10.0,,,,,3.0,1.0,,1.0,3.0,4.0,16.0,17.0,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,4eaw6l0418q57ktjma0k5lnt,A. Herrera,Defender,22,90.0,5.0,37.0,5.0,13.0,,4.0,,3.0,11.0,17.0,1.0,4.0,38.0,2.0,25.0,,8.0,22.0,4.0,9.0,1.0,4.0,54.0,1.0,10.0,10.0,10.0,5.0,5.0,,2.0,15.0,2.0,1.0,1.0,7.0,1.0,29.0,30.0,5.0,1.0,10.0,,1.0,3.0,,,3.0,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,1z750xyx7stmv6uf51h1y6ehh,E. Holt,Defender,20,90.0,,36.0,,9.0,,2.0,,1.0,5.0,24.0,1.0,3.0,38.0,,31.0,,5.0,13.0,3.0,3.0,1.0,2.0,46.0,1.0,3.0,15.0,10.0,4.0,2.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,10.0,31.0,33.0,3.0,1.0,2.0,,2.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,2oniw9tmxdoq1lsfhf61i14ut,D. Kreilach,Midfielder,8,90.0,,37.0,10.0,22.0,,1.0,,4.0,7.0,14.0,,1.0,38.0,,35.0,,2.0,14.0,2.0,2.0,1.0,,49.0,1.0,4.0,7.0,10.0,4.0,1.0,1.0,3.0,11.0,,1.0,1.0,3.0,7.0,35.0,36.0,7.0,,7.0,,,1.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,234q7lf0bx51r8wehvg51r4k5,B. Lennon,Defender,12,84.0,3.0,29.0,7.0,12.0,,1.0,,1.0,13.0,11.0,2.0,7.0,30.0,1.0,20.0,,8.0,1.0,9.0,5.0,1.0,2.0,48.0,1.0,7.0,12.0,10.0,4.0,2.0,,1.0,9.0,3.0,1.0,1.0,4.0,10.0,21.0,22.0,2.0,2.0,5.0,,3.0,3.0,1.0,,2.0,,,1.0,,,,,,,,,,,,3.0,,,1.0,,3.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,cnh3usxfgrxwkye544kwf3t1x,L. Mulholland,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,4649qle15zg22jj8udivc2ytx,J. Plata,Forward,10,63.0,,18.0,5.0,10.0,1.0,2.0,,,13.0,5.0,,4.0,19.0,3.0,11.0,,6.0,4.0,7.0,2.0,1.0,,32.0,1.0,7.0,3.0,10.0,3.0,2.0,,,7.0,,1.0,1.0,4.0,7.0,12.0,13.0,,,4.0,,,3.0,,1.0,,1.0,,,,4.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,1.0,,2.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,6ynvli3n5395c4eoteg1lod0p,N. Powder,Defender,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,agc0r2g9n02fzcwiouofsdazt,A. Putna,Goalkeeper,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,8nhhvbpx65k9rxtltgek5cq8l,N. Rimando,Goalkeeper,18,90.0,,11.0,,3.0,2.0,7.0,,,7.0,10.0,,,20.0,1.0,9.0,,7.0,2.0,7.0,7.0,1.0,,28.0,1.0,1.0,16.0,10.0,1.0,4.0,,,1.0,,1.0,1.0,,2.0,9.0,13.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,2.0,,4.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,730zlb0kpah9nuhbt4cadx3h1,S. Saucedo,Midfielder,23,27.0,1.0,12.0,5.0,6.0,,,,,,6.0,,,12.0,,11.0,,,2.0,,2.0,,,17.0,1.0,1.0,,10.0,1.0,1.0,1.0,,1.0,,,1.0,,5.0,12.0,12.0,,,,,,1.0,,3.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,3eq3fqw11mkpwb6ici8epqz11,J. Savarino,Forward,7,90.0,,18.0,5.0,9.0,,,,,8.0,5.0,,4.0,18.0,,14.0,,4.0,4.0,2.0,2.0,1.0,2.0,31.0,1.0,10.0,3.0,10.0,3.0,,3.0,,10.0,,1.0,1.0,7.0,6.0,14.0,14.0,,,7.0,,,3.0,,,,2.0,2.0,,,3.0,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,1.0,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,ck9v5tgscw65gsjfo00u9p0q1,T. Schmitt,Forward,21,8.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,10.0,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup_2019_2022,2019,Real Salt Lake,f5cmlyf69p88bb6qabbjhris5,M. Silva,Defender,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
