liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Des Moines Menace,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,0,14.0,90.0,3.0,5.0,6.0,10.0,26.0,3.0,1.0,3.0,2.0,2.0,3.0,,2.0,7.0,3.0,3.0,1.0,5.0,5.0,16.0,15.0,,5.0,15.0,12.0,1.0,10.0,24.0,1.0,2.0,4.0,4.0,6.0,,1.0,10.0,45.0,3.0,3.0,1.0,10.0,1.0,8.0,5.0,0.0,2.0,,2.0,,2.0,2.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,54ktk7qke3owvqten4tx3cjro,B. Allen,Midfielder,0,7.0,9.0,1.0,1.0,5.0,2.0,9.0,,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,,3.0,4.0,,1.0,10.0,9.0,2.0,,,1.0,2.0,,,2.0,11.0,,1.0,1.0,3.0,1.0,7.0,,0.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,iw8qwhb1vafrs9lbptiuquei,L. Arriaga,Midfielder,10,24.0,61.0,3.0,,14.0,12.0,28.0,2.0,1.0,,,2.0,1.0,,,3.0,,,1.0,1.0,4.0,25.0,22.0,1.0,3.0,4.0,9.0,1.0,10.0,27.0,3.0,1.0,1.0,8.0,3.0,,,3.0,34.0,,,,5.0,,6.0,2.0,0.0,1.0,,,,5.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,8qu2u8dtgcsi1acalmy44jxlh,C. Bales,Midfielder,0,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,10.0,,,,,,,,,,1.0,,1.0,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,8jt14ezuoe8nxesg918tomooa,B. Bebej,Defender,2,36.0,120.0,5.0,7.0,16.0,22.0,58.0,3.0,1.0,9.0,2.0,1.0,,,1.0,13.0,1.0,7.0,1.0,1.0,4.0,38.0,31.0,,1.0,25.0,5.0,1.0,10.0,56.0,7.0,,3.0,,14.0,,4.0,20.0,80.0,3.0,2.0,1.0,5.0,1.0,39.0,4.0,0.0,,,2.0,,14.0,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,8835ktm5d7b8nx5xrvyeh0c2c,G. Claudio,Defender,5,16.0,72.0,3.0,1.0,2.0,14.0,19.0,,1.0,,1.0,,1.0,,1.0,,,3.0,1.0,2.0,,16.0,14.0,1.0,1.0,4.0,1.0,1.0,10.0,19.0,2.0,,1.0,5.0,2.0,,,3.0,26.0,3.0,1.0,,2.0,,8.0,1.0,0.0,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,5xe2u24yitsgsf4lufmk2f105,A. DeLaGarza,Defender,0,27.0,90.0,2.0,,8.0,22.0,31.0,2.0,1.0,,,,1.0,,1.0,1.0,3.0,,1.0,2.0,2.0,30.0,29.0,,1.0,1.0,4.0,1.0,10.0,28.0,1.0,3.0,3.0,8.0,1.0,,,1.0,50.0,11.0,3.0,,4.0,,9.0,3.0,0.0,,,1.0,,10.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,6s9xgm87z27lfox8494apme7e,L. Ender,Defender,3,41.0,120.0,6.0,7.0,21.0,20.0,58.0,1.0,1.0,8.0,1.0,4.0,1.0,,2.0,12.0,1.0,5.0,1.0,3.0,5.0,41.0,32.0,,5.0,25.0,6.0,1.0,10.0,58.0,9.0,2.0,2.0,12.0,11.0,,4.0,17.0,87.0,2.0,2.0,1.0,8.0,1.0,36.0,3.0,0.0,3.0,2.0,1.0,2.0,4.0,1.0,,1.0,4.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,5w1r4c688k6kmv7txv4q3l3ze,L. Enzugusi,Forward,13,12.0,84.0,3.0,2.0,9.0,4.0,20.0,3.0,,1.0,,2.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,5.0,13.0,13.0,,3.0,11.0,8.0,2.0,10.0,19.0,,3.0,3.0,,6.0,1.0,,7.0,40.0,1.0,3.0,1.0,7.0,1.0,7.0,4.0,0.0,,2.0,1.0,2.0,5.0,1.0,,,1.0,,,2.0,6.0,1.0,4.0,1.0,,,,,,,,,2.0,,8.0,,,,,,,,2.0,,0.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,16dmszlgoxqwzncidglrv9j9x,R. Espinoza,Midfielder,0,26.0,87.0,5.0,4.0,9.0,17.0,38.0,3.0,1.0,,,4.0,,,2.0,9.0,2.0,3.0,1.0,2.0,7.0,26.0,24.0,1.0,4.0,12.0,7.0,1.0,10.0,37.0,2.0,1.0,1.0,10.0,8.0,,,12.0,45.0,,2.0,,9.0,,11.0,5.0,0.0,,4.0,1.0,4.0,10.0,1.0,,,1.0,,,,2.0,2.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,1t8175blmx5d87f21qc5hc4d0,E. Gordon,Defender,18,20.0,51.0,4.0,4.0,11.0,9.0,27.0,1.0,,1.0,,3.0,2.0,,,6.0,2.0,1.0,2.0,2.0,4.0,20.0,19.0,,5.0,9.0,4.0,2.0,10.0,27.0,1.0,,1.0,7.0,4.0,,,7.0,36.0,2.0,2.0,1.0,6.0,1.0,11.0,1.0,0.0,1.0,3.0,,3.0,5.0,,,,2.0,1.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,d984rhhh116cs72rkjuodq4gk,C. Harmon,Forward,15,23.0,149.0,4.0,2.0,9.0,16.0,32.0,13.0,2.0,3.0,,12.0,2.0,6.0,,7.0,2.0,,2.0,2.0,25.0,25.0,21.0,2.0,14.0,23.0,11.0,2.0,10.0,30.0,4.0,,1.0,2.0,8.0,,1.0,7.0,74.0,1.0,2.0,3.0,27.0,3.0,8.0,13.0,0.0,7.0,5.0,3.0,5.0,11.0,3.0,1.0,1.0,1.0,1.0,,,3.0,4.0,3.0,1.0,2.0,1.0,,,,,,,,,5.0,,,,,,,,1.0,1.0,0.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Des Moines Menace,97k65klx7003t6nwocfbgx7mx,P. Henschke,Forward,12,13.0,59.0,,,11.0,5.0,18.0,1.0,,,,3.0,1.0,,,2.0,1.0,,1.0,1.0,4.0,16.0,13.0,,4.0,4.0,3.0,1.0,10.0,15.0,3.0,1.0,1.0,8.0,2.0,,,2.0,23.0,,2.0,,5.0,,2.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0,,,,2.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
