liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,dszuj3a23wso9ffm3w6mp4qy2,B. Aguilera,Midfielder,0,,23.0,4.0,1.0,27.0,74.0,,10.0,61.0,16.0,,,3.0,,70.0,,,2.0,1.0,64.0,161.0,39.0,112.0,34.0,3.0,0.0,,,,31.0,1.0,,,17.0,,13.0,2.0,,62.0,,,23.0,6.0,4.0,2.0,,1.0,,20.0,2.0,5.0,1.0,3.0,5.0,,17.0,,14.0,5.0,1.0,3.0,9.0,19.0,,3.0,1.0,14.0,,,1.0,3.0,,,3.0,,5.0,1.0,8.0,10.0,6.0,,1.0,3.0,2.0,,,,,,,5.0,,,,,,,,,,,1.0,,6.0,1.0,1.0,,,,,,,,,,,,,,,12.0,5.0,2.0,,16.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,a0c7uephm9jijirsv7ho3hjze,J. Alcócer,Forward,10,7.0,42.0,3.0,1.0,105.0,223.0,1.0,32.0,190.0,39.0,9.0,,10.0,2.0,222.0,,7.0,8.0,4.0,191.0,782.0,137.0,421.0,59.0,10.0,0.0,,,,60.0,1.0,,1.0,79.0,,41.0,3.0,,183.0,,,121.0,53.0,10.0,9.0,,2.0,,30.0,13.0,7.0,3.0,16.0,19.0,2.0,68.0,26.0,60.0,51.0,4.0,8.0,28.0,111.0,6.0,3.0,3.0,72.0,,1.0,19.0,10.0,7.0,15.0,24.0,,35.0,21.0,10.0,5.0,6.0,6.0,14.0,3.0,,,9.0,,1.0,,3.0,7.0,,,,1.0,1.0,1.0,10.0,,1.0,0.0,1.0,,2.0,1.0,3.0,,,,,,,,1.0,,,,,,,110.0,65.0,1.0,1.0,139.0,,,,1.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,52cki9zte648usjhlutb0x239,Allan Cruz,Midfielder,32,,5.0,,2.0,4.0,10.0,,3.0,7.0,2.0,,,2.0,,9.0,,,,,7.0,29.0,6.0,14.0,10.0,2.0,0.0,,,,3.0,,,,4.0,,1.0,1.0,,7.0,,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,3.0,1.0,,,,,,,,,,,,,1.0,,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,aau4faihpdv6pyok673ii2yfp,C. Borges,Midfielder,5,1.0,26.0,1.0,,19.0,71.0,,15.0,50.0,18.0,,,1.0,1.0,63.0,,1.0,2.0,5.0,56.0,90.0,29.0,86.0,10.0,1.0,0.0,,,,29.0,,,,16.0,,2.0,,,54.0,,,7.0,5.0,2.0,1.0,,1.0,,22.0,,,1.0,1.0,,,2.0,,1.0,4.0,,1.0,10.0,5.0,,,,7.0,,,2.0,1.0,1.0,2.0,1.0,,1.0,,3.0,4.0,2.0,,3.0,1.0,,,,,,,,3.0,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,11.0,2.0,1.0,,20.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,7g1lvmpww9jrvojy55zengpw4,A. Bran,Midfielder,16,2.0,32.0,2.0,3.0,35.0,108.0,1.0,14.0,88.0,27.0,,,5.0,3.0,100.0,1.0,2.0,7.0,4.0,94.0,207.0,82.0,156.0,10.0,5.0,0.0,,,,17.0,2.0,,1.0,28.0,,6.0,,,87.0,,,14.0,8.0,1.0,2.0,,1.0,,28.0,2.0,,1.0,3.0,,,6.0,5.0,6.0,7.0,1.0,,10.0,13.0,1.0,1.0,,20.0,,1.0,1.0,4.0,3.0,1.0,1.0,,4.0,2.0,13.0,12.0,5.0,4.0,2.0,3.0,1.0,,3.0,,1.0,,,7.0,,,,1.0,,1.0,9.0,,0.0,1.0,3.0,3.0,8.0,3.0,,1.0,,,,,,,,,,,,,,25.0,12.0,2.0,,19.0,,,,,1.0,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,3vqar43rau8xa567hxw29ekx6,J. Brenes,Midfielder,13,,15.0,1.0,,16.0,46.0,,15.0,29.0,14.0,,,1.0,,42.0,,,1.0,7.0,31.0,64.0,15.0,55.0,51.0,1.0,0.0,,,,17.0,,,,8.0,,5.0,1.0,,30.0,,,3.0,3.0,2.0,1.0,,2.0,,13.0,,,,,,,,,,1.0,1.0,,8.0,1.0,,2.0,,10.0,1.0,,2.0,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,8.0,1.0,1.0,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,15,4.0,243.0,17.0,,120.0,507.0,3.0,86.0,400.0,76.0,39.0,,9.0,20.0,485.0,2.0,4.0,41.0,39.0,421.0,810.0,234.0,691.0,40.0,9.0,0.0,,,,192.0,22.0,,1.0,183.0,,44.0,16.0,,380.0,,,93.0,45.0,38.0,9.0,,19.0,,42.0,7.0,5.0,7.0,14.0,11.0,1.0,48.0,15.0,29.0,26.0,,19.0,47.0,55.0,,13.0,5.0,39.0,3.0,3.0,12.0,15.0,2.0,6.0,5.0,,6.0,5.0,6.0,1.0,5.0,6.0,7.0,,,,2.0,,10.0,,,12.0,,,,,1.0,1.0,2.0,,1.0,0.0,1.0,1.0,,1.0,5.0,,,,,,,,,,,,,1.0,1.0,127.0,79.0,3.0,1.0,46.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,bzb96y82gcod1quxxvz6csvyt,J. Campbell,Forward,27,,23.0,,4.0,16.0,52.0,,10.0,41.0,12.0,1.0,,4.0,1.0,50.0,,,4.0,2.0,42.0,61.0,25.0,66.0,95.0,4.0,0.0,,,,17.0,,,,11.0,,4.0,1.0,,38.0,,,9.0,6.0,2.0,,,2.0,,9.0,1.0,2.0,,1.0,2.0,,3.0,2.0,3.0,4.0,,,8.0,7.0,,,,9.0,,,,,,,,,,2.0,3.0,1.0,,1.0,2.0,,1.0,,1.0,,1.0,,,2.0,,,,,,,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,12.0,4.0,1.0,,10.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,4d6cfs28p6vb6q1ijkw3dks7p,J. Cascante,Defender,3,2.0,54.0,2.0,,22.0,111.0,,15.0,91.0,9.0,4.0,,3.0,3.0,105.0,,2.0,5.0,4.0,96.0,265.0,42.0,141.0,31.0,3.0,0.0,,,,54.0,12.0,,,16.0,,6.0,7.0,,91.0,,,26.0,17.0,19.0,3.0,,15.0,,40.0,1.0,,,1.0,4.0,,9.0,3.0,5.0,2.0,1.0,4.0,11.0,7.0,,,2.0,1.0,,1.0,1.0,,,1.0,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,25.0,15.0,,,5.0,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Costa Rica,cb8o8l688w6ozwhklub9ftxbd,K. Chamorro,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
