liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,2d4neo1a19a1ld9qy90hd7nys,Nacho,Midfielder,2,49.0,5.0,,4.0,,,,27.0,,37.0,4.0,132.0,11.0,16.0,14.0,270.0,42.0,14.0,1.0,23.0,3.0,1.0,10.0,27.0,3.0,90.0,8.0,42.0,2.0,23.0,33.0,37.0,12.0,4.0,,24.0,10.0,92.0,184.0,3.0,16.0,41.0,1.0,129.0,95.0,0.0,3.0,2.0,1.0,1.0,5.0,12.0,23.0,53.0,1.0,1.0,2.0,41.0,,5.0,,5.0,10.0,,,,,,5.0,,,,,,,,,,3.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,3tmoxzy6ib7qp88hnkk68lzbo,N. Aristizabal,Goalkeeper,1,3.0,2.0,,4.0,,,,25.0,,27.0,,67.0,14.0,,27.0,270.0,31.0,,1.0,,3.0,,2.0,16.0,3.0,32.0,,27.0,,,3.0,,,,,28.0,10.0,27.0,91.0,3.0,,40.0,1.0,43.0,40.0,0.0,,,,,,3.0,,9.0,,,,11.0,,,,,3.0,1.0,,,,15.0,8.0,,8.0,7.0,4.0,12.0,1.0,4.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,45jrczj9mpkoaeolctmxjqrro,R. Basabe,Midfielder,3,50.0,11.0,,7.0,1.0,22.0,8.0,40.0,,34.0,,98.0,6.0,10.0,15.0,270.0,21.0,15.0,1.0,32.0,3.0,8.0,5.0,33.0,3.0,58.0,4.0,71.0,1.0,19.0,34.0,47.0,10.0,10.0,,22.0,10.0,59.0,221.0,3.0,16.0,54.0,1.0,92.0,64.0,0.0,11.0,1.0,,2.0,2.0,3.0,8.0,50.0,5.0,,3.0,3.0,1.0,6.0,,4.0,2.0,,,,,,6.0,,,,,,,4.0,,,9.0,1.0,2.0,11.0,7.0,,1.0,1.0,4.0,1.0,11.0,6.0,4.0,,,7.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,b05gwqphvgi0acyzrtdewncb8,M. Belgodere,Forward,4,14.0,1.0,,,,2.0,,9.0,,7.0,,26.0,,,3.0,103.0,8.0,9.0,,5.0,2.0,1.0,2.0,8.0,2.0,18.0,,24.0,,4.0,5.0,14.0,,9.0,2.0,7.0,10.0,18.0,63.0,2.0,9.0,6.0,,25.0,19.0,1.0,4.0,,1.0,1.0,1.0,,10.0,15.0,5.0,1.0,1.0,2.0,1.0,3.0,,3.0,,,,,,,1.0,,,,,,,,,,3.0,,2.0,4.0,4.0,,,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,803pzanr09aqbhqxhpvrz7evo,M. Cantalapiedra,Midfielder,5,15.0,1.0,,2.0,,1.0,,13.0,3.0,9.0,1.0,31.0,2.0,2.0,2.0,67.0,2.0,9.0,,3.0,3.0,,,5.0,,22.0,2.0,21.0,2.0,7.0,5.0,12.0,1.0,6.0,,5.0,10.0,22.0,59.0,3.0,10.0,14.0,,31.0,22.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,22.0,3.0,,1.0,11.0,,4.0,,2.0,2.0,,,,,,,,,,,,,,,,4.0,,1.0,4.0,2.0,1.0,,,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,757opon5s9fx7ek3hb5h4ob2s,X. Colon,Defender,7,9.0,,,11.0,1.0,1.0,,17.0,,18.0,,127.0,6.0,1.0,11.0,270.0,68.0,2.0,1.0,1.0,3.0,1.0,1.0,59.0,3.0,102.0,,22.0,,7.0,5.0,3.0,1.0,1.0,,1.0,10.0,102.0,153.0,3.0,4.0,45.0,1.0,120.0,109.0,0.0,,2.0,,,2.0,6.0,7.0,41.0,,3.0,1.0,16.0,,4.0,,,4.0,,,,,,7.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,dvezpxndaiq8uh6z6f6j4l0k4,D. Delgado,Forward,9,11.0,,,,,,,2.0,3.0,3.0,,16.0,,2.0,,70.0,1.0,7.0,,2.0,3.0,1.0,2.0,8.0,,13.0,2.0,12.0,2.0,3.0,4.0,9.0,2.0,5.0,,1.0,10.0,13.0,30.0,3.0,7.0,1.0,,16.0,13.0,0.0,,,,1.0,,2.0,5.0,12.0,3.0,,,2.0,,7.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,cgay0vdlrk19kjnzyjyu7po9g,D. Echevarria,Forward,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,55fxntow2ukfrffucnwzpkwes,A. Fernandez,Goalkeeper,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Puerto Rico Under 17,a5tdwyda8thym9gb1w7ud9r10,E. Garay,Defender,21,17.0,3.0,,2.0,2.0,,,7.0,1.0,7.0,3.0,37.0,1.0,6.0,1.0,128.0,9.0,6.0,,10.0,3.0,3.0,,6.0,2.0,29.0,1.0,11.0,1.0,6.0,11.0,16.0,3.0,3.0,2.0,4.0,10.0,29.0,59.0,3.0,6.0,13.0,,36.0,30.0,0.0,1.0,,,,1.0,1.0,11.0,21.0,2.0,,,7.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
