liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Rhode Island FC,5aocd8ha3hl7fd1l8tg1zufsa,D. Atkinson,Forward,7,2.0,14.0,10.0,13.0,6.0,7.0,16.0,10.0,2.0,,,9.0,4.0,5.0,2.0,1.0,38.0,6.0,,,4.0,11.0,1.0,1.0,1.0,,,3.0,30.0,21.0,10.0,29.0,1.0,88.0,3.0,,1.0,14.0,39.0,31.0,1.0,3.0,8.0,56.0,9.0,8.0,0.0,4.0,2.0,,,4.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Rhode Island FC,58839nfw30jxxroffd3a7q0wk,Hugo Bacharach,Midfielder,4,2.0,2.0,4.0,13.0,5.0,8.0,9.0,22.0,2.0,,,2.0,1.0,1.0,,1.0,47.0,2.0,3.0,3.0,4.0,11.0,1.0,,,,,,33.0,20.0,13.0,27.0,,78.0,1.0,,1.0,18.0,47.0,33.0,,1.0,14.0,61.0,11.0,11.0,0.0,11.0,4.0,,,12.0,3.0,,3.0,,,,,,2.0,2.0,,,3.0,,,1.0,,,,,,3.0,,,,,,,,,,,,6.0,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Rhode Island FC,bdrs643l8uzj01plxa25wncdm,J. Castro,Goalkeeper,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Rhode Island FC,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,Defender,32,2.0,1.0,2.0,6.0,4.0,2.0,4.0,42.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,,72.0,2.0,,,8.0,27.0,,1.0,,,,,52.0,31.0,24.0,45.0,,98.0,,,2.0,24.0,76.0,55.0,,1.0,21.0,94.0,21.0,6.0,0.0,1.0,1.0,,1.0,6.0,4.0,2.0,1.0,,1.0,,,,1.0,4.0,,1.0,15.0,,,,,,,,,5.0,,,,,,,,,,,1.0,10.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2026,Rhode Island FC,e48fiycudd08bqscbu48u3z3e,L. Dorsey,Forward,14,2.0,6.0,5.0,6.0,5.0,1.0,16.0,5.0,2.0,,,3.0,2.0,1.0,1.0,,19.0,4.0,1.0,,3.0,4.0,,1.0,1.0,,,,14.0,10.0,5.0,15.0,,111.0,,,1.0,12.0,20.0,15.0,,4.0,5.0,34.0,7.0,5.0,0.0,3.0,3.0,,,5.0,,3.0,1.0,,3.0,3.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,1.0,,1.0,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Rhode Island FC,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,Forward,11,2.0,12.0,8.0,10.0,4.0,6.0,32.0,6.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,5.0,34.0,4.0,2.0,1.0,4.0,7.0,5.0,2.0,2.0,1.0,1.0,1.0,25.0,21.0,5.0,25.0,1.0,111.0,1.0,,,23.0,34.0,25.0,1.0,2.0,9.0,58.0,10.0,8.0,0.0,5.0,1.0,,,9.0,,,3.0,,4.0,,1.0,1.0,,,,2.0,1.0,4.0,,3.0,,,,,4.0,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2026,Rhode Island FC,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,Midfielder,21,2.0,14.0,8.0,20.0,9.0,11.0,12.0,13.0,2.0,2.0,2.0,16.0,7.0,9.0,1.0,1.0,50.0,4.0,1.0,1.0,2.0,11.0,1.0,2.0,2.0,,,,39.0,20.0,19.0,39.0,2.0,102.0,3.0,,6.0,17.0,50.0,39.0,3.0,1.0,11.0,76.0,9.0,8.0,0.0,4.0,2.0,,3.0,12.0,4.0,3.0,3.0,,1.0,1.0,,,,3.0,,,3.0,,,2.0,,,,,,3.0,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
USA_USL_Cup,2026,Rhode Island FC,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,Midfielder,12,2.0,6.0,8.0,5.0,3.0,2.0,29.0,20.0,2.0,,,2.0,1.0,1.0,1.0,1.0,55.0,5.0,,,7.0,15.0,1.0,1.0,,,,,47.0,27.0,20.0,42.0,1.0,108.0,,,,24.0,55.0,47.0,1.0,2.0,8.0,84.0,9.0,5.0,0.0,3.0,2.0,,1.0,14.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,4.0,5.0,1.0,,,,,,,,,,2.0,,1.0,,,,,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Rhode Island FC,2w38gs56nefz2s67peyzb10q1,J. Williams,Forward,9,2.0,4.0,3.0,10.0,7.0,3.0,31.0,1.0,2.0,2.0,2.0,6.0,5.0,1.0,,1.0,16.0,1.0,4.0,2.0,1.0,7.0,1.0,1.0,,,,,9.0,9.0,1.0,10.0,1.0,114.0,1.0,,,18.0,17.0,10.0,1.0,9.0,7.0,37.0,6.0,7.0,0.0,4.0,2.0,,2.0,5.0,,4.0,1.0,,,,3.0,1.0,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,1.0,4.0,,,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2026,Rhode Island FC,arrnspfznjcs9fmng4finp87p,Koke Vegas,Goalkeeper,1,2.0,,1.0,,,,1.0,27.0,2.0,2.0,2.0,,,,,,27.0,,,,14.0,8.0,,2.0,,,,,21.0,3.0,32.0,27.0,,180.0,,,,11.0,46.0,35.0,,,11.0,59.0,8.0,,0.0,,,,,11.0,2.0,,3.0,,,,,,,1.0,,,11.0,,,,,,,,,10.0,,,,,,,,,,,1.0,8.0,,13.0,7.0,1.0,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,
