liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,Ventura County FC,adsrfhfo35n0tctahgcyqugru,A. Alvarado,Midfielder,70,1.0,,729.0,,5.0,6.0,1.0,1.0,220.0,1.0,14.0,44.0,1.0,90.0,5.0,2.0,12.0,8.0,6.0,1.0,9.0,77.0,88.0,19.0,35.0,,224.0,4.0,14.0,6.0,169.0,14.0,9.0,47.0,,62.0,4.0,1.0,40.0,1.0,43.0,8.0,13.0,8.0,338.0,,13.0,11.0,1.0,84.0,81.0,11.0,10.0,45.0,3.0,8.0,1.0,14.0,,6.0,3.0,99.0,8.0,15.0,,1.0,13.0,,1.0,,,45.0,37.0,1.0,173.0,177.0,15.0,,1.0,8.0,54.0,11.0,5.0,39.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
USA_USL_Championship,2020,Ventura County FC,9sck3ypq1i26kdfhznxn6im3u,I. Bawa,Defender,46,12.0,,941.0,51.0,2.0,,5.0,,437.0,2.0,10.0,52.0,1.0,162.0,10.0,2.0,25.0,10.0,2.0,3.0,11.0,143.0,190.0,17.0,67.0,2.0,443.0,2.0,14.0,6.0,320.0,19.0,5.0,92.0,,109.0,6.0,,66.0,1.0,74.0,10.0,19.0,38.0,677.0,,12.0,11.0,4.0,54.0,205.0,4.0,10.0,52.0,3.0,31.0,1.0,6.0,,24.0,3.0,89.0,36.0,22.0,,12.0,12.0,,,,,26.0,77.0,,346.0,351.0,35.0,,,10.0,37.0,7.0,25.0,28.0,0.0,,,,,13.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0
USA_USL_Championship,2020,Ventura County FC,7x3sqcf8wtq2qwyqcbv2itw8a,M. Cuevas,Defender,58,32.0,1.0,1473.0,122.0,,,9.0,4.0,662.0,7.0,13.0,126.0,8.0,248.0,32.0,4.0,74.0,8.0,2.0,4.0,10.0,316.0,276.0,52.0,106.0,3.0,696.0,2.0,22.0,8.0,471.0,30.0,8.0,180.0,3.0,157.0,9.0,,181.0,2.0,101.0,17.0,29.0,59.0,1149.0,26.0,17.0,16.0,3.0,124.0,327.0,7.0,10.0,92.0,6.0,45.0,4.0,10.0,,23.0,6.0,157.0,29.0,34.0,,60.0,17.0,19.0,,,3.0,55.0,86.0,,486.0,516.0,33.0,4.0,,44.0,65.0,8.0,37.0,69.0,1.0,4.0,,4.0,,36.0,1.0,,,,,9.0,,,,,,,,,,,,,,,2.0,,,,,,4.0,,,2.0,2.0
USA_USL_Championship,2020,Ventura County FC,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,Forward,60,,,81.0,,,,,1.0,18.0,,1.0,2.0,,10.0,1.0,,2.0,1.0,2.0,,,9.0,2.0,,4.0,,18.0,1.0,1.0,,10.0,,3.0,6.0,,,,,5.0,,4.0,1.0,2.0,1.0,28.0,,1.0,1.0,,5.0,4.0,2.0,10.0,2.0,1.0,2.0,,2.0,,,1.0,5.0,1.0,,1.0,,1.0,,,,1.0,3.0,12.0,,12.0,12.0,,1.0,,,3.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
USA_USL_Championship,2020,Ventura County FC,e7q60ne93c6289xwnt9zj65wq,M. Ferkranus,Defender,74,,,234.0,,3.0,,,,149.0,,1.0,11.0,,37.0,6.0,1.0,11.0,3.0,,,5.0,24.0,90.0,8.0,11.0,,149.0,,5.0,,115.0,7.0,,22.0,,41.0,,,13.0,,16.0,2.0,5.0,9.0,180.0,,5.0,,,18.0,50.0,,10.0,12.0,,12.0,,1.0,,3.0,,26.0,9.0,7.0,,,5.0,,,,,9.0,47.0,,127.0,127.0,8.0,,,5.0,14.0,3.0,6.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
USA_USL_Championship,2020,Ventura County FC,37zynr7fwzqg4c9w5ydefywyy,A. González,Midfielder,45,,,168.0,,6.0,,,,72.0,,3.0,14.0,,20.0,2.0,,4.0,1.0,1.0,1.0,2.0,21.0,39.0,5.0,11.0,,74.0,,4.0,1.0,57.0,6.0,1.0,15.0,,23.0,2.0,,11.0,,12.0,1.0,1.0,4.0,99.0,,7.0,3.0,,21.0,20.0,3.0,10.0,14.0,,2.0,,3.0,,5.0,1.0,28.0,2.0,7.0,,,7.0,,1.0,,,12.0,17.0,,57.0,59.0,7.0,,,,14.0,5.0,1.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
USA_USL_Championship,2020,Ventura County FC,8qm5pp2lqespfvbzqbnl9q47p,I. Gutiérrez,Midfielder,50,30.0,5.0,881.0,2.0,6.0,3.0,,1.0,186.0,8.0,26.0,43.0,16.0,91.0,5.0,,15.0,13.0,5.0,4.0,7.0,155.0,43.0,16.0,54.0,2.0,187.0,9.0,11.0,12.0,113.0,21.0,8.0,69.0,,77.0,7.0,,78.0,5.0,42.0,11.0,20.0,21.0,384.0,,17.0,7.0,,89.0,53.0,19.0,10.0,46.0,3.0,5.0,16.0,11.0,,7.0,14.0,103.0,4.0,25.0,,30.0,17.0,,1.0,2.0,3.0,50.0,14.0,1.0,117.0,118.0,14.0,4.0,,7.0,57.0,9.0,11.0,39.0,0.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,0.0
USA_USL_Championship,2020,Ventura County FC,3ybnbzd94ggt62wtqhtnbb1be,C. Harvey,Midfielder,67,,,73.0,,,,,,30.0,,,6.0,,4.0,,,3.0,1.0,1.0,,,8.0,21.0,4.0,2.0,,30.0,1.0,1.0,1.0,24.0,,1.0,5.0,,7.0,,,3.0,,5.0,1.0,2.0,2.0,45.0,,1.0,1.0,,7.0,9.0,,10.0,5.0,,1.0,,,,,,7.0,1.0,,,,1.0,,,,1.0,2.0,8.0,,25.0,25.0,,1.0,,2.0,2.0,2.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
USA_USL_Championship,2020,Ventura County FC,9dbsv9znftgaphhgrh6p8i4bu,S. Hernández,Midfielder,55,2.0,,137.0,14.0,3.0,,,,53.0,,3.0,7.0,,23.0,3.0,,4.0,2.0,,,5.0,21.0,16.0,4.0,11.0,,54.0,1.0,5.0,1.0,37.0,3.0,,15.0,,1.0,,,9.0,,10.0,1.0,4.0,8.0,96.0,,4.0,2.0,,12.0,26.0,2.0,10.0,9.0,,2.0,,1.0,,3.0,1.0,20.0,7.0,3.0,,2.0,4.0,,1.0,,,6.0,20.0,,38.0,39.0,8.0,,,3.0,11.0,1.0,,6.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
USA_USL_Championship,2020,Ventura County FC,zd582wgzhdcz8n6oipywt3vt,J. Hernández,Midfielder,53,17.0,,1261.0,10.0,2.0,5.0,1.0,2.0,526.0,11.0,34.0,146.0,9.0,301.0,1.0,5.0,19.0,6.0,7.0,4.0,7.0,214.0,164.0,14.0,69.0,3.0,544.0,6.0,17.0,20.0,419.0,25.0,13.0,88.0,4.0,101.0,27.0,,108.0,5.0,63.0,15.0,22.0,19.0,814.0,18.0,17.0,12.0,,133.0,139.0,27.0,10.0,70.0,6.0,37.0,5.0,34.0,,2.0,14.0,142.0,1.0,29.0,2.0,39.0,17.0,10.0,,,2.0,65.0,158.0,2.0,440.0,456.0,9.0,2.0,4.0,7.0,72.0,7.0,12.0,68.0,1.0,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,0.0
