root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,3n910vp3fok7thyvi1i2p6cb9,R. Abu Bakr,Defender,6.0,3,0,1,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,3z982g6djrv6piwca4gm91ln9,S. Bateau,Defender,4.0,4,2,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,6rzt9vff9ry8zv4abcpau5p79,A. Boucaud,Midfielder,14.0,3,1,2,0,0,0,2,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,8jyw9umso4frmojq17qy26aj9,C. Cato,Midfielder,13.0,4,1,0,0,0,0,1,1
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,9agqkktnf9a4qurqdkr2yn8id,K. Corbin,Attacker,12.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,bh62bdkxl1fj8wj26yceo3mj9,K. Cummings,Midfielder,20.0,3,2,1,0,0,0,1,2
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,93e6gkmsf8xxqnqjxbe30zlqt,D. Cyrus,Defender,5.0,3,0,1,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,7ityxcw7wapkueginni0klot1,A. David,Defender,2.0,2,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,6sz0k4j4lzkmajlhjvsgft39x,A. Foncette,Goalkeeper,22.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2015 USA-Canada,Trinidad and Tobago,Trinidad_and_Tobago,36i28drwexthu5ztdvhs01lud,K. George,Midfielder,19.0,4,0,1,0,0,0,0,0
