liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,OKC Energy FC,bcz69tohequp39f75t6q6szjd,S. Adekoya,Forward,7,5.0,4.0,2.0,19.0,10.0,4.0,,1.0,1.0,23.0,1.0,,29.0,27.0,46.0,,104.0,12.0,65.0,30.0,16.0,5.0,,4.0,31.0,,23.0,30.0,4.0,8.0,75.0,83.0,22.0,447.0,67.0,1.0,25.0,74.0,9.0,2.0,2.0,5.0,2.0,1.0,10.0,231.0,16.0,19.0,6.0,14.0,17.0,2.0,31.0,10.0,11.0,103.0,3.0,96.0,3.0,,10.0,38.0,8.0,1.0,1.0,46.0,6.0,10.0,,12.0,29.0,76.0,20.0,,1.0,0.0,0.0,1.0,,,,,6.0,8.0,3.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,OKC Energy FC,6tz5apnd7yajwhn6bcfhl9mtx,A. Basuljevic,Midfielder,10,20.0,12.0,11.0,16.0,9.0,19.0,1.0,6.0,,190.0,1.0,4.0,255.0,26.0,69.0,8.0,701.0,10.0,85.0,23.0,28.0,3.0,4.0,28.0,198.0,21.0,114.0,39.0,19.0,19.0,568.0,240.0,35.0,1674.0,550.0,1.0,105.0,531.0,10.0,1.0,11.0,7.0,1.0,37.0,20.0,939.0,28.0,167.0,40.0,13.0,112.0,1.0,146.0,6.0,16.0,134.0,8.0,682.0,8.0,1.0,10.0,49.0,10.0,2.0,1.0,321.0,9.0,18.0,14.0,9.0,133.0,108.0,19.0,3.0,1.0,0.0,1.0,1.0,13.0,7.0,,,1.0,18.0,,4.0,1.0,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
USA_USL_Championship,2021,OKC Energy FC,2giowiodzndu5m2gwn79iiui1,L. Batista,Defender,2,6.0,4.0,24.0,14.0,11.0,19.0,6.0,32.0,1.0,402.0,1.0,,434.0,53.0,55.0,,854.0,9.0,69.0,12.0,18.0,1.0,1.0,96.0,74.0,5.0,132.0,71.0,16.0,17.0,656.0,256.0,15.0,1425.0,640.0,1.0,102.0,598.0,4.0,4.0,,14.0,56.0,58.0,21.0,1149.0,18.0,65.0,71.0,5.0,99.0,,313.0,16.0,35.0,179.0,4.0,829.0,7.0,,10.0,110.0,39.0,7.0,1.0,222.0,21.0,21.0,5.0,2.0,198.0,126.0,25.0,4.0,0.0,1.0,0.0,,,,,8.0,,32.0,11.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,OKC Energy FC,a2qsmjnfnjm3uwu86k85ek7h1,V. Bijev,Midfielder,21,27.0,12.0,14.0,47.0,21.0,59.0,,8.0,2.0,175.0,2.0,11.0,220.0,76.0,160.0,26.0,702.0,53.0,207.0,113.0,31.0,31.0,14.0,22.0,188.0,94.0,236.0,154.0,31.0,31.0,509.0,491.0,110.0,2500.0,477.0,12.0,171.0,460.0,23.0,4.0,18.0,19.0,6.0,49.0,35.0,1364.0,31.0,127.0,51.0,54.0,118.0,,212.0,31.0,47.0,390.0,29.0,662.0,32.0,5.0,10.0,183.0,29.0,3.0,11.0,315.0,28.0,76.0,35.0,,193.0,314.0,33.0,4.0,4.0,8.0,3.0,5.0,51.0,34.0,1.0,,8.0,22.0,,14.0,6.0,,,,3.0,,9.0,4.0,,5.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,OKC Energy FC,addjfu0hpon4lnvlefey1b1ed,J. Brown,Forward,17,6.0,8.0,3.0,54.0,12.0,21.0,2.0,11.0,,69.0,,2.0,100.0,72.0,65.0,2.0,268.0,8.0,119.0,16.0,23.0,1.0,2.0,13.0,111.0,23.0,63.0,35.0,13.0,14.0,203.0,149.0,28.0,1180.0,195.0,,52.0,193.0,5.0,2.0,4.0,5.0,14.0,10.0,16.0,473.0,23.0,61.0,25.0,6.0,40.0,,27.0,3.0,11.0,172.0,6.0,259.0,11.0,,10.0,53.0,18.0,3.0,,105.0,6.0,21.0,21.0,10.0,65.0,100.0,30.0,1.0,0.0,0.0,0.0,,3.0,2.0,2.0,,2.0,24.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,OKC Energy FC,7uxy0em7vvd4cu133nrnzqa51,J. Chávez,Forward,9,5.0,13.0,2.0,69.0,14.0,7.0,,4.0,,65.0,1.0,,110.0,145.0,60.0,,322.0,2.0,129.0,58.0,26.0,13.0,8.0,7.0,113.0,4.0,76.0,45.0,16.0,13.0,237.0,151.0,14.0,1449.0,211.0,2.0,78.0,230.0,22.0,2.0,13.0,6.0,13.0,7.0,15.0,526.0,26.0,52.0,13.0,35.0,44.0,,92.0,4.0,14.0,250.0,8.0,296.0,4.0,,10.0,121.0,76.0,4.0,2.0,127.0,8.0,29.0,4.0,10.0,85.0,105.0,36.0,1.0,2.0,0.0,1.0,,,,,,21.0,,,,1.0,,,,3.0,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,OKC Energy FC,631nrqi3lgy82rtxhsjqho3jd,C. Cochran,Goalkeeper,1,,,1.0,1.0,,1.0,68.0,173.0,,632.0,2.0,,379.0,12.0,1.0,,885.0,,2.0,,31.0,,,383.0,,,311.0,5.0,31.0,31.0,497.0,404.0,,2790.0,277.0,,5.0,292.0,,4.0,,,40.0,205.0,35.0,1288.0,31.0,151.0,77.0,,367.0,,102.0,,1.0,18.0,,417.0,,,10.0,16.0,11.0,3.0,,118.0,1.0,4.0,,,388.0,6.0,,9.0,0.0,0.0,0.0,,,,,,,,,,,343.0,,106.0,,,,,,1.0,,,,,,,,2.0,93.0,38.0,2.0,40.0,53.0,18.0,4.0,24.0,3.0,,9.0,2.0,2.0,,,,,,
USA_USL_Championship,2021,OKC Energy FC,c4g35kho1qirnu4q420knnl9m,R. Coronado,Defender,3,14.0,1.0,32.0,8.0,4.0,17.0,6.0,25.0,,230.0,,7.0,215.0,20.0,30.0,12.0,509.0,4.0,38.0,4.0,12.0,3.0,2.0,58.0,94.0,25.0,96.0,59.0,12.0,12.0,383.0,199.0,11.0,1000.0,372.0,,68.0,358.0,3.0,,,3.0,21.0,25.0,12.0,839.0,12.0,28.0,55.0,6.0,86.0,,157.0,11.0,24.0,109.0,4.0,490.0,5.0,,10.0,71.0,12.0,,,180.0,21.0,24.0,18.0,,126.0,89.0,10.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,,93.0,16.0,,2.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,OKC Energy FC,7e4doqzolxn7u9s2txuyclejt,A. Daniels,Forward,13,26.0,12.0,20.0,18.0,11.0,28.0,2.0,14.0,,210.0,1.0,3.0,296.0,26.0,98.0,19.0,833.0,26.0,116.0,20.0,30.0,12.0,9.0,39.0,255.0,37.0,141.0,92.0,22.0,24.0,679.0,329.0,65.0,2004.0,652.0,3.0,115.0,632.0,12.0,2.0,13.0,15.0,11.0,47.0,26.0,1256.0,30.0,154.0,50.0,24.0,101.0,3.0,214.0,40.0,26.0,216.0,9.0,798.0,16.0,3.0,10.0,100.0,8.0,2.0,3.0,402.0,11.0,26.0,12.0,8.0,154.0,190.0,18.0,3.0,3.0,0.0,1.0,,37.0,18.0,1.0,1.0,1.0,24.0,2.0,16.0,,,,,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,OKC Energy FC,93o6uiunyviyp2wajs526a4bu,I. Donasiyano,Midfielder,12,,,,,,1.0,,,,2.0,,,4.0,,2.0,,8.0,2.0,2.0,,1.0,,,,3.0,,,1.0,,,6.0,6.0,2.0,14.0,6.0,,2.0,6.0,,,,,,,,13.0,1.0,1.0,2.0,,2.0,,2.0,1.0,,3.0,,8.0,,,10.0,1.0,,,,2.0,,,,1.0,2.0,3.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
