liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,Indy Eleven,66la204nyyjcu5pje1jtha3f9,J. Braun,Forward,17.0,90.0,1.0,1.0,1.0,10.0,1.0,1.0,,,,,,,,12.0,7.0,,12.0,22.0,3.0,1.0,3.0,4.0,8.0,8.0,1.0,1.0,,,,,8.0,2.0,4.0,7.0,4.0,3.0,2.0,3.0,2.0,1.0,,3.0,,,,,,,,,2.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,3.0,3.0,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,47it0m8lzustsiwa9rs25z2l1,K. Cardona,Goalkeeper,1.0,90.0,1.0,1.0,1.0,10.0,1.0,1.0,,,,,,,,5.0,,,15.0,30.0,,4.0,,3.0,4.0,13.0,,,3.0,18.0,1.0,2.0,3.0,13.0,,9.0,2.0,3.0,,1.0,11.0,1.0,1.0,9.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,8xb6vbl893w17b5laexwqn5cl,M. Franco,Defender,23.0,24.0,,,1.0,10.0,,1.0,,,1.0,,,,,10.0,5.0,,11.0,18.0,,1.0,5.0,8.0,8.0,9.0,,1.0,,,,,2.0,5.0,2.0,8.0,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,1.0,2.0,,,,,1.0,2.0,1.0,5.0,4.0,3.0,,1.0,1.0,4.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,btyp2fotuvet2xr8wibq7ivvt,D. Goldsmith,Forward,20.0,90.0,1.0,1.0,1.0,10.0,1.0,1.0,,,,,,,,24.0,15.0,1.0,26.0,43.0,1.0,,9.0,4.0,19.0,21.0,2.0,6.0,,,,,15.0,6.0,5.0,21.0,5.0,7.0,1.0,5.0,5.0,1.0,,5.0,,,1.0,,,,,,10.0,,,,1.0,2.0,2.0,1.0,7.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,ei69b13qmv0v3a63a5klqwull,D. Keller,Midfielder,15.0,45.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,,,,,,,13.0,9.0,,13.0,21.0,1.0,,4.0,,10.0,10.0,,2.0,,,,2.0,6.0,2.0,1.0,10.0,3.0,4.0,1.0,5.0,2.0,,,4.0,,,,,,,,1.0,5.0,,,,,2.0,1.0,1.0,4.0,2.0,,,2.0,2.0,2.0,,2.0,,,,,,,,1.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,47ylsc4j51s2z9n3rf56vd1pl,C. Lomeli,Goalkeeper,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,bis858jxcxu0wbcx4k4lww44p,A. Manning,Defender,13.0,90.0,1.0,1.0,1.0,10.0,1.0,1.0,,1.0,,,,,,51.0,17.0,,52.0,73.0,,4.0,12.0,20.0,47.0,48.0,1.0,3.0,,,1.0,1.0,6.0,31.0,3.0,44.0,4.0,10.0,,3.0,3.0,2.0,,17.0,,,2.0,,,,,,5.0,5.0,,,,6.0,2.0,1.0,11.0,9.0,2.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,8x0p3s3vs87pxq8x6nb59q47p,L. Palmer,Defender,5.0,90.0,1.0,1.0,1.0,10.0,1.0,1.0,,,,,,,,62.0,34.0,,63.0,93.0,1.0,6.0,7.0,24.0,46.0,47.0,3.0,3.0,,,5.0,11.0,28.0,13.0,5.0,41.0,16.0,2.0,2.0,17.0,4.0,5.0,,34.0,,,2.0,,,,,6.0,3.0,7.0,,3.0,,1.0,2.0,1.0,4.0,4.0,,3.0,3.0,1.0,1.0,6.0,6.0,,2.0,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,5tb9sez4pfnxjvq4a8yw3jx0p,J. Plumhoff,Midfielder,91.0,66.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,,,,,,,18.0,10.0,2.0,18.0,26.0,1.0,1.0,3.0,6.0,13.0,13.0,2.0,2.0,,,1.0,1.0,9.0,4.0,4.0,12.0,5.0,2.0,2.0,6.0,1.0,1.0,,6.0,,,,,,,,,4.0,,,,2.0,,,,1.0,1.0,,,,,1.0,2.0,2.0,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Indy Eleven,8rv5af0g71wwvlwkv6iu6d13p,B. Poltronieri,Defender,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
