liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,19u6u2i5wm4tfpnly275urxlh,R. Acosta,Midfielder,16,1.0,82.0,,2.0,,,,15.0,,4.0,,9.0,1.0,,1.0,1.0,1.0,,1.0,10.0,2.0,3.0,3.0,15.0,1.0,2.0,,11.0,,1.0,4.0,,4.0,1.0,2.0,,2.0,1.0,2.0,3.0,35.0,,1.0,,,8.0,5.0,3.0,10.0,4.0,,,,1.0,,2.0,9.0,3.0,,1.0,1.0,,,4.0,2.0,,11.0,11.0,1.0,,,,2.0,5.0,1.0,1.0,4.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,7hij1axhmqhpz4bdk1a71td5h,M. Alatorre,Defender,2,3.0,630.0,,,5.0,,,185.0,4.0,17.0,,73.0,14.0,1.0,22.0,4.0,,,5.0,81.0,58.0,29.0,34.0,187.0,,7.0,1.0,115.0,8.0,,56.0,,12.0,,39.0,,28.0,7.0,8.0,20.0,366.0,,7.0,5.0,3.0,49.0,105.0,2.0,10.0,40.0,,16.0,,3.0,7.0,1.0,61.0,23.0,8.0,3.0,7.0,,,16.0,53.0,,130.0,131.0,12.0,2.0,,,22.0,21.0,7.0,17.0,33.0,63.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,az92cg3hupara9nnhsnk5eqxh,J. Albín,Forward,10,,48.0,2.0,,,,,23.0,,3.0,1.0,10.0,,,,,,,2.0,9.0,8.0,,6.0,23.0,,,1.0,16.0,,,6.0,,5.0,1.0,5.0,,2.0,,,1.0,34.0,,2.0,,,7.0,9.0,,10.0,6.0,,1.0,1.0,4.0,1.0,,10.0,,,,2.0,,,2.0,6.0,,17.0,17.0,3.0,,,,,4.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,l9s5sb47g3yvkdw1o39ck7v9,E. Andrade,Midfielder,18,,96.0,3.0,,,1.0,,39.0,1.0,10.0,3.0,24.0,,1.0,3.0,,4.0,,1.0,15.0,10.0,1.0,7.0,41.0,1.0,2.0,2.0,29.0,3.0,5.0,10.0,2.0,9.0,4.0,14.0,2.0,5.0,1.0,,1.0,63.0,6.0,4.0,2.0,,5.0,14.0,2.0,10.0,3.0,1.0,2.0,1.0,,,,6.0,2.0,3.0,5.0,4.0,4.0,,2.0,8.0,1.0,30.0,31.0,1.0,,,,,3.0,1.0,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,a07qa8wa5v6aa040b5yev5p05,E. Arévalo,Midfielder,17,,1525.0,,2.0,4.0,1.0,,603.0,3.0,54.0,,242.0,14.0,2.0,29.0,13.0,3.0,1.0,27.0,154.0,288.0,29.0,97.0,656.0,1.0,17.0,2.0,479.0,19.0,6.0,126.0,,184.0,4.0,96.0,2.0,118.0,17.0,17.0,30.0,845.0,,17.0,11.0,4.0,97.0,246.0,4.0,10.0,74.0,3.0,51.0,,20.0,23.0,2.0,147.0,32.0,20.0,,17.0,,1.0,46.0,172.0,1.0,480.0,530.0,50.0,5.0,1.0,,17.0,73.0,12.0,33.0,51.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,d598qtj52pev4vnddagh19nmd,M. Bravo,Forward,11,10.0,479.0,8.0,6.0,,,,135.0,9.0,34.0,3.0,78.0,,,2.0,2.0,6.0,1.0,6.0,77.0,40.0,5.0,23.0,140.0,4.0,7.0,5.0,114.0,4.0,7.0,25.0,,34.0,3.0,31.0,6.0,16.0,4.0,7.0,5.0,239.0,,12.0,5.0,,52.0,28.0,21.0,10.0,21.0,1.0,1.0,3.0,9.0,2.0,8.0,60.0,,5.0,11.0,12.0,,1.0,33.0,44.0,,110.0,115.0,8.0,,1.0,,4.0,39.0,1.0,4.0,19.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,bn8eqcglavl5j1kmlgyy3hed,A. Briseño,Defender,4,4.0,1104.0,1.0,1.0,10.0,,,315.0,5.0,21.0,,98.0,15.0,4.0,39.0,2.0,2.0,,17.0,144.0,134.0,25.0,57.0,328.0,,22.0,1.0,201.0,15.0,4.0,96.0,,94.0,3.0,77.0,1.0,45.0,12.0,7.0,23.0,560.0,,13.0,8.0,5.0,56.0,191.0,8.0,10.0,59.0,2.0,31.0,,4.0,29.0,,102.0,43.0,15.0,4.0,13.0,,,26.0,22.0,,222.0,232.0,46.0,3.0,,,18.0,43.0,7.0,37.0,30.0,52.0,35.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,33ho3cklul6vx3kdv4gvey191,M. Cancela,Defender,38,3.0,170.0,,,2.0,,,32.0,,3.0,1.0,13.0,3.0,2.0,5.0,1.0,2.0,,1.0,23.0,8.0,,7.0,32.0,1.0,2.0,,16.0,4.0,2.0,12.0,,6.0,1.0,10.0,,7.0,2.0,2.0,5.0,72.0,,2.0,1.0,,3.0,22.0,,10.0,2.0,,4.0,1.0,1.0,1.0,,5.0,6.0,4.0,3.0,2.0,,,2.0,1.0,,20.0,20.0,2.0,,,,,3.0,,2.0,1.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,54mwx0u3ng1yt1mwuprcov5cl,J. Chiapas,Midfielder,25,1.0,220.0,4.0,,,,,63.0,1.0,10.0,,32.0,2.0,,2.0,,,1.0,6.0,27.0,21.0,5.0,11.0,66.0,2.0,3.0,1.0,48.0,2.0,1.0,13.0,,26.0,1.0,16.0,1.0,5.0,2.0,2.0,1.0,109.0,2.0,6.0,,1.0,24.0,21.0,2.0,10.0,16.0,1.0,5.0,,9.0,2.0,3.0,32.0,7.0,3.0,4.0,6.0,2.0,,10.0,9.0,,50.0,53.0,8.0,,,,5.0,16.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,65yv5s9uau2mfo8h4auhavdn9,H. Cid,Defender,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,egg8yn20s67x5awg9qupjrv9,F. Flores,Forward,22,6.0,348.0,3.0,7.0,1.0,,,94.0,1.0,25.0,2.0,43.0,5.0,3.0,9.0,2.0,3.0,,3.0,54.0,21.0,5.0,24.0,95.0,4.0,13.0,2.0,60.0,5.0,4.0,33.0,,41.0,5.0,28.0,2.0,22.0,4.0,7.0,11.0,154.0,,7.0,4.0,,41.0,23.0,8.0,10.0,23.0,1.0,2.0,2.0,10.0,7.0,5.0,51.0,,5.0,6.0,7.0,,1.0,25.0,6.0,,61.0,62.0,10.0,,1.0,,5.0,28.0,,4.0,16.0,1.0,,1.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,2q8ntruz96k9ia7np1tma4udx,P. Gallese,Goalkeeper,1,,810.0,,1.0,22.0,,,76.0,,,,47.0,44.0,1.0,116.0,,,1.0,1.0,121.0,44.0,1.0,3.0,210.0,,,,32.0,11.0,,119.0,,9.0,,107.0,,79.0,9.0,,12.0,272.0,,9.0,,,1.0,183.0,1.0,10.0,5.0,,59.0,,,4.0,,6.0,10.0,12.0,,9.0,,,,18.0,,42.0,91.0,5.0,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,47.0,,,,,22.0,1.0,6.0,,,13.0,11.0,8.0,11.0,2.0,1.0,41.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,5qtn6g3yp5jw7x4vuuii528k5,M. Hernández,Goalkeeper,13,,720.0,,,19.0,,,42.0,,,,37.0,37.0,,94.0,,,,1.0,102.0,23.0,,,154.0,,,,17.0,8.0,,94.0,,4.0,,89.0,,62.0,8.0,,5.0,254.0,,8.0,,,2.0,143.0,,10.0,3.0,,43.0,,2.0,2.0,,5.0,6.0,8.0,,8.0,,,1.0,7.0,,22.0,60.0,3.0,3.0,,,,2.0,,,1.0,,,,,,,,,,,,58.0,,,,,33.0,,2.0,,,14.0,15.0,11.0,18.0,,,55.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,9xwyo231y43x30otwh2vnydx,E. Herrera,Forward,15,5.0,993.0,1.0,26.0,,3.0,,314.0,3.0,114.0,,160.0,3.0,,8.0,1.0,9.0,1.0,57.0,161.0,52.0,4.0,107.0,327.0,6.0,23.0,,209.0,11.0,15.0,115.0,,79.0,11.0,104.0,5.0,24.0,12.0,13.0,16.0,451.0,,13.0,3.0,3.0,58.0,81.0,47.0,10.0,72.0,6.0,3.0,,19.0,52.0,1.0,167.0,15.0,12.0,5.0,13.0,,,38.0,53.0,3.0,201.0,212.0,109.0,2.0,,,2.0,95.0,2.0,6.0,20.0,,,8.0,,,3.0,,1.0,1.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,56gpi68f68jhdw5p2aifi7hzp,M. Herrera,Defender,37,,303.0,2.0,,4.0,,,115.0,,6.0,,30.0,14.0,,26.0,4.0,,1.0,10.0,41.0,54.0,6.0,11.0,121.0,,3.0,1.0,71.0,1.0,,37.0,,13.0,1.0,28.0,,17.0,3.0,7.0,9.0,177.0,,5.0,,4.0,15.0,71.0,1.0,10.0,19.0,,13.0,,3.0,9.0,1.0,34.0,26.0,2.0,,5.0,,,5.0,31.0,,79.0,84.0,19.0,2.0,,,6.0,15.0,,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,bckbm24001brlrfi7mr78lc5x,F. Hinestroza,Midfielder,40,27.0,619.0,1.0,7.0,,,,169.0,5.0,60.0,10.0,86.0,1.0,3.0,8.0,2.0,9.0,,8.0,124.0,50.0,10.0,40.0,174.0,4.0,12.0,13.0,117.0,11.0,11.0,48.0,3.0,49.0,8.0,68.0,2.0,41.0,8.0,9.0,9.0,322.0,4.0,9.0,4.0,,69.0,46.0,8.0,10.0,44.0,2.0,9.0,5.0,8.0,13.0,8.0,90.0,4.0,11.0,29.0,9.0,,,38.0,19.0,,124.0,126.0,21.0,,,,7.0,46.0,3.0,2.0,31.0,1.0,1.0,,,4.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,23m69s7nd9vnc9u9ra2aspn11,A. Luna,Forward,21,19.0,728.0,4.0,3.0,1.0,1.0,1.0,224.0,11.0,38.0,4.0,123.0,3.0,2.0,12.0,7.0,5.0,1.0,5.0,151.0,47.0,9.0,57.0,235.0,,10.0,8.0,157.0,9.0,10.0,69.0,2.0,23.0,8.0,88.0,2.0,46.0,7.0,20.0,15.0,392.0,17.0,11.0,4.0,1.0,71.0,64.0,22.0,10.0,30.0,5.0,9.0,2.0,10.0,3.0,8.0,79.0,2.0,10.0,34.0,11.0,11.0,3.0,44.0,110.0,1.0,157.0,166.0,8.0,2.0,3.0,,6.0,49.0,3.0,5.0,27.0,3.0,,3.0,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,9kx6jqnoo9mdze8g62qi5gzit,Leobardo López,Defender,23,,1396.0,,1.0,14.0,2.0,1.0,376.0,,19.0,,100.0,33.0,3.0,53.0,4.0,2.0,1.0,25.0,103.0,201.0,30.0,46.0,400.0,3.0,16.0,,253.0,18.0,7.0,99.0,,74.0,4.0,70.0,,47.0,16.0,6.0,29.0,613.0,,16.0,6.0,13.0,58.0,222.0,22.0,10.0,76.0,5.0,48.0,,11.0,36.0,,119.0,79.0,19.0,,16.0,,,18.0,85.0,2.0,284.0,301.0,61.0,4.0,,,19.0,43.0,11.0,45.0,40.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CD Tiburones Rojos de Veracruz,di7f0uuwy7how35sysvrtg1jp,L. Martínez,Midfielder,6,4.0,214.0,3.0,6.0,,,,98.0,1.0,17.0,1.0,44.0,4.0,1.0,10.0,3.0,,,1.0,40.0,32.0,5.0,15.0,100.0,1.0,5.0,2.0,71.0,2.0,,25.0,,12.0,4.0,24.0,,20.0,2.0,6.0,5.0,145.0,,5.0,3.0,,18.0,40.0,,10.0,14.0,,4.0,1.0,3.0,4.0,3.0,23.0,5.0,2.0,4.0,5.0,,,8.0,31.0,,74.0,75.0,5.0,1.0,,,4.0,9.0,1.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
