liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,New York Red Bulls,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,Midfielder,4,21.0,,2264.0,98.0,2.0,28.0,2.0,1328.0,20.0,252.0,5.0,674.0,15.0,2.0,54.0,38.0,3.0,3.0,25.0,399.0,412.0,75.0,206.0,1341.0,3.0,41.0,21.0,1028.0,29.0,10.0,260.0,,250.0,18.0,221.0,3.0,15.0,161.0,25.0,66.0,60.0,1886.0,,27.0,14.0,247.0,,460.0,39.0,56.0,150.0,7.0,,53.0,5.0,35.0,22.0,14.0,294.0,28.0,32.0,,21.0,27.0,,2.0,,4.0,119.0,379.0,2.0,,1068.0,1081.0,47.0,9.0,1.0,4.0,,2.0,54.0,144.0,21.0,36.0,128.0,4.0,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,6tz5apnd7yajwhn6bcfhl9mtx,A. Basuljevic,Midfielder,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,3b0qlsm91qrzskc5n9hgiqpcl,V. Bezecourt,Midfielder,88,1.0,,198.0,1.0,2.0,4.0,,78.0,,10.0,,48.0,4.0,,6.0,2.0,1.0,,4.0,39.0,14.0,7.0,12.0,80.0,,3.0,6.0,56.0,3.0,2.0,18.0,,16.0,2.0,21.0,1.0,,14.0,2.0,6.0,3.0,130.0,4.0,4.0,2.0,29.0,,33.0,5.0,21.0,14.0,1.0,,6.0,,,1.0,4.0,34.0,2.0,3.0,,6.0,4.0,3.0,,,,16.0,21.0,,,60.0,62.0,5.0,,1.0,,,,6.0,20.0,1.0,5.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,cf3778z7xyhfip2mnhxymgiqx,J. Bilyeu,Defender,20,3.0,,90.0,14.0,,,,46.0,1.0,3.0,1.0,17.0,3.0,,4.0,5.0,,,,27.0,18.0,5.0,9.0,47.0,,1.0,,33.0,3.0,,13.0,,19.0,1.0,10.0,1.0,3.0,4.0,1.0,9.0,6.0,89.0,,1.0,,9.0,,25.0,,24.0,8.0,,,1.0,1.0,1.0,3.0,1.0,12.0,,3.0,,3.0,1.0,,,,,4.0,,,,33.0,34.0,3.0,,,,,,3.0,4.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,6p163a141a95x53qat9wers2d,A. Collin,Defender,78,,,545.0,,2.0,,,245.0,,14.0,1.0,63.0,18.0,2.0,37.0,2.0,3.0,,11.0,79.0,116.0,13.0,40.0,255.0,2.0,15.0,,157.0,4.0,4.0,77.0,,32.0,1.0,50.0,1.0,,30.0,7.0,8.0,27.0,358.0,,9.0,3.0,32.0,,138.0,9.0,97.0,43.0,1.0,,21.0,1.0,6.0,26.0,,69.0,40.0,4.0,,,9.0,,1.0,,,15.0,71.0,,,172.0,178.0,37.0,3.0,,,,,12.0,26.0,1.0,26.0,17.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,4wy7kbv694s6xrm3tfsyl4hyh,S. Davis,Midfielder,27,21.0,1.0,1974.0,5.0,7.0,36.0,2.0,1078.0,11.0,182.0,8.0,628.0,11.0,5.0,32.0,33.0,11.0,2.0,21.0,298.0,291.0,53.0,146.0,1089.0,12.0,32.0,9.0,887.0,27.0,22.0,178.0,1.0,282.0,28.0,165.0,8.0,1.0,118.0,23.0,53.0,37.0,1442.0,7.0,30.0,21.0,201.0,1.0,343.0,38.0,53.0,99.0,11.0,,24.0,7.0,25.0,12.0,7.0,234.0,21.0,29.0,1.0,24.0,30.0,3.0,1.0,,2.0,114.0,282.0,1.0,,901.0,911.0,33.0,5.0,3.0,3.0,,,39.0,135.0,14.0,23.0,87.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,42xbviu1celrq1fh9ci55zphx,D. Duka,Midfielder,22,1.0,1.0,151.0,,1.0,4.0,,54.0,1.0,10.0,,28.0,2.0,,5.0,6.0,1.0,,7.0,32.0,8.0,4.0,13.0,54.0,1.0,1.0,3.0,33.0,1.0,1.0,18.0,,9.0,2.0,16.0,,,6.0,2.0,11.0,3.0,86.0,,3.0,1.0,19.0,,26.0,5.0,22.0,9.0,,,3.0,,,2.0,3.0,28.0,1.0,1.0,,1.0,3.0,,,,,12.0,9.0,,,36.0,36.0,9.0,,2.0,,,,2.0,19.0,2.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,abh60zcb8agg0l5ifzzvlyymt,F. Escobar,Defender,29,3.0,,482.0,5.0,1.0,,,243.0,,6.0,2.0,95.0,24.0,2.0,32.0,3.0,2.0,,10.0,73.0,101.0,10.0,29.0,255.0,,5.0,7.0,173.0,10.0,3.0,61.0,,34.0,2.0,49.0,4.0,,35.0,5.0,7.0,15.0,370.0,,6.0,1.0,36.0,,149.0,9.0,41.0,34.0,1.0,2.0,21.0,2.0,4.0,13.0,3.0,59.0,33.0,10.0,,3.0,6.0,,,,,15.0,66.0,,,184.0,194.0,23.0,,,,,,7.0,25.0,3.0,16.0,21.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,7,14.0,4.0,712.0,6.0,11.0,8.0,,178.0,9.0,35.0,1.0,89.0,,2.0,5.0,7.0,3.0,1.0,9.0,120.0,51.0,12.0,37.0,181.0,6.0,11.0,16.0,138.0,12.0,9.0,42.0,,56.0,6.0,52.0,4.0,,34.0,8.0,12.0,4.0,343.0,,19.0,5.0,93.0,,43.0,31.0,63.0,42.0,6.0,,1.0,1.0,14.0,,14.0,102.0,1.0,13.0,,14.0,19.0,,,,2.0,51.0,47.0,,,136.0,139.0,9.0,,,2.0,,2.0,5.0,60.0,7.0,4.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2017,New York Red Bulls,dhgmkbcclcew0n0ecxq2x1dqt,M. Grella,Forward,13,,,362.0,6.0,5.0,14.0,,181.0,1.0,44.0,,103.0,1.0,,6.0,4.0,1.0,,7.0,83.0,35.0,5.0,40.0,184.0,3.0,6.0,6.0,135.0,7.0,2.0,46.0,,56.0,3.0,38.0,1.0,1.0,28.0,3.0,13.0,8.0,260.0,,8.0,3.0,53.0,,54.0,13.0,50.0,16.0,1.0,,3.0,,3.0,2.0,9.0,62.0,1.0,7.0,,,8.0,,,,,39.0,30.0,,,136.0,138.0,9.0,,1.0,,,,3.0,46.0,2.0,2.0,14.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
