liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,Oakland Roots SC,2wi0zqtz6ke3yueass4vy7l5h,J. Azócar,Forward,18,35.0,42.0,314.0,7.0,227.0,217.0,24.0,53.0,888.0,97.0,45.0,686.0,133.0,378.0,2972.0,303.0,43.0,57.0,5.0,119.0,12.0,21.0,913.0,13.0,9.0,310.0,24.0,64.0,68.0,45.0,25.0,507.0,,16.0,35.0,153.0,58.0,46.0,9.0,330.0,42.0,157.0,19.0,1.0,1708.0,41.0,190.0,42.0,79.0,657.0,185.0,4.0,231.0,29.0,5.0,23.0,173.0,13.0,35.0,24.0,18.0,49.0,666.0,33.0,389.0,21.0,1.0,188.0,17.0,69.0,10.0,34.0,5.0,5.0,1.0,1.0,2.0,8.0,1.0,10.0,14.0,19.0,6.0,1.0,1.0,,,9.0,,,,,,,,3.0,2.0,,5.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,2.0,,,,
USA_USL_Championship,2022,Oakland Roots SC,6eoyhons8zoaxiemwt7dhkvoq,T. Bailey,Goalkeeper,27,1.0,1.0,64.0,2.0,25.0,17.0,1.0,1.0,69.0,,,72.0,,3.0,315.0,29.0,,,,,1.0,8.0,97.0,,,2.0,,,1.0,5.0,,27.0,36.0,,4.0,2.0,,2.0,,48.0,25.0,,,,141.0,4.0,,,8.0,55.0,,1.0,,17.0,,,38.0,,4.0,,,20.0,56.0,,8.0,,,3.0,,,10.0,3.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,,1.0,5.0,2.0,1.0,8.0,4.0,3.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Oakland Roots SC,rtercnq9nn7y0814ghe7wo2x,D. Barbir,Defender,14,28.0,67.0,810.0,10.0,296.0,198.0,34.0,26.0,1389.0,9.0,27.0,1155.0,83.0,183.0,2258.0,589.0,41.0,6.0,,15.0,9.0,43.0,1451.0,,9.0,124.0,5.0,14.0,59.0,35.0,1.0,351.0,10.0,16.0,29.0,68.0,3.0,13.0,8.0,600.0,160.0,56.0,14.0,,1821.0,31.0,87.0,7.0,104.0,1046.0,136.0,4.0,184.0,109.0,8.0,5.0,136.0,,29.0,27.0,2.0,78.0,1106.0,31.0,345.0,11.0,,96.0,,6.0,10.0,26.0,0.0,0.0,0.0,,,,1.0,,,1.0,,3.0,,,,1.0,,,,,,,,,1.0,,6.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2022,Oakland Roots SC,9te5zso5mwqrhey6301k48ull,P. Blanchette,Goalkeeper,20,11.0,21.0,274.0,26.0,221.0,158.0,,2.0,346.0,,1.0,344.0,,18.0,1753.0,84.0,1.0,,,,1.0,76.0,565.0,,,7.0,,,11.0,25.0,,227.0,179.0,,20.0,5.0,,8.0,,385.0,215.0,2.0,,,805.0,23.0,2.0,,63.0,226.0,6.0,2.0,,118.0,1.0,2.0,199.0,,20.0,1.0,,96.0,225.0,,70.0,1.0,,16.0,,,10.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,15.0,71.0,46.0,1.0,47.0,26.0,24.0,,,,4.0,1.0,,1.0,,,,5.0,,,,,,,,,5.0,,,,,1.0,,,
USA_USL_Championship,2022,Oakland Roots SC,dv155f8jlvq8frvhjcokboiy1,C. Dennis,Forward,12,38.0,16.0,347.0,1.0,245.0,321.0,17.0,60.0,995.0,43.0,57.0,786.0,9.0,345.0,2364.0,163.0,47.0,38.0,63.0,56.0,28.0,14.0,1031.0,12.0,16.0,265.0,23.0,27.0,80.0,32.0,23.0,481.0,,1.0,34.0,143.0,20.0,71.0,,308.0,68.0,122.0,22.0,2.0,1657.0,28.0,164.0,36.0,46.0,682.0,177.0,4.0,245.0,104.0,6.0,56.0,135.0,113.0,34.0,25.0,13.0,315.0,761.0,42.0,501.0,25.0,2.0,181.0,62.0,122.0,10.0,29.0,1.0,3.0,1.0,3.0,,4.0,,4.0,3.0,13.0,,5.0,5.0,,,9.0,,,,,,,,44.0,2.0,1.0,2.0,,,1.0,4.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,
USA_USL_Championship,2022,Oakland Roots SC,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,Defender,23,12.0,10.0,103.0,3.0,91.0,96.0,12.0,23.0,303.0,22.0,13.0,219.0,27.0,111.0,878.0,75.0,16.0,28.0,,26.0,10.0,7.0,310.0,5.0,2.0,89.0,4.0,14.0,22.0,14.0,4.0,161.0,,3.0,21.0,44.0,17.0,14.0,3.0,124.0,20.0,45.0,8.0,3.0,523.0,14.0,55.0,7.0,23.0,198.0,71.0,,53.0,21.0,5.0,13.0,63.0,,21.0,8.0,3.0,58.0,215.0,10.0,121.0,7.0,3.0,56.0,5.0,28.0,10.0,7.0,0.0,0.0,0.0,1.0,,,,,3.0,2.0,,14.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Oakland Roots SC,dtjnasyxig0cxbxbtk7l6431m,B. Díaz,Goalkeeper,1,1.0,9.0,339.0,24.0,128.0,83.0,,3.0,398.0,,1.0,375.0,,7.0,1148.0,115.0,1.0,,,,,72.0,503.0,,,5.0,,,2.0,19.0,,130.0,112.0,,13.0,2.0,,1.0,,289.0,122.0,3.0,1.0,,620.0,18.0,4.0,,45.0,288.0,6.0,1.0,,87.0,1.0,,113.0,,13.0,,,99.0,295.0,1.0,36.0,1.0,,3.0,,,10.0,13.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,8.0,24.0,15.0,,16.0,17.0,9.0,,,,2.0,1.0,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,
USA_USL_Championship,2022,Oakland Roots SC,ad8w1ymipywxvgekz79eqjqw9,J. Enríquez,Midfielder,11,2.0,2.0,44.0,,30.0,51.0,3.0,10.0,162.0,34.0,9.0,134.0,9.0,84.0,513.0,31.0,4.0,20.0,11.0,28.0,4.0,1.0,164.0,6.0,1.0,75.0,2.0,13.0,9.0,15.0,11.0,123.0,,2.0,23.0,30.0,21.0,13.0,,39.0,4.0,45.0,1.0,1.0,338.0,15.0,52.0,5.0,10.0,134.0,26.0,,52.0,,2.0,16.0,37.0,19.0,23.0,3.0,3.0,42.0,133.0,7.0,103.0,4.0,1.0,32.0,13.0,31.0,10.0,2.0,0.0,0.0,0.0,,,,1.0,,4.0,4.0,,21.0,,,,1.0,,,,,,,,7.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Oakland Roots SC,emmkehfyj3irfbyibqilyenkl,M. Fissore,Midfielder,7,17.0,10.0,407.0,3.0,159.0,108.0,32.0,37.0,805.0,11.0,28.0,656.0,3.0,142.0,1506.0,208.0,36.0,5.0,,13.0,22.0,23.0,815.0,,13.0,108.0,7.0,1.0,34.0,24.0,,197.0,,,23.0,52.0,3.0,15.0,2.0,260.0,48.0,56.0,17.0,,1020.0,22.0,73.0,8.0,56.0,609.0,111.0,2.0,136.0,47.0,6.0,8.0,113.0,,23.0,19.0,1.0,211.0,647.0,17.0,249.0,17.0,2.0,69.0,,5.0,10.0,18.0,0.0,1.0,0.0,,,1.0,1.0,1.0,,3.0,1.0,5.0,1.0,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2022,Oakland Roots SC,6naqq6f6acfec3zh2msuxrmqd,D. Formella,Forward,9,24.0,11.0,317.0,2.0,195.0,182.0,13.0,53.0,861.0,72.0,35.0,680.0,10.0,271.0,2320.0,245.0,37.0,26.0,,103.0,21.0,5.0,875.0,12.0,14.0,224.0,11.0,22.0,47.0,34.0,13.0,368.0,,,32.0,96.0,32.0,38.0,3.0,221.0,33.0,128.0,11.0,1.0,1304.0,31.0,151.0,30.0,39.0,632.0,162.0,3.0,304.0,48.0,7.0,22.0,117.0,,32.0,26.0,19.0,105.0,666.0,23.0,375.0,18.0,1.0,120.0,12.0,26.0,10.0,26.0,1.0,3.0,0.0,1.0,,4.0,1.0,4.0,8.0,11.0,3.0,6.0,3.0,,,21.0,,,,,,,,,2.0,,1.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
