liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Forward Passes,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Successful Short Passes,Unsuccessful Passes Own Half,Duels,Touches,Duels won,Corners Won,Unsuccessful Long Passes,Successful Passes Opposition Half,Ground Duels won,Times Tackled,Duels lost,Recoveries,Unsuccessful Short Passes,Total Tackles,Tackles Won,Total Passes,Leftside Passes,Ground Duels,Throw Ins to Own Player,Ground Duels lost,Total Losses Of Possession,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Home Goals,Away Goals,Winning Goal,Aerial Duels lost,Shots On Target ( inc goals ),Foul Won Penalty,Successful Lay-offs,Unsuccessful Crosses open play,Successful Passes Own Half,Unsuccessful Crosses & Corners,Unsuccessful Dribbles,Successful Open Play Passes,Goals Conceded,Right Foot Goals,Rightside Passes,Unsuccessful lay-offs,Interceptions,Offsides,Successful Dribbles,Shots Off Target (inc woodwork),Penalty Goals Conceded,Goals from Inside Box,Total Fouls Won,Goals Conceded Inside Box,Open Play Passes,Through balls,Starts,Aerial Duels won,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded Outside Box,Total Shots,Successful Long Passes,Total Clearances,Total Fouls Conceded,Backward Passes,Aerial Duels,Handballs conceded,Attempts from Set Pieces,Successful Crosses & Corners,Corners Taken (incl short corners),Unsuccessful Launches,Second Goal Assists,Successful Crosses open play,Penalties Taken,Throw Ins to Opposition Player,Penalty Goals,Tackles Lost,Headed Goals,Goals from Outside Box,Left Foot Goals,Clean Sheets,Successful Launches,Blocks,Goal Assists,Assists (Intentional),Hit Woodwork,Total Touches In Opposition Box,Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Set Pieces Goals,Last Man Tackle,Own Goal Scored,Catches,Saves made - parried,Goalkeeper Smother,Saves Made from Outside Box,GK Successful Distribution,GK Unsuccessful Distribution,Drops,Saves Made from Inside Box,Saves Made,Crosses not Claimed,Punches,Penalties Faced,Saves made - caught,Clearances Off the Line,Penalties Off Target,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2011,Toronto FC,eb3mlq9ljfuw8ugqlamroc4b9,N. Attakora,Defender,3.0,12.0,,2.0,,,,3.0,5.0,132.0,43.0,67.0,756.0,199.0,25.0,61.0,452.0,38.0,,17.0,40.0,31.0,4.0,23.0,38.0,50.0,22.0,18.0,306.0,84.0,44.0,2.0,13.0,94.0,34.0,239.0,12.0,0.0,0.0,0.0,10.0,,,,1.0,200.0,1.0,,39.0,12.0,,62.0,,25.0,,,5.0,1.0,,9.0,11.0,49.0,,9.0,7.0,,,1.0,5.0,40.0,57.0,8.0,28.0,17.0,,,1.0,,21.0,,1.0,,,,4.0,,,,,4.0,7.0,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Toronto FC,cijslwbc730evygvnzcqzuimt,E. Ávila,Midfielder,8.0,22.0,2.0,1.0,,,,9.0,7.0,137.0,110.0,96.0,1289.0,335.0,18.0,118.0,683.0,43.0,7.0,20.0,246.0,43.0,56.0,75.0,65.0,76.0,14.0,13.0,453.0,106.0,111.0,2.0,68.0,223.0,39.0,357.0,22.0,1.0,1.0,0.0,7.0,6.0,,12.0,21.0,124.0,32.0,13.0,31.0,17.0,2.0,114.0,1.0,11.0,,5.0,10.0,1.0,1.0,24.0,14.0,46.0,4.0,13.0,,3.0,20.0,3.0,16.0,22.0,6.0,11.0,96.0,7.0,,,13.0,16.0,5.0,1.0,9.0,,,,1.0,,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Toronto FC,3pz2ch61dwfhmyp5768l99ivp,D. Borman,Defender,25.0,24.0,,4.0,,,,5.0,3.0,384.0,228.0,224.0,1697.0,464.0,45.0,130.0,1229.0,74.0,3.0,107.0,302.0,60.0,23.0,56.0,91.0,117.0,47.0,35.0,737.0,28.0,113.0,131.0,53.0,400.0,21.0,513.0,24.0,0.0,0.0,0.0,3.0,,,3.0,44.0,225.0,49.0,8.0,117.0,26.0,,245.0,,36.0,1.0,3.0,3.0,2.0,,10.0,23.0,167.0,4.0,19.0,14.0,,15.0,3.0,3.0,49.0,52.0,19.0,80.0,17.0,3.0,,14.0,3.0,56.0,,11.0,,51.0,,12.0,,,,6.0,10.0,2.0,3.0,3.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Toronto FC,cqf91x7ql1xilel9l7onue3th,A. Cann,Defender,12.0,12.0,,,,,,,2.0,215.0,64.0,98.0,988.0,287.0,34.0,82.0,604.0,53.0,1.0,38.0,93.0,37.0,4.0,29.0,59.0,60.0,34.0,29.0,431.0,51.0,58.0,7.0,21.0,145.0,43.0,333.0,12.0,0.0,0.0,0.0,8.0,,,,,241.0,,,3.0,16.0,,134.0,,23.0,,,3.0,2.0,,3.0,15.0,5.0,1.0,12.0,16.0,,3.0,1.0,3.0,46.0,72.0,11.0,31.0,24.0,1.0,,1.0,,22.0,,1.0,,1.0,,5.0,,,,2.0,8.0,8.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Toronto FC,4zp1ue2lk6t0448anh6br1qs5,O. Cordon,Midfielder,16.0,4.0,,1.0,,,,3.0,1.0,9.0,7.0,6.0,144.0,30.0,,22.0,67.0,10.0,,,17.0,10.0,5.0,12.0,11.0,6.0,5.0,5.0,39.0,7.0,21.0,,11.0,18.0,10.0,33.0,4.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,16.0,1.0,,16.0,3.0,,12.0,1.0,,,3.0,,,,2.0,2.0,20.0,,1.0,,2.0,2.0,1.0,1.0,3.0,,6.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Toronto FC,7gam22g8svfcyn8wqc81jw15h,K. Davies,Defender,29.0,1.0,,,,,,1.0,,5.0,,1.0,21.0,6.0,1.0,1.0,12.0,,,,6.0,,,1.0,1.0,1.0,,,8.0,2.0,1.0,1.0,1.0,3.0,9.0,7.0,1.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Toronto FC,4qoq1fk9yht9nztamkc5ee8k5,D. De Rosario,Midfielder,14.0,33.0,16.0,3.0,,,,2.0,7.0,298.0,307.0,277.0,2781.0,814.0,36.0,287.0,1835.0,111.0,28.0,40.0,547.0,96.0,111.0,176.0,163.0,237.0,30.0,27.0,1230.0,274.0,249.0,25.0,153.0,586.0,81.0,953.0,33.0,10.0,6.0,0.0,23.0,44.0,3.0,43.0,49.0,417.0,66.0,24.0,85.0,44.0,10.0,360.0,6.0,15.0,45.0,20.0,48.0,2.0,12.0,46.0,36.0,110.0,28.0,31.0,15.0,20.0,48.0,8.0,92.0,139.0,11.0,57.0,298.0,38.0,17.0,15.0,11.0,16.0,11.0,2.0,7.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,7.0,4.0,4.0,10.0,10.0,1.0,8.0,11.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Toronto FC,9e4zdo5b7v0rzrrbe63syb2s5,T. Dunfield,Midfielder,23.0,18.0,1.0,4.0,,,,5.0,5.0,262.0,126.0,134.0,1191.0,553.0,25.0,72.0,899.0,38.0,3.0,27.0,338.0,34.0,11.0,34.0,86.0,107.0,23.0,19.0,759.0,192.0,60.0,2.0,26.0,187.0,76.0,625.0,18.0,1.0,0.0,0.0,8.0,2.0,,16.0,4.0,294.0,17.0,1.0,,19.0,1.0,192.0,,16.0,,1.0,5.0,2.0,1.0,10.0,15.0,,6.0,13.0,4.0,4.0,13.0,4.0,7.0,72.0,23.0,13.0,113.0,12.0,5.0,,7.0,14.0,16.0,1.0,4.0,1.0,,,4.0,,,,1.0,6.0,5.0,2.0,1.0,,,10.0,,3.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Toronto FC,42c1x3ej71qcp0p5id3n0t3v9,R. Eckersley,Defender,27.0,23.0,,6.0,,,,1.0,2.0,370.0,184.0,199.0,1953.0,515.0,51.0,208.0,1301.0,134.0,5.0,73.0,279.0,125.0,24.0,74.0,139.0,126.0,72.0,59.0,792.0,312.0,188.0,140.0,63.0,361.0,87.0,593.0,23.0,0.0,0.0,0.0,11.0,3.0,,1.0,35.0,319.0,36.0,11.0,92.0,39.0,,36.0,1.0,34.0,,11.0,2.0,2.0,,42.0,32.0,121.0,3.0,22.0,9.0,1.0,16.0,7.0,5.0,78.0,53.0,40.0,74.0,20.0,4.0,,5.0,1.0,41.0,,5.0,,39.0,,13.0,,,,4.0,12.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
USA_MLS,2011,Toronto FC,27fyf4lu42ovf02lksw45pjo5,S. Frei,Goalkeeper,24.0,27.0,,,,,,,1.0,429.0,179.0,227.0,2406.0,234.0,48.0,18.0,1257.0,17.0,,208.0,93.0,17.0,,1.0,284.0,19.0,,,646.0,118.0,18.0,,1.0,307.0,76.0,419.0,27.0,0.0,0.0,0.0,,,,,,326.0,,,72.0,49.0,,99.0,,,,1.0,,4.0,,15.0,42.0,100.0,,27.0,,,1.0,7.0,,185.0,36.0,,,,,,,,143.0,,,,,,,,,,6.0,94.0,,1.0,1.0,,,,,,,,,54.0,24.0,1.0,41.0,360.0,86.0,5.0,65.0,107.0,3.0,26.0,4.0,26.0,,,,,
