liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Real Salt Lake,ac9ebvt008vz5mivsqkroaw2d,D. Acosta,Midfielder,25,31.0,,1410.0,121.0,1.0,1.0,,626.0,5.0,130.0,5.0,281.0,23.0,2.0,48.0,13.0,1.0,3.0,17.0,245.0,214.0,31.0,97.0,635.0,3.0,23.0,13.0,455.0,14.0,1.0,145.0,,170.0,6.0,136.0,1.0,21.0,76.0,16.0,26.0,41.0,1023.0,,17.0,12.0,121.0,,252.0,4.0,41.0,78.0,,,35.0,5.0,14.0,20.0,12.0,158.0,33.0,17.0,,32.0,17.0,,,,1.0,63.0,83.0,,,482.0,490.0,37.0,3.0,,1.0,,1.0,25.0,80.0,6.0,28.0,58.0,8.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Real Salt Lake,6g9mkd880x0b1qvjni5yevljp,J. Allen,Midfielder,70,1.0,,113.0,1.0,,2.0,,20.0,,5.0,,11.0,,,,2.0,1.0,1.0,1.0,12.0,4.0,6.0,5.0,20.0,2.0,2.0,2.0,14.0,1.0,2.0,5.0,,1.0,,5.0,1.0,,5.0,2.0,3.0,1.0,49.0,,2.0,1.0,16.0,,6.0,5.0,23.0,11.0,1.0,,1.0,,2.0,1.0,2.0,18.0,,2.0,,1.0,2.0,,,,,6.0,8.0,,,15.0,15.0,2.0,,,,,,3.0,7.0,3.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Real Salt Lake,d456kwxcb0puaj7bpi94ewyj9,C. Barrett,Forward,13,4.0,,65.0,,3.0,7.0,,33.0,,10.0,,20.0,1.0,,3.0,,2.0,,6.0,19.0,1.0,1.0,10.0,34.0,,1.0,,19.0,2.0,3.0,13.0,,6.0,2.0,16.0,,,4.0,,1.0,1.0,48.0,,3.0,1.0,5.0,,5.0,4.0,65.0,2.0,1.0,,2.0,,1.0,,,11.0,1.0,2.0,,4.0,3.0,,,,,3.0,13.0,,,20.0,21.0,6.0,,1.0,,,1.0,1.0,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Real Salt Lake,6grvi28hzez37brwuct4wzo45,K. Beckerman,Midfielder,5,3.0,,2242.0,2.0,,25.0,4.0,1363.0,4.0,136.0,3.0,687.0,31.0,8.0,103.0,26.0,13.0,1.0,15.0,307.0,487.0,61.0,147.0,1421.0,2.0,40.0,8.0,1055.0,37.0,26.0,250.0,,339.0,28.0,202.0,7.0,,195.0,26.0,40.0,51.0,1755.0,,26.0,23.0,169.0,1.0,547.0,23.0,52.0,112.0,13.0,1.0,116.0,3.0,27.0,17.0,2.0,201.0,37.0,38.0,1.0,3.0,26.0,,2.0,,,74.0,399.0,3.0,,1117.0,1171.0,32.0,6.0,,,,5.0,33.0,89.0,28.0,50.0,95.0,9.0,4.0,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_MLS,2017,Real Salt Lake,eauhubbodki4io4oeyaxmdr6d,A. Beltran,Defender,2,32.0,1.0,1820.0,198.0,,1.0,1.0,886.0,11.0,114.0,7.0,436.0,31.0,3.0,76.0,17.0,2.0,2.0,24.0,288.0,267.0,53.0,119.0,891.0,2.0,28.0,20.0,652.0,28.0,6.0,195.0,,50.0,15.0,173.0,2.0,13.0,95.0,21.0,49.0,54.0,1407.0,,21.0,12.0,169.0,,413.0,21.0,53.0,123.0,4.0,,44.0,7.0,27.0,25.0,11.0,218.0,48.0,30.0,1.0,32.0,21.0,,,,,71.0,314.0,1.0,,691.0,696.0,49.0,7.0,,1.0,,1.0,39.0,95.0,14.0,25.0,98.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Real Salt Lake,akl6kso1e1wtr4sdvplwn8nop,N. Besler,Midfielder,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Real Salt Lake,3jc9vcbrhmbqsncdh4ea8r7xl,R. Dunk,Defender,6,3.0,,174.0,19.0,1.0,,,65.0,1.0,7.0,1.0,26.0,,,6.0,,,,3.0,33.0,15.0,7.0,19.0,65.0,1.0,1.0,1.0,40.0,6.0,,25.0,,3.0,,24.0,,1.0,5.0,2.0,2.0,4.0,109.0,,3.0,1.0,15.0,,43.0,4.0,7.0,17.0,,,,1.0,1.0,8.0,,26.0,5.0,6.0,,3.0,3.0,,,,,6.0,12.0,,,40.0,40.0,11.0,,,,,,6.0,9.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Real Salt Lake,cpwrke87vea6lm457ub6w8251,E. Fernández,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Real Salt Lake,bkgs0bu84fid8674okqo4r7x1,J. Glad,Defender,15,,,1620.0,7.0,,1.0,,725.0,3.0,49.0,,149.0,34.0,2.0,62.0,7.0,5.0,1.0,28.0,136.0,490.0,27.0,57.0,758.0,,21.0,,577.0,19.0,10.0,119.0,,251.0,2.0,68.0,1.0,,97.0,18.0,11.0,51.0,981.0,,18.0,10.0,64.0,,319.0,20.0,52.0,78.0,5.0,,62.0,,8.0,43.0,,135.0,83.0,20.0,,,18.0,,,,,29.0,139.0,,,614.0,639.0,71.0,5.0,,,,,18.0,57.0,9.0,42.0,35.0,6.0,12.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Real Salt Lake,22m1gj2uslfp1ls58ljuknefp,J. Hernández,Midfielder,29,,,160.0,1.0,6.0,3.0,1.0,82.0,1.0,18.0,,52.0,1.0,1.0,5.0,,1.0,,4.0,29.0,18.0,5.0,8.0,83.0,,5.0,1.0,70.0,8.0,2.0,13.0,,20.0,3.0,12.0,1.0,,6.0,1.0,1.0,3.0,119.0,2.0,7.0,1.0,27.0,,28.0,8.0,65.0,10.0,1.0,,,,2.0,2.0,5.0,33.0,2.0,8.0,1.0,2.0,7.0,2.0,,,,19.0,17.0,1.0,,69.0,70.0,6.0,,,,,1.0,4.0,23.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
