liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Goals Conceded Outside Box,Offsides,Right Foot Goals,Headed Goals,Goals from Inside Box,Throw Ins to Own Player,Set Pieces Goals,Successful Corners into Box,Attempts from Set Pieces,Penalties Taken,Throw Ins to Opposition Player,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Total Red Cards,Straight Red Cards,Foul Won Penalty,Second Goal Assists,Hit Woodwork,Penalty Goals,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Own Goal Scored,Last Man Tackle,Penalties Off Target
Canada_Canadian_Premier_League,2019,Pacific FC,9j37dmdxamf5ykbw9l24wlt6,Ahmed Al Ghamdi,Midfielder,13,,330.0,4.0,1.0,,1.0,216.0,1.0,40.0,,98.0,,,6.0,2.0,3.0,5.0,52.0,88.0,9.0,29.0,,221.0,4.0,4.0,9.0,179.0,9.0,7.0,35.0,42.0,2.0,26.0,3.0,12.0,4.0,7.0,9.0,285.0,,8.0,2.0,,38.0,1.0,69.0,5.0,10.0,21.0,4.0,7.0,,2.0,1.0,6.0,44.0,3.0,9.0,,,8.0,,,,18.0,70.0,181.0,186.0,6.0,,,,,7.0,23.0,2.0,1.0,20.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Pacific FC,334ys3md0ycavngg26g75yi21,Matthew Baldisimo,Defender,8,7.0,1809.0,1.0,3.0,5.0,,903.0,1.0,108.0,1.0,264.0,12.0,5.0,57.0,10.0,3.0,28.0,209.0,511.0,47.0,90.0,4.0,921.0,7.0,34.0,13.0,710.0,28.0,5.0,147.0,259.0,12.0,112.0,2.0,107.0,21.0,16.0,42.0,1172.0,,22.0,27.0,3.0,180.0,,350.0,6.0,10.0,104.0,2.0,64.0,1.0,23.0,22.0,5.0,230.0,29.0,32.0,,7.0,22.0,,,,98.0,204.0,758.0,774.0,50.0,2.0,1.0,,,28.0,126.0,19.0,26.0,82.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,
Canada_Canadian_Premier_League,2019,Pacific FC,6re5keaha87h6kc01848h53ah,Víctor Blasco,Midfielder,23,19.0,1586.0,5.0,12.0,1.0,6.0,588.0,9.0,141.0,11.0,299.0,1.0,4.0,18.0,23.0,12.0,31.0,334.0,165.0,46.0,125.0,,596.0,13.0,51.0,57.0,439.0,27.0,30.0,143.0,195.0,23.0,160.0,4.0,95.0,20.0,36.0,19.0,1051.0,16.0,25.0,31.0,,298.0,4.0,160.0,56.0,10.0,171.0,18.0,14.0,4.0,42.0,27.0,31.0,356.0,3.0,30.0,,36.0,25.0,13.0,3.0,3.0,154.0,100.0,447.0,453.0,58.0,,1.0,3.0,2.0,29.0,185.0,17.0,2.0,144.0,3.0,6.0,6.0,,2.0,15.0,2.0,2.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Canada_Canadian_Premier_League,2019,Pacific FC,3hebpt7rddccp0powpyfwri7d,T. Campbell,Midfielder,14,25.0,2334.0,1.0,13.0,,11.0,528.0,9.0,184.0,4.0,301.0,2.0,,10.0,9.0,24.0,91.0,308.0,143.0,40.0,121.0,4.0,571.0,11.0,31.0,28.0,427.0,39.0,46.0,131.0,90.0,29.0,140.0,6.0,78.0,27.0,23.0,16.0,967.0,,28.0,15.0,,203.0,1.0,113.0,77.0,10.0,121.0,22.0,13.0,4.0,20.0,34.0,16.0,328.0,4.0,44.0,6.0,25.0,28.0,,,2.0,116.0,184.0,397.0,440.0,125.0,2.0,5.0,2.0,4.0,26.0,207.0,14.0,7.0,87.0,5.0,10.0,1.0,4.0,10.0,10.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2019,Pacific FC,41fep3jlo1ieyq9hvpmsl6wvd,K. Chung,Defender,7,34.0,2032.0,,,7.0,1.0,836.0,6.0,170.0,15.0,286.0,25.0,2.0,54.0,17.0,2.0,22.0,320.0,396.0,57.0,133.0,4.0,854.0,4.0,16.0,22.0,611.0,28.0,3.0,187.0,62.0,14.0,152.0,5.0,141.0,24.0,35.0,69.0,1415.0,,24.0,16.0,10.0,157.0,,343.0,13.0,10.0,111.0,1.0,56.0,15.0,10.0,23.0,16.0,202.0,41.0,34.0,1.0,34.0,24.0,,,,69.0,279.0,650.0,667.0,45.0,5.0,1.0,2.0,,41.0,91.0,16.0,31.0,88.0,6.0,2.0,,,1.0,175.0,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Canada_Canadian_Premier_League,2019,Pacific FC,ewjp0ru1c4fn1h5bqyqdih0wl,B. Fisk,Midfielder,10,31.0,1662.0,5.0,8.0,4.0,6.0,527.0,12.0,125.0,16.0,271.0,14.0,1.0,41.0,11.0,13.0,13.0,263.0,169.0,29.0,79.0,4.0,544.0,14.0,23.0,15.0,396.0,26.0,32.0,120.0,130.0,24.0,134.0,11.0,89.0,19.0,23.0,34.0,855.0,25.0,24.0,15.0,2.0,145.0,1.0,168.0,53.0,10.0,56.0,19.0,28.0,7.0,11.0,1.0,16.0,159.0,10.0,28.0,1.0,48.0,24.0,13.0,1.0,3.0,90.0,121.0,411.0,424.0,14.0,3.0,,5.0,,22.0,103.0,7.0,2.0,55.0,2.0,13.0,5.0,,5.0,7.0,,8.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Canada_Canadian_Premier_League,2019,Pacific FC,2rv2jwanai39vawrmnws6vidx,A. González,Midfielder,28,4.0,1746.0,,6.0,6.0,,1200.0,2.0,155.0,2.0,415.0,13.0,4.0,53.0,12.0,10.0,21.0,229.0,664.0,46.0,123.0,4.0,1253.0,3.0,34.0,26.0,993.0,28.0,14.0,176.0,367.0,6.0,123.0,1.0,163.0,20.0,21.0,57.0,1505.0,,20.0,22.0,3.0,178.0,,393.0,3.0,10.0,118.0,4.0,84.0,2.0,31.0,17.0,4.0,216.0,15.0,32.0,,4.0,20.0,,2.0,2.0,77.0,338.0,1031.0,1077.0,38.0,3.0,,2.0,1.0,29.0,98.0,17.0,22.0,101.0,4.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Pacific FC,64kd3jci1efqx4biwrclbt2sq,S. Grewal,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2019,Pacific FC,1mg5xen2me6dsqu3b0lktvnbp,M. Haber,Forward,9,4.0,704.0,7.0,7.0,,3.0,161.0,4.0,60.0,1.0,69.0,,,2.0,2.0,13.0,32.0,104.0,38.0,2.0,70.0,3.0,178.0,1.0,13.0,,106.0,11.0,19.0,72.0,45.0,9.0,65.0,,21.0,6.0,5.0,11.0,270.0,,13.0,1.0,1.0,33.0,,39.0,38.0,10.0,74.0,6.0,,1.0,10.0,63.0,,128.0,11.0,14.0,,4.0,13.0,,,,22.0,34.0,89.0,106.0,95.0,1.0,2.0,,,2.0,54.0,,1.0,11.0,3.0,9.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2019,Pacific FC,zrowi3rzq9fndgtn1qozene1,J. Hernández,Forward,15,2.0,652.0,13.0,2.0,,1.0,177.0,5.0,65.0,1.0,95.0,,2.0,3.0,11.0,4.0,27.0,123.0,49.0,22.0,39.0,1.0,185.0,5.0,25.0,9.0,139.0,9.0,11.0,42.0,49.0,4.0,35.0,8.0,39.0,6.0,16.0,10.0,379.0,1.0,19.0,13.0,,124.0,,38.0,30.0,10.0,62.0,7.0,4.0,1.0,18.0,13.0,12.0,164.0,4.0,11.0,,3.0,19.0,1.0,2.0,1.0,75.0,33.0,135.0,143.0,40.0,,1.0,2.0,,17.0,102.0,5.0,5.0,49.0,2.0,6.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
