liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded Inside Box,Total Passes,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Leftside Passes,Foul Attempted Tackle,Penalty Goals Conceded,Time Played,Ground Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Successful Passes Opposition Half,Substitute Off,Total Tackles,Unsuccessful Short Passes,Open Play Passes,Index,Tackles Won,Ground Duels won,Games Played,Successful Dribbles,Duels,Total Shots,Total Clearances,Total Fouls Won,Blocks,Throw Ins to Own Player,Ground Duels,Rightside Passes,Successful Short Passes,Unsuccessful Crosses open play,Throw Ins to Opposition Player,Recoveries,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Passes Own Half,Appearances,Goals Conceded,Starts,Shots On Target ( inc goals ),Successful Open Play Passes,Forward Passes,Duels won,Duels lost,Touches,Unsuccessful Passes Opposition Half,Winning Goal,Corners Won,Overruns,Through balls,Successful Long Passes,Assists (Intentional),Unsuccessful Corners into Box,Goals,Goal Assists,Penalties Conceded,Penalties Taken,Aerial Duels,Left Foot Goals,Successful Launches,Aerial Duels won,Goal Kicks,Clean Sheets,Penalty Goals,Successful Lay-offs,Goals Conceded Outside Box,Hit Woodwork,Yellow Cards,GK Successful Distribution,Unsuccessful Dribbles,Key Passes (Attempt Assists),Corners Taken (incl short corners),Blocked Shots,Tackles Lost,Attempts from Set Pieces,Unsuccessful Long Passes,Goals from Inside Box,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Backward Passes,Handballs conceded,Unsuccessful Passes Own Half,Goals Openplay,Successful Crosses & Corners,Right Foot Goals,Interceptions,Unsuccessful lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Successful Corners into Box,Successful Crosses open play,Substitute On,Home Goals,Away Goals,Offsides,Other Goals,Second Goal Assists,Red Cards - 2nd Yellow,Total Red Cards,Saves Made from Inside Box,Saves Made,Clearances Off the Line,Punches,Saves Made from Outside Box,Saves made - parried,GK Unsuccessful Distribution,Catches,Goalkeeper Smother,Drops,Penalties Faced,Straight Red Cards,Last Player Tackle,Headed Goals,Own Goal Scored,Goals from Outside Box,Set Pieces Goals,Penalties Saved,Saves from Penalty,Foul Won Penalty,Crosses not Claimed,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved,Direct Setpiece Goals,Penalties Off Target
USA_MLS_Next_Pro,2025,North Texas SC,a2go478lv67wqun5v4nb741zo,G. Alvarez,Goalkeeper,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,North Texas SC,dxhelos6s5ulzwvnadykaioes,F. Aroyameh,Midfielder,8,6.0,177.0,8.0,152.0,38.0,39.0,3.0,1.0,339.0,17.0,4.0,2.0,67.0,4.0,7.0,19.0,170.0,10.0,7.0,14.0,8.0,1.0,34.0,2.0,8.0,6.0,1.0,,31.0,57.0,136.0,,,25.0,1.0,25.0,86.0,8.0,6.0,4.0,1.0,146.0,36.0,16.0,18.0,232.0,15.0,0.0,,,1.0,16.0,,2.0,,1.0,1.0,,3.0,,,2.0,,,,16.0,,,2.0,,1.0,2.0,4.0,,,,6.0,,3.0,1.0,1.0,45.0,,12.0,,1.0,,9.0,,2.0,1.0,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,2.0,9.0,,,,,,
USA_MLS_Next_Pro,2025,North Texas SC,741wavjzdmc04j4i8a3chq9zo,D. Baran,Forward,36,16.0,136.0,12.0,109.0,98.0,13.0,2.0,,759.0,43.0,22.0,22.0,76.0,6.0,9.0,24.0,135.0,10.0,2.0,25.0,20.0,1.0,79.0,19.0,7.0,17.0,1.0,6.0,68.0,47.0,103.0,11.0,1.0,32.0,23.0,27.0,45.0,20.0,22.0,7.0,8.0,108.0,34.0,31.0,48.0,296.0,36.0,0.0,12.0,4.0,,6.0,2.0,5.0,1.0,2.0,,,11.0,1.0,1.0,6.0,,,,5.0,6.0,1.0,2.0,,13.0,8.0,10.0,1.0,7.0,1.0,3.0,1.0,20.0,5.0,6.0,42.0,,13.0,1.0,12.0,,1.0,,1.0,11.0,5.0,6.0,13.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,30.0,38.0,1.0,2.0,1.0,,,
USA_MLS_Next_Pro,2025,North Texas SC,3knmizymix8dlzc4b2drj0avo,J. Bulkeley,Defender,5,13.0,486.0,5.0,428.0,64.0,202.0,1.0,1.0,821.0,5.0,1.0,,86.0,2.0,6.0,24.0,429.0,10.0,2.0,14.0,11.0,,38.0,2.0,39.0,9.0,13.0,,19.0,74.0,398.0,,,21.0,4.0,58.0,342.0,11.0,15.0,9.0,1.0,372.0,172.0,21.0,17.0,580.0,40.0,0.0,,,,30.0,,,,,,,19.0,,8.0,7.0,27.0,1.0,,,2.0,,1.0,27.0,1.0,2.0,,,4.0,,34.0,,3.0,12.0,1.0,38.0,,18.0,,,,10.0,,15.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,1.0,38.0,,,,,,
USA_MLS_Next_Pro,2025,North Texas SC,agzqvqkz5w4qpgycx9nb6woic,G. Cangiano,Forward,9,3.0,20.0,1.0,12.0,12.0,3.0,,,105.0,6.0,3.0,1.0,2.0,2.0,1.0,7.0,15.0,10.0,1.0,2.0,2.0,,11.0,5.0,2.0,1.0,,,8.0,4.0,11.0,1.0,,3.0,7.0,8.0,10.0,2.0,3.0,2.0,2.0,7.0,7.0,5.0,6.0,37.0,8.0,0.0,1.0,,,1.0,,,,,,,3.0,,,3.0,,,,,,,,,2.0,,,1.0,,,1.0,,1.0,,1.0,6.0,,1.0,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
USA_MLS_Next_Pro,2025,North Texas SC,608d9yxcn99up33girsspyaga,A. Carrera,Goalkeeper,13,3.0,154.0,,94.0,60.0,32.0,,,360.0,,,,20.0,,,2.0,139.0,10.0,,,4.0,,2.0,,5.0,,,,,20.0,60.0,,,36.0,,60.0,74.0,4.0,5.0,4.0,,88.0,102.0,2.0,,192.0,37.0,0.0,,,,34.0,1.0,,,1.0,,,2.0,,19.0,2.0,5.0,1.0,,,2.0,,,17.0,,1.0,,,,,58.0,,,,,,,23.0,,,,,,38.0,,,,,,,,,,,,6.0,13.0,,,7.0,3.0,3.0,4.0,,1.0,,,,,,,,,,,,,14.0,,11.0,1.0,,,,,
USA_MLS_Next_Pro,2025,North Texas SC,4f0zvh7icqyfwv6buoq9zd5w4,I. Charles,Midfielder,45,19.0,462.0,14.0,394.0,89.0,179.0,7.0,1.0,869.0,22.0,4.0,1.0,147.0,2.0,30.0,25.0,431.0,10.0,23.0,35.0,11.0,3.0,83.0,3.0,49.0,2.0,10.0,22.0,57.0,73.0,337.0,,7.0,44.0,2.0,68.0,250.0,11.0,19.0,10.0,3.0,364.0,169.0,46.0,37.0,625.0,47.0,0.0,,,2.0,57.0,,1.0,2.0,,1.0,,26.0,1.0,5.0,11.0,13.0,,,,,,5.0,13.0,1.0,3.0,5.0,,7.0,,43.0,1.0,7.0,15.0,3.0,41.0,,22.0,1.0,3.0,1.0,6.0,,14.0,,4.0,,1.0,0.0,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,64.0,,33.0,1.0,,1.0,,,
USA_MLS_Next_Pro,2025,North Texas SC,ax85rd5ngtjl6iqnalyw6pgk4,M. Cisset,Defender,4,38.0,1184.0,33.0,1045.0,162.0,209.0,16.0,3.0,1744.0,49.0,7.0,,230.0,3.0,42.0,67.0,1099.0,10.0,27.0,73.0,22.0,10.0,175.0,8.0,103.0,21.0,35.0,6.0,122.0,511.0,970.0,,,68.0,12.0,139.0,815.0,22.0,47.0,21.0,2.0,963.0,387.0,111.0,64.0,1485.0,81.0,0.0,1.0,1.0,,75.0,,,1.0,,1.0,,53.0,,15.0,38.0,54.0,,,,9.0,,8.0,54.0,2.0,2.0,,1.0,15.0,,72.0,1.0,11.0,15.0,4.0,77.0,,58.0,,,1.0,19.0,,37.0,6.0,,,1.0,0.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,222.0,9.0,100.0,,,1.0,,,
USA_MLS_Next_Pro,2025,North Texas SC,6agfr3usj1pblrbq2i9mdpmcq,M. Collodi,Goalkeeper,30,5.0,56.0,,39.0,17.0,13.0,,,180.0,,,,2.0,,,2.0,49.0,10.0,,1.0,2.0,,3.0,,5.0,1.0,,,1.0,7.0,25.0,,,20.0,,17.0,37.0,2.0,5.0,2.0,,36.0,36.0,3.0,,87.0,7.0,0.0,,,,14.0,,,,,,,2.0,,1.0,2.0,4.0,,,,,,,14.0,,1.0,,,,,15.0,,,,,,,10.0,,,,,,7.0,,,,,,,,,,,,4.0,7.0,,3.0,3.0,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,6.0,,4.0,,,,,,
USA_MLS_Next_Pro,2025,North Texas SC,6ys816g4gz5sh9km0ijhsc26s,J. Contreras,Midfielder,17,25.0,598.0,38.0,486.0,213.0,129.0,26.0,,1257.0,98.0,36.0,20.0,319.0,6.0,29.0,91.0,580.0,10.0,16.0,48.0,27.0,12.0,156.0,22.0,16.0,7.0,2.0,11.0,146.0,148.0,466.0,15.0,1.0,71.0,57.0,112.0,170.0,27.0,31.0,11.0,12.0,468.0,166.0,51.0,105.0,866.0,111.0,2.0,4.0,3.0,7.0,20.0,2.0,5.0,2.0,2.0,,,10.0,,,3.0,,,,9.0,6.0,1.0,,,24.0,24.0,9.0,9.0,13.0,1.0,21.0,1.0,23.0,7.0,16.0,155.0,1.0,21.0,1.0,3.0,2.0,12.0,2.0,4.0,10.0,1.0,3.0,16.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,243.0,127.0,126.0,4.0,1.0,1.0,,,
