root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Touches,Successful Short Passes,Starts,Blocks,Successful Passes Opposition Half,PutThrough/Blocked Distribution,Appearances,Unsuccessful Passes Own Half,Tackles Lost,Tackles Won,Unsuccessful Short Passes,Total Tackles,Unsuccessful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution Won,Index,Clean Sheets,Games Played,Total Clearances,Total Passes,Total Losses Of Possession,Successful Long Passes,Ground Duels,Rightside Passes,Successful Open Play Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Leftside Passes,Forward Passes,Interceptions,Successful Passes Own Half,Unsuccessful Launches,Duels won,Unsuccessful Long Passes,Backward Passes,Winning Goal,Ground Duels lost,GK Unsuccessful Distribution,Goals Conceded,Saves Made from Inside Box,Successful Launches,Duels lost,Goal Kicks,Aerial Duels,Saves Made,Catches,Goals Conceded Outside Box,Saves Made from Outside Box,Drops,Aerial Duels won,Saves made - parried,Punches,Goals Conceded Inside Box,GK Successful Distribution,Substitute On,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Total Fouls Won,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Dribbles,Times Tackled,Substitute Off,Foul Attempted Tackle,Total Fouls Conceded,Key Passes (Attempt Assists),Offsides,Aerial Duels lost,Corners Won,Successful Crosses & Corners,Goal Assists,Successful Crosses open play,Assists (Intentional),Successful Dribbles,Overruns,Throw Ins to Opposition Player,Yellow Cards,Handballs conceded,Corners Taken (incl short corners),Right Foot Goals,Unsuccessful Corners into Box,Shots Off Target (inc woodwork),Successful Corners into Box,Attempts from Set Pieces,Shots On Target ( inc goals ),Goals,Goals from Inside Box,Total Shots,Home Goals,Away Goals,Blocked Shots,Through balls,Foul Won Penalty,Penalties Taken,Headed Goals,Unsuccessful lay-offs,Penalty Goals,Left Foot Goals,Goals from Outside Box,Hit Woodwork,Last Player Tackle,Penalties Conceded,Goalkeeper Smother,Saves from Penalty,Penalties Faced,Penalties Saved,Red Cards - 2nd Yellow,Total Red Cards,Second Goal Assists,Penalty Goals Conceded,Clearances Off the Line,Straight Red Cards,Saves made - caught,Penalties Off Target,Own Goal Scored,Crosses not Claimed
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,7e6yfbpspg1vzcaa7rw5dameh,M. Amundsen,Defender,18,177.0,125.0,2.0,1.0,50.0,1.0,5.0,5.0,1.0,5.0,9.0,6.0,13.0,7.0,1.0,10.0,,5.0,4.0,147.0,22.0,4.0,9.0,51.0,127.0,12.0,129.0,145.0,182.0,18.0,18.0,22.0,58.0,5.0,79.0,5.0,13.0,9.0,16.0,0.0,2.0,,1.0,,1.0,5.0,,9.0,,,,,,6.0,,,1.0,,3.0,,,3.0,,4.0,,,1.0,1.0,,1.0,1.0,,3.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,48x7ll37uv2jck8ibaenqk3ro,M. Arfsten,Midfielder,27,282.0,156.0,5.0,1.0,97.0,15.0,5.0,6.0,,4.0,20.0,4.0,30.0,14.0,9.0,10.0,,5.0,4.0,186.0,57.0,5.0,33.0,59.0,161.0,25.0,161.0,186.0,423.0,25.0,41.0,24.0,39.0,2.0,68.0,3.0,19.0,5.0,64.0,0.0,19.0,,5.0,,1.0,22.0,,8.0,,,,,,5.0,,,5.0,,,11.0,11.0,15.0,5.0,16.0,,7.0,13.0,4.0,1.0,1.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,5.0,,2.0,,,,,,4.0,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,4bjmhb55kv6xfixdff153gudx,R. Camacho,Defender,4,413.0,309.0,5.0,3.0,96.0,6.0,5.0,11.0,2.0,2.0,19.0,4.0,23.0,7.0,3.0,10.0,1.0,5.0,18.0,358.0,37.0,15.0,14.0,92.0,309.0,20.0,324.0,343.0,435.0,34.0,23.0,106.0,140.0,13.0,228.0,10.0,11.0,15.0,20.0,0.0,7.0,,5.0,,4.0,12.0,,9.0,,,,,,4.0,,,5.0,,,,,2.0,2.0,1.0,,,1.0,1.0,2.0,4.0,2.0,,5.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,5dtht84403e1u5nnm9kjrjpwp,D. Chambost,Midfielder,7,74.0,45.0,1.0,,30.0,5.0,3.0,,,1.0,6.0,1.0,10.0,2.0,4.0,10.0,,3.0,,55.0,15.0,3.0,3.0,9.0,48.0,3.0,48.0,55.0,69.0,7.0,6.0,14.0,12.0,,19.0,,3.0,1.0,20.0,0.0,1.0,,1.0,,,3.0,,3.0,,,,,,1.0,,,1.0,,2.0,2.0,3.0,4.0,,,2.0,,1.0,1.0,,,3.0,,2.0,,1.0,,,,1.0,1.0,,,,2.0,,1.0,,1.0,,2.0,1.0,1.0,2.0,1.0,0.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,a487dmcrtdak032ab6slynlxx,Y. Cheberko,Defender,21,280.0,202.0,3.0,2.0,97.0,4.0,5.0,8.0,1.0,3.0,18.0,4.0,17.0,6.0,2.0,10.0,,5.0,4.0,233.0,31.0,7.0,13.0,85.0,199.0,13.0,209.0,222.0,284.0,24.0,20.0,38.0,88.0,14.0,112.0,4.0,11.0,6.0,22.0,0.0,7.0,,4.0,,2.0,9.0,,7.0,,,,,,5.0,,,4.0,,2.0,1.0,1.0,2.0,,6.0,,1.0,2.0,2.0,,1.0,1.0,,2.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,49rr75teem0kobuhr4cesh756,M. Farsi,Defender,23,275.0,177.0,4.0,2.0,129.0,8.0,5.0,8.0,1.0,3.0,13.0,4.0,16.0,9.0,4.0,10.0,1.0,5.0,3.0,199.0,42.0,2.0,20.0,14.0,179.0,20.0,179.0,199.0,405.0,20.0,28.0,65.0,41.0,,55.0,6.0,11.0,7.0,79.0,0.0,11.0,,4.0,,1.0,17.0,,8.0,,,,,,2.0,,,4.0,,1.0,4.0,4.0,13.0,4.0,18.0,,2.0,9.0,,1.0,2.0,6.0,,6.0,3.0,5.0,2.0,5.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,dyv4gls8evw1fkei1zofev21g,T. Habroune,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,aggjh662fgl2me6slzt0ll8t1,N. Hagen,Goalkeeper,1,97.0,51.0,3.0,,6.0,,3.0,5.0,,,1.0,,13.0,2.0,,10.0,1.0,3.0,3.0,79.0,19.0,10.0,2.0,8.0,41.0,22.0,61.0,52.0,270.0,18.0,5.0,14.0,57.0,,55.0,8.0,5.0,17.0,,0.0,,2.0,3.0,3.0,7.0,,16.0,3.0,5.0,,,2.0,1.0,3.0,3.0,1.0,3.0,19.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,8aao79b1g77c5jhp1n0w60xrd,C. Hernández,Forward,9,288.0,99.0,5.0,1.0,92.0,11.0,5.0,5.0,,,42.0,,59.0,10.0,5.0,10.0,,5.0,3.0,169.0,108.0,13.0,42.0,49.0,109.0,15.0,112.0,166.0,427.0,57.0,51.0,35.0,58.0,6.0,25.0,4.0,13.0,15.0,27.0,1.0,32.0,,5.0,,1.0,38.0,,9.0,,,,,,3.0,,,5.0,,,7.0,7.0,20.0,8.0,4.0,3.0,10.0,28.0,1.0,1.0,3.0,10.0,3.0,6.0,5.0,5.0,3.0,5.0,3.0,2.0,1.0,,,,,2.0,,7.0,,3.0,12.0,4.0,3.0,19.0,4.0,0.0,6.0,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Columbus Crew,Columbus_Crew,djkuhn3q1q78zwuj0xybxvgiy,A. Herrera,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
