liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,Louisville City FC,42hi96pvzz8f69ixlcncn0549,K. Adams,Defender,32,2.0,2795.0,6.0,1340.0,49.0,50.0,,1.0,236.0,,94.0,362.0,7.0,21.0,147.0,6.0,43.0,804.0,8.0,92.0,1.0,7.0,330.0,7.0,1487.0,6.0,137.0,657.0,34.0,,32.0,155.0,568.0,8.0,256.0,4.0,1749.0,43.0,175.0,30.0,105.0,12.0,8.0,920.0,4.0,10.0,46.0,,11.0,1.0,5.0,31.0,177.0,10.0,27.0,,,32.0,,5.0,144.0,230.0,1817.0,89.0,99.0,33.0,13.0,1.0,40.0,1.0,4.0,10.0,3.0,2184.0,34.0,,1432.0,74.0,16.0,1.0,3.0,100.0,7.0,,0.0,1.0,0.0,,,1.0,2.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,bst0cnba7qhy8yea6hng4enyt,W. Charpie,Defender,6,1.0,2451.0,4.0,1102.0,45.0,38.0,,,181.0,,50.0,326.0,4.0,25.0,115.0,9.0,30.0,607.0,7.0,93.0,,13.0,279.0,6.0,1217.0,8.0,98.0,498.0,29.0,,32.0,144.0,455.0,13.0,262.0,2.0,1452.0,48.0,135.0,27.0,93.0,11.0,4.0,765.0,2.0,5.0,31.0,,12.0,,6.0,25.0,174.0,10.0,19.0,,,19.0,,6.0,88.0,192.0,1496.0,74.0,83.0,22.0,10.0,3.0,52.0,3.0,2.0,5.0,1.0,1828.0,29.0,,1178.0,54.0,17.0,4.0,3.0,129.0,6.0,,,,0.0,,,1.0,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,dgpphcc9ql3pv3b4chhchml90,O. Damm,Defender,67,1.0,144.0,,27.0,8.0,2.0,,,13.0,1.0,,27.0,,2.0,2.0,1.0,4.0,14.0,1.0,11.0,,1.0,11.0,,29.0,,3.0,12.0,4.0,,2.0,3.0,25.0,,7.0,3.0,40.0,3.0,8.0,1.0,,2.0,1.0,5.0,,2.0,4.0,,,,9.0,1.0,3.0,10.0,5.0,,,4.0,1.0,8.0,2.0,20.0,40.0,3.0,10.0,,,1.0,,1.0,2.0,5.0,,73.0,4.0,,29.0,5.0,1.0,1.0,3.0,7.0,,,,,0.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,d2ny0huv78m4m6p65y8eou7oq,T. Davila,Midfielder,17,6.0,2958.0,21.0,1121.0,133.0,22.0,,,293.0,5.0,15.0,424.0,7.0,15.0,153.0,8.0,39.0,494.0,20.0,256.0,1.0,1.0,235.0,19.0,1274.0,9.0,138.0,305.0,34.0,1.0,34.0,71.0,865.0,49.0,515.0,2.0,1449.0,123.0,164.0,32.0,44.0,34.0,18.0,433.0,18.0,61.0,43.0,2.0,2.0,6.0,79.0,28.0,204.0,10.0,61.0,3.0,,35.0,4.0,17.0,37.0,270.0,1509.0,25.0,155.0,5.0,40.0,24.0,15.0,5.0,27.0,58.0,4.0,2046.0,34.0,1.0,1224.0,9.0,67.0,6.0,24.0,195.0,41.0,14.0,3.0,3.0,0.0,5.0,5.0,,,,,8.0,,16.0,67.0,1.0,43.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,8ji7rdv7551irvuu5e0q3m9jp,P. DelPiccolo,Midfielder,36,3.0,1334.0,2.0,322.0,58.0,24.0,,,136.0,,18.0,179.0,2.0,12.0,12.0,5.0,15.0,203.0,20.0,94.0,,,128.0,3.0,334.0,2.0,54.0,99.0,29.0,,31.0,32.0,227.0,14.0,95.0,12.0,445.0,36.0,96.0,17.0,29.0,11.0,8.0,115.0,6.0,19.0,18.0,2.0,3.0,,17.0,18.0,74.0,10.0,18.0,,,22.0,,5.0,42.0,116.0,462.0,14.0,82.0,2.0,5.0,8.0,15.0,3.0,5.0,12.0,3.0,646.0,29.0,1.0,319.0,1.0,22.0,15.0,4.0,65.0,2.0,11.0,,,0.0,,,,,,,,,4.0,15.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,Defender,13,3.0,1970.0,1.0,537.0,42.0,28.0,4.0,,181.0,3.0,44.0,389.0,4.0,28.0,37.0,3.0,19.0,387.0,10.0,109.0,,57.0,238.0,8.0,574.0,11.0,111.0,250.0,25.0,,24.0,87.0,324.0,18.0,34.0,3.0,785.0,67.0,151.0,22.0,70.0,11.0,11.0,263.0,1.0,18.0,21.0,2.0,4.0,,43.0,35.0,98.0,10.0,29.0,1.0,,24.0,2.0,41.0,72.0,211.0,812.0,38.0,70.0,5.0,9.0,13.0,29.0,11.0,14.0,16.0,2.0,1340.0,25.0,9.0,549.0,161.0,29.0,2.0,12.0,141.0,10.0,,,,0.0,,,,3.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,emiq4v6xraqnmzkhzavbrmwpg,C. Elder,Forward,71,,5.0,,,1.0,,,,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,10.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,hglsr5ybsi6bsl178ge0c31m,D. Faundez,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,Midfielder,12,,2482.0,,965.0,53.0,19.0,1.0,,145.0,2.0,24.0,285.0,6.0,19.0,76.0,4.0,33.0,409.0,12.0,102.0,,,234.0,5.0,1041.0,8.0,73.0,332.0,36.0,,25.0,73.0,506.0,16.0,345.0,8.0,1230.0,49.0,161.0,28.0,62.0,19.0,9.0,537.0,4.0,8.0,34.0,1.0,10.0,,6.0,31.0,174.0,10.0,38.0,,,9.0,1.0,6.0,43.0,178.0,1275.0,36.0,72.0,11.0,5.0,2.0,25.0,1.0,2.0,19.0,1.0,1520.0,36.0,,996.0,,25.0,11.0,3.0,189.0,5.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Louisville City FC,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,Defender,23,2.0,2083.0,16.0,476.0,73.0,60.0,,,243.0,6.0,31.0,310.0,1.0,37.0,19.0,,25.0,174.0,8.0,152.0,5.0,10.0,166.0,12.0,495.0,6.0,110.0,204.0,27.0,5.0,15.0,23.0,330.0,15.0,113.0,4.0,658.0,79.0,143.0,23.0,41.0,24.0,6.0,166.0,7.0,17.0,29.0,5.0,2.0,5.0,8.0,21.0,95.0,10.0,40.0,,1.0,79.0,4.0,8.0,91.0,133.0,661.0,15.0,133.0,3.0,28.0,1.0,8.0,1.0,12.0,44.0,4.0,1065.0,27.0,8.0,494.0,33.0,21.0,8.0,22.0,170.0,21.0,9.0,4.0,1.0,0.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
