liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,Inter Miami CF II,d22cxgsxcqm0yqhanvcvl0ahg,C. Abadia-Reda,Defender,76,28.0,34.0,78.0,,,4.0,,10.0,9.0,2.0,1.0,1.0,1.0,2.0,14.0,2.0,28.0,1.0,8.0,1.0,18.0,,5.0,5.0,,6.0,1.0,1.0,,,2.0,,14.0,,6.0,34.0,5.0,2.0,6.0,2.0,1.0,,2.0,,,1.0,1.0,3.0,23.0,54.0,,4.0,,10.0,,3.0,0.0,,1.0,,,,,,,5.0,,,,1.0,3.0,,,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,bh3mg1icbfj4hm1ejepvdjbo,N. Almeida,Defender,46,82.0,92.0,90.0,1.0,,9.0,,9.0,6.0,,1.0,1.0,2.0,,63.0,3.0,84.0,1.0,5.0,1.0,3.0,,38.0,2.0,,2.0,1.0,1.0,,,,,21.0,,8.0,90.0,3.0,45.0,4.0,2.0,,,3.0,,1.0,,,,76.0,98.0,,,,10.0,,3.0,0.0,,1.0,4.0,,,,,,8.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,9hxomhr5g6zy05ei4z4lhrklw,S. Basabe,Defender,51,42.0,55.0,102.0,3.0,1.0,9.0,,15.0,10.0,2.0,2.0,3.0,2.0,2.0,32.0,5.0,45.0,2.0,17.0,2.0,27.0,,17.0,9.0,1.0,12.0,1.0,1.0,,,3.0,,14.0,1.0,10.0,52.0,3.0,1.0,6.0,5.0,1.0,1.0,4.0,,1.0,1.0,,2.0,43.0,80.0,1.0,7.0,1.0,10.0,,8.0,0.0,,3.0,4.0,,,1.0,,,2.0,,,,1.0,3.0,,,2.0,2.0,4.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,8l4bqb8gtyzqpx3pti200phqs,Y. Cohen,Midfielder,90,16.0,23.0,179.0,3.0,1.0,6.0,5.0,18.0,9.0,5.0,2.0,,1.0,2.0,9.0,1.0,20.0,2.0,14.0,2.0,8.0,4.0,2.0,8.0,,13.0,2.0,2.0,1.0,1.0,2.0,4.0,11.0,,3.0,19.0,,4.0,2.0,6.0,2.0,,4.0,3.0,1.0,7.0,1.0,1.0,20.0,51.0,,7.0,,10.0,1.0,6.0,1.0,2.0,2.0,1.0,,,,,2.0,,,1.0,2.0,,,2.0,0.0,3.0,3.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,6lsvk9o6d581sd33g38mr6904,G. Ferraina,Defender,94,147.0,172.0,180.0,3.0,2.0,9.0,1.0,23.0,6.0,,2.0,1.0,2.0,,116.0,3.0,151.0,3.0,8.0,2.0,59.0,,71.0,4.0,,5.0,2.0,1.0,1.0,,,,35.0,2.0,21.0,168.0,10.0,36.0,14.0,3.0,,,10.0,,1.0,,,,129.0,193.0,,2.0,,10.0,,4.0,0.0,,,7.0,2.0,,2.0,,,22.0,,,,1.0,12.0,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,9z7fz0c95ib7oniguzwbihs0k,A. Flores,Midfielder,79,22.0,28.0,110.0,1.0,,5.0,1.0,13.0,10.0,4.0,2.0,1.0,1.0,,6.0,2.0,24.0,2.0,11.0,2.0,12.0,2.0,2.0,7.0,,9.0,2.0,1.0,,,,1.0,19.0,1.0,4.0,26.0,,4.0,3.0,3.0,2.0,,2.0,,,1.0,2.0,3.0,24.0,47.0,,6.0,1.0,10.0,,4.0,0.0,,2.0,1.0,,,,,,,,,,,2.0,,,3.0,1.0,,,1.0,1.0,,,1.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,5jok5ffdlqbjjzysdj4d0lp1w,V. Fung,Defender,68,7.0,9.0,18.0,1.0,,1.0,,4.0,,1.0,1.0,,,1.0,3.0,,7.0,,2.0,1.0,,,5.0,2.0,1.0,2.0,,,,,1.0,,4.0,,2.0,9.0,,4.0,2.0,,,,,,1.0,,,,6.0,14.0,,2.0,,10.0,,,0.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,c1fvknrf94i05q738d5r7vmdw,T. Hall,Defender,26,55.0,71.0,162.0,2.0,2.0,7.0,,17.0,23.0,2.0,2.0,3.0,1.0,1.0,43.0,4.0,59.0,1.0,13.0,2.0,2.0,1.0,23.0,4.0,,9.0,2.0,,,,1.0,,16.0,1.0,12.0,67.0,4.0,23.0,8.0,6.0,,,8.0,,,1.0,1.0,,56.0,93.0,,3.0,,10.0,,9.0,0.0,,5.0,4.0,,,,,,3.0,2.0,,,,5.0,,,,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,78837xw5xvx9xeystdzy6cc2c,S. Ledesma,Midfielder,78,4.0,6.0,38.0,2.0,1.0,1.0,,2.0,1.0,,2.0,1.0,,,1.0,1.0,4.0,2.0,4.0,2.0,1.0,,4.0,1.0,2.0,3.0,,2.0,,,,,3.0,,2.0,6.0,1.0,,1.0,2.0,,,2.0,,1.0,,,,3.0,10.0,,1.0,,10.0,,3.0,0.0,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Inter Miami CF II,1b1ys4bvwai22bk9l9c6f4wt0,M. Marin,Goalkeeper,61,48.0,77.0,180.0,3.0,,8.0,,10.0,,,2.0,,,,63.0,,67.0,,2.0,2.0,11.0,,35.0,,,2.0,2.0,,,,,,4.0,,10.0,55.0,3.0,31.0,,2.0,,,16.0,,1.0,,,1.0,54.0,100.0,,,,10.0,,2.0,0.0,,2.0,10.0,,,2.0,,,13.0,,,,,2.0,,,,,,,5.0,,,,,,,,,,,,,,,,14.0,1.0,19.0,,,5.0,3.0,10.0,7.0,1.0,2.0,,,,,,,,2.0,,,,,,,,,
