liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
USA_US_Open_Cup,2014,Atlanta Silverbacks,ef4n4kvk55ilao8tx625gjo45,E. Ati,Goalkeeper,,1,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,dzrt6slcyqx6cg2s9yz8p4pud,Abdulrahman Bangura,Defender,,1,0,0,0,0,0,1,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,ekd5grsk9i1ls5dt273gh1fbp,E. Burgos,Midfielder,,4,3,0,0,0,0,0,2
USA_US_Open_Cup,2014,Atlanta Silverbacks,6e6d5c28lo7xskolao47cx61h,R. Canovas,Defender,,3,0,1,0,0,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,5l7a9tarn64g617l3gl0dog5x,B. Carr,Midfielder,,3,0,0,1,1,0,1,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,cydgnvthy0f182u5l1awwlmfp,D. Carrillo,Goalkeeper,,3,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,47gj2myyyqetrm8sxakfxgjpx,P. Cruz,Midfielder,,3,0,0,0,0,0,0,3
USA_US_Open_Cup,2014,Atlanta Silverbacks,7uxy0em7vvd4cu133nrnzqa51,J. Chávez,Attacker,,3,3,0,1,1,0,0,1
USA_US_Open_Cup,2014,Atlanta Silverbacks,3w03n14bsn4w989a2ys6s5vx1,M. Garcia,Defender,,1,0,0,0,0,0,1,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,4id0nrrejc3n3mmpqf5l910b9,B. Gavin,Midfielder,,4,0,0,0,0,0,0,2
USA_US_Open_Cup,2014,Atlanta Silverbacks,46vy2qjt9v564wrn428kg2u39,J. Gonzalez,Midfielder,,3,0,0,1,1,0,2,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,9qb3uawucf6l5ae6g10xmhsk5,K. Gulley,Attacker,,1,0,0,0,0,0,1,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,8jxpwn0i3akforwkvlo6vaymt,T. Hunter,Goalkeeper,,0,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,datxhoehifbxwbcejcn8q8edx,R. Roushandel,Defender,,1,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,9hlvocke8jgk6clguapahqbbp,D. McCaulay,Attacker,,4,2,0,0,0,0,2,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,4739lrffb6fuo3o6fzzrq4n9x,A. Navarro,Defender,,3,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,84rv5k5sfzi3tzicmrqum69qt,A. Harlley,Attacker,,4,0,1,0,0,0,4,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,b7ec50ispfx8i14nt3rv7jxsl,K. Poku,Midfielder,,3,1,1,1,1,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,b4c3yt4qreerkylgsaktad13p,M. Randolph,Defender,,4,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,db0kz46fdgzqu9npm85mzrcut,B. Reiss,Defender,,2,0,0,0,0,0,0,1
USA_US_Open_Cup,2014,Atlanta Silverbacks,84j3toj51ajpie9q0msa5s82d,J. Rivera,Midfielder,,0,0,0,0,0,0,0,0
USA_US_Open_Cup,2014,Atlanta Silverbacks,cdc4axip2o5gxrw7hx4wd6ml1,J. Sandoval,Midfielder,,4,1,1,0,0,0,0,2
USA_US_Open_Cup,2014,Atlanta Silverbacks,8o6r2xt9vdhp9geer47q2bzyt,F. Sousa,Defender,,1,0,1,0,0,0,0,1
