liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,Minnesota United FC,1w1bsi9t9fl2xnsdj96h67vf9,M. Boxall,Defender,15,2.0,1.0,1.0,6.0,,3.0,,,2.0,1.0,3.0,1.0,1.0,4.0,1.0,20.0,2.0,,20.0,2.0,3.0,,2.0,,,,24.0,1.0,,2.0,110.0,,22.0,5.0,11.0,,14.0,,1.0,1.0,,3.0,1.0,3.0,42.0,,1.0,,8.0,1.0,3.0,1.0,1.0,2.0,10.0,2.0,1.0,,,22.0,1.0,3.0,0.0,1.0,,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,aqqjtiyr2nayy6rjq6wxk6ec4,M. Duggan,Defender,23,2.0,7.0,3.0,40.0,,2.0,,,3.0,4.0,9.0,5.0,,36.0,2.0,105.0,11.0,,101.0,2.0,7.0,2.0,9.0,,4.0,,117.0,2.0,1.0,7.0,225.0,,106.0,11.0,34.0,,73.0,,7.0,,,11.0,,5.0,139.0,,,1.0,33.0,,5.0,,3.0,3.0,10.0,5.0,6.0,,,116.0,,4.0,0.0,1.0,2.0,,2.0,,9.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,5ak7b1de78143s2mutcbtwpka,J. Díaz,Defender,28,14.0,15.0,3.0,45.0,,5.0,,,3.0,6.0,7.0,7.0,,9.0,6.0,95.0,21.0,,93.0,2.0,6.0,2.0,11.0,,4.0,,120.0,,1.0,13.0,220.0,1.0,99.0,21.0,60.0,,54.0,,5.0,,,28.0,4.0,4.0,148.0,3.0,,,46.0,8.0,4.0,,2.0,3.0,10.0,6.0,14.0,,2.0,116.0,4.0,8.0,0.0,2.0,,,2.0,,5.0,,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,2y815of4aqzx3ipbtwww5e87o,O. Gene,Midfielder,30,14.0,4.0,2.0,30.0,,3.0,,,3.0,1.0,1.0,,1.0,26.0,10.0,86.0,5.0,,85.0,1.0,14.0,1.0,15.0,,,,92.0,2.0,3.0,4.0,176.0,1.0,87.0,15.0,22.0,,48.0,,,1.0,1.0,9.0,1.0,3.0,119.0,2.0,1.0,,39.0,4.0,3.0,1.0,,3.0,10.0,2.0,5.0,,1.0,91.0,2.0,11.0,0.0,1.0,3.0,,6.0,,2.0,,3.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,d1e82ijf1k8jt10dxrrqfslw5,J. Gressel,Midfielder,24,6.0,17.0,2.0,30.0,,7.0,4.0,,3.0,,2.0,3.0,2.0,10.0,6.0,57.0,14.0,,51.0,1.0,16.0,1.0,5.0,,,3.0,73.0,,3.0,1.0,147.0,,59.0,8.0,17.0,1.0,31.0,1.0,1.0,1.0,3.0,19.0,,3.0,93.0,,2.0,,30.0,,3.0,6.0,1.0,3.0,10.0,8.0,11.0,3.0,,68.0,3.0,7.0,0.0,1.0,,,2.0,,1.0,,2.0,,,,,,,,,,1.0,2.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,3ybnbzd94ggt62wtqhtnbb1be,C. Harvey,Midfielder,67,10.0,6.0,1.0,20.0,,9.0,,3.0,3.0,1.0,7.0,3.0,3.0,14.0,7.0,57.0,7.0,,56.0,5.0,11.0,,7.0,,2.0,,64.0,1.0,1.0,5.0,143.0,1.0,57.0,17.0,19.0,,26.0,,2.0,2.0,2.0,14.0,1.0,5.0,96.0,1.0,,,31.0,3.0,5.0,4.0,,3.0,10.0,1.0,4.0,,1.0,64.0,2.0,12.0,0.0,,1.0,,2.0,,6.0,1.0,1.0,,1.0,,,,1.0,,0.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,2kbrmfus4tm46st9000rm68h6,L. Hille,Midfielder,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,7hhgmdjmj8r2qjcehuawjtht6,B. Hlongwane,Forward,21,19.0,16.0,2.0,26.0,,14.0,,5.0,3.0,2.0,5.0,2.0,6.0,5.0,11.0,42.0,16.0,,40.0,,10.0,1.0,12.0,,2.0,,58.0,3.0,4.0,13.0,190.0,3.0,42.0,24.0,17.0,2.0,7.0,,5.0,1.0,1.0,29.0,,4.0,105.0,5.0,1.0,3.0,35.0,8.0,4.0,2.0,2.0,3.0,10.0,2.0,14.0,2.0,,58.0,4.0,11.0,0.0,,2.0,,6.0,,2.0,2.0,4.0,,1.0,,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,5h73r4bv42whxsvnlq89b89re,K. Keller,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Minnesota United FC,8rjgpjjq3jva18pvh0i74cbf9,R. Lod,Midfielder,17,20.0,10.0,3.0,35.0,,7.0,,,3.0,2.0,6.0,,,29.0,9.0,112.0,12.0,,112.0,3.0,22.0,2.0,8.0,,,,126.0,2.0,4.0,14.0,198.0,2.0,114.0,26.0,40.0,,50.0,1.0,3.0,,3.0,22.0,3.0,3.0,156.0,6.0,,,64.0,11.0,3.0,2.0,,3.0,10.0,2.0,12.0,,1.0,124.0,1.0,12.0,0.0,,,,4.0,,1.0,,4.0,,1.0,,1.0,,,,,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
