liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,Charlotte FC,cbw92qrdwycht8nkkdu4j4kph,H. Afful,Defender,25,13.0,77.0,5.0,509.0,63.0,17.0,588.0,5.0,,11.0,20.0,64.0,94.0,15.0,,29.0,,2.0,127.0,292.0,61.0,22.0,952.0,4.0,23.0,183.0,,55.0,804.0,106.0,3.0,4.0,40.0,11.0,216.0,4.0,3.0,498.0,15.0,1.0,219.0,15.0,599.0,26.0,1.0,7.0,18.0,15.0,3.0,8.0,5.0,5.0,10.0,8.0,18.0,13.0,16.0,480.0,2.0,11.0,92.0,2.0,35.0,3.0,35.0,1.0,5.0,,,5.0,37.0,31.0,4.0,90.0,0.0,2.0,,,,1.0,,,,1.0,11.0,2.0,1.0,1.0,,,3.0,,,,,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Charlotte FC,8vzvcjbccc5skj9e7n5f6vd3o,P. Agyemang,Forward,33,15.0,58.0,,34.0,,6.0,44.0,,1.0,13.0,6.0,9.0,12.0,13.0,,,,3.0,37.0,6.0,30.0,,227.0,17.0,3.0,12.0,,11.0,105.0,17.0,3.0,7.0,37.0,,5.0,12.0,6.0,32.0,6.0,,28.0,13.0,46.0,8.0,3.0,,7.0,1.0,,3.0,15.0,3.0,6.0,,22.0,2.0,28.0,34.0,1.0,1.0,7.0,,22.0,1.0,1.0,2.0,1.0,,,2.0,21.0,3.0,,12.0,0.0,,,,,,1.0,,,,3.0,,,3.0,,,3.0,,,,2.0,,,4.0,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Charlotte FC,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,Midfielder,37,6.0,34.0,2.0,173.0,2.0,11.0,208.0,2.0,,6.0,2.0,31.0,59.0,14.0,,5.0,,1.0,52.0,72.0,20.0,3.0,427.0,17.0,5.0,40.0,1.0,34.0,277.0,53.0,1.0,2.0,20.0,2.0,62.0,12.0,4.0,167.0,10.0,,102.0,14.0,214.0,8.0,4.0,2.0,11.0,1.0,,8.0,8.0,3.0,3.0,,22.0,,14.0,168.0,3.0,2.0,30.0,1.0,12.0,1.0,7.0,8.0,,,,3.0,14.0,12.0,,41.0,1.0,1.0,,,,,2.0,,,,4.0,1.0,,3.0,,,1.0,,,,1.0,,,4.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Charlotte FC,1zmuglf34st6duz1fq8ysv5nu,Andre Shinyashiki,Forward,16,6.0,41.0,7.0,55.0,,6.0,64.0,7.0,,1.0,6.0,20.0,11.0,5.0,,4.0,,1.0,41.0,24.0,38.0,1.0,191.0,11.0,,25.0,,12.0,125.0,14.0,1.0,5.0,26.0,6.0,21.0,3.0,2.0,48.0,6.0,,33.0,5.0,71.0,14.0,2.0,3.0,6.0,,,2.0,2.0,5.0,12.0,,10.0,1.0,3.0,51.0,1.0,2.0,16.0,,24.0,,4.0,1.0,2.0,,,3.0,15.0,3.0,3.0,16.0,0.0,2.0,,,,,,,,1.0,3.0,2.0,,1.0,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Charlotte FC,1dk0bdadfdnycriqp8u21ulpm,B. Bender,Midfielder,15,16.0,115.0,22.0,258.0,3.0,23.0,320.0,21.0,1.0,13.0,13.0,77.0,107.0,17.0,,12.0,,6.0,134.0,97.0,81.0,5.0,911.0,33.0,6.0,44.0,1.0,54.0,505.0,86.0,1.0,10.0,66.0,15.0,86.0,6.0,11.0,255.0,12.0,,171.0,17.0,323.0,36.0,8.0,8.0,15.0,2.0,1.0,10.0,21.0,8.0,22.0,,100.0,10.0,34.0,246.0,1.0,11.0,57.0,,45.0,3.0,11.0,6.0,10.0,,,16.0,49.0,10.0,7.0,65.0,0.0,10.0,,3.0,1.0,1.0,2.0,,,3.0,11.0,8.0,1.0,5.0,2.0,1.0,13.0,,,,3.0,2.0,,5.0,3.0,,,,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Charlotte FC,ahsgqqn4mjj7isq2x0fdkl49,B. Bronico,Midfielder,13,61.0,292.0,22.0,921.0,13.0,64.0,1114.0,22.0,1.0,28.0,43.0,178.0,251.0,33.0,,64.0,2.0,6.0,345.0,427.0,235.0,24.0,2687.0,59.0,33.0,343.0,1.0,168.0,1546.0,204.0,5.0,27.0,173.0,49.0,342.0,2.0,10.0,895.0,41.0,3.0,501.0,33.0,1140.0,91.0,16.0,31.0,47.0,24.0,5.0,26.0,29.0,27.0,46.0,5.0,29.0,19.0,57.0,857.0,4.0,31.0,179.0,9.0,144.0,6.0,51.0,8.0,10.0,,2.0,19.0,119.0,63.0,18.0,219.0,0.0,7.0,,,,1.0,1.0,,,1.0,15.0,7.0,4.0,4.0,1.0,,18.0,,,,1.0,1.0,,17.0,1.0,,3.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Charlotte FC,2q032302ebdlpcuytftf5vpp1,N. Byrne,Defender,14,28.0,240.0,38.0,1149.0,226.0,48.0,1357.0,38.0,1.0,33.0,25.0,222.0,327.0,32.0,,79.0,,1.0,372.0,603.0,170.0,21.0,2690.0,17.0,55.0,291.0,,163.0,2021.0,208.0,7.0,45.0,112.0,41.0,593.0,2.0,6.0,1088.0,44.0,6.0,554.0,32.0,1419.0,95.0,7.0,27.0,50.0,38.0,7.0,24.0,37.0,11.0,19.0,21.0,57.0,11.0,70.0,1070.0,7.0,30.0,181.0,6.0,75.0,6.0,107.0,1.0,3.0,2.0,,8.0,128.0,86.0,14.0,270.0,0.0,8.0,,,,,,,,1.0,10.0,8.0,,5.0,1.0,,11.0,,,,,1.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_MLS,2023,Charlotte FC,603sxl8xsij9kep03px6s85m2,B. Cambridge,Midfielder,36,2.0,18.0,5.0,34.0,1.0,2.0,36.0,5.0,,,1.0,7.0,9.0,9.0,,1.0,,1.0,16.0,13.0,16.0,1.0,128.0,6.0,3.0,1.0,,2.0,73.0,24.0,,6.0,9.0,,2.0,9.0,3.0,34.0,3.0,,23.0,9.0,36.0,9.0,2.0,,3.0,,,1.0,2.0,,4.0,,80.0,,2.0,33.0,1.0,,8.0,,7.0,,,1.0,,,,,9.0,,,2.0,1.0,2.0,,,,,,,,,3.0,2.0,,2.0,,,1.0,,,,2.0,,,,2.0,,1.0,,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,Charlotte FC,e05osqaqqy82h28x58kvjq67d,E. Copetti,Forward,9,47.0,322.0,12.0,352.0,3.0,31.0,512.0,12.0,13.0,63.0,36.0,171.0,135.0,27.0,,9.0,,18.0,350.0,94.0,182.0,5.0,2054.0,105.0,20.0,134.0,1.0,179.0,897.0,167.0,8.0,36.0,201.0,9.0,102.0,3.0,35.0,326.0,31.0,2.0,261.0,27.0,538.0,58.0,14.0,3.0,37.0,,,12.0,77.0,11.0,61.0,1.0,34.0,19.0,140.0,343.0,4.0,24.0,39.0,2.0,124.0,6.0,7.0,2.0,11.0,,,21.0,121.0,27.0,6.0,186.0,0.0,3.0,1.0,,,2.0,3.0,,,2.0,13.0,3.0,1.0,17.0,,,27.0,,8.0,1.0,6.0,1.0,,22.0,6.0,,3.0,,3.0,3.0,,3.0,,,,,,,,,,,,,2.0,,,,,,,
USA_MLS,2023,Charlotte FC,2bxgmxcs4vi15n9pkx80tj8x5,G. Corujo,Defender,4,6.0,35.0,,129.0,,2.0,155.0,,,9.0,6.0,21.0,57.0,6.0,,9.0,1.0,2.0,34.0,112.0,18.0,5.0,357.0,3.0,14.0,37.0,,12.0,201.0,11.0,2.0,1.0,16.0,9.0,56.0,1.0,2.0,123.0,7.0,,17.0,6.0,161.0,10.0,1.0,8.0,7.0,11.0,1.0,1.0,8.0,2.0,1.0,,48.0,2.0,17.0,120.0,1.0,5.0,23.0,2.0,8.0,,20.0,1.0,4.0,,1.0,,19.0,11.0,1.0,32.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
