liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,Colorado Rapids,42eyoeidtcnf2l4eag73qp36y,P. Aaronson,Midfielder,10,7.0,5.0,2.0,7.0,49.0,9.0,1.0,116.0,,67.0,33.0,34.0,119.0,68.0,5.0,,7.0,,13.0,12.0,1.0,60.0,28.0,32.0,,10.0,2.0,,53.0,232.0,,,59.0,9.0,5.0,19.0,70.0,6.0,,1.0,1.0,1.0,1.0,6.0,210.0,147.0,71.0,211.0,2.0,6.0,1.0,,,571.0,6.0,7.0,14.0,58.0,240.0,217.0,8.0,28.0,23.0,359.0,12.0,9.0,,5.0,35.0,,18.0,3.0,0.0,,,4.0,5.0,,1.0,1.0,1.0,,,1.0,10.0,,1.0,2.0,,,1.0,,5.0,8.0,,10.0,4.0,12.0,,3.0,1.0,13.0,3.0,8.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Colorado Rapids,f1oc42nax0yel4gblge49py7e,D. Amadou,Midfielder,45,,,,1.0,2.0,,,1.0,,3.0,1.0,2.0,,6.0,,,1.0,,,,,3.0,1.0,2.0,,10.0,,,4.0,14.0,,,1.0,,,1.0,3.0,,,1.0,,,,2.0,13.0,5.0,9.0,12.0,1.0,1.0,1.0,,,10.0,,,,2.0,15.0,14.0,2.0,,1.0,20.0,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Colorado Rapids,3p7l8nat5o6ry2pmm8hgfnmui,J. Atencio,Midfielder,12,39.0,20.0,19.0,27.0,171.0,8.0,2.0,194.0,4.0,169.0,79.0,90.0,20.0,403.0,14.0,1.0,27.0,1.0,26.0,23.0,3.0,130.0,59.0,71.0,2.0,10.0,29.0,,248.0,994.0,,2.0,98.0,42.0,30.0,123.0,228.0,23.0,15.0,4.0,,,3.0,37.0,812.0,512.0,351.0,826.0,24.0,28.0,3.0,2.0,4.0,1780.0,26.0,19.0,8.0,244.0,1050.0,863.0,52.0,17.0,187.0,1335.0,10.0,10.0,29.0,53.0,150.0,47.0,134.0,2.0,0.0,,,,5.0,,,,,,,,11.0,,,,,,,,5.0,,,11.0,12.0,16.0,1.0,2.0,,5.0,,4.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2025,Colorado Rapids,c2wiaju4etayjlp12x9ba3kkp,C. Awaziem,Defender,6,63.0,30.0,33.0,20.0,39.0,2.0,5.0,225.0,6.0,134.0,58.0,76.0,,348.0,5.0,22.0,20.0,22.0,30.0,25.0,5.0,71.0,28.0,43.0,1.0,10.0,22.0,2.0,220.0,900.0,,2.0,113.0,16.0,8.0,94.0,344.0,20.0,1.0,,,,10.0,61.0,758.0,242.0,563.0,744.0,12.0,13.0,1.0,,3.0,1774.0,99.0,20.0,15.0,158.0,951.0,805.0,25.0,25.0,146.0,1194.0,,,34.0,74.0,106.0,40.0,72.0,5.0,0.0,,1.0,,3.0,1.0,,,,,,,7.0,,,,,,,,9.0,2.0,,6.0,1.0,2.0,2.0,1.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Colorado Rapids,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,Midfielder,23,34.0,14.0,20.0,28.0,186.0,11.0,2.0,316.0,1.0,186.0,100.0,86.0,116.0,322.0,7.0,,28.0,,38.0,32.0,6.0,152.0,86.0,66.0,,10.0,4.0,,281.0,1059.0,,1.0,162.0,53.0,25.0,83.0,305.0,25.0,12.0,3.0,15.0,9.0,1.0,37.0,873.0,593.0,330.0,871.0,12.0,17.0,5.0,2.0,26.0,2205.0,23.0,19.0,20.0,321.0,1094.0,908.0,29.0,71.0,186.0,1496.0,53.0,37.0,7.0,35.0,209.0,30.0,151.0,4.0,0.0,3.0,3.0,18.0,18.0,3.0,3.0,1.0,2.0,1.0,,2.0,28.0,,1.0,2.0,1.0,1.0,3.0,1.0,17.0,15.0,4.0,17.0,19.0,42.0,8.0,8.0,2.0,32.0,13.0,25.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,
USA_MLS,2025,Colorado Rapids,brojcl8p98obldm2m5shg29uy,S. Bassett,Midfielder,18,5.0,4.0,1.0,12.0,29.0,2.0,,26.0,1.0,33.0,18.0,15.0,,37.0,,,12.0,,7.0,7.0,,28.0,14.0,14.0,1.0,10.0,2.0,,15.0,130.0,1.0,1.0,16.0,6.0,1.0,18.0,49.0,3.0,2.0,9.0,,,,2.0,100.0,78.0,22.0,98.0,3.0,6.0,,,3.0,332.0,3.0,4.0,3.0,44.0,130.0,100.0,9.0,10.0,30.0,180.0,3.0,3.0,2.0,2.0,27.0,6.0,28.0,1.0,0.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,2.0,,,2.0,3.0,6.0,1.0,2.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Colorado Rapids,1o5qnb5ktq4u6t11lj3fqntg,A. Beaudry,Goalkeeper,31,,,,1.0,,,,3.0,,,,,,18.0,,8.0,1.0,6.0,3.0,2.0,1.0,,,,,10.0,,,3.0,15.0,,,1.0,,,7.0,,1.0,,,,,,4.0,4.0,3.0,4.0,3.0,,,,,,90.0,,,,16.0,21.0,7.0,,,14.0,31.0,,,8.0,14.0,12.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,3.0,,,,1.0,,,,,,,,,,,,,
USA_MLS,2025,Colorado Rapids,oyfrc7by0bs2xynwaof0xtrd,K. Cabral,Forward,91,18.0,15.0,3.0,18.0,43.0,3.0,2.0,52.0,,90.0,54.0,36.0,,27.0,7.0,,18.0,,14.0,13.0,1.0,72.0,39.0,33.0,,10.0,5.0,,54.0,141.0,,,22.0,21.0,12.0,19.0,21.0,10.0,10.0,8.0,2.0,2.0,1.0,4.0,107.0,81.0,32.0,107.0,6.0,10.0,,,1.0,769.0,5.0,14.0,16.0,81.0,145.0,111.0,16.0,31.0,34.0,279.0,14.0,14.0,,3.0,41.0,7.0,31.0,4.0,0.0,,,,9.0,,,,,,,,5.0,,1.0,,,,,,7.0,3.0,,1.0,4.0,17.0,,5.0,,10.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Colorado Rapids,7vhhtm49u9nzdpc9d60empxxw,Z. Campagnolo,Goalkeeper,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,Colorado Rapids,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,4,36.0,21.0,15.0,28.0,219.0,1.0,8.0,189.0,5.0,188.0,92.0,96.0,80.0,346.0,22.0,,28.0,,42.0,36.0,6.0,152.0,71.0,81.0,1.0,10.0,54.0,2.0,355.0,967.0,,2.0,95.0,39.0,13.0,103.0,74.0,28.0,5.0,,9.0,9.0,7.0,33.0,810.0,409.0,435.0,802.0,15.0,23.0,,48.0,148.0,2447.0,71.0,39.0,32.0,281.0,994.0,835.0,38.0,26.0,159.0,1538.0,27.0,27.0,36.0,64.0,119.0,67.0,95.0,10.0,0.0,,,,9.0,,,,,,,,10.0,,1.0,2.0,,,,1.0,1.0,2.0,,12.0,4.0,22.0,2.0,1.0,,3.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
