liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,Charleston Battery,7u1kmvvgmk08p9pawrhxkqwvd,T. Anunga,Midfielder,22,23.0,1.0,2851.0,17.0,7.0,4.0,1611.0,6.0,229.0,4.0,539.0,36.0,6.0,98.0,35.0,6.0,28.0,419.0,845.0,103.0,,183.0,1661.0,,76.0,24.0,1220.0,23.0,13.0,281.0,,509.0,16.0,212.0,9.0,1.0,324.0,32.0,59.0,92.0,2160.0,,32.0,299.0,,465.0,12.0,10.0,195.0,6.0,1.0,160.0,4.0,27.0,44.0,12.0,371.0,17.0,29.0,,23.0,32.0,,3.0,148.0,458.0,1341.0,1380.0,72.0,73.0,176.0,30.0,82.0,151.0,,29.0,7.0,46.0,5.0,2.0,4.0,,,,,,,,,,,,3.0,,,,1.0,4.0,,,13.0,,,,,1.0,,,,1.0,,4.0,1.0,,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,3rnqn98rump6gskreijyzbj6x,R. Arambula,Midfielder,18,1.0,,323.0,,,,130.0,4.0,16.0,1.0,46.0,1.0,,11.0,4.0,1.0,2.0,40.0,63.0,6.0,,16.0,135.0,,7.0,1.0,94.0,2.0,4.0,27.0,1.0,34.0,4.0,27.0,,,13.0,3.0,5.0,6.0,180.0,6.0,6.0,25.0,,43.0,1.0,10.0,10.0,,,14.0,,1.0,2.0,2.0,29.0,6.0,3.0,,6.0,6.0,5.0,,17.0,42.0,106.0,108.0,4.0,5.0,19.0,1.0,5.0,8.0,3.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,8.0,,1109.0,48.0,7.0,,519.0,1.0,52.0,1.0,123.0,33.0,1.0,74.0,4.0,1.0,11.0,164.0,281.0,18.0,,54.0,531.0,,10.0,1.0,348.0,11.0,2.0,128.0,,32.0,5.0,98.0,,16.0,57.0,12.0,14.0,38.0,737.0,,13.0,46.0,,256.0,5.0,10.0,50.0,2.0,,55.0,1.0,9.0,23.0,1.0,80.0,55.0,12.0,,8.0,13.0,,1.0,19.0,191.0,394.0,403.0,34.0,9.0,30.0,9.0,19.0,27.0,1.0,,,5.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,1.0,,,,,,,,2.0,,,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,b4zuh9zkysfe0bc6hb2gv4b8p,R. Beebe,Goalkeeper,16,,,90.0,,3.0,,3.0,,,,7.0,3.0,,14.0,,,,14.0,9.0,,,,30.0,,,,2.0,,,14.0,,,,8.0,,,10.0,1.0,,6.0,46.0,,1.0,2.0,,28.0,,10.0,4.0,,,14.0,,2.0,2.0,,4.0,5.0,,,,1.0,,,,2.0,1.0,16.0,2.0,,,,,2.0,,,,,,,,,5.0,10.0,3.0,,2.0,2.0,3.0,3.0,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,coxaq9p6ottf9z6ilyzntl42x,J. Bolt,Defender,2,45.0,2.0,1808.0,66.0,7.0,,595.0,10.0,131.0,7.0,211.0,39.0,5.0,65.0,17.0,3.0,29.0,322.0,216.0,30.0,,118.0,603.0,7.0,23.0,23.0,393.0,16.0,8.0,183.0,,108.0,15.0,167.0,2.0,18.0,119.0,20.0,40.0,61.0,1036.0,,27.0,155.0,,268.0,26.0,10.0,109.0,4.0,,27.0,7.0,23.0,34.0,26.0,218.0,36.0,19.0,,45.0,27.0,,3.0,80.0,96.0,416.0,420.0,63.0,20.0,109.0,10.0,36.0,75.0,7.0,2.0,4.0,14.0,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,6.0,,,1.0,,,,,,,,2.0,,,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,1qy6habugg41z0xmgrm2by86h,V. Candela,Midfielder,0,5.0,1.0,1357.0,4.0,3.0,,500.0,3.0,83.0,8.0,174.0,17.0,5.0,34.0,19.0,4.0,20.0,174.0,256.0,32.0,,81.0,537.0,3.0,30.0,2.0,370.0,14.0,12.0,115.0,5.0,143.0,5.0,104.0,4.0,,82.0,15.0,27.0,30.0,786.0,12.0,18.0,121.0,,169.0,3.0,10.0,78.0,1.0,,52.0,3.0,27.0,19.0,4.0,160.0,25.0,18.0,,19.0,18.0,7.0,2.0,62.0,142.0,394.0,422.0,39.0,17.0,82.0,15.0,32.0,59.0,3.0,12.0,11.0,20.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,1u3f8w69di8iig48sxp19dql1,O. Cooper,Goalkeeper,23,,,900.0,,22.0,,86.0,,,,37.0,47.0,1.0,114.0,,,3.0,114.0,57.0,1.0,,,208.0,,,,37.0,13.0,,114.0,,16.0,,95.0,,,84.0,10.0,,19.0,292.0,,10.0,2.0,,173.0,,10.0,7.0,,,57.0,,,6.0,,11.0,6.0,13.0,,,10.0,,,1.0,19.0,46.0,94.0,9.0,,4.0,1.0,1.0,1.0,,,,,,,,,23.0,81.0,4.0,2.0,6.0,10.0,7.0,12.0,1.0,55.0,,,,,,,,,2.0,1.0,2.0,,,,,,,,,2.0,,1.0,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,42kqvetzspprh1qpdp4t4d2ad,Q. Griffith,Defender,11,6.0,,157.0,19.0,2.0,,66.0,,6.0,4.0,26.0,9.0,,20.0,,,1.0,48.0,16.0,3.0,,16.0,74.0,1.0,1.0,3.0,30.0,6.0,2.0,36.0,,,4.0,38.0,3.0,3.0,8.0,2.0,2.0,4.0,131.0,,2.0,9.0,,43.0,,10.0,10.0,,1.0,8.0,3.0,1.0,3.0,,13.0,3.0,6.0,,6.0,2.0,,,2.0,25.0,35.0,38.0,4.0,3.0,3.0,,6.0,7.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,6gbmjgjyf3h1mu0jmw84o2fv9,A. Guerra,Forward,10,6.0,25.0,2393.0,5.0,2.0,15.0,710.0,9.0,219.0,1.0,380.0,,6.0,8.0,10.0,5.0,82.0,326.0,225.0,20.0,,133.0,745.0,11.0,53.0,32.0,573.0,21.0,56.0,141.0,,214.0,27.0,125.0,18.0,,107.0,28.0,23.0,22.0,1162.0,1.0,30.0,213.0,2.0,146.0,129.0,10.0,104.0,28.0,4.0,31.0,1.0,38.0,19.0,21.0,314.0,5.0,26.0,2.0,6.0,30.0,,4.0,128.0,166.0,570.0,604.0,101.0,16.0,210.0,4.0,14.0,85.0,2.0,77.0,28.0,16.0,,5.0,6.0,7.0,,,,,,,,,,,11.0,,,1.0,5.0,13.0,1.0,,4.0,,,,,,,2.0,,,,4.0,,,,,,,,,,
USA_USL_Championship,2018,Charleston Battery,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,Defender,8,26.0,2.0,2843.0,143.0,38.0,1.0,1614.0,8.0,150.0,17.0,461.0,136.0,1.0,261.0,13.0,6.0,46.0,627.0,745.0,46.0,,198.0,1648.0,2.0,14.0,43.0,1044.0,27.0,8.0,459.0,,459.0,18.0,351.0,6.0,70.0,232.0,32.0,42.0,134.0,2359.0,,33.0,171.0,,908.0,24.0,10.0,184.0,1.0,,145.0,17.0,26.0,74.0,13.0,291.0,146.0,33.0,,26.0,33.0,,2.0,61.0,131.0,1172.0,1189.0,120.0,34.0,107.0,12.0,45.0,110.0,1.0,7.0,7.0,5.0,10.0,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,12.0,,,2.0,,,,1.0,,,,5.0,,,,,,,,,,
