liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,Club Necaxa,31v8oj4g71deihi2p1qw8r36x,M. Allende,Midfielder,29,2.0,532.0,,2.0,14.0,,262.0,1.0,71.0,,147.0,1.0,2.0,3.0,3.0,1.0,9.0,54.0,86.0,7.0,30.0,265.0,7.0,5.0,5.0,224.0,6.0,5.0,32.0,116.0,8.0,27.0,,29.0,7.0,8.0,7.0,331.0,1.0,9.0,4.0,,47.0,43.0,14.0,10.0,30.0,2.0,,9.0,,13.0,5.0,4.0,61.0,1.0,7.0,2.0,9.0,,,,22.0,35.0,230.0,233.0,14.0,,,2.0,5.0,31.0,2.0,2.0,25.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,dx0sxtnwt47os8e6vymenhoet,V. Alvarado,Defender,31,2.0,1530.0,7.0,,,7.0,728.0,,38.0,,147.0,29.0,56.0,6.0,6.0,1.0,21.0,130.0,487.0,26.0,60.0,750.0,,23.0,5.0,593.0,28.0,7.0,116.0,259.0,3.0,68.0,1.0,70.0,17.0,11.0,50.0,960.0,,17.0,11.0,14.0,74.0,322.0,11.0,10.0,80.0,1.0,,41.0,,10.0,40.0,1.0,135.0,62.0,29.0,2.0,17.0,,1.0,,34.0,131.0,617.0,634.0,61.0,3.0,,,19.0,55.0,7.0,42.0,40.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,9,1.0,219.0,,6.0,5.0,,36.0,1.0,15.0,,16.0,,,1.0,7.0,,6.0,21.0,17.0,,8.0,41.0,2.0,2.0,,32.0,6.0,8.0,8.0,15.0,2.0,7.0,3.0,6.0,2.0,2.0,2.0,82.0,,8.0,1.0,,12.0,3.0,22.0,10.0,10.0,1.0,,1.0,,2.0,8.0,2.0,26.0,6.0,6.0,1.0,8.0,,1.0,,10.0,8.0,30.0,33.0,14.0,,,,,16.0,,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,akvnlaszzemsj14oa62n39c5x,B. Beckeles,Defender,2,13.0,1424.0,116.0,,2.0,6.0,737.0,2.0,104.0,6.0,371.0,21.0,38.0,18.0,3.0,1.0,15.0,186.0,286.0,49.0,81.0,770.0,5.0,18.0,11.0,607.0,25.0,3.0,119.0,71.0,13.0,94.0,2.0,82.0,17.0,35.0,38.0,1143.0,,17.0,9.0,6.0,136.0,290.0,4.0,10.0,94.0,,,44.0,6.0,21.0,13.0,9.0,164.0,23.0,26.0,13.0,17.0,,,1.0,55.0,305.0,622.0,651.0,28.0,3.0,1.0,1.0,36.0,70.0,13.0,24.0,81.0,13.0,3.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,5io2106rxpshzsc39qigm1nth,B. Carvallo,Midfielder,33,,19.0,,1.0,,,8.0,,4.0,,5.0,,,,,,2.0,1.0,2.0,1.0,1.0,8.0,,,,7.0,,,1.0,4.0,,1.0,,2.0,,,,10.0,,1.0,,,2.0,,,10.0,1.0,,,,,,,,4.0,,,,1.0,,,,1.0,,7.0,7.0,2.0,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,95pzzekgfm9589ip2fomr3lxx,F. Castro,Midfielder,8,23.0,341.0,8.0,8.0,2.0,,120.0,13.0,20.0,6.0,72.0,3.0,10.0,1.0,3.0,,5.0,85.0,24.0,2.0,25.0,125.0,2.0,4.0,6.0,85.0,10.0,6.0,35.0,12.0,8.0,56.0,1.0,16.0,2.0,8.0,6.0,221.0,7.0,10.0,4.0,,29.0,34.0,14.0,10.0,13.0,3.0,1.0,5.0,5.0,4.0,1.0,4.0,35.0,3.0,10.0,27.0,10.0,4.0,1.0,1.0,17.0,59.0,86.0,90.0,6.0,,2.0,,2.0,22.0,,4.0,12.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,ajcfzl4xbszwrel3ggz3ytlyi,L. Chávez,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,4456keyaj8fnnvr286bh0gb8p,J. Cobián,Midfielder,289,1.0,45.0,,,,,15.0,,9.0,,7.0,,1.0,,,,,6.0,5.0,2.0,2.0,15.0,1.0,1.0,1.0,12.0,1.0,,3.0,4.0,,3.0,,3.0,1.0,1.0,1.0,23.0,,1.0,1.0,,6.0,2.0,,10.0,4.0,,,,,1.0,,,6.0,1.0,1.0,1.0,1.0,,,,2.0,,12.0,12.0,,,,,1.0,2.0,1.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,dta2hcu8sq62dx9diax5shk9,S. Córdova,Midfielder,22,6.0,334.0,4.0,6.0,3.0,,164.0,3.0,40.0,1.0,87.0,1.0,2.0,4.0,2.0,,6.0,69.0,53.0,6.0,26.0,167.0,3.0,8.0,4.0,133.0,4.0,6.0,28.0,39.0,5.0,30.0,1.0,23.0,3.0,10.0,7.0,264.0,6.0,9.0,4.0,,47.0,28.0,4.0,10.0,26.0,4.0,,6.0,,12.0,4.0,7.0,57.0,2.0,4.0,9.0,9.0,3.0,,,25.0,60.0,136.0,139.0,10.0,,,,5.0,31.0,1.0,5.0,22.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club Necaxa,30q9d8i2c8kgscpgze0x5h0b9,V. Dávila,Midfielder,26,8.0,1375.0,7.0,1.0,25.0,,497.0,11.0,119.0,8.0,306.0,1.0,17.0,5.0,27.0,1.0,16.0,209.0,123.0,5.0,95.0,533.0,1.0,20.0,14.0,388.0,21.0,47.0,112.0,129.0,29.0,105.0,11.0,37.0,15.0,18.0,18.0,788.0,5.0,16.0,7.0,1.0,120.0,114.0,67.0,10.0,69.0,20.0,7.0,33.0,5.0,40.0,12.0,10.0,148.0,6.0,22.0,11.0,16.0,2.0,1.0,2.0,63.0,171.0,390.0,421.0,28.0,3.0,2.0,2.0,4.0,79.0,1.0,2.0,57.0,,3.0,6.0,,4.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
