liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Lexington SC,nu63rmzu86zt31ef4ue5ytck,G. Addams,Goalkeeper,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,Forward,10,1.0,1.0,8.0,3.0,1.0,2.0,13.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,,7.0,6.0,2.0,,1.0,,,,,1.0,1.0,1.0,5.0,4.0,2.0,5.0,,27.0,1.0,,,7.0,7.0,5.0,1.0,3.0,2.0,18.0,6.0,2.0,0.0,,,,,4.0,,,,,4.0,4.0,1.0,3.0,1.0,,,3.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Midfielder,30,1.0,3.0,2.0,2.0,2.0,,5.0,3.0,1.0,1.0,1.0,2.0,2.0,,,1.0,13.0,2.0,,,1.0,5.0,1.0,,,,,,11.0,7.0,4.0,9.0,,27.0,2.0,,,5.0,13.0,11.0,,,2.0,17.0,1.0,1.0,0.0,,,,,2.0,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,2fyga1shd4mwcn90mze2pe4tl,J. Brown,Defender,23,1.0,3.0,4.0,6.0,3.0,3.0,13.0,19.0,1.0,1.0,1.0,2.0,,2.0,4.0,,39.0,2.0,,,5.0,16.0,,1.0,1.0,1.0,1.0,,32.0,15.0,18.0,29.0,1.0,63.0,,,1.0,8.0,39.0,32.0,1.0,1.0,7.0,54.0,3.0,3.0,0.0,4.0,3.0,,,1.0,2.0,,4.0,,,,,1.0,,3.0,,1.0,4.0,,,,,,,,,3.0,,,,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,Defender,5,1.0,2.0,14.0,7.0,2.0,5.0,3.0,18.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,50.0,8.0,,,3.0,12.0,1.0,1.0,,,,,40.0,8.0,32.0,37.0,,90.0,,,,12.0,50.0,40.0,1.0,2.0,10.0,58.0,4.0,5.0,0.0,4.0,,,1.0,18.0,3.0,2.0,6.0,1.0,,,,,,,,,5.0,,,,,,,,,4.0,,,,,,1.0,,,,,,3.0,4.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,5otgsgxuqgjd4pe6nfmlpojkk,A. Caborn,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,csx9pmpibyblftludnkd6j36x,M. Epps,Forward,7,1.0,13.0,14.0,10.0,9.0,1.0,33.0,2.0,1.0,2.0,2.0,8.0,7.0,1.0,,1.0,32.0,5.0,2.0,1.0,9.0,12.0,3.0,1.0,,2.0,2.0,1.0,27.0,20.0,9.0,27.0,,90.0,5.0,2.0,,17.0,32.0,27.0,,6.0,5.0,52.0,7.0,5.0,1.0,2.0,2.0,,,5.0,1.0,,3.0,,5.0,5.0,1.0,1.0,,1.0,,2.0,,,,,4.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,0.0,,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,2054x8z63k74or3inr9sl0bu1,L. Fernandes,Midfielder,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,6dp8o244dh2d06tiaee72ooo9,B. Ferri,Midfielder,16,1.0,13.0,13.0,11.0,7.0,4.0,28.0,13.0,1.0,2.0,2.0,10.0,6.0,4.0,2.0,2.0,52.0,5.0,1.0,,4.0,11.0,3.0,1.0,,,,1.0,44.0,31.0,16.0,44.0,,90.0,4.0,2.0,2.0,14.0,55.0,47.0,1.0,1.0,8.0,67.0,7.0,7.0,0.0,1.0,1.0,,,18.0,,,1.0,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Lexington SC,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,Forward,9,1.0,8.0,4.0,19.0,11.0,8.0,17.0,4.0,1.0,2.0,2.0,9.0,6.0,3.0,,2.0,18.0,2.0,2.0,1.0,,4.0,2.0,1.0,,,,,11.0,8.0,5.0,12.0,,90.0,4.0,1.0,3.0,13.0,20.0,13.0,,7.0,7.0,32.0,6.0,7.0,0.0,10.0,5.0,,2.0,4.0,,2.0,1.0,1.0,,,,1.0,,,,1.0,,,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,1.0,5.0,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
