liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,Atlas FC,2tlhmfokon6uywga5h0xtmuhh,C. Aboagye,Midfielder,20,6.0,1436.0,1.0,10.0,4.0,807.0,2.0,124.0,2.0,451.0,6.0,1.0,14.0,14.0,6.0,3.0,12.0,143.0,276.0,24.0,78.0,817.0,5.0,23.0,39.0,685.0,22.0,9.0,92.0,275.0,20.0,78.0,7.0,102.0,17.0,26.0,20.0,1028.0,1.0,17.0,12.0,166.0,196.0,11.0,10.0,97.0,3.0,1.0,40.0,2.0,28.0,7.0,7.0,185.0,6.0,25.0,6.0,17.0,1.0,76.0,222.0,716.0,725.0,19.0,2.0,1.0,2.0,3.0,15.0,88.0,9.0,9.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,5,,24.0,,,1.0,4.0,,,,1.0,,,1.0,,,,,1.0,3.0,,,5.0,,,,3.0,,,1.0,1.0,,1.0,,2.0,,,,11.0,,1.0,,,4.0,,10.0,,,,1.0,,,,,,5.0,,,1.0,,,,3.0,4.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,a9r1m43keu60rlo5vl961tcl,D. Arreola,Defender,7,11.0,1096.0,36.0,,3.0,510.0,6.0,45.0,6.0,205.0,13.0,1.0,40.0,6.0,6.0,2.0,13.0,143.0,229.0,19.0,58.0,526.0,1.0,19.0,7.0,392.0,18.0,11.0,98.0,162.0,7.0,91.0,4.0,60.0,12.0,15.0,25.0,758.0,8.0,13.0,8.0,88.0,256.0,10.0,10.0,80.0,5.0,4.0,36.0,3.0,28.0,28.0,3.0,129.0,25.0,20.0,18.0,13.0,,36.0,63.0,414.0,428.0,41.0,1.0,,1.0,,11.0,49.0,8.0,31.0,52.0,1.0,2.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,84r1msh0g1qj25wss1n4fv74l,S. Barreiro,Defender,2,8.0,1529.0,47.0,,8.0,679.0,2.0,38.0,3.0,313.0,16.0,3.0,54.0,11.0,13.0,3.0,28.0,182.0,253.0,40.0,86.0,703.0,1.0,23.0,9.0,495.0,23.0,16.0,140.0,85.0,5.0,115.0,3.0,82.0,17.0,24.0,33.0,1020.0,,17.0,6.0,106.0,367.0,17.0,10.0,103.0,3.0,,68.0,3.0,18.0,37.0,4.0,171.0,62.0,26.0,8.0,17.0,,40.0,213.0,543.0,563.0,65.0,4.0,,,1.0,28.0,68.0,12.0,43.0,66.0,,6.0,,2.0,,,13.0,,7.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,dl40zb7nm9ayqf10noredupd5,C. Calderón,Defender,26,5.0,360.0,34.0,,3.0,172.0,3.0,21.0,1.0,85.0,11.0,2.0,14.0,1.0,,,6.0,56.0,53.0,15.0,23.0,174.0,,6.0,12.0,129.0,2.0,1.0,37.0,73.0,4.0,32.0,1.0,32.0,4.0,6.0,10.0,294.0,,4.0,3.0,42.0,76.0,2.0,10.0,33.0,1.0,1.0,8.0,1.0,2.0,5.0,1.0,53.0,9.0,2.0,5.0,4.0,,14.0,4.0,135.0,137.0,11.0,3.0,,1.0,,13.0,20.0,2.0,13.0,28.0,,,,,,,6.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,bgzncyc6929doqcjo47z4stlh,M. Caraglio,Forward,17,14.0,1384.0,,35.0,,361.0,20.0,118.0,1.0,209.0,1.0,5.0,2.0,13.0,22.0,3.0,47.0,231.0,63.0,10.0,122.0,395.0,,28.0,7.0,265.0,20.0,42.0,124.0,88.0,18.0,126.0,9.0,29.0,16.0,37.0,12.0,675.0,,16.0,11.0,136.0,92.0,109.0,10.0,121.0,20.0,,6.0,1.0,34.0,74.0,11.0,257.0,23.0,23.0,14.0,16.0,1.0,89.0,97.0,243.0,271.0,121.0,4.0,7.0,2.0,1.0,9.0,136.0,1.0,4.0,47.0,,13.0,,8.0,,1.0,,,3.0,4.0,,3.0,2.0,7.0,1.0,1.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,3gxwh529yietclalkd1zf8zu2,U. Cardona,Midfielder,316,12.0,442.0,1.0,4.0,,119.0,2.0,33.0,5.0,71.0,,2.0,1.0,6.0,,,9.0,71.0,31.0,13.0,22.0,120.0,5.0,19.0,13.0,96.0,4.0,,23.0,30.0,6.0,39.0,3.0,20.0,5.0,11.0,2.0,232.0,10.0,9.0,7.0,87.0,24.0,9.0,10.0,40.0,,,1.0,1.0,13.0,2.0,5.0,98.0,,4.0,18.0,9.0,,49.0,33.0,96.0,97.0,11.0,,,1.0,1.0,7.0,58.0,6.0,3.0,38.0,4.0,1.0,,,3.0,,,,1.0,,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,d6d7zbt72rhk98u61zzzskoh5,J. Estrada,Goalkeeper,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,9a1doja0m3boh2ulxbkr8euad,M. Fraga,Goalkeeper,30,,450.0,,,10.0,57.0,,,,15.0,25.0,,42.0,,,,,44.0,63.0,1.0,,120.0,,,1.0,50.0,8.0,,42.0,14.0,,39.0,,36.0,5.0,,3.0,172.0,,5.0,,4.0,91.0,,10.0,5.0,,,28.0,,,2.0,,6.0,6.0,8.0,,5.0,,1.0,15.0,42.0,78.0,2.0,1.0,,,,1.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,15.0,54.0,2.0,1.0,1.0,9.0,5.0,6.0,2.0,1.0,10.0,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,dektuqo3uwp2o30gzh3ih8gyx,E. García,Midfielder,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
