liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,Union Omaha,bh8ci2ku56str20jzftbv3mqx,A. Billhardt,Forward,7,5.0,4.0,1.0,6.0,28.0,8.0,50.0,2.0,37.0,23.0,14.0,95.0,24.0,2.0,,6.0,1.0,5.0,5.0,,1.0,1.0,,32.0,19.0,13.0,1.0,,4.0,34.0,95.0,,,1.0,27.0,12.0,6.0,16.0,,11.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,81.0,67.0,19.0,82.0,1.0,3.0,,4.0,272.0,9.0,1.0,1.0,1.0,6.0,4.0,41.0,97.0,4.0,83.0,4.0,22.0,14.0,177.0,6.0,3.0,7.0,1.0,19.0,1.0,13.0,,0.0,1.0,0.0,,3.0,1.0,,,3.0,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Union Omaha,47ootnzi4i6wxj8oz9656tqms,D. Borczak,Forward,11,13.0,9.0,4.0,8.0,34.0,6.0,41.0,3.0,64.0,38.0,26.0,81.0,28.0,6.0,1.0,8.0,,6.0,3.0,3.0,,,,51.0,29.0,22.0,,,3.0,16.0,95.0,,,,26.0,4.0,1.0,9.0,,18.0,4.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,1.0,78.0,57.0,24.0,78.0,5.0,6.0,,4.0,389.0,18.0,2.0,,3.0,11.0,8.0,49.0,96.0,4.0,79.0,11.0,15.0,17.0,185.0,5.0,5.0,9.0,5.0,18.0,4.0,12.0,1.0,,,0.0,,5.0,,1.0,3.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Union Omaha,amjlvixpfu1b6ksznihymelii,P. Botello Faz,Forward,9,38.0,23.0,15.0,9.0,39.0,4.0,56.0,3.0,94.0,56.0,38.0,105.0,33.0,7.0,1.0,9.0,2.0,9.0,5.0,4.0,,2.0,,56.0,33.0,23.0,1.0,,10.0,29.0,150.0,2.0,2.0,1.0,20.0,10.0,2.0,13.0,2.0,49.0,12.0,4.0,5.0,8.0,3.0,1.0,1.0,1.0,4.0,12.0,2.0,111.0,74.0,38.0,109.0,2.0,3.0,,,713.0,13.0,3.0,2.0,1.0,17.0,14.0,73.0,150.0,9.0,111.0,5.0,38.0,39.0,239.0,1.0,1.0,4.0,1.0,30.0,10.0,38.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,2.0,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Union Omaha,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,Defender,23,8.0,5.0,3.0,8.0,67.0,1.0,113.0,8.0,53.0,20.0,33.0,178.0,83.0,5.0,,8.0,,7.0,4.0,3.0,,,,45.0,15.0,30.0,,,13.0,144.0,284.0,,,1.0,65.0,11.0,3.0,33.0,,7.0,14.0,2.0,1.0,7.0,1.0,1.0,11.0,11.0,5.0,,15.0,240.0,160.0,107.0,241.0,3.0,9.0,3.0,44.0,619.0,3.0,3.0,,10.0,8.0,13.0,96.0,301.0,3.0,256.0,12.0,17.0,45.0,477.0,34.0,34.0,,11.0,69.0,10.0,34.0,,,,0.0,4.0,11.0,,3.0,6.0,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Union Omaha,97rumgrdtahzassy8weq13dyi,E. Cáceres,Midfielder,28,1.0,1.0,,6.0,36.0,3.0,54.0,4.0,33.0,20.0,13.0,103.0,90.0,3.0,,6.0,,4.0,3.0,1.0,,,,32.0,19.0,13.0,,,7.0,85.0,291.0,,,1.0,15.0,5.0,2.0,25.0,,89.0,7.0,,2.0,4.0,3.0,2.0,3.0,,2.0,3.0,23.0,254.0,160.0,106.0,240.0,3.0,6.0,,1.0,353.0,3.0,,,1.0,6.0,2.0,51.0,300.0,2.0,263.0,9.0,1.0,37.0,351.0,7.0,2.0,,9.0,34.0,10.0,28.0,2.0,,,0.0,1.0,4.0,,2.0,4.0,8.0,,3.0,1.0,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Union Omaha,cskhx4mpx2quo562ptajwbsru,Gabriel Cabral,Midfielder,8,10.0,5.0,5.0,7.0,61.0,2.0,64.0,,52.0,19.0,33.0,55.0,58.0,3.0,,7.0,,4.0,3.0,1.0,,,,42.0,14.0,28.0,,,6.0,67.0,252.0,,,1.0,30.0,8.0,1.0,18.0,,87.0,6.0,,2.0,5.0,4.0,2.0,3.0,1.0,2.0,7.0,12.0,223.0,123.0,124.0,232.0,3.0,1.0,,2.0,390.0,5.0,,,5.0,7.0,22.0,47.0,273.0,2.0,244.0,4.0,2.0,29.0,344.0,5.0,3.0,1.0,7.0,26.0,8.0,22.0,1.0,,,0.0,1.0,,,2.0,5.0,3.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Union Omaha,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,Defender,6,16.0,10.0,6.0,9.0,89.0,2.0,170.0,4.0,84.0,38.0,46.0,146.0,189.0,10.0,,9.0,,8.0,4.0,4.0,,,,68.0,28.0,40.0,,,13.0,107.0,541.0,,,1.0,82.0,25.0,12.0,53.0,,179.0,13.0,6.0,,8.0,1.0,1.0,10.0,2.0,8.0,5.0,41.0,466.0,309.0,187.0,445.0,9.0,15.0,5.0,23.0,725.0,11.0,2.0,,9.0,11.0,8.0,124.0,564.0,6.0,486.0,24.0,1.0,78.0,746.0,21.0,11.0,6.0,22.0,78.0,21.0,56.0,1.0,,,0.0,2.0,14.0,,3.0,8.0,12.0,,8.0,2.0,4.0,,,,,,,,2.0,,,,,,,,,,,3.0,,,,,1.0,1.0,,,,,,2.0,,,,,
USA_USL_League_One,2026,Union Omaha,13nxnwt9zo5v20pmrgibk8glw,D. Gutiérrez,Forward,17,4.0,2.0,2.0,9.0,58.0,4.0,119.0,3.0,50.0,21.0,29.0,144.0,51.0,1.0,,9.0,4.0,5.0,3.0,2.0,4.0,4.0,,46.0,19.0,27.0,,,9.0,27.0,189.0,,,,60.0,13.0,1.0,29.0,1.0,56.0,10.0,5.0,9.0,3.0,1.0,6.0,2.0,2.0,11.0,8.0,11.0,149.0,102.0,52.0,141.0,3.0,3.0,,2.0,438.0,12.0,1.0,2.0,1.0,6.0,10.0,80.0,192.0,14.0,152.0,6.0,20.0,40.0,294.0,11.0,9.0,6.0,5.0,42.0,9.0,35.0,,3.0,1.0,1.0,,2.0,,,2.0,2.0,3.0,,1.0,2.0,,1.0,,2.0,,,3.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Union Omaha,d82xjbw9ptrhgk0ifeoim0gdl,J. Gómez,Forward,21,12.0,8.0,4.0,6.0,26.0,1.0,26.0,1.0,35.0,20.0,15.0,59.0,12.0,3.0,1.0,6.0,,3.0,1.0,2.0,,,,23.0,12.0,11.0,,,1.0,12.0,69.0,,,,13.0,6.0,1.0,6.0,,20.0,2.0,4.0,1.0,4.0,3.0,2.0,,,2.0,8.0,,58.0,46.0,13.0,59.0,,1.0,1.0,4.0,296.0,5.0,,,2.0,4.0,8.0,31.0,70.0,5.0,59.0,1.0,11.0,11.0,118.0,2.0,2.0,4.0,2.0,9.0,4.0,9.0,1.0,,,0.0,,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Union Omaha,as5066ocmlp4tub6d3tnabi1g,C. Jensen,Goalkeeper,99,,,,4.0,,,20.0,,,,,,51.0,,,4.0,,4.0,2.0,2.0,,,,,,,,,,22.0,75.0,,,,8.0,,,45.0,,36.0,,,,4.0,,,,,,,21.0,65.0,12.0,71.0,62.0,,,,,360.0,,,,5.0,,,28.0,109.0,,83.0,,,26.0,159.0,,,,25.0,19.0,7.0,1.0,,,,0.0,,,,9.0,9.0,,,,,,,,,,,,,1.0,34.0,21.0,2.0,1.0,12.0,,17.0,5.0,,3.0,,,,4.0,12.0,5.0,,,,,,,,,,,,
