liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,55xs1o7hiqwyspi1nx7axc962,J. Arteaga,Midfielder,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,9d8t7wj24hlck4o3v5r4qbaol,J. Barrera,Midfielder,11,270.0,4.0,104.0,29.0,1.0,66.0,,1.0,36.0,29.0,5.0,12.0,107.0,,3.0,6.0,90.0,5.0,13.0,,14.0,4.0,16.0,12.0,3.0,3.0,,164.0,,3.0,,30.0,19.0,10.0,24.0,4.0,10.0,4.0,36.0,,8.0,3.0,3.0,,,10.0,45.0,91.0,94.0,6.0,,,4.0,12.0,1.0,1.0,20.0,,,,,2.0,1.0,2.0,10.0,2.0,3.0,2.0,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,c280rulfaof5ck2ccit47vro5,J. Betancur,Midfielder,18,270.0,,41.0,20.0,,21.0,,,26.0,20.0,3.0,11.0,52.0,,4.0,,38.0,5.0,11.0,,14.0,3.0,13.0,9.0,3.0,4.0,1.0,86.0,1.0,3.0,2.0,17.0,8.0,10.0,12.0,3.0,6.0,3.0,23.0,,8.0,3.0,3.0,,,8.0,10.0,30.0,41.0,6.0,,,3.0,11.0,,,9.0,,,,,3.0,3.0,2.0,8.0,1.0,3.0,3.0,2.0,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,big3exu63k4j0wxawnut1doiy,B. Bonilla,Forward,15,265.0,7.0,77.0,24.0,6.0,54.0,,2.0,65.0,18.0,2.0,16.0,84.0,1.0,3.0,8.0,63.0,5.0,18.0,4.0,27.0,6.0,29.0,15.0,3.0,6.0,2.0,185.0,14.0,3.0,,43.0,18.0,10.0,25.0,3.0,13.0,2.0,47.0,,8.0,13.0,3.0,5.0,,20.0,15.0,59.0,66.0,4.0,,,1.0,22.0,1.0,1.0,23.0,,1.0,2.0,4.0,2.0,5.0,1.0,11.0,8.0,3.0,5.0,3.0,,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,325vit25p627knlj7s8o1xz3d,A. Báez,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,78e87odirre9mnxo4rkqkklat,D. Cadena,Midfielder,9,103.0,,47.0,6.0,,25.0,1.0,1.0,8.0,20.0,,4.0,50.0,1.0,2.0,,39.0,2.0,5.0,,17.0,1.0,6.0,8.0,1.0,,1.0,57.0,,3.0,1.0,6.0,5.0,10.0,1.0,6.0,1.0,,6.0,,4.0,2.0,3.0,,,5.0,22.0,42.0,45.0,,,,,5.0,,,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,77htikhl2t1wakh17uk6hkiqd,C. Chavarría,Forward,7,45.0,,11.0,4.0,1.0,4.0,,,6.0,4.0,,4.0,11.0,,,,7.0,1.0,4.0,,,,3.0,2.0,,,2.0,16.0,1.0,1.0,,1.0,2.0,10.0,1.0,,,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,5.0,7.0,7.0,2.0,,,,2.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,7f0xnhmw1px8x612rf7oiwbmd,L. Copete,Defender,6,270.0,,140.0,5.0,,33.0,2.0,15.0,27.0,91.0,2.0,9.0,148.0,,4.0,1.0,106.0,5.0,24.0,,34.0,1.0,16.0,13.0,3.0,1.0,8.0,181.0,,3.0,1.0,8.0,74.0,10.0,9.0,18.0,2.0,6.0,21.0,8.0,8.0,,3.0,,,5.0,35.0,116.0,124.0,13.0,,,2.0,12.0,,6.0,3.0,,1.0,1.0,4.0,7.0,4.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,2e27szskifoq503akqfb2ih1x,F. Flores,Defender,21,67.0,1.0,16.0,5.0,1.0,11.0,,,6.0,6.0,1.0,,16.0,1.0,,,16.0,1.0,,,6.0,,1.0,3.0,1.0,,,31.0,,2.0,,4.0,3.0,10.0,2.0,,1.0,,5.0,3.0,3.0,1.0,2.0,,,2.0,2.0,16.0,16.0,1.0,,,1.0,3.0,,,2.0,,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Nicaragua,6js2rz7uysep3ahwgyizl542d,L. Galeano,Midfielder,10,129.0,,67.0,11.0,,40.0,1.0,2.0,15.0,17.0,2.0,8.0,67.0,1.0,,1.0,49.0,2.0,10.0,,28.0,3.0,9.0,9.0,1.0,,2.0,82.0,,2.0,1.0,6.0,16.0,10.0,5.0,8.0,2.0,,6.0,,2.0,1.0,2.0,,,1.0,12.0,57.0,57.0,,,,1.0,1.0,1.0,1.0,5.0,,,,1.0,,2.0,,3.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
