liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Houston Dynamo FC,824vros32oq1ufkbws8aiu0a,I. Aliyu,Forward,18,14.0,36.0,1.0,,13.0,1.0,16.0,2.0,,1.0,,5.0,,1.0,,2.0,,,1.0,,7.0,14.0,14.0,,5.0,6.0,9.0,1.0,10.0,16.0,,1.0,2.0,7.0,2.0,,,2.0,28.0,,,,7.0,,,2.0,0.0,3.0,1.0,,2.0,,1.0,,,,3.0,,1.0,3.0,,3.0,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,7wm373zusaqqi6mwcmvfhmep5,E. Bartlow,Defender,4,81.0,120.0,9.0,3.0,29.0,54.0,93.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,2.0,5.0,1.0,3.0,2.0,83.0,69.0,,2.0,11.0,4.0,1.0,10.0,91.0,14.0,1.0,1.0,18.0,7.0,,,10.0,108.0,1.0,3.0,,5.0,,31.0,3.0,0.0,,1.0,,1.0,40.0,1.0,1.0,,4.0,,,,1.0,,,,4.0,,,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,bj6gvru3cmdhvnnxiy79j1gix,A. Bassi,Midfielder,8,42.0,57.0,1.0,1.0,39.0,7.0,52.0,,,2.0,,3.0,,,1.0,8.0,2.0,1.0,1.0,1.0,3.0,43.0,38.0,,3.0,18.0,8.0,1.0,10.0,51.0,5.0,,1.0,21.0,13.0,,,9.0,68.0,,2.0,5.0,4.0,,17.0,1.0,0.0,1.0,2.0,,2.0,6.0,,,,,1.0,,1.0,1.0,,,,5.0,,,,,,,,1.0,,4.0,,,,,,,,,,,,3.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Midfielder,15,28.0,70.0,6.0,,18.0,10.0,32.0,3.0,1.0,,,4.0,3.0,,,4.0,,,1.0,3.0,7.0,28.0,27.0,1.0,7.0,8.0,10.0,1.0,10.0,32.0,1.0,2.0,4.0,9.0,5.0,1.0,,4.0,44.0,,1.0,1.0,10.0,1.0,5.0,3.0,0.0,1.0,3.0,2.0,3.0,8.0,3.0,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,,2.0,1.0,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,6knzu4ywl5yag1h8ij16g2rqh,A. Carrasquilla,Midfielder,20,38.0,50.0,1.0,,28.0,10.0,45.0,2.0,,,,6.0,,2.0,,5.0,2.0,2.0,1.0,,8.0,38.0,34.0,,6.0,13.0,6.0,1.0,10.0,45.0,4.0,1.0,1.0,5.0,8.0,,,7.0,56.0,,2.0,1.0,8.0,1.0,15.0,2.0,0.0,3.0,1.0,,1.0,19.0,,,,,2.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,5.0,,,,,,,1.0,1.0,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,2064tn0xmtvyqn799kddgrnpx,S. Clark,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,1y25f0qsrctfq6wjckzzrl1m2,G. Dorsey,Midfielder,25,46.0,120.0,3.0,3.0,28.0,19.0,56.0,2.0,1.0,4.0,1.0,1.0,,,2.0,8.0,2.0,2.0,1.0,2.0,3.0,46.0,44.0,,1.0,17.0,25.0,1.0,10.0,56.0,2.0,,5.0,,11.0,,2.0,10.0,75.0,,3.0,4.0,5.0,4.0,12.0,4.0,0.0,,1.0,,1.0,19.0,,,,3.0,,,,2.0,2.0,2.0,,,,,,,,,1.0,,,9.0,,,,,,,,1.0,1.0,1.0,0.0,1.0,5.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,7jcp2lm8e7pdc6k8zigfjf7x1,J. Greguš,Midfielder,21,80.0,120.0,6.0,,41.0,40.0,87.0,2.0,1.0,1.0,,3.0,,,1.0,6.0,2.0,,1.0,1.0,5.0,81.0,72.0,,3.0,11.0,13.0,1.0,10.0,86.0,9.0,,1.0,29.0,6.0,,1.0,6.0,101.0,,3.0,,6.0,,23.0,3.0,0.0,2.0,1.0,1.0,1.0,22.0,1.0,,,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,14vaaznanx198j577pjs74dlh,H. Herrera,Midfielder,16,50.0,45.0,6.0,,29.0,26.0,56.0,2.0,1.0,,,2.0,,,,5.0,,1.0,1.0,,4.0,50.0,45.0,1.0,2.0,11.0,8.0,1.0,10.0,56.0,5.0,,2.0,12.0,8.0,,,6.0,69.0,,1.0,2.0,4.0,,18.0,2.0,0.0,1.0,1.0,2.0,1.0,18.0,2.0,,,,1.0,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,1.0,,6.0,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Houston Dynamo FC,ez84r8y62t475bx8h9ymhhlnt,S. Kowalczyk,Midfielder,27,45.0,120.0,2.0,,35.0,16.0,52.0,3.0,1.0,1.0,,4.0,1.0,,,2.0,2.0,1.0,1.0,1.0,7.0,49.0,47.0,,5.0,7.0,18.0,1.0,10.0,48.0,2.0,2.0,3.0,15.0,3.0,,,3.0,67.0,,3.0,,8.0,,9.0,3.0,0.0,2.0,2.0,,2.0,10.0,,,,,2.0,,,1.0,3.0,,,3.0,3.0,,,,,,,1.0,,5.0,,,,,,,,,,,,2.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
