liga,temporada,equipo,id,nombre,posicion,dorsal,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Through balls,Total Clearances,Penalty Goals Conceded,Unsuccessful Passes Own Half,Successful Long Passes,Index,Clean Sheets,Leftside Passes,Unsuccessful Launches,Successful Dribbles,Open Play Passes,Interceptions,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Successful Open Play Passes,Aerial Duels lost,Total Fouls Won,Key Passes (Attempt Assists),Blocks,Unsuccessful Long Passes,Times Tackled,Tackles Won,Successful Short Passes,Goals Conceded Outside Box,Throw Ins to Own Player,PutThrough/Blocked Distribution,Successful Launches,Goals Conceded Inside Box,Ground Duels lost,Blocked Shots,Total Fouls Conceded,Total Losses Of Possession,Unsuccessful Short Passes,Successful Crosses & Corners,Total Tackles,Starts,Successful Crosses open play,Recoveries,Unsuccessful Passes Opposition Half,Forward Passes,Tackles Lost,Touches,Time Played,Successful Passes Opposition Half,Goals Conceded,Appearances,Substitute Off,Games Played,Duels lost,Aerial Duels,Backward Passes,Substitute On,Foul Attempted Tackle,Corners Won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Ground Duels,Ground Duels won,Rightside Passes,Duels,Unsuccessful Dribbles,Total Touches In Opposition Box,Duels won,Throw Ins to Opposition Player,Winning Goal,Penalties Faced,Yellow Cards,Saves made - caught,Catches,Goal Kicks,Saves Made from Inside Box,Punches,Saves Made,Saves Made from Outside Box,Crosses not Claimed,Aerial Duels won,GK Unsuccessful Distribution,Drops,Saves made - parried,GK Successful Distribution,Total Shots,Shots Off Target (inc woodwork),Assists (Intentional),Offsides,Foul Won Penalty,Hit Woodwork,Attempts from Set Pieces,Unsuccessful Corners into Box,Goals from Inside Box,Successful Corners into Box,Right Foot Goals,Goals,Shots On Target ( inc goals ),Second Goal Assists,Corners Taken (incl short corners),Headed Goals,Unsuccessful lay-offs,Handballs conceded,Penalties Taken,Successful Lay-offs,Goal Assists,Home Goals,Away Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Total Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target,Penalties Conceded,Own Goal Scored,Left Foot Goals,Clearances Off the Line,Last Man Tackle,Straight Red Cards,Penalty Goals,Saves from Penalty,Penalties Saved,Goalkeeper Smother
USA_USL_League_One,2022,Union Omaha,vgezof866rrausmdtsk6tn8p,D. Acoff,Midfielder,26,106.0,35.0,35.0,1.0,11.0,4.0,24.0,12.0,10.0,,88.0,8.0,11.0,350.0,6.0,11.0,84.0,244.0,19.0,12.0,15.0,3.0,26.0,38.0,15.0,238.0,4.0,58.0,32.0,1.0,13.0,59.0,6.0,14.0,240.0,80.0,6.0,24.0,13.0,6.0,94.0,117.0,153.0,9.0,671.0,1223.0,172.0,17.0,26.0,10.0,26.0,78.0,27.0,73.0,13.0,9.0,14.0,250.0,356.0,106.0,47.0,42.0,133.0,20.0,39.0,55.0,24.0,1.0,,,,,,,,,,,8.0,,,,,12.0,6.0,,1.0,,1.0,,,,,1.0,1.0,6.0,,2.0,,,,,9.0,1.0,1.0,0.0,,1.0,,,,,,,,,,,,,,
USA_USL_League_One,2022,Union Omaha,2ith944jz6kopy3h1zmvg6iuh,E. Alihodzic,Defender,2,107.0,18.0,21.0,,19.0,2.0,26.0,33.0,10.0,2.0,106.0,17.0,2.0,410.0,10.0,17.0,128.0,306.0,1.0,16.0,13.0,2.0,41.0,12.0,10.0,278.0,,57.0,28.0,7.0,8.0,39.0,2.0,14.0,172.0,66.0,10.0,19.0,13.0,4.0,57.0,102.0,165.0,9.0,660.0,1039.0,193.0,8.0,21.0,8.0,21.0,40.0,14.0,72.0,8.0,9.0,4.0,311.0,418.0,76.0,37.0,75.0,90.0,5.0,7.0,50.0,12.0,0.0,,2.0,,,,,,,,,13.0,,,,,4.0,3.0,,,,1.0,,2.0,,6.0,,,1.0,,8.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,
USA_USL_League_One,2022,Union Omaha,9sck3ypq1i26kdfhznxn6im3u,I. Bawa,Defender,21,109.0,23.0,23.0,,24.0,,32.0,24.0,10.0,3.0,133.0,15.0,4.0,358.0,17.0,3.0,123.0,250.0,11.0,5.0,7.0,4.0,44.0,20.0,11.0,231.0,,101.0,15.0,3.0,10.0,47.0,4.0,20.0,192.0,65.0,12.0,20.0,13.0,12.0,53.0,100.0,152.0,9.0,665.0,1088.0,144.0,10.0,14.0,5.0,14.0,58.0,29.0,62.0,1.0,9.0,2.0,255.0,364.0,76.0,29.0,17.0,105.0,12.0,5.0,47.0,21.0,0.0,,4.0,,,,,,,,,18.0,,,,,5.0,4.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
USA_USL_League_One,2022,Union Omaha,2jxho5va9q638vkklji2n8cx6,S. Brewer,Defender,28,54.0,27.0,28.0,,7.0,1.0,12.0,15.0,10.0,,76.0,5.0,4.0,213.0,5.0,10.0,73.0,159.0,6.0,6.0,5.0,1.0,17.0,12.0,2.0,144.0,2.0,37.0,14.0,1.0,8.0,24.0,2.0,9.0,125.0,37.0,5.0,4.0,5.0,5.0,41.0,70.0,88.0,2.0,378.0,621.0,91.0,10.0,9.0,3.0,9.0,30.0,13.0,41.0,4.0,5.0,6.0,159.0,213.0,38.0,14.0,8.0,51.0,9.0,14.0,21.0,17.0,0.0,,1.0,,,,,,,,,7.0,,,,,3.0,2.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_League_One,2022,Union Omaha,4vdbw63j0s7npezknabq6p7xm,J. Brito,Midfielder,8,184.0,39.0,116.0,4.0,11.0,3.0,26.0,50.0,10.0,3.0,153.0,9.0,20.0,753.0,25.0,24.0,221.0,586.0,17.0,50.0,40.0,4.0,46.0,50.0,31.0,621.0,4.0,20.0,45.0,1.0,22.0,107.0,3.0,32.0,425.0,138.0,29.0,44.0,27.0,8.0,134.0,274.0,265.0,13.0,1400.0,2375.0,479.0,26.0,30.0,18.0,30.0,124.0,33.0,224.0,3.0,21.0,20.0,671.0,855.0,221.0,114.0,213.0,254.0,23.0,50.0,130.0,2.0,2.0,,5.0,,,,,,,,,16.0,,,,,25.0,13.0,2.0,,,,1.0,48.0,1.0,15.0,2.0,2.0,12.0,1.0,74.0,,,1.0,,2.0,2.0,0.0,2.0,,1.0,,,,,,,,,,,,,,
USA_USL_League_One,2022,Union Omaha,bcd5xeprff304onvw6mpjjaei,A. Bruce,Forward,16,12.0,2.0,2.0,,1.0,2.0,4.0,1.0,10.0,,17.0,,,57.0,,1.0,13.0,45.0,16.0,6.0,2.0,,,9.0,2.0,47.0,1.0,,4.0,,9.0,19.0,1.0,8.0,41.0,12.0,,3.0,2.0,,7.0,10.0,13.0,1.0,122.0,385.0,35.0,10.0,17.0,2.0,17.0,35.0,25.0,16.0,15.0,2.0,,48.0,60.0,28.0,9.0,14.0,53.0,2.0,23.0,18.0,,1.0,,2.0,,,,,,,,,9.0,,,,,9.0,6.0,,3.0,,,,,1.0,,1.0,1.0,3.0,,,,,1.0,,5.0,,1.0,0.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Union Omaha,8835ktm5d7b8nx5xrvyeh0c2c,G. Claudio,Defender,5,78.0,3.0,3.0,,44.0,3.0,28.0,29.0,10.0,3.0,154.0,15.0,,407.0,8.0,5.0,245.0,332.0,16.0,11.0,1.0,3.0,37.0,1.0,9.0,317.0,3.0,11.0,7.0,3.0,12.0,19.0,,13.0,103.0,41.0,,14.0,11.0,,57.0,53.0,158.0,5.0,565.0,1114.0,101.0,15.0,23.0,3.0,23.0,35.0,40.0,39.0,12.0,7.0,1.0,346.0,424.0,44.0,25.0,73.0,84.0,,6.0,49.0,13.0,0.0,,4.0,,,,,,,,,24.0,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,
USA_USL_League_One,2022,Union Omaha,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Midfielder,22,308.0,23.0,42.0,4.0,39.0,5.0,58.0,93.0,10.0,8.0,322.0,31.0,5.0,1244.0,39.0,19.0,383.0,960.0,14.0,23.0,40.0,7.0,120.0,6.0,21.0,921.0,3.0,19.0,35.0,5.0,29.0,58.0,9.0,24.0,376.0,188.0,28.0,35.0,28.0,7.0,191.0,292.0,611.0,14.0,1672.0,2577.0,659.0,32.0,31.0,,31.0,72.0,43.0,132.0,3.0,14.0,8.0,1014.0,1322.0,121.0,63.0,257.0,164.0,2.0,11.0,92.0,1.0,0.0,,5.0,,,,,,,,,29.0,,,,,22.0,16.0,2.0,1.0,,,,13.0,,20.0,1.0,1.0,6.0,,35.0,,,1.0,,3.0,3.0,1.0,0.0,,1.0,,,,,1.0,1.0,,,,,,,,
USA_USL_League_One,2022,Union Omaha,b7g49688lk01udut8fusjfthw,Y. Galvan,Midfielder,30,28.0,5.0,6.0,,1.0,,3.0,7.0,10.0,,28.0,,2.0,113.0,2.0,3.0,22.0,87.0,4.0,5.0,8.0,,2.0,6.0,1.0,84.0,,,7.0,,4.0,20.0,2.0,7.0,51.0,26.0,1.0,3.0,1.0,,9.0,31.0,38.0,2.0,168.0,250.0,70.0,4.0,9.0,2.0,9.0,24.0,6.0,19.0,8.0,4.0,1.0,91.0,119.0,30.0,10.0,34.0,36.0,3.0,5.0,12.0,,0.0,,3.0,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Union Omaha,3o1ofvw8de8lo5wdn0cs5gxxx,L. Gil,Midfielder,20,105.0,13.0,18.0,2.0,6.0,2.0,15.0,17.0,10.0,,82.0,7.0,10.0,384.0,6.0,15.0,91.0,280.0,9.0,8.0,20.0,,26.0,25.0,12.0,266.0,2.0,1.0,26.0,,13.0,44.0,7.0,15.0,171.0,79.0,8.0,22.0,13.0,4.0,64.0,108.0,135.0,10.0,572.0,1182.0,200.0,15.0,18.0,8.0,18.0,53.0,20.0,82.0,5.0,10.0,8.0,283.0,388.0,84.0,40.0,89.0,104.0,15.0,32.0,51.0,,0.0,,4.0,,,,,,,,,11.0,,,,,15.0,7.0,,1.0,,1.0,,4.0,1.0,3.0,1.0,1.0,8.0,,9.0,,,2.0,,11.0,,1.0,0.0,,,,,,,,,,,,,,,,
