liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,FC Dallas,1yhtzq33ssznnl1pkg6fjz26t,B. Acosta,Midfielder,8,145.0,11.0,64.0,6.0,1.0,10.0,102.0,58.0,63.0,12.0,9.0,76.0,145.0,9.0,3.0,3.0,10.0,41.0,2.0,4.0,23.0,353.0,11.0,6.0,11.0,18.0,8.0,14.0,453.0,41.0,4.0,14.0,4.0,390.0,434.0,6.0,758.0,1.0,7.0,35.0,54.0,8.0,217.0,9.0,37.0,2.0,5.0,372.0,6.0,7.0,2.0,16.0,46.0,5.0,53.0,14.0,5.0,576.0,18.0,22.0,7.0,21.0,37.0,,99.0,177.0,8.0,10.0,0.0,0.0,0.0,,3.0,,,1.0,,,,1.0,,1.0,,1.0,8.0,,1.0,4.0,1.0,,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,1k3vd2f0e8r92fqkg5981y66t,M. Barrios,Forward,21,95.0,33.0,113.0,5.0,4.0,19.0,300.0,142.0,124.0,43.0,19.0,173.0,117.0,26.0,19.0,2.0,9.0,99.0,3.0,10.0,25.0,350.0,23.0,22.0,23.0,25.0,67.0,22.0,485.0,114.0,10.0,10.0,21.0,361.0,472.0,25.0,1747.0,5.0,11.0,74.0,185.0,18.0,278.0,86.0,11.0,3.0,1.0,348.0,12.0,26.0,4.0,17.0,42.0,16.0,87.0,38.0,16.0,870.0,31.0,10.0,15.0,64.0,78.0,3.0,160.0,106.0,36.0,98.0,1.0,0.0,0.0,1.0,14.0,3.0,2.0,34.0,,1.0,,8.0,,2.0,1.0,,10.0,17.0,2.0,23.0,1.0,2.0,,15.0,,,5.0,2.0,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,9kjmp5eg60q8bt1na23vs67ai,N. Tafari,Defender,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,2,17.0,,54.0,4.0,,5.0,60.0,39.0,24.0,10.0,5.0,48.0,47.0,13.0,6.0,,3.0,21.0,1.0,,4.0,159.0,5.0,1.0,5.0,6.0,10.0,3.0,185.0,17.0,,3.0,6.0,161.0,181.0,39.0,450.0,1.0,,27.0,28.0,3.0,82.0,10.0,2.0,,7.0,157.0,1.0,2.0,2.0,3.0,65.0,3.0,22.0,2.0,3.0,311.0,9.0,7.0,3.0,24.0,15.0,1.0,67.0,85.0,8.0,7.0,0.0,0.0,0.0,5.0,1.0,,1.0,,,,,,,,,,2.0,,,6.0,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,dtj5zjdur2d1of2ip3ar4r88a,E. Cerrillo,Midfielder,6,2.0,1.0,2.0,,2.0,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,4.0,2.0,,2.0,1.0,,,5.0,1.0,,,,4.0,5.0,,17.0,,,1.0,,,1.0,,,,,4.0,,,,,53.0,,,,,8.0,,,1.0,1.0,1.0,,,3.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,5wttdjpftd57c2t5959sm2yg9,J. Ferreira,Forward,9,113.0,11.0,79.0,8.0,7.0,14.0,150.0,77.0,102.0,12.0,27.0,92.0,119.0,9.0,6.0,3.0,13.0,44.0,1.0,9.0,6.0,292.0,21.0,4.0,21.0,23.0,10.0,13.0,413.0,82.0,3.0,6.0,9.0,311.0,407.0,7.0,1043.0,3.0,14.0,48.0,89.0,11.0,202.0,10.0,19.0,,9.0,305.0,6.0,3.0,8.0,6.0,31.0,8.0,59.0,8.0,4.0,565.0,15.0,20.0,19.0,42.0,35.0,,102.0,110.0,13.0,24.0,1.0,0.0,1.0,,6.0,,,,1.0,1.0,,,,,1.0,,7.0,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,83fa3xeia5zzfl19tk08vy3f9,J. Gonzalez,Goalkeeper,1,7.0,,,3.0,,2.0,11.0,1.0,11.0,,,1.0,25.0,1.0,,,,,,,,33.0,2.0,,2.0,4.0,,,50.0,1.0,,,,39.0,27.0,,180.0,,,1.0,7.0,2.0,2.0,,6.0,,2.0,21.0,,,,,49.0,2.0,20.0,,,68.0,,10.0,,1.0,,,18.0,37.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,27.0,,,2.0,1.0,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,cmz985xi3gvv1mdwb10r5ijmd,M. Hedges,Defender,24,138.0,21.0,42.0,31.0,1.0,20.0,185.0,63.0,170.0,6.0,32.0,129.0,538.0,4.0,2.0,3.0,35.0,48.0,,,9.0,837.0,21.0,2.0,21.0,75.0,,6.0,1108.0,88.0,15.0,43.0,23.0,938.0,1091.0,1.0,1748.0,,2.0,81.0,95.0,19.0,264.0,,101.0,24.0,101.0,923.0,4.0,1.0,12.0,6.0,61.0,16.0,101.0,5.0,13.0,1372.0,66.0,82.0,20.0,38.0,25.0,,390.0,676.0,18.0,12.0,0.0,0.0,0.0,,3.0,1.0,,,,,,,,2.0,,,2.0,,,2.0,6.0,,,2.0,,11.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,82sayfife5cfdk9isox5gg8ut,R. Hollingshead,Defender,12,326.0,34.0,134.0,16.0,1.0,21.0,276.0,163.0,176.0,27.0,47.0,246.0,301.0,20.0,22.0,5.0,45.0,105.0,,2.0,26.0,669.0,22.0,15.0,22.0,42.0,20.0,29.0,883.0,135.0,21.0,53.0,30.0,707.0,867.0,99.0,1941.0,3.0,1.0,141.0,154.0,25.0,322.0,20.0,38.0,11.0,49.0,692.0,18.0,11.0,18.0,16.0,62.0,20.0,108.0,19.0,14.0,1381.0,83.0,41.0,29.0,88.0,75.0,,122.0,393.0,34.0,63.0,2.0,2.0,4.0,9.0,5.0,1.0,,1.0,1.0,4.0,,,,,4.0,,11.0,,2.0,8.0,6.0,1.0,2.0,8.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,FC Dallas,dat3cnif8tjb0l88o28wx9brp,F. Jara,Forward,29,89.0,52.0,117.0,2.0,3.0,18.0,201.0,147.0,72.0,45.0,16.0,197.0,49.0,29.0,14.0,3.0,2.0,128.0,,16.0,33.0,247.0,21.0,24.0,21.0,19.0,15.0,34.0,326.0,65.0,29.0,11.0,39.0,254.0,292.0,,1598.0,4.0,11.0,69.0,69.0,16.0,170.0,16.0,7.0,3.0,3.0,220.0,13.0,9.0,8.0,16.0,64.0,13.0,49.0,17.0,10.0,608.0,50.0,7.0,8.0,58.0,89.0,,71.0,86.0,25.0,92.0,4.0,3.0,3.0,,8.0,,3.0,1.0,5.0,7.0,1.0,,,1.0,7.0,,21.0,1.0,14.0,2.0,1.0,,,2.0,,1.0,3.0,,,,,,2.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
