root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,bjmvrcfo3lw4ecam7lekjw9g,R. Aneston,Forward,0,4.0,5.0,2.0,3.0,8.0,7.0,5.0,,10.0,25.0,56.0,7.0,12.0,10.0,5.0,4.0,19.0,2.0,8.0,10.0,4.0,18.0,18.0,10.0,7.0,154.0,10.0,21.0,,1.0,5.0,18.0,14.0,2.0,3.0,4.0,0.0,9.0,,,,2.0,,,,,,,,,,4.0,5.0,2.0,,2.0,6.0,,,1.0,2.0,,,3.0,,,,,,,,,,,,1.0,3.0,,8.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,b2c5wvwuwjo6ijwe4mv6j3klw,R. Burey,Midfielder,0,4.0,9.0,4.0,9.0,26.0,25.0,10.0,2.0,29.0,119.0,194.0,18.0,41.0,10.0,40.0,4.0,70.0,24.0,34.0,19.0,39.0,45.0,79.0,46.0,40.0,360.0,30.0,110.0,,8.0,16.0,70.0,75.0,,1.0,9.0,0.0,26.0,,,,9.0,,,,,22.0,9.0,,,5.0,3.0,3.0,,,,4.0,,,1.0,1.0,,1.0,11.0,1.0,7.0,1.0,2.0,,9.0,1.0,2.0,5.0,2.0,6.0,2.0,,,2.0,7.0,,2.0,,,,5.0,,,,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,elrnpahbtv4mof9539fczouay,M. Cadet,Defender,0,4.0,9.0,4.0,8.0,20.0,17.0,10.0,2.0,39.0,155.0,223.0,12.0,24.0,10.0,34.0,4.0,49.0,42.0,38.0,12.0,64.0,32.0,116.0,78.0,39.0,357.0,8.0,139.0,,5.0,7.0,96.0,108.0,1.0,10.0,7.0,0.0,41.0,,,,8.0,,,,,27.0,20.0,,,14.0,3.0,5.0,2.0,2.0,,8.0,1.0,1.0,3.0,3.0,,3.0,2.0,,2.0,,2.0,1.0,3.0,,,,1.0,,1.0,2.0,,,1.0,,1.0,5.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,4t8ztd2dr7g4gb92gmcgl9xck,K. Clervil,Defender,0,2.0,,,,2.0,2.0,,,5.0,16.0,27.0,3.0,5.0,10.0,1.0,2.0,8.0,2.0,5.0,3.0,7.0,5.0,12.0,7.0,4.0,36.0,2.0,15.0,,,3.0,11.0,11.0,,,1.0,0.0,5.0,,,,3.0,,,,,1.0,1.0,,,,1.0,,,,2.0,,1.0,5.0,,,1.0,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,1acr0kwec6jmg1cvyym8zp49h,W. Delva,Defender,0,4.0,5.0,3.0,6.0,16.0,14.0,6.0,3.0,18.0,90.0,147.0,25.0,21.0,10.0,23.0,4.0,43.0,26.0,21.0,8.0,45.0,24.0,58.0,37.0,32.0,278.0,11.0,89.0,,2.0,7.0,53.0,57.0,2.0,4.0,6.0,0.0,8.0,,,,9.0,,,,,7.0,5.0,,,5.0,3.0,1.0,,2.0,1.0,3.0,1.0,21.0,2.0,4.0,1.0,,2.0,,2.0,,,1.0,,1.0,1.0,,,,,2.0,,2.0,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,df4ncouv0vm9fwcabpkqkh2vp,P. Evariste,Forward,0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,,2.0,9.0,20.0,,7.0,10.0,2.0,1.0,4.0,2.0,2.0,4.0,6.0,7.0,7.0,5.0,2.0,56.0,,8.0,,,4.0,6.0,7.0,1.0,1.0,2.0,0.0,1.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,,1.0,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,bimplxeyjuvp5cq5rkzyv913p,B. Forbes,Forward,0,4.0,9.0,4.0,4.0,20.0,18.0,10.0,1.0,4.0,50.0,129.0,18.0,39.0,10.0,29.0,4.0,57.0,20.0,19.0,25.0,16.0,45.0,27.0,8.0,23.0,360.0,4.0,48.0,,2.0,21.0,23.0,25.0,,,7.0,0.0,10.0,,,,,,,,,5.0,4.0,,,1.0,4.0,4.0,2.0,1.0,,6.0,,7.0,2.0,2.0,1.0,,18.0,,7.0,,,1.0,6.0,4.0,2.0,1.0,5.0,2.0,3.0,15.0,,22.0,11.0,3.0,6.0,,,,5.0,,,,,4.0,3.0,,1.0,,,3.0,3.0,2.0,,,2.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,djzqsmwymd96dhkejj8ug8ro4,H. Gédéon,Defender,0,1.0,3.0,1.0,4.0,5.0,5.0,3.0,1.0,8.0,23.0,48.0,4.0,11.0,10.0,6.0,1.0,16.0,8.0,5.0,7.0,11.0,12.0,18.0,13.0,5.0,90.0,3.0,23.0,,2.0,6.0,17.0,18.0,,1.0,1.0,0.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,6.0,,2.0,4.0,,1.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,daptszpttvbhwg0j91056lu6s,L. Green,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Turks and Caicos Islands,Turks_and_Caicos_Islands,7kggvonoet9k4walcv6povdka,C. Hawkins,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
