matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,2g2uonqxubm85qzcer76cv6dw,NYCFC,https://www.scoresway.com/en_GB/soccer/campeones-cup-2022/2y9kv6v42eo1jpkj158e34g7o/teams/view/1bksy4rix8pm8rjve81uqo8ut,Atlas,https://www.scoresway.com/en_GB/soccer/campeones-cup-2022/2y9kv6v42eo1jpkj158e34g7o/teams/view/8jjxbd5vr23vhu1v5r21rzkrn,https://www.scoresway.com/en_GB/soccer/campeones-cup-2022/2y9kv6v42eo1jpkj158e34g7o/match/view/2g2uonqxubm85qzcer76cv6dw,15/09/2022,2022,Concacaf_Campeones_Cup
