liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,Union Omaha,aw1stc4erqzwcmiv4m2yyqdt6,N. Aune,Defender,4,,271.0,1.0,,,129.0,,,8.0,37.0,,2.0,2.0,7.0,43.0,59.0,4.0,23.0,,132.0,,5.0,,80.0,4.0,1.0,37.0,16.0,2.0,29.0,,13.0,3.0,3.0,8.0,164.0,,4.0,2.0,12.0,65.0,5.0,10.0,15.0,,3.0,8.0,,27.0,6.0,6.0,,4.0,,5.0,43.0,,92.0,95.0,15.0,2.0,12.0,6.0,7.0,0.0,1.0,14.0,1.0,,,,6.0,1.0,1.0,15.0,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Union Omaha,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,20,9.0,1111.0,3.0,1.0,1.0,442.0,7.0,26.0,87.0,229.0,4.0,21.0,1.0,19.0,180.0,136.0,36.0,89.0,,454.0,8.0,22.0,10.0,331.0,8.0,9.0,104.0,107.0,20.0,114.0,6.0,53.0,13.0,33.0,11.0,693.0,24.0,16.0,14.0,124.0,178.0,26.0,10.0,74.0,2.0,13.0,15.0,10.0,158.0,5.0,9.0,21.0,16.0,10.0,65.0,82.0,1.0,338.0,350.0,34.0,18.0,84.0,16.0,59.0,0.0,15.0,15.0,4.0,4.0,3.0,5.0,5.0,7.0,4.0,19.0,,2.0,18.0,1.0,,2.0,,2.0,1.0,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Union Omaha,bxxdjqc12266zo3mrxxtxzgt1,S. Contreras,Midfielder,10,14.0,906.0,4.0,1.0,,364.0,11.0,27.0,66.0,201.0,1.0,17.0,2.0,6.0,201.0,84.0,28.0,83.0,,387.0,9.0,22.0,8.0,251.0,9.0,5.0,113.0,70.0,17.0,130.0,2.0,68.0,11.0,36.0,17.0,613.0,23.0,15.0,13.0,114.0,153.0,19.0,10.0,48.0,1.0,8.0,4.0,8.0,124.0,4.0,11.0,34.0,15.0,15.0,70.0,98.0,1.0,255.0,274.0,10.0,18.0,76.0,14.0,44.0,0.0,11.0,30.0,4.0,2.0,6.0,4.0,7.0,4.0,3.0,23.0,1.0,1.0,10.0,2.0,,,1.0,1.0,2.0,1.0,4.0,,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Union Omaha,6u93ok0drr4byri2lu5g6rq0a,E. Conway,Forward,11,24.0,1294.0,,6.0,1.0,271.0,16.0,48.0,54.0,149.0,1.0,24.0,4.0,42.0,231.0,29.0,28.0,95.0,,278.0,9.0,14.0,21.0,167.0,9.0,31.0,105.0,71.0,14.0,120.0,10.0,57.0,16.0,37.0,11.0,584.0,4.0,16.0,7.0,143.0,112.0,65.0,10.0,106.0,14.0,22.0,36.0,12.0,221.0,5.0,13.0,26.0,16.0,2.0,73.0,41.0,5.0,166.0,173.0,78.0,15.0,115.0,5.0,70.0,5.0,5.0,10.0,5.0,,7.0,3.0,7.0,17.0,1.0,6.0,3.0,3.0,13.0,,1.0,1.0,,2.0,1.0,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,4.0,2.0,,,,,,,,,
USA_USL_League_One,2020,Union Omaha,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,13.0,926.0,2.0,,,406.0,5.0,6.0,37.0,145.0,,5.0,3.0,10.0,164.0,177.0,13.0,61.0,,421.0,2.0,4.0,1.0,279.0,8.0,7.0,105.0,113.0,6.0,82.0,2.0,52.0,11.0,17.0,42.0,609.0,4.0,13.0,2.0,34.0,219.0,9.0,10.0,31.0,1.0,3.0,14.0,4.0,58.0,18.0,11.0,19.0,13.0,2.0,17.0,52.0,,304.0,316.0,24.0,9.0,27.0,13.0,17.0,0.0,6.0,44.0,4.0,1.0,45.0,,16.0,6.0,4.0,37.0,,3.0,4.0,9.0,,,,,,26.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Union Omaha,6jde6m2t4l7iv0pev5hyp41d5,T. David,Defender,6,,754.0,4.0,,,281.0,1.0,1.0,58.0,116.0,3.0,5.0,2.0,10.0,69.0,111.0,10.0,41.0,,290.0,3.0,10.0,,201.0,8.0,4.0,63.0,71.0,8.0,47.0,,45.0,9.0,11.0,17.0,357.0,,13.0,7.0,32.0,100.0,6.0,10.0,36.0,2.0,6.0,20.0,,62.0,5.0,10.0,1.0,13.0,,16.0,61.0,,218.0,227.0,30.0,8.0,26.0,10.0,16.0,0.0,,22.0,,,1.0,3.0,10.0,2.0,1.0,26.0,,3.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Union Omaha,dkl1kmago3ayjditmz3l2kyne,L. Hauswirth,Defender,2,15.0,738.0,2.0,1.0,1.0,262.0,2.0,12.0,50.0,119.0,1.0,8.0,1.0,6.0,119.0,95.0,17.0,43.0,,272.0,3.0,16.0,7.0,187.0,7.0,2.0,67.0,20.0,6.0,59.0,1.0,42.0,9.0,20.0,23.0,504.0,,11.0,8.0,72.0,127.0,4.0,10.0,42.0,2.0,13.0,5.0,5.0,83.0,15.0,8.0,15.0,11.0,,35.0,75.0,1.0,197.0,205.0,11.0,10.0,41.0,15.0,37.0,0.0,9.0,24.0,9.0,,81.0,,10.0,,,18.0,,3.0,7.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Union Omaha,d7mr0bqx5r5lxedg4vot44zit,B. Holt,Goalkeeper,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Union Omaha,46xpydpdkndwe3bn8ai1bu1ka,S. Howard,Goalkeeper,21,,127.0,1.0,,,18.0,,,,4.0,,,,,20.0,14.0,,,,38.0,,,1.0,11.0,2.0,,20.0,1.0,,14.0,,15.0,1.0,,6.0,53.0,,2.0,,1.0,32.0,,10.0,1.0,,,,,1.0,2.0,2.0,,2.0,,,5.0,,11.0,18.0,,,,1.0,1.0,0.0,,20.0,,,,,11.0,,,7.0,,,,4.0,,,,,,,,,,,,,,,,2.0,10.0,,1.0,,1.0,3.0,,,2.0,,,,7.0,,,,,,12.0,,,,,,,,
USA_USL_League_One,2020,Union Omaha,a3zyl5d1ocssew4uzhw90hsyx,E. Ibisevic,Forward,18,1.0,270.0,6.0,,,45.0,3.0,4.0,12.0,23.0,,1.0,2.0,16.0,29.0,9.0,3.0,15.0,,49.0,3.0,4.0,,32.0,2.0,6.0,17.0,8.0,3.0,15.0,2.0,5.0,3.0,2.0,3.0,92.0,,9.0,2.0,22.0,16.0,7.0,10.0,20.0,4.0,7.0,10.0,3.0,48.0,5.0,4.0,1.0,9.0,,12.0,13.0,,28.0,32.0,26.0,2.0,28.0,1.0,10.0,0.0,,2.0,,3.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
