liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Appearances,Leftside Passes,Total Passes,Unsuccessful Short Passes,Total Losses Of Possession,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Rightside Passes,Successful Passes Own Half,Unsuccessful Long Passes,Open Play Passes,Starts,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Saves Made from Inside Box,Total Clearances,Touches,Index,Penalties Faced,Punches,Recoveries,Unsuccessful Passes Own Half,Goals Conceded,Saves Made from Outside Box,Successful Short Passes,Goals Conceded Inside Box,Saves Made,Unsuccessful Passes Opposition Half,GK Successful Distribution,Unsuccessful Launches,Penalty Goals Conceded,Saves made - parried,Home Goals,Away Goals,Winning Goal,Total Tackles,Foul Attempted Tackle,Ground Duels,Duels,Successful Passes Opposition Half,Times Tackled,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Duels won,Ground Duels won,Duels lost,Successful Dribbles,Tackles Won,Total Fouls Won,Total Fouls Conceded,Ground Duels lost,Backward Passes,PutThrough/Blocked Distribution,Successful Long Passes,Aerial Duels,Interceptions,Aerial Duels lost,Throw Ins to Own Player,Aerial Duels won,Handballs conceded,Unsuccessful lay-offs,Throw Ins to Opposition Player,Tackles Lost,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Total Touches In Opposition Box,Successful Launches,Blocks,Penalties Conceded,Offsides,Blocked Shots,Key Passes (Attempt Assists),Right Foot Goals,Total Shots,Shots On Target ( inc goals ),Goals from Inside Box,GK Unsuccessful Distribution,Successful Crosses & Corners,Successful Lay-offs,Successful Crosses open play,Shots Off Target (inc woodwork),Goals from Outside Box,Assists (Intentional),Attempts from Set Pieces,Corners Won,Left Foot Goals,Overruns,Goal Assists,Clean Sheets,Goalkeeper Smother,Saves made - caught,Goal Kicks,Drops,Catches,Unsuccessful Corners into Box,Corners Taken (incl short corners),Headed Goals,Hit Woodwork,Foul Won Penalty,Successful Corners into Box,Penalties Taken,Penalty Goals,Through balls,Second Goal Assists,Saves from Penalty,Penalties Saved,Goals Conceded Outside Box,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Set Pieces Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,ecaofku4htx8if4kk2teq1rrp,R. Adé,Midfielder,0.0,2.0,,,,,,,,2.0,32.0,110.0,9.0,24.0,44.0,24.0,80.0,28.0,66.0,15.0,103.0,2.0,86.0,180.0,,10.0,137.0,51.0,,,18.0,7.0,4.0,,69.0,4.0,,17.0,,2.0,,,0.0,0.0,0.0,3.0,1.0,14.0,22.0,20.0,,,1.0,16.0,9.0,6.0,2.0,2.0,4.0,1.0,5.0,6.0,1.0,17.0,8.0,3.0,1.0,,7.0,,,,1.0,,,1.0,1.0,3.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,6c4j48upih9edutxqf7fopadx,B. Alcéus,Midfielder,0.0,2.0,,1.0,,,,,1.0,2.0,10.0,54.0,6.0,19.0,22.0,10.0,42.0,15.0,27.0,4.0,52.0,2.0,44.0,176.0,,3.0,80.0,19.0,,,17.0,3.0,3.0,,42.0,3.0,,7.0,,2.0,,,0.0,0.0,0.0,3.0,3.0,21.0,24.0,17.0,4.0,3.0,1.0,8.0,6.0,16.0,1.0,2.0,2.0,4.0,15.0,7.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,5y720qmabg25g9wbmeqlh2a51,C. Antoine,Forward,0.0,1.0,,,,,,,1.0,1.0,3.0,9.0,5.0,9.0,4.0,5.0,3.0,,2.0,,8.0,1.0,4.0,45.0,,,15.0,80.0,,,1.0,,1.0,,3.0,1.0,,6.0,,,,,0.0,0.0,0.0,1.0,1.0,6.0,6.0,2.0,1.0,,,2.0,2.0,4.0,,1.0,1.0,1.0,4.0,2.0,,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,14mioehew12zyrf4ncpzbqe3t,A. Apollon,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,Defender,0.0,2.0,,,,,,1.0,,2.0,31.0,61.0,8.0,20.0,15.0,11.0,48.0,4.0,37.0,3.0,59.0,1.0,50.0,114.0,,1.0,91.0,56.0,,,8.0,6.0,3.0,,43.0,3.0,,10.0,,1.0,,,0.0,0.0,0.0,5.0,1.0,13.0,15.0,13.0,2.0,2.0,1.0,6.0,5.0,9.0,,4.0,,3.0,8.0,11.0,5.0,7.0,2.0,3.0,1.0,8.0,1.0,,,,1.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,83tlhxghkvh6n5vubmhpcgj4l,H. Bazile,Forward,0.0,2.0,,,,,,1.0,1.0,2.0,8.0,23.0,5.0,16.0,4.0,5.0,18.0,6.0,8.0,,22.0,1.0,18.0,57.0,,,43.0,7.0,,,5.0,1.0,,,15.0,,,9.0,,,,,0.0,0.0,0.0,3.0,,12.0,13.0,11.0,5.0,2.0,2.0,6.0,5.0,7.0,1.0,2.0,1.0,1.0,7.0,5.0,2.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0,5.0,3.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,2.0,3.0,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,d6obj1v0dunctp68x0hjm3spg,A. Bordenave,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,7tednz7d4xzxjpuqct8iyttjp,M. Cantave,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,73uj84zylf96tprjejckru221,A. Christian,Defender,0.0,1.0,,,,,,,,1.0,1.0,24.0,2.0,9.0,13.0,2.0,22.0,8.0,9.0,,24.0,1.0,22.0,90.0,,,45.0,22.0,,,2.0,,1.0,,18.0,1.0,,5.0,,,,,0.0,0.0,0.0,5.0,,11.0,11.0,14.0,1.0,1.0,1.0,5.0,5.0,6.0,,5.0,,5.0,6.0,2.0,3.0,4.0,,1.0,,4.0,,,,1.0,,3.0,3.0,1.0,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,5wmik73cqursg7sv3w14ue5pm,L. Deedson,Forward,0.0,1.0,,,,,,1.0,,1.0,,2.0,,2.0,1.0,,2.0,,1.0,,2.0,,2.0,4.0,,,5.0,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,1.0,,,,2.0,,,,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,ei1hz02v5mto04mymrj64y9k9,J. Duverger,Goalkeeper,0.0,1.0,,,,,,,,1.0,7.0,28.0,,8.0,13.0,8.0,9.0,8.0,18.0,8.0,15.0,1.0,20.0,90.0,4.0,2.0,37.0,40.0,,1.0,3.0,2.0,3.0,1.0,16.0,3.0,5.0,6.0,8.0,7.0,,1.0,0.0,0.0,0.0,,,,1.0,2.0,,,,1.0,,,,,,,,,,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,0.0,2.0,,,,,,1.0,1.0,2.0,8.0,32.0,6.0,21.0,10.0,9.0,22.0,5.0,13.0,3.0,31.0,1.0,23.0,111.0,,,52.0,16.0,,,3.0,1.0,4.0,,19.0,4.0,,13.0,,,,,0.0,0.0,0.0,1.0,,7.0,9.0,10.0,3.0,1.0,,4.0,3.0,5.0,2.0,1.0,,1.0,4.0,9.0,,4.0,2.0,,1.0,2.0,1.0,1.0,,,,5.0,4.0,3.0,,,,,,1.0,,2.0,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,enykosheyj22373i1hnikul4a,M. Expérience,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,1i7a6katii8fnxncnyun4nyzt,J. Geffrard,Defender,0.0,1.0,,1.0,,,,,,1.0,8.0,38.0,2.0,7.0,8.0,6.0,32.0,22.0,24.0,4.0,38.0,1.0,32.0,90.0,,2.0,45.0,19.0,,,3.0,3.0,1.0,,27.0,1.0,,3.0,,,,,0.0,0.0,0.0,2.0,2.0,5.0,9.0,8.0,,,,5.0,3.0,4.0,,1.0,1.0,2.0,2.0,,,5.0,4.0,1.0,2.0,,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Haiti,6lob2tu6fjwv5kwkx1e1288ut,M. Jérôme,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
