liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,Forward Madison FC,84b0srjzbt28iqdk80oyh9pzp,J. Banks,Midfielder,10,11.0,1134.0,2.0,,,362.0,10.0,18.0,77.0,144.0,1.0,24.0,1.0,18.0,173.0,143.0,26.0,76.0,2.0,383.0,5.0,9.0,14.0,257.0,12.0,19.0,107.0,71.0,14.0,106.0,5.0,77.0,13.0,35.0,28.0,600.0,21.0,15.0,5.0,95.0,131.0,33.0,10.0,65.0,9.0,19.0,6.0,8.0,119.0,6.0,13.0,27.0,15.0,12.0,36.0,104.0,,258.0,276.0,24.0,11.0,54.0,13.0,59.0,0.0,11.0,31.0,5.0,3.0,,2.0,12.0,10.0,1.0,19.0,,2.0,15.0,2.0,,1.0,1.0,1.0,1.0,,,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Forward Madison FC,6uel6zsun3pauqodkwbl7ir4l,J. Barriga Toyama,Forward,77,24.0,1272.0,2.0,1.0,,498.0,6.0,42.0,86.0,232.0,3.0,13.0,1.0,11.0,243.0,162.0,33.0,71.0,3.0,502.0,4.0,17.0,28.0,367.0,11.0,6.0,116.0,121.0,8.0,109.0,1.0,88.0,14.0,26.0,36.0,942.0,9.0,16.0,11.0,154.0,271.0,19.0,10.0,98.0,3.0,27.0,10.0,15.0,175.0,24.0,12.0,29.0,16.0,5.0,66.0,24.0,,384.0,386.0,21.0,25.0,77.0,30.0,88.0,1.0,8.0,45.0,4.0,2.0,113.0,,22.0,3.0,2.0,19.0,1.0,4.0,8.0,3.0,,,,,,24.0,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Forward Madison FC,apf8q4a5prhsiw3dk6yblkt0p,L. Bennett II,Midfielder,21,2.0,96.0,6.0,,,48.0,,1.0,10.0,26.0,1.0,1.0,,1.0,34.0,9.0,3.0,13.0,1.0,52.0,1.0,3.0,,31.0,1.0,1.0,20.0,13.0,3.0,19.0,,5.0,1.0,2.0,6.0,82.0,3.0,7.0,3.0,10.0,21.0,,10.0,6.0,1.0,2.0,1.0,,12.0,,1.0,5.0,7.0,2.0,5.0,8.0,,31.0,32.0,2.0,2.0,6.0,,5.0,0.0,3.0,7.0,1.0,,2.0,,3.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Forward Madison FC,6ycb14t59u46bwsvbb4kuur1m,C. Brady,Goalkeeper,34,,720.0,,,,108.0,,,,29.0,,,1.0,,62.0,115.0,1.0,,2.0,204.0,,1.0,,95.0,5.0,,60.0,32.0,,41.0,,62.0,8.0,,19.0,276.0,,8.0,,1.0,122.0,,10.0,4.0,,1.0,3.0,,4.0,7.0,6.0,,8.0,,,50.0,,76.0,144.0,3.0,,,1.0,1.0,0.0,,60.0,,,,,39.0,,,49.0,,3.0,1.0,22.0,,,,,,,,,,,,,,,,19.0,85.0,,1.0,,,1.0,9.0,10.0,10.0,2.0,,,14.0,,,,0.0,0.0,,,,,1.0,,,,
USA_USL_League_One,2020,Forward Madison FC,cwdemh6p1duh71o09fgg6pgb9,J. Cox,Forward,14,7.0,295.0,12.0,,,105.0,2.0,11.0,27.0,55.0,1.0,3.0,,4.0,56.0,23.0,8.0,21.0,1.0,105.0,2.0,2.0,4.0,77.0,3.0,5.0,27.0,32.0,1.0,32.0,,19.0,2.0,10.0,4.0,164.0,2.0,14.0,,31.0,28.0,4.0,10.0,17.0,3.0,3.0,2.0,7.0,37.0,1.0,3.0,9.0,14.0,2.0,16.0,18.0,,78.0,78.0,6.0,3.0,20.0,1.0,15.0,0.0,,6.0,,,1.0,2.0,2.0,2.0,,1.0,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Forward Madison FC,1kvjc217588h0ws1xccocijt,J. Crisler,Defender,15,,65.0,1.0,,,27.0,,,3.0,6.0,,1.0,,1.0,8.0,16.0,1.0,1.0,,30.0,1.0,1.0,,16.0,2.0,,8.0,6.0,,5.0,,4.0,1.0,1.0,3.0,35.0,,2.0,,1.0,12.0,,10.0,2.0,,,1.0,,3.0,1.0,2.0,,2.0,,,9.0,,20.0,22.0,2.0,1.0,1.0,,1.0,0.0,,7.0,,,,,3.0,,1.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Forward Madison FC,akv3da7wngnu21b8mkvwijutx,C. Díaz,Defender,27,13.0,1203.0,2.0,1.0,,564.0,2.0,20.0,68.0,257.0,,5.0,,12.0,190.0,204.0,19.0,76.0,2.0,568.0,5.0,11.0,13.0,436.0,11.0,4.0,109.0,61.0,8.0,88.0,,78.0,13.0,12.0,34.0,908.0,,15.0,7.0,98.0,273.0,10.0,10.0,64.0,2.0,24.0,9.0,10.0,119.0,23.0,11.0,13.0,15.0,,43.0,166.0,1.0,456.0,459.0,21.0,16.0,55.0,34.0,55.0,0.0,2.0,33.0,2.0,,114.0,3.0,11.0,2.0,3.0,23.0,,4.0,3.0,5.0,,,,,,28.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Forward Madison FC,867s9blcop3abx7p14j9jccfd,B. Eaton,Midfielder,6,,145.0,4.0,1.0,,53.0,,4.0,7.0,23.0,,,,3.0,24.0,18.0,2.0,10.0,1.0,53.0,1.0,3.0,2.0,37.0,1.0,4.0,13.0,20.0,1.0,13.0,,11.0,1.0,1.0,1.0,81.0,1.0,5.0,1.0,13.0,19.0,5.0,10.0,6.0,3.0,1.0,1.0,2.0,17.0,3.0,1.0,1.0,5.0,,8.0,7.0,1.0,40.0,40.0,4.0,1.0,11.0,1.0,5.0,0.0,1.0,3.0,,1.0,,,3.0,1.0,,3.0,,,1.0,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Forward Madison FC,enuonl3tkl8vdb22aniwls2ui,G. Fernandes,Defender,4,,434.0,6.0,,,262.0,1.0,3.0,14.0,76.0,1.0,4.0,,6.0,65.0,135.0,12.0,33.0,1.0,270.0,3.0,8.0,1.0,179.0,6.0,1.0,59.0,72.0,,35.0,,23.0,5.0,9.0,24.0,339.0,,11.0,3.0,29.0,114.0,1.0,10.0,27.0,1.0,4.0,10.0,,45.0,16.0,6.0,,11.0,,12.0,70.0,,207.0,211.0,16.0,11.0,18.0,3.0,17.0,0.0,,26.0,,,10.0,,12.0,,6.0,32.0,,,1.0,4.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Forward Madison FC,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,Forward,31,2.0,215.0,10.0,1.0,1.0,67.0,2.0,15.0,12.0,36.0,,4.0,,10.0,60.0,7.0,7.0,26.0,1.0,69.0,2.0,6.0,4.0,43.0,3.0,9.0,26.0,13.0,5.0,26.0,2.0,8.0,2.0,5.0,2.0,142.0,,12.0,3.0,35.0,24.0,27.0,10.0,23.0,4.0,2.0,10.0,5.0,55.0,1.0,3.0,2.0,12.0,,22.0,20.0,1.0,41.0,43.0,20.0,4.0,32.0,1.0,13.0,0.0,,,,2.0,1.0,2.0,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
