root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Duels,Goals Conceded,Total Tackles,Rightside Passes,Total Losses Of Possession,Unsuccessful Passes Own Half,Successful Passes Own Half,Goals Conceded Inside Box,Shots On Target ( inc goals ),Unsuccessful Long Passes,Recoveries,PutThrough/Blocked Distribution,Touches,Total Shots,Total Passes,Aerial Duels,Starts,Ground Duels lost,Interceptions,Appearances,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Aerial Duels won,Time Played,Throw Ins to Own Player,Backward Passes,Successful Passes Opposition Half,Successful Open Play Passes,Successful Short Passes,Index,Tackles Won,Ground Duels won,Ground Duels,Total Touches In Opposition Box,Aerial Duels lost,Successful Long Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Clearances,Unsuccessful Passes Opposition Half,Duels won,Corners Won,Games Played,Duels lost,Winning Goal,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Penalties Taken,Unsuccessful lay-offs,Goals,Successful Lay-offs,Successful Corners into Box,Total Fouls Won,Corners Taken (incl short corners),Total Fouls Conceded,Unsuccessful Corners into Box,Times Tackled,Blocked Shots,Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Dribbles,Through balls,Goals from Outside Box,Attempts from Set Pieces,Shots Off Target (inc woodwork),Successful Crosses & Corners,Home Goals,Away Goals,PutThrough/Blocked Distribution Won,Substitute On,Tackles Lost,Foul Attempted Tackle,Foul Won Penalty,Unsuccessful Crosses open play,Yellow Cards,Substitute Off,Offsides,Goal Kicks,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Saves made - parried,GK Successful Distribution,GK Unsuccessful Distribution,Blocks,Successful Crosses open play,Hit Woodwork,Unsuccessful Launches,Clean Sheets,Successful Launches,Overruns,Handballs conceded,Goals from Inside Box,Headed Goals,Left Foot Goals,Second Goal Assists,Goal Assists,Assists (Intentional),Penalties Conceded,Red Cards - 2nd Yellow,Clearances Off the Line,Total Red Cards,Penalties Saved,Saves from Penalty,Catches,Punches,Penalties Faced,Goalkeeper Smother,Own Goal Scored,Goals Conceded Outside Box,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Saves made - caught,Crosses not Claimed,Other Goals,Last Man Tackle,Drops,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,3dtxx6whin53g58f5rz9xil7t,Z. Brault-Guillard,Defender,15,9.0,7.0,1.0,,,23.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,55.0,2.0,33.0,,1.0,6.0,1.0,2.0,15.0,21.0,31.0,,98.0,5.0,6.0,17.0,20.0,19.0,10.0,,1.0,7.0,3.0,,2.0,12.0,12.0,1.0,13.0,1.0,3.0,2.0,6.0,0.0,5.0,,1.0,,,,,,1.0,,2.0,,3.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,,5.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,4bjmhb55kv6xfixdff153gudx,R. Camacho,Defender,4,10.0,14.0,3.0,2.0,31.0,18.0,7.0,58.0,3.0,,7.0,20.0,3.0,120.0,,104.0,8.0,2.0,3.0,2.0,2.0,29.0,87.0,99.0,4.0,180.0,,3.0,29.0,83.0,80.0,10.0,2.0,3.0,6.0,2.0,4.0,7.0,41.0,17.0,5.0,11.0,7.0,,2.0,7.0,0.0,1.0,,,,,,,,,,3.0,,,,1.0,,1.0,,,,,,,,2.0,,,3.0,,1.0,,,,,,,,,,,1.0,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,ebhq4fl7e2p1zwhwpeu65a4iy,G. Campbell,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,eb5gnc53xeybw4q02lijnamay,M. Choinière,Midfielder,29,12.0,26.0,3.0,5.0,25.0,30.0,6.0,17.0,3.0,3.0,3.0,8.0,5.0,108.0,3.0,65.0,10.0,2.0,7.0,2.0,2.0,8.0,50.0,64.0,5.0,180.0,2.0,12.0,35.0,50.0,47.0,10.0,2.0,9.0,16.0,2.0,5.0,3.0,20.0,15.0,2.0,20.0,14.0,2.0,2.0,12.0,0.0,11.0,1.0,,,,1.0,,1.0,2.0,7.0,3.0,6.0,2.0,1.0,4.0,1.0,3.0,,1.0,1.0,,2.0,1.0,0.0,2.0,,3.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,3ju0ueq9ldm2cqx8cn3p4ecx5,G. Corbo,Defender,25,9.0,17.0,3.0,5.0,33.0,19.0,2.0,48.0,3.0,1.0,7.0,18.0,1.0,131.0,1.0,97.0,5.0,2.0,3.0,2.0,2.0,7.0,81.0,94.0,2.0,180.0,7.0,12.0,33.0,78.0,68.0,10.0,2.0,9.0,12.0,,3.0,13.0,45.0,16.0,6.0,14.0,11.0,,2.0,6.0,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,3.0,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,c3dtl72eb5ejh6h7ujaspomsq,B. Duke,Midfielder,10,18.0,17.0,1.0,1.0,10.0,32.0,4.0,15.0,1.0,2.0,2.0,7.0,4.0,96.0,3.0,67.0,1.0,2.0,8.0,2.0,2.0,21.0,47.0,62.0,,157.0,1.0,14.0,32.0,42.0,46.0,10.0,1.0,8.0,16.0,5.0,1.0,1.0,22.0,20.0,,19.0,8.0,1.0,2.0,9.0,0.0,3.0,1.0,,,1.0,1.0,1.0,,4.0,,3.0,,3.0,1.0,2.0,2.0,3.0,3.0,1.0,,1.0,,1.0,0.0,2.0,,,1.0,,3.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,4eaw6l0418q57ktjma0k5lnt,A. Herrera,Defender,22,2.0,8.0,2.0,,1.0,14.0,2.0,12.0,2.0,,5.0,4.0,2.0,52.0,,34.0,1.0,1.0,5.0,,2.0,15.0,27.0,33.0,1.0,82.0,5.0,8.0,15.0,26.0,26.0,10.0,,2.0,7.0,2.0,,1.0,10.0,7.0,,8.0,3.0,,2.0,5.0,0.0,3.0,,,,,,,,,,3.0,,1.0,,1.0,,2.0,,,,,,,,2.0,1.0,,,,3.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,69w59auiaf5inl21u1c90w7ah,Ahmed Hamdi,Midfielder,7,,5.0,2.0,1.0,,3.0,,1.0,2.0,,,1.0,,10.0,,5.0,1.0,,3.0,,1.0,1.0,5.0,5.0,,13.0,,2.0,4.0,5.0,5.0,10.0,1.0,1.0,4.0,,1.0,,2.0,,,,1.0,,1.0,4.0,0.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,5hbw303izlf5shd2qt1615bhm,S. Ibrahim,Forward,14,,,,,,1.0,,,,,,,,3.0,1.0,,,,,,1.0,,,,,9.0,,,,,,10.0,,,,3.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Club de Foot Montréal,Club_de_Foot_Montréal,4o2odluv4usimcdtryht04zjd,L. Ketterer,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
