liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,Rhode Island FC,5o2437unwy8z2k2k2ers86dbd,I. Angking,Midfielder,80,4.0,4.0,10.0,4.0,58.0,0.0,3.0,2.0,1.0,,7.0,1.0,12.0,,,10.0,4.0,6.0,,8.0,,,,,,7.0,2.0,5.0,,,10.0,30.0,,7.0,,,1.0,6.0,,,,,,,,,26.0,19.0,8.0,27.0,1.0,1.0,,,,,,,2.0,3.0,7.0,31.0,,27.0,2.0,1.0,4.0,43.0,,1.0,1.0,,1.0,1.0,4.0,1.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,5aocd8ha3hl7fd1l8tg1zufsa,D. Atkinson,Forward,7,10.0,10.0,10.0,9.0,285.0,0.0,11.0,8.0,3.0,,24.0,,43.0,1.0,2.0,50.0,24.0,26.0,59.0,32.0,3.0,,1.0,1.0,,39.0,16.0,23.0,1.0,1.0,19.0,108.0,,19.0,11.0,4.0,15.0,35.0,3.0,1.0,3.0,,1.0,1.0,7.0,5.0,79.0,67.0,15.0,76.0,3.0,4.0,,,6.0,,,1.0,6.0,9.0,47.0,110.0,4.0,81.0,7.0,8.0,29.0,177.0,,2.0,2.0,6.0,1.0,2.0,23.0,8.0,27.0,,,,,,,1.0,1.0,,,,,,3.0,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,58839nfw30jxxroffd3a7q0wk,Hugo Bacharach,Defender,4,17.0,17.0,10.0,2.0,1344.0,1.0,74.0,23.0,51.0,,59.0,8.0,187.0,,4.0,216.0,85.0,131.0,118.0,304.0,18.0,,11.0,8.0,3.0,142.0,62.0,80.0,22.0,5.0,212.0,691.0,1.0,111.0,19.0,11.0,64.0,134.0,6.0,15.0,3.0,,1.0,1.0,17.0,30.0,542.0,253.0,307.0,529.0,14.0,27.0,5.0,10.0,21.0,,,52.0,31.0,23.0,198.0,709.0,9.0,559.0,41.0,29.0,150.0,1004.0,,3.0,3.0,9.0,23.0,47.0,118.0,35.0,103.0,8.0,7.0,1.0,,1.0,,1.0,3.0,,,,0.0,1.0,5.0,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,4vdbw63j0s7npezknabq6p7xm,J. Brito,Midfielder,18,23.0,23.0,10.0,15.0,760.0,0.0,6.0,4.0,2.0,,54.0,,80.0,,8.0,65.0,29.0,36.0,51.0,68.0,6.0,,5.0,5.0,,59.0,25.0,34.0,5.0,7.0,45.0,225.0,,37.0,19.0,9.0,24.0,68.0,5.0,8.0,8.0,,4.0,4.0,2.0,3.0,177.0,139.0,52.0,184.0,7.0,4.0,,3.0,12.0,1.0,,4.0,9.0,21.0,99.0,235.0,11.0,187.0,11.0,29.0,48.0,378.0,,15.0,15.0,7.0,4.0,11.0,55.0,8.0,37.0,1.0,,1.0,1.0,1.0,,2.0,6.0,,1.0,,1.0,0.0,4.0,,1.0,,,2.0,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,5i9n8xgeyz1hk8bt09mh2e1p0,M. Corcoran,Midfielder,36,4.0,4.0,10.0,,333.0,0.0,3.0,2.0,1.0,,42.0,,43.0,1.0,1.0,28.0,14.0,14.0,4.0,41.0,3.0,,3.0,3.0,,25.0,12.0,13.0,3.0,1.0,34.0,168.0,,17.0,6.0,4.0,16.0,56.0,,4.0,2.0,,1.0,,,9.0,145.0,62.0,88.0,140.0,2.0,5.0,,2.0,3.0,,,4.0,6.0,6.0,36.0,173.0,2.0,149.0,7.0,1.0,24.0,220.0,1.0,4.0,1.0,,2.0,5.0,19.0,9.0,19.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,f0rcvbvmbh2gcjxw6jfy5fe5m,C. Dewhurst,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,Forward,10,29.0,29.0,10.0,11.0,1707.0,2.0,70.0,42.0,28.0,3.0,93.0,1.0,96.0,,9.0,188.0,102.0,86.0,98.0,58.0,7.0,4.0,23.0,18.0,5.0,118.0,60.0,58.0,6.0,19.0,68.0,288.0,1.0,50.0,21.0,8.0,31.0,73.0,14.0,18.0,12.0,,3.0,3.0,3.0,3.0,176.0,144.0,39.0,177.0,7.0,8.0,1.0,3.0,32.0,5.0,6.0,8.0,27.0,40.0,199.0,292.0,33.0,180.0,15.0,92.0,112.0,544.0,,9.0,9.0,15.0,6.0,10.0,105.0,16.0,102.0,2.0,1.0,5.0,5.0,4.0,3.0,1.0,19.0,,2.0,5.0,2.0,3.0,4.0,1.0,4.0,,,14.0,,,2.0,19.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,6fjpwiqcuvkedo3hhpj4341zo,H. Diop,Defender,32,8.0,8.0,10.0,2.0,584.0,0.0,14.0,7.0,7.0,,20.0,2.0,101.0,12.0,,46.0,16.0,30.0,51.0,185.0,3.0,,3.0,3.0,,32.0,9.0,23.0,5.0,8.0,38.0,373.0,1.0,51.0,7.0,2.0,27.0,156.0,2.0,6.0,2.0,5.0,7.0,1.0,3.0,27.0,315.0,130.0,215.0,311.0,1.0,5.0,2.0,15.0,3.0,,,24.0,4.0,14.0,85.0,399.0,4.0,338.0,6.0,,61.0,515.0,6.0,9.0,2.0,1.0,19.0,33.0,52.0,18.0,28.0,,3.0,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,Forward,11,31.0,31.0,10.0,5.0,2389.0,0.0,67.0,39.0,28.0,2.0,185.0,2.0,302.0,14.0,19.0,269.0,168.0,101.0,288.0,262.0,11.0,3.0,21.0,16.0,5.0,202.0,129.0,73.0,13.0,37.0,153.0,724.0,1.0,165.0,50.0,18.0,100.0,148.0,23.0,26.0,7.0,5.0,26.0,18.0,15.0,28.0,537.0,413.0,172.0,531.0,9.0,11.0,3.0,23.0,73.0,5.0,1.0,24.0,46.0,40.0,427.0,748.0,39.0,559.0,20.0,92.0,189.0,1291.0,7.0,58.0,45.0,42.0,8.0,28.0,216.0,31.0,161.0,6.0,11.0,3.0,3.0,1.0,,10.0,16.0,3.0,5.0,1.0,2.0,1.0,14.0,2.0,3.0,2.0,2.0,8.0,,,1.0,35.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Rhode Island FC,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,Midfielder,20,25.0,25.0,10.0,11.0,1370.0,0.0,43.0,19.0,24.0,,133.0,,186.0,,1.0,163.0,78.0,85.0,99.0,247.0,15.0,,12.0,8.0,4.0,120.0,59.0,61.0,13.0,13.0,168.0,727.0,,103.0,18.0,6.0,69.0,194.0,3.0,14.0,11.0,,4.0,4.0,10.0,23.0,640.0,358.0,301.0,632.0,10.0,22.0,,14.0,29.0,2.0,,31.0,23.0,19.0,148.0,742.0,7.0,655.0,32.0,14.0,87.0,983.0,,6.0,6.0,13.0,4.0,16.0,69.0,24.0,71.0,4.0,2.0,2.0,2.0,1.0,,2.0,4.0,3.0,1.0,1.0,0.0,2.0,5.0,1.0,,,,1.0,,,2.0,14.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,
