liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Corners Won,Goal Assists,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Shots Created,Shots On Target ( inc goals ),Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Lay-offs,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Yellow Cards,Blocked Shots,Overruns,Successful Dribbles,Successful Crosses open play,Unsuccessful lay-offs,Own Goal Scored,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Conceded,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals,Goals Openplay,Goals from Inside Box,Offsides,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Left Foot Goals,Catches,Clearances Off the Line,Penalties Taken,Total Big Chances Missed,Foul Won Penalty,Handballs conceded,Headed Goals,Through balls,Attempts from Set Pieces,Hit Woodwork,Saves made - caught,Penalty Goals,Second Goal Assists,Goals Conceded Outside Box,Straight Red Cards,Total Red Cards,Last Player Tackle,Drops,Goals from Outside Box,Red Cards - 2nd Yellow,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Canada_Canadian_Premier_League,2026,Vancouver FC,206clz463jnjwhjmnamsw6icq,M. Amissi,Forward,10,21.0,10.0,11.0,6.0,32.0,,72.0,,63.0,32.0,31.0,128.0,26.0,4.0,,6.0,,6.0,5.0,42.0,22.0,20.0,,8.0,106.0,,55.0,9.0,13.0,43.0,2.0,6.0,2.0,,2.0,78.0,67.0,17.0,79.0,3.0,3.0,529.0,14.0,3.0,8.0,4.0,71.0,109.0,11.0,81.0,6.0,30.0,28.0,206.0,2.0,2.0,33.0,6.0,26.0,0.0,,2.0,7.0,,4.0,2.0,4.0,9.0,,,3.0,,,3.0,,,11.0,11.0,8.0,2.0,4.0,1.0,10.0,3.0,1.0,,,,,,,,,,,,2.0,2.0,2.0,1.0,,1.0,0.0,2.0,1.0,,,,4.0,,,1.0,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,2z2u3vezttpjwfwf2yc6aelg4,T. Bah,Defender,7,4.0,2.0,2.0,6.0,20.0,,38.0,,41.0,20.0,21.0,65.0,21.0,2.0,,6.0,,6.0,5.0,37.0,18.0,19.0,,12.0,69.0,,24.0,6.0,13.0,19.0,4.0,3.0,3.0,,1.0,51.0,33.0,21.0,53.0,2.0,2.0,297.0,12.0,,3.0,11.0,45.0,72.0,5.0,54.0,4.0,15.0,18.0,135.0,1.0,2.0,20.0,1.0,16.0,0.0,1.0,,1.0,1.0,4.0,1.0,5.0,1.0,3.0,,,2.0,,4.0,,,3.0,3.0,6.0,,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,ab3v7fg1qsr7m97pdezf6ngno,M. Bibishkov,Forward,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,Defender,5,14.0,4.0,10.0,6.0,13.0,3.0,58.0,,37.0,14.0,23.0,22.0,133.0,2.0,2.0,6.0,2.0,7.0,6.0,23.0,10.0,13.0,5.0,121.0,320.0,,24.0,4.0,23.0,68.0,2.0,6.0,,6.0,20.0,275.0,86.0,201.0,267.0,1.0,9.0,540.0,2.0,24.0,7.0,3.0,52.0,335.0,4.0,287.0,10.0,9.0,48.0,402.0,16.0,26.0,35.0,13.0,22.0,0.0,,,1.0,,1.0,3.0,1.0,2.0,,,,,,2.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,3hebpt7rddccp0powpyfwri7d,T. Campbell,Forward,14,12.0,7.0,5.0,6.0,21.0,,17.0,,36.0,20.0,16.0,71.0,11.0,3.0,,6.0,,4.0,3.0,24.0,13.0,11.0,1.0,19.0,65.0,,14.0,3.0,3.0,16.0,6.0,4.0,3.0,,3.0,45.0,38.0,12.0,44.0,2.0,2.0,371.0,8.0,1.0,5.0,7.0,41.0,67.0,13.0,47.0,4.0,20.0,20.0,125.0,,,16.0,4.0,20.0,1.0,,,4.0,,4.0,,4.0,7.0,2.0,,3.0,7.0,,2.0,,,,,3.0,1.0,,,,3.0,,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,3gehuzr276abauitwc8y8imi2,T. Crawford,Midfielder,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,653qyopyxl1qrfmul2n3m5g16,M. Doner,Defender,3,7.0,4.0,3.0,6.0,65.0,,94.0,,67.0,28.0,39.0,154.0,53.0,1.0,,6.0,,7.0,6.0,60.0,24.0,36.0,4.0,112.0,229.0,,55.0,21.0,20.0,7.0,,6.0,1.0,1.0,7.0,195.0,108.0,104.0,195.0,,7.0,531.0,16.0,8.0,4.0,23.0,97.0,237.0,1.0,202.0,7.0,9.0,35.0,433.0,6.0,9.0,47.0,12.0,26.0,0.0,2.0,3.0,12.0,2.0,14.0,7.0,16.0,1.0,,1.0,10.0,1.0,10.0,52.0,3.0,,24.0,24.0,6.0,,1.0,,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,3141if674kt100fnbi3unstsl,T. Field,Defender,30,15.0,8.0,7.0,6.0,16.0,1.0,54.0,,28.0,14.0,14.0,18.0,105.0,,1.0,6.0,1.0,6.0,5.0,13.0,6.0,7.0,7.0,71.0,307.0,,16.0,2.0,18.0,125.0,1.0,6.0,1.0,4.0,18.0,272.0,71.0,211.0,262.0,1.0,6.0,516.0,,21.0,2.0,,39.0,317.0,3.0,280.0,7.0,6.0,37.0,370.0,11.0,25.0,28.0,9.0,12.0,0.0,,,,,3.0,1.0,3.0,2.0,,,2.0,,,,1.0,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,bh52dhtgqbdogmi1os5w2rod0,E. Fotsing,Midfielder,17,3.0,2.0,1.0,6.0,10.0,2.0,22.0,,14.0,9.0,5.0,28.0,23.0,2.0,,6.0,,5.0,5.0,11.0,7.0,4.0,2.0,23.0,77.0,,15.0,3.0,8.0,23.0,,2.0,2.0,,3.0,56.0,30.0,29.0,55.0,1.0,3.0,197.0,2.0,4.0,2.0,,26.0,79.0,1.0,58.0,4.0,7.0,21.0,110.0,,1.0,10.0,11.0,20.0,0.0,,,1.0,,3.0,1.0,3.0,1.0,4.0,,1.0,1.0,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Vancouver FC,1qu7igozcqji1b93u23ezh68l,P. Gee,Defender,2,10.0,6.0,4.0,5.0,30.0,1.0,59.0,,30.0,16.0,14.0,47.0,112.0,,,5.0,,5.0,4.0,20.0,10.0,10.0,9.0,10.0,201.0,,24.0,3.0,24.0,51.0,,5.0,,4.0,9.0,158.0,87.0,78.0,150.0,1.0,5.0,450.0,4.0,17.0,1.0,3.0,71.0,203.0,,159.0,6.0,,44.0,318.0,5.0,27.0,39.0,11.0,17.0,0.0,,,,,4.0,3.0,4.0,,,,6.0,,12.0,32.0,,,6.0,6.0,4.0,1.0,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
