liga,temporada,equipo,id,nombre,posicion,dorsal,Total Passes,Total Clearances,Offsides,Foul Attempted Tackle,Through balls,Unsuccessful Long Passes,Time Played,Starts,Duels,Index,Aerial Duels lost,Clean Sheets,Penalty Goals Conceded,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Total Shots,Unsuccessful Crosses open play,Total Fouls Conceded,Open Play Passes,Aerial Duels won,Throw Ins to Own Player,Blocks,Total Tackles,Successful Short Passes,Unsuccessful Passes Opposition Half,Recoveries,Games Played,Appearances,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Ground Duels lost,Unsuccessful Passes Own Half,Successful Crosses & Corners,Unsuccessful Short Passes,Duels lost,Forward Passes,Ground Duels,Successful Passes Opposition Half,Goals Conceded Outside Box,Unsuccessful Launches,Backward Passes,Successful Long Passes,Rightside Passes,Duels won,Ground Duels won,Corners Won,Successful Crosses open play,Total Losses Of Possession,Shots On Target ( inc goals ),Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Substitute Off,Throw Ins to Opposition Player,Blocked Shots,Total Touches In Opposition Box,Successful Launches,Times Tackled,Total Fouls Won,Tackles Won,Successful Dribbles,Goals Conceded Inside Box,Successful Open Play Passes,Aerial Duels,Goals Conceded,Successful Passes Own Half,Key Passes (Attempt Assists),Successful Lay-offs,Unsuccessful Crosses & Corners,Touches,Winning Goal,Attempts from Set Pieces,Clearances Off the Line,Substitute On,Yellow Cards,Goals from Inside Box,Handballs conceded,Overruns,Penalties Taken,Left Foot Goals,Goal Assists,Goals,Right Foot Goals,Unsuccessful lay-offs,Penalty Goals,Assists (Intentional),Home Goals,Away Goals,Headed Goals,Successful Corners into Box,Unsuccessful Corners into Box,Corners Taken (incl short corners),GK Successful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Saves Made from Outside Box,Saves made - parried,Drops,GK Unsuccessful Distribution,Goal Kicks,Punches,Catches,Goals from Outside Box,Hit Woodwork,Straight Red Cards,Total Red Cards,Foul Won Penalty,Set Pieces Goals,Second Goal Assists,Penalties Conceded,Saves made - caught,Penalties Faced,Last Player Tackle,Saves from Penalty,Penalties Saved,Red Cards - 2nd Yellow,Penalties Off Target,Own Goal Scored,Crosses not Claimed,Other Goals,Last Man Tackle
Mexico_Liga_MX,2022-2023,Club Tigres UANL,609edevf8qla1f6vi4mjkkgkp,J. Angulo,Defender,27,779.0,21.0,,10.0,2.0,73.0,1505.0,18.0,184.0,10.0,22.0,6.0,1.0,14.0,628.0,70.0,4.0,21.0,21.0,760.0,23.0,89.0,8.0,42.0,571.0,141.0,106.0,19.0,19.0,11.0,26.0,54.0,31.0,13.0,78.0,76.0,349.0,139.0,379.0,1.0,22.0,97.0,57.0,263.0,108.0,85.0,5.0,13.0,227.0,1.0,19.0,151.0,3.0,15.0,5.0,25.0,4.0,13.0,5.0,19.0,32.0,23.0,12.0,10.0,613.0,45.0,11.0,262.0,13.0,,21.0,1138.0,1.0,,,1.0,4.0,,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,8f8h57y9u27itkkdehbdss4b9,J. Aquino,Midfielder,20,601.0,9.0,,8.0,,29.0,1065.0,13.0,152.0,10.0,16.0,6.0,2.0,22.0,511.0,173.0,5.0,23.0,14.0,589.0,12.0,84.0,2.0,31.0,479.0,86.0,81.0,14.0,14.0,10.0,21.0,48.0,27.0,9.0,61.0,64.0,237.0,124.0,328.0,,19.0,89.0,32.0,102.0,88.0,76.0,2.0,9.0,156.0,1.0,13.0,90.0,4.0,8.0,3.0,9.0,2.0,10.0,3.0,21.0,24.0,18.0,21.0,8.0,501.0,28.0,8.0,192.0,11.0,,23.0,908.0,0.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,ay0sjv8k7cxbxs7sec1k4bhpm,D. Ayala,Midfielder,18,6.0,,,,,,14.0,,3.0,10.0,,,,,5.0,3.0,1.0,,1.0,6.0,1.0,,,1.0,5.0,1.0,2.0,3.0,3.0,,,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,,1.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,5.0,1.0,1.0,3.0,,,,8.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,6stnu5c38qqzze7xbyrfwb74l,H. Ayala,Defender,4,83.0,4.0,,1.0,,6.0,165.0,2.0,8.0,10.0,,1.0,,4.0,73.0,18.0,,,1.0,79.0,1.0,,2.0,3.0,67.0,8.0,4.0,4.0,4.0,,1.0,2.0,2.0,,4.0,2.0,43.0,7.0,22.0,,2.0,4.0,6.0,18.0,6.0,5.0,,,12.0,,,10.0,,1.0,1.0,1.0,,,1.0,,2.0,3.0,,1.0,69.0,1.0,1.0,51.0,,,,102.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,61huc8rado1jmr8ilgyv2aqxh,Samir,Defender,3,319.0,24.0,1.0,7.0,,24.0,709.0,8.0,62.0,10.0,7.0,2.0,,21.0,276.0,83.0,9.0,1.0,14.0,306.0,16.0,2.0,5.0,14.0,259.0,27.0,38.0,9.0,9.0,,3.0,17.0,17.0,,19.0,24.0,108.0,39.0,88.0,1.0,9.0,27.0,17.0,101.0,38.0,22.0,3.0,,50.0,5.0,5.0,43.0,4.0,2.0,2.0,1.0,3.0,10.0,,2.0,6.0,9.0,2.0,6.0,266.0,23.0,7.0,188.0,2.0,,1.0,421.0,0.0,,,1.0,4.0,2.0,,2.0,,1.0,,2.0,,,,,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,34w0dseqk24955er7shltiggl,J. Caicedo,Forward,0,104.0,2.0,1.0,4.0,,3.0,533.0,4.0,83.0,10.0,14.0,,,3.0,76.0,19.0,11.0,3.0,9.0,101.0,14.0,,,6.0,72.0,28.0,15.0,16.0,16.0,2.0,5.0,27.0,3.0,,25.0,41.0,18.0,55.0,61.0,1.0,,38.0,4.0,29.0,42.0,28.0,2.0,,64.0,7.0,1.0,28.0,4.0,3.0,2.0,,3.0,21.0,,18.0,19.0,5.0,5.0,3.0,73.0,28.0,4.0,15.0,7.0,1.0,3.0,201.0,1.0,,,12.0,1.0,1.0,2.0,4.0,,,,1.0,1.0,2.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,dta2hcu8sq62dx9diax5shk9,S. Córdova,Midfielder,17,525.0,3.0,3.0,9.0,2.0,18.0,1528.0,18.0,263.0,10.0,44.0,3.0,1.0,14.0,413.0,146.0,32.0,34.0,22.0,479.0,15.0,7.0,4.0,27.0,394.0,194.0,97.0,18.0,18.0,28.0,26.0,106.0,13.0,24.0,94.0,150.0,145.0,204.0,328.0,,6.0,118.0,19.0,116.0,113.0,98.0,19.0,5.0,358.0,17.0,13.0,112.0,15.0,9.0,8.0,2.0,12.0,69.0,1.0,69.0,39.0,14.0,32.0,14.0,373.0,59.0,14.0,109.0,38.0,9.0,95.0,1024.0,1.0,2.0,,,4.0,2.0,,6.0,,4.0,4.0,4.0,,,,3.0,3.0,1.0,,18.0,51.0,89.0,,,,,,,,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,7w0t7bkzbuehhejsnlss100a2,A. Delgado,Goalkeeper,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,b04uukw5ec0mngnwqjih7oqac,L. Flores,Forward,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2022-2023,Club Tigres UANL,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,22,418.0,2.0,2.0,4.0,,11.0,1104.0,13.0,111.0,10.0,13.0,1.0,1.0,6.0,347.0,103.0,14.0,44.0,10.0,413.0,7.0,22.0,,15.0,329.0,99.0,68.0,18.0,18.0,19.0,25.0,52.0,19.0,16.0,60.0,65.0,95.0,91.0,256.0,1.0,6.0,120.0,18.0,100.0,46.0,39.0,10.0,14.0,190.0,5.0,4.0,71.0,9.0,3.0,10.0,1.0,2.0,30.0,2.0,33.0,10.0,11.0,14.0,8.0,342.0,20.0,9.0,107.0,17.0,1.0,47.0,662.0,1.0,,,5.0,4.0,,,3.0,,,3.0,1.0,1.0,2.0,,3.0,1.0,0.0,,2.0,2.0,9.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
