liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,Chattanooga Red Wolves SC,ig530te9sqdo1ak7t0fj12lm,N. Amponsah,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,62c7i3fhh0n9qsek9senh3n4l,S. Beattie,Forward,10,3.0,217.0,7.0,2.0,2.0,45.0,2.0,5.0,16.0,20.0,2.0,2.0,1.0,7.0,24.0,20.0,1.0,8.0,1.0,48.0,1.0,4.0,1.0,40.0,3.0,4.0,8.0,13.0,2.0,9.0,3.0,6.0,1.0,2.0,3.0,89.0,1.0,8.0,3.0,17.0,8.0,13.0,10.0,12.0,4.0,6.0,4.0,2.0,28.0,2.0,4.0,4.0,8.0,1.0,9.0,11.0,2.0,37.0,40.0,11.0,1.0,16.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,36ftuljlcyfh2v9rvsifs7cdm,I. Dargan,Midfielder,18,,8.0,1.0,,,5.0,,,,3.0,,,,,2.0,1.0,,1.0,,5.0,,,1.0,3.0,,,2.0,2.0,,2.0,,1.0,,,,8.0,,1.0,,1.0,3.0,,10.0,1.0,,,,,1.0,,,,1.0,,,,,3.0,3.0,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,ezlnaja6p9i8ru6kfwwn4aga1,T. Dieterich,Midfielder,21,4.0,941.0,2.0,2.0,1.0,338.0,4.0,11.0,101.0,144.0,,9.0,2.0,16.0,94.0,146.0,6.0,50.0,2.0,348.0,2.0,4.0,4.0,276.0,11.0,5.0,59.0,75.0,3.0,44.0,1.0,38.0,10.0,20.0,19.0,439.0,,12.0,1.0,36.0,91.0,22.0,10.0,22.0,2.0,6.0,6.0,7.0,58.0,2.0,13.0,4.0,12.0,,20.0,81.0,2.0,279.0,289.0,22.0,3.0,36.0,6.0,16.0,0.0,1.0,9.0,1.0,2.0,2.0,4.0,6.0,3.0,1.0,13.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Midfielder,22,5.0,1233.0,2.0,,,451.0,5.0,11.0,130.0,164.0,2.0,11.0,2.0,12.0,140.0,205.0,22.0,82.0,2.0,476.0,1.0,13.0,1.0,343.0,14.0,11.0,109.0,113.0,9.0,89.0,1.0,70.0,13.0,20.0,27.0,607.0,2.0,15.0,10.0,59.0,133.0,10.0,10.0,51.0,8.0,8.0,21.0,4.0,92.0,9.0,16.0,7.0,15.0,2.0,29.0,100.0,,344.0,367.0,33.0,16.0,41.0,7.0,30.0,0.0,2.0,27.0,2.0,,8.0,5.0,16.0,3.0,2.0,24.0,,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,exaqbz828d475osubrz02u0yy,L. Folla,Defender,5,2.0,1111.0,1.0,,,621.0,1.0,1.0,16.0,120.0,3.0,1.0,1.0,14.0,146.0,375.0,17.0,50.0,1.0,627.0,2.0,16.0,1.0,428.0,11.0,3.0,132.0,246.0,2.0,85.0,1.0,39.0,13.0,7.0,49.0,748.0,,14.0,6.0,42.0,293.0,8.0,10.0,54.0,1.0,6.0,30.0,,86.0,34.0,12.0,2.0,14.0,,18.0,72.0,,490.0,495.0,44.0,13.0,32.0,22.0,24.0,0.0,,82.0,,,1.0,,42.0,2.0,9.0,67.0,,3.0,4.0,13.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,4zk384iwrvinp38k34hc10q1h,M. Hernández,Forward,20,12.0,697.0,6.0,4.0,1.0,138.0,14.0,24.0,36.0,69.0,4.0,6.0,1.0,14.0,110.0,42.0,12.0,28.0,1.0,139.0,2.0,22.0,12.0,99.0,8.0,12.0,36.0,31.0,9.0,47.0,4.0,34.0,6.0,16.0,11.0,314.0,13.0,12.0,10.0,91.0,41.0,42.0,10.0,45.0,9.0,19.0,2.0,13.0,107.0,2.0,9.0,22.0,12.0,9.0,48.0,31.0,4.0,102.0,103.0,16.0,8.0,62.0,9.0,43.0,1.0,8.0,8.0,4.0,11.0,5.0,2.0,6.0,3.0,,4.0,3.0,1.0,4.0,1.0,,4.0,1.0,4.0,,,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,dxd6p1c8k96armsbg5isjbu95,G. Hurst,Forward,11,11.0,912.0,2.0,8.0,5.0,206.0,5.0,14.0,53.0,97.0,3.0,16.0,1.0,22.0,116.0,58.0,12.0,53.0,1.0,210.0,5.0,21.0,10.0,136.0,10.0,25.0,62.0,61.0,17.0,71.0,7.0,42.0,10.0,18.0,8.0,372.0,8.0,12.0,12.0,63.0,55.0,55.0,10.0,39.0,17.0,9.0,10.0,6.0,95.0,3.0,11.0,17.0,12.0,5.0,34.0,41.0,8.0,145.0,148.0,32.0,8.0,56.0,6.0,29.0,1.0,7.0,9.0,2.0,9.0,1.0,4.0,4.0,8.0,1.0,12.0,2.0,,4.0,1.0,,2.0,2.0,2.0,,,3.0,,3.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,645zusg8p10tlffe7dazwsay2,A. Jaimes,Forward,6,1.0,126.0,9.0,,,37.0,1.0,6.0,12.0,29.0,,2.0,1.0,4.0,24.0,6.0,4.0,6.0,1.0,39.0,1.0,6.0,,32.0,4.0,2.0,7.0,9.0,2.0,7.0,,7.0,1.0,3.0,2.0,87.0,4.0,10.0,,20.0,9.0,4.0,10.0,10.0,2.0,5.0,1.0,1.0,25.0,,5.0,2.0,10.0,1.0,11.0,9.0,,30.0,32.0,5.0,3.0,15.0,5.0,9.0,0.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,1pz1y622pndq5kz1ieygxuzmx,A. Mangels,Goalkeeper,24,,1350.0,,,,169.0,,,,28.0,2.0,,2.0,,90.0,216.0,,3.0,2.0,334.0,,2.0,,186.0,15.0,,90.0,79.0,,61.0,,107.0,15.0,,29.0,451.0,,15.0,1.0,5.0,166.0,,10.0,8.0,,3.0,5.0,,10.0,10.0,17.0,,15.0,,2.0,89.0,,143.0,244.0,5.0,,2.0,1.0,3.0,0.0,,87.0,,,,,37.0,,,58.0,,3.0,,17.0,,,,,,,,,,,,,,,,30.0,140.0,1.0,6.0,1.0,3.0,6.0,12.0,3.0,18.0,3.0,1.0,2.0,27.0,,,,,,,,,,,,,,
