root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,470xuwiwevwy86l2ararrkyga,R. Arozarena,Goalkeeper,0,4.0,4.0,4.0,1.0,6.0,3.0,4.0,,45.0,174.0,232.0,1.0,4.0,10.0,30.0,4.0,40.0,38.0,19.0,2.0,86.0,8.0,134.0,115.0,40.0,360.0,,97.0,1.0,,1.0,93.0,85.0,,,5.0,0.0,50.0,20.0,13.0,60.0,10.0,4.0,14.0,1.0,48.0,39.0,41.0,7.0,8.0,1.0,1.0,1.0,,,,4.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,5kve8dhpubbnibcluxbouritw,O. Calvo,Defender,0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,11.0,32.0,57.0,8.0,3.0,10.0,10.0,3.0,17.0,15.0,9.0,1.0,11.0,3.0,20.0,12.0,12.0,125.0,3.0,30.0,1.0,1.0,1.0,18.0,20.0,,1.0,,0.0,3.0,,,,2.0,,,,,4.0,2.0,,,1.0,2.0,,2.0,,2.0,,,6.0,,1.0,2.0,2.0,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,1wcq33p7w71u1mkdk349gicph,J. Corrales,Defender,0,4.0,3.0,4.0,2.0,6.0,4.0,3.0,5.0,21.0,106.0,160.0,8.0,15.0,10.0,6.0,4.0,32.0,9.0,16.0,13.0,41.0,19.0,90.0,74.0,16.0,327.0,17.0,99.0,1.0,1.0,11.0,88.0,86.0,2.0,5.0,2.0,0.0,39.0,,,,11.0,,1.0,,1.0,8.0,2.0,,,7.0,6.0,2.0,5.0,3.0,,4.0,,13.0,2.0,1.0,7.0,3.0,5.0,,,,,1.0,1.0,,,,1.0,,1.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,6h0h7rtkgwfqo0wzr0hj5n11w,A. Delgado,Midfielder,0,4.0,2.0,3.0,3.0,6.0,4.0,2.0,1.0,11.0,45.0,99.0,6.0,13.0,10.0,14.0,4.0,35.0,5.0,16.0,12.0,18.0,18.0,34.0,19.0,11.0,257.0,12.0,42.0,,2.0,9.0,31.0,31.0,2.0,2.0,1.0,0.0,10.0,,,,3.0,,,,,5.0,3.0,,,9.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,9.0,2.0,1.0,4.0,,6.0,1.0,1.0,,,,6.0,3.0,1.0,2.0,4.0,4.0,,5.0,1.0,4.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,739qk8awhfycr9n1ij77blbtg,D. Díaz,Forward,0,4.0,4.0,4.0,4.0,19.0,16.0,4.0,3.0,16.0,67.0,119.0,19.0,33.0,10.0,18.0,4.0,38.0,18.0,23.0,21.0,18.0,40.0,47.0,25.0,20.0,291.0,20.0,65.0,1.0,4.0,17.0,45.0,46.0,2.0,,5.0,0.0,11.0,,,,3.0,,,,,1.0,2.0,,,,9.0,4.0,5.0,,,7.0,1.0,1.0,3.0,,,,11.0,1.0,7.0,,1.0,,1.0,2.0,,,1.0,,2.0,6.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,8epqbhzxmlos4ttsov37uaihg,E. Hernández,Midfielder,0,4.0,4.0,4.0,12.0,27.0,24.0,4.0,9.0,18.0,103.0,170.0,20.0,50.0,10.0,18.0,4.0,47.0,17.0,42.0,29.0,45.0,56.0,80.0,39.0,23.0,350.0,16.0,101.0,1.0,9.0,26.0,73.0,78.0,1.0,2.0,5.0,0.0,25.0,,,,8.0,,,,,3.0,7.0,,,8.0,5.0,3.0,3.0,8.0,,6.0,1.0,1.0,3.0,3.0,1.0,2.0,13.0,1.0,7.0,,1.0,1.0,3.0,,,,3.0,,2.0,7.0,1.0,4.0,1.0,,,2.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,3314p7lxcs50nqhucj2rxjc2x,N. Johnston,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,rjc3gxh4rd26gvbs5xxu21hw,Y. Matos,Forward,0,4.0,2.0,4.0,3.0,14.0,9.0,2.0,3.0,10.0,48.0,94.0,10.0,20.0,10.0,13.0,4.0,30.0,8.0,18.0,14.0,8.0,28.0,34.0,18.0,14.0,269.0,8.0,45.0,,2.0,11.0,28.0,32.0,3.0,3.0,,0.0,24.0,,,,2.0,,,,,4.0,6.0,,,3.0,4.0,3.0,3.0,2.0,,8.0,,,5.0,1.0,,1.0,8.0,2.0,6.0,,,1.0,1.0,1.0,,,1.0,,1.0,5.0,1.0,2.0,3.0,,1.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,6o2loebmqmvvwqyb5ukyoeeh,D. Morejón,Defender,0,3.0,,2.0,1.0,7.0,5.0,,3.0,6.0,47.0,83.0,6.0,13.0,10.0,9.0,3.0,15.0,17.0,11.0,8.0,20.0,15.0,38.0,27.0,9.0,195.0,8.0,46.0,,1.0,8.0,36.0,37.0,1.0,2.0,4.0,0.0,2.0,,,,2.0,,,,,3.0,2.0,,,7.0,1.0,,1.0,1.0,1.0,2.0,,8.0,2.0,,1.0,1.0,1.0,,,,,2.0,2.0,,,,2.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Cuba,Cuba,2b8l394snj1jdqptpq2yy46xg,I. Morgado,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
